Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.040611,0.0376868,0.0347455,0.0465988,0.0282413,0.0661209,-0.0280984,0.0373618,0.056196,0.122405,0.028548,0.0926913,0.089295,0.0657907,-0.0111121,0.0425916
0.021,0.0757062,0.0355505,0.0765546,0.0231003,0.00382721,0.0630691,-0.00948273,0.0462119,0.0659616,0.0421439,0.0654742,0.0984897,0.0581671,0.0633493,0.0105554,0.0615125
0.022,0.0906598,0.0636267,0.084184,0.0505661,0.064252,0.0615433,0.0225607,0.0385825,0.0641306,0.0339041,0.0966022,0.167154,0.0383307,0.0746408,0.0239832,0.0697522
0.023,0.0750958,0.125577,0.107988,0.0691818,0.0358707,0.0566605,0.0427023,0.0321738,0.061384,0.0503836,0.142989,0.140909,0.0587775,0.0618234,0.0279504,0.0505261
0.024,0.0647198,0.084989,0.122331,0.0557541,0.0200015,0.067952,0.0353781,0.0382773,0.0705392,0.0665579,0.0642535,0.141214,0.0566412,0.0590768,0.0325281,0.0712781
0.025,0.070213,0.107572,0.0661786,0.0343918,0.0352603,0.103352,0.0475851,0.0300375,0.0516183,0.0638113,0.0135944,0.157083,0.0484015,0.0877634,0.0364954,0.0636487
0.026,0.0586163,0.0956702,0.0506146,0.0655197,0.019086,0.0722244,0.0570456,0.0489584,0.0497873,0.0293265,0.0691364,0.157999,0.0554205,0.0737253,0.0548059,0.0758557
0.027,0.0732648,0.0788855,0.0289471,0.0697922,0.0166446,0.0722244,0.0503317,0.0159995,0.0577219,0.0101004,0.0627277,0.159525,0.0538947,0.0657907,0.0538904,0.0465588
0.028,0.0604474,0.0596594,0.0472577,0.0459885,0.013898,0.040181,0.0576559,0.0300375,0.0754221,-0.0219431,0.0590656,0.150064,0.0670172,0.0621286,0.0587732,0.0441174
0.029,0.090965,0.0700354,-0.0458209,0.0621628,0.0248843,0.0667313,0.0262228,0.0327841,0.0751169,0.0574026,0.0584552,0.177835,0.0657965,0.0895944,0.0609094,0.0712781
0.03,0.0714337,0.0825476,0.0228436,0.0459885,0.0331241,0.0569656,0.0567404,0.0523154,0.0702341,0.119659,0.075545,0.157389,0.0499274,0.0703683,0.0526697,0.0685315
0.031,0.0494611,0.0541663,0.0509198,0.0707077,0.0279361,0.0560501,0.0326315,0.041329,0.0574167,0.125152,0.0993488,0.167765,0.0453497,0.0688425,0.0432092,0.0697522
0.032,0.0436627,0.0379919,0.0762494,0.0408005,0.0511295,0.0606277,0.0573508,0.0553671,0.0729806,0.0915823,0.123458,0.189127,0.0413824,0.0560251,0.0319177,0.0419812
0.033,0.0760114,0.0154089,0.109514,0.0530075,0.0340396,0.0658157,0.0619284,0.0489584,0.0674875,0.0744925,0.135665,0.186685,0.0316168,0.0636545,0.0496179,0.0743298
0.034,0.0610577,0.0257849,0.0567181,0.0551437,0.0755435,0.0716141,0.0692526,0.0526205,0.0577219,0.0342093,0.108504,0.076517,0.0435187,0.0496164,0.0285608,0.0813489
0.035,0.0415265,0.0465369,0.0793011,0.0743698,0.0480777,0.0435379,0.0958029,0.0416342,0.0513132,0.0262747,0.0184772,0.0969638,0.0426032,0.0654855,0.0596887,0.0648694
0.036,0.0671613,0.0923132,0.0677045,0.0603317,0.0541812,0.0764969,0.0625388,0.039498,0.0461252,0.00674347,-0.0215009,0.136331,0.0355841,0.0841013,0.051449,0.0700574
0.037,0.0653302,0.0123572,0.0829633,0.0926804,0.0541812,0.0649002,0.0591818,0.0288168,0.0622995,0.0958548,0.0300739,0.136026,0.054505,0.0743356,0.0404626,0.0532727
0.038,0.0723492,-0.0123621,0.0524457,0.0255417,0.0431949,0.0563553,0.0680319,0.0474326,0.0766428,0.0912772,0.0810382,0.0786533,0.0694586,0.0798288,0.0328333,0.0581555
0.039,0.0613629,0.0245642,0.0426801,0.0209641,0.062421,0.0325516,0.0533835,0.0373618,0.0644357,0.134917,0.0648639,0.0936069,0.0380255,0.0792184,0.0569421,0.0645642
0.04,0.0583112,-0.000460205,0.0539716,0.034697,0.0596744,0.0557449,0.0555197,0.0626913,0.0641306,0.0561819,0.0245807,0.0701083,0.0548102,0.074946,0.0627405,0.0480847
