Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0577008,0.0730872,0.0158246,0.0603317,0.0401431,0.0597122,0.0610129,0.0513998,0.066572,0.0409232,0.0578448,0.092081,0.0719,0.0514474,0.0364954,0.0667004
0.021,0.0549542,0.0230383,0.0780804,0.0752853,0.0209171,0.0603226,0.0423972,0.0538412,0.083967,0.0512991,0.0517413,0.0115146,0.0657965,-0.0111136,-0.0901526,0.0685315
0.022,0.0577008,0.0209021,0.0844891,0.0722336,0.0505191,0.0618485,0.0607077,0.0565878,0.0714548,0.0796805,0.0850055,0.00235931,0.0346686,0.014216,-0.180485,0.0648694
0.023,0.0586163,0.0776648,0.061601,0.062468,0.0413638,0.0517776,0.0610129,0.0611655,0.061384,0.0561819,0.0648639,0.0301303,0.0172736,0.000788269,-0.19025,0.0511365
0.024,0.0586163,0.101469,0.0713666,0.0575851,0.0709659,0.08199,0.0451437,0.0605551,0.0558908,0.0177298,0.00627014,0.0603427,0.03711,0.0258127,-0.103886,0.0621228
0.025,0.0757062,0.131376,0.0780804,0.052092,0.0703555,0.0609329,0.0509421,0.055062,0.0357492,-0.0121774,-0.0285199,0.0374545,0.0554205,0.0459543,-0.0523108,0.0425916
0.026,0.0689923,0.107267,0.0857098,0.108549,0.0627261,0.0542191,0.0512473,0.0623862,0.0513132,-0.0460519,-0.016618,0.0542392,0.0670172,0.0432077,-0.00622925,0.0529675
0.027,0.065025,0.105436,0.056413,0.0957321,0.0489932,0.0655106,0.0488058,0.0559775,0.0619943,0.0793753,0.0184772,0.0685825,0.066712,0.0615182,-0.00256714,0.0691418
0.028,0.0711285,0.0215125,0.0399335,0.0713181,0.0471622,0.0618485,0.0475851,0.0629965,0.0369699,0.121184,0.0492999,0.0908603,0.0984503,0.06457,0.0349695,0.0618176
0.029,0.0769269,-0.0114465,0.0469525,0.0588058,0.041669,0.040181,0.0451437,0.0565878,0.0659616,0.085784,0.08409,0.0615634,0.165284,0.0657907,0.0383264,0.0547986
0.03,0.059837,0.022428,0.061601,0.0548386,0.0505191,0.0481155,0.0503317,0.051705,0.0598581,0.078765,0.102401,0.0640048,0.138123,0.0499216,0.0328333,0.0303845
0.031,0.0836407,0.019071,0.0689252,0.0316452,0.0550967,0.0615433,0.0619284,0.0562827,0.0610788,0.0311575,0.166487,0.0585117,0.0923468,0.0584665,0.0343591,0.0578503
0.032,0.0515973,0.0416541,0.098222,0.0478195,0.0737125,0.0533035,0.0622336,0.0752036,0.0769479,0.037261,0.0853107,0.0673618,0.0657965,0.0532785,0.0386316,0.0575452
0.033,0.0433575,0.0593542,0.115617,0.0508713,0.0492984,0.0560501,0.0610129,0.0629965,0.068403,0.126983,0.0142047,0.0603427,0.024903,0.0517526,0.0703699,0.0660901
0.034,0.0512921,0.055387,0.101884,0.0453781,0.0700504,0.0542191,0.0701682,0.0452963,0.0693185,0.0894461,-0.0800946,0.0624789,0.0291754,0.0407663,0.0508386,0.0602917
0.035,0.0613629,0.0837683,0.0735028,0.0789474,0.0441104,0.0703934,0.0674216,0.0462119,0.0592477,-0.020112,-0.123735,0.0691928,0.0264288,0.0441232,0.0453455,0.0551038
0.036,0.0338971,0.0837683,0.0905927,0.133879,0.0505191,0.0652054,0.0289694,0.0556723,0.0436838,-0.0317087,-0.0892499,0.0615634,-0.0162958,0.0493112,0.0526697,0.0581555
0.037,0.0537335,0.0758337,0.0594647,0.0768112,0.057233,0.0603226,0.0460593,0.0617758,0.0626047,-0.0515451,0.0297687,0.0426425,0.0148322,0.0557199,0.0627405,0.059071
0.038,0.0427472,0.0627112,0.0847943,0.0646042,0.0627261,0.0536087,0.0619284,0.0486533,0.0711496,-0.0326242,0.181441,0.0505771,0.0307013,0.0664011,0.0395471,0.0645642
0.039,0.030235,0.0608801,0.0475629,0.0304245,0.0505191,0.0667313,0.0527731,0.0605551,0.0507028,0.0363455,0.121932,0.0597324,0.0334479,0.0505319,0.0813562,0.0630383
0.04,0.059837,0.0648474,-0.00309631,0.00509491,0.0785953,0.0569656,0.0485007,0.0504843,0.0650461,0.0952444,0.254683,0.0551547,0.0383307,0.0474802,0.0722009,0.0596814
