Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0564801,0.0590491,0.0710614,0.0484299,0.0230533,0.0621536,0.0027243,0.0504843,0.0708444,0.0619803,0.0923297,0.02952,0.0679327,0.0596872,0.091427,0.140858
0.021,0.0573956,0.0492834,0.0649579,0.0127243,0.00871002,0.0203445,0.0347678,0.0285117,0.0461252,0.042449,0.115828,0.046915,0.0734259,0.0950876,0.0795251,0.140553
0.022,0.0628888,0.104215,0.0576337,0.0456833,0.0315982,0.0649002,0.0704733,0.0471274,0.0626047,0.0503836,0.0895831,0.0447787,0.0444342,0.111872,0.0776941,0.134144
0.023,0.0500714,0.0730872,0.047868,0.0111984,0.0309879,0.0716141,0.0610129,0.0401083,0.0565012,0.0461111,0.0123737,0.074686,0.0773932,0.130793,0.0917322,0.14452
0.024,0.0586163,0.0968909,0.0423749,0.00295868,0.0334293,0.0722244,0.106789,0.0388876,0.0656564,0.0448904,0.000166626,0.0496616,0.0447394,0.09936,0.0892908,0.120411
0.025,0.0558698,0.0883459,0.0448163,0.00967255,0.0108463,0.0932816,0.117165,0.0462119,0.0543649,0.0305472,0.0422809,0.0734653,0.0410773,0.0874582,0.0474817,0.131093
0.026,0.054649,0.0636267,0.0612958,-0.020845,0.0270206,0.0652054,0.109231,0.0346152,0.0571115,0.0616751,0.0453326,0.053934,0.0517584,0.0621286,0.0694543,0.130482
0.027,0.052818,0.060575,0.0594647,-0.00711212,0.0227481,0.0734451,0.0796286,0.0510947,0.061384,0.110198,0.0605914,0.0646152,0.0584723,0.0291696,0.0673181,0.138722
0.028,0.0561749,0.0160193,0.0667889,-0.00222931,0.0169498,0.0340775,0.0903098,0.049874,0.0589426,0.0937186,0.0453326,0.0398959,0.0676276,0.0407663,0.0941736,0.132924
0.029,0.0525128,-0.0801111,0.0664838,-0.0422073,0.0319034,0.0777176,0.0671164,0.0571982,0.0598581,0.0433646,0.0764606,0.020975,0.0896002,0.0520578,0.0505334,0.148488
0.03,0.0522076,-0.0587488,0.0481732,0.0356125,0.029462,0.042012,0.0747458,0.0642172,0.0699289,0.0397025,0.0380084,0.0392856,0.0972296,0.0517526,0.0563318,0.128651
0.031,0.0537335,-0.00320679,0.0567181,0.0465988,0.0212222,0.0548294,0.0875632,0.0544516,0.0876291,-0.0167551,0.0383136,0.0328769,0.0603033,0.0496164,0.0337488,0.120106
0.032,0.0515973,0.0187659,0.0506146,0.0151657,0.0248843,0.0569656,0.0912253,0.0361411,0.0644357,-0.00454803,0.0541827,0.0783481,0.0889899,0.0615182,0.086239,0.123463
0.033,0.0537335,0.0444006,0.0570233,0.00540009,0.0236636,0.0676468,0.0817648,0.056893,0.0705392,0.0574026,0.0639484,0.06431,0.0792242,0.0441232,0.0300867,0.114918
0.034,0.0692975,0.057218,0.0643475,0.00295868,0.0303775,0.0475052,0.0713889,0.055062,0.0619943,0.073577,0.0862262,0.092081,0.0987555,0.0636545,0.0776941,0.139332
0.035,0.0622784,0.0514197,0.0558026,0.00173798,0.0340396,0.0377396,0.0851218,0.0501791,0.085798,0.0845633,0.0813434,0.0954379,0.0776984,0.0477853,0.0734216,0.123768
0.036,0.0696027,0.0657629,0.0454266,-0.00222931,0.0419742,0.0493362,-0.00154816,0.0571982,0.0714548,0.0833426,0.0785968,0.120768,0.0957037,0.0691476,0.110653,0.130482
0.037,0.0543439,0.0648474,0.0588544,-0.0168777,0.0413638,0.0233963,0.0173727,0.046517,0.0830515,0.0744925,0.0752399,0.112528,0.0877692,0.0581613,0.0950891,0.115529
0.038,0.0497662,0.0651526,0.0536664,-0.0141312,0.0288516,0.0551346,0.0192038,0.0398032,0.0555856,0.068389,0.0767657,0.155863,0.103638,0.0483957,0.109127,0.128041
0.039,0.0503766,0.0483679,0.0612958,-0.0251175,0.0331241,0.0554398,0.0274435,0.0449912,0.068403,0.0665579,0.0938556,0.136637,0.087464,0.0532785,0.140865,0.123158
0.04,0.0802838,0.0544714,0.0649579,-0.0135208,0.0123721,0.057576,0.0365988,0.0697104,0.0525339,0.0519095,0.0904987,0.175089,0.11493,0.0526682,0.0908166,0.113087
