Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0525128,0.0715613,0.0646527,0.123503,0.0367862,0.0661209,-0.0131448,0.113961,0.0201852,0.00552277,0.0322101,0.0267734,0.044129,0.0825754,0.0554163,0.0538831
0.021,0.0699078,0.074613,0.0796063,0.101836,0.0358707,0.0529984,0.0430075,0.109688,0.063215,0.16635,0.0850055,0.0377597,0.0670172,0.101496,0.0718957,0.0670056
0.022,0.0558698,0.0538611,0.0869305,0.0795578,0.0438052,0.0456741,0.0375143,0.117013,0.078779,0.162688,0.106978,0.0502719,0.0676276,0.0828806,0.061825,0.0636487
0.023,0.0628888,0.069425,0.023454,0.107024,0.0428897,0.0490311,0.0372092,0.11274,0.0693185,0.113555,0.0871417,0.0386752,0.0477911,0.0453439,0.041073,0.0657849
0.024,0.0766217,0.0566077,0.035661,0.0847458,0.0438052,0.0432327,0.0231711,0.110299,0.0525339,0.108062,0.0932452,0.0447787,0.0624396,0.0667062,0.0639612,0.0782971
0.025,0.0708234,0.0590491,0.0469525,0.0676559,0.0492984,0.052388,0.0454489,0.106026,0.0809152,0.0369559,0.0752399,0.0603427,0.0502325,0.0712839,0.0578577,0.0660901
0.026,0.0708234,0.0785803,0.0652631,0.0978683,0.0584537,0.0636795,0.026528,0.0996176,0.0650461,-0.0863351,0.0593707,0.0612582,0.0673224,0.0682321,0.0609094,0.0569348
0.027,0.0567853,0.101469,0.0622113,0.0923752,0.0325137,0.0389603,0.0271384,0.115792,0.0647409,-0.0253,0.00840637,0.0548496,0.0505377,0.0874582,0.0725061,0.0679211
0.028,0.0619733,0.0633215,0.046037,0.0563644,0.0621158,0.0649002,0.0485007,0.137459,0.0531442,-0.0518503,0.0135944,0.0633945,0.0633551,0.0758615,0.0593835,0.079823
0.029,0.0570905,0.0880408,0.0945599,0.0722336,0.0666934,0.0380447,0.0362936,0.122811,0.0769479,0.0772391,0.0242755,0.0575961,0.054505,0.0709787,0.0795251,0.0578503
0.03,0.0561749,0.0416541,0.0490887,0.059111,0.0319034,0.0447586,0.0494162,0.122811,0.0696237,0.225555,0.0373981,0.0612582,0.0557257,0.0773874,0.0502283,0.0737195
0.031,0.0415265,0.0147986,0.0655682,0.135405,0.0578433,0.0496414,0.0555197,0.140206,0.0726755,0.188628,0.00352356,0.0777377,0.0764777,0.069758,0.0429041,0.067616
0.032,0.0790631,0.0324988,0.0649579,0.10153,0.0596744,0.0410965,0.0558249,0.131661,0.0680978,0.0680838,0.00657532,0.0661411,0.0609137,0.0621286,0.0642664,0.0541882
0.033,0.0543439,0.0157141,0.0796063,0.102141,0.03465,0.0169876,0.0539938,0.133187,0.0622995,0.0564871,0.0239703,0.0600375,0.0673224,0.06457,0.0505334,0.052052
0.034,0.065025,0.050199,0.0680096,0.112212,0.0489932,0.0386551,0.0552145,0.12922,0.0531442,0.0760184,0.033736,0.0542392,0.0572516,0.0636545,0.0477869,0.0322156
0.035,0.0796735,0.0541663,0.0713666,0.105803,0.0734073,0.0325516,0.0500266,0.141427,0.0543649,0.0863943,0.0837848,0.0667514,0.0654913,0.0728098,0.0691492,0.0615125
0.036,0.0720441,0.0563025,0.0420697,0.102446,0.0599796,0.0414017,0.0393454,0.133187,0.0424631,0.0464163,0.183272,0.0481357,0.0639655,0.0673166,0.05328,0.0404553
0.037,0.0604474,0.0791907,0.035661,0.09207,0.0557071,0.0667313,0.0216452,0.130135,0.0586374,-0.0143137,0.128646,0.0691928,0.0740363,0.0938669,0.0441248,0.0740247
0.038,0.0564801,0.0444006,0.0503094,0.130522,0.0575381,0.0526932,0.0515524,0.133492,0.0757272,0.125762,0.0776813,0.0633945,0.0618292,0.105158,0.0456506,0.081654
0.039,0.0543439,0.0440955,0.0750287,0.10031,0.057233,0.0435379,0.0695578,0.136544,0.0702341,0.0888358,0.0492999,0.0414218,0.059693,0.0648752,0.0187952,0.0599866
0.04,0.0479352,0.0392126,0.056413,0.112212,0.0734073,0.0496414,0.0570456,0.120064,0.0586374,0.0601492,0.0871417,0.0380649,0.0465704,0.0798288,0.0609094,0.0905041
0.041,0.0634991,0.0639319,0.056413,0.103667,0.0956851,0.0377396,0.0546042,0.133492,0.0680978,0.113555,0.0773761,0.0566806,0.0563361,0.0700632,0.068844,0.0718884
