Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0726544,0.0932288,0.0548871,0.0536179,0.0669986,0.0688675,0.0225607,0.0990073,0.0586374,0.0262747,0.0608966,0.0499667,0.0386359,0.0462595,0.0441248,0.0712781
0.021,0.0534283,0.0712561,0.047868,0.0353073,0.0700504,0.0844315,0.00943817,0.113045,0.0543649,-0.00454803,0.0535724,0.069498,0.0453497,0.0462595,0.0215417,0.0660901
0.022,0.0442731,0.0724768,0.0500043,0.0301193,0.0633365,0.0883987,-0.0253519,0.105721,0.0711496,-0.032319,0.0850055,0.0948276,0.049317,0.0441232,0.0425989,0.0313
0.023,0.0656354,0.0218176,0.0735028,0.0215744,0.0471622,0.0282791,-0.0149759,0.10389,0.0552805,-0.0362863,0.0624225,0.105814,0.0593878,0.0551096,0.0471765,0.0453381
0.024,0.065025,0.0178503,0.0771649,0.0322556,0.0908023,0.090535,0.000588074,0.117928,0.0442941,0.0308524,0.0166461,0.0588168,0.0728156,0.0599924,0.0447351,0.0651746
0.025,0.054649,0.0569128,0.0521405,0.0328659,0.0987369,0.0972488,0.0170676,0.109383,0.073591,0.0751028,0.0297687,0.0368442,0.0606085,0.0581613,0.0496179,0.0737195
0.026,0.0540387,0.0752234,0.0652631,0.0493454,0.111249,0.0746658,-0.00643097,0.101143,0.0653513,0.141936,0.0813434,0.0716342,0.0471808,0.0554147,0.0804407,0.0718884
0.027,0.0561749,0.0816321,0.0640424,0.0398849,0.0944644,0.0826004,0.024697,0.0944296,0.0711496,0.0497733,0.0709674,0.097269,0.064881,0.0633493,0.0905115,0.0743298
0.028,0.0561749,0.0672888,0.0640424,0.0514816,0.0999576,0.0777176,0.0454489,0.0825278,0.0641306,0.0638113,0.0697467,0.0853671,0.0679327,0.057551,0.0551111,0.0651746
0.029,0.0479352,0.0532507,0.0637372,0.0490402,0.115522,0.0832108,0.0326315,0.0977866,0.0528391,0.0888358,0.0550983,0.0667514,0.0737311,0.0551096,0.0841028,0.0807385
0.03,0.0592267,0.0898718,0.051225,-0.00253448,0.102704,0.0737503,0.0362936,0.0858847,0.0546701,0.114776,0.0425861,0.069498,0.0624396,0.0599924,0.0892908,0.103627
0.031,0.0512921,0.019071,0.0701459,0.0578903,0.0831729,0.0713089,0.0427023,0.0956503,0.0629098,0.118743,0.0401447,0.0939121,0.0557257,0.0544992,0.075863,0.0929456
0.032,0.0680768,0.0230383,0.0768597,0.064299,0.0502139,0.0658157,0.0692526,0.0852744,0.0473459,0.101958,0.052962,0.111002,0.0685431,0.0599924,0.0917322,0.0618176
0.033,0.0586163,0.0392126,0.0677045,0.0496506,0.101178,0.0728348,0.0552145,0.0889365,0.0534494,-0.014924,0.063338,0.135111,0.0651862,0.0599924,0.0825769,0.0557141
0.034,0.0552594,0.045011,0.0612958,0.064299,0.0700504,0.057576,0.0539938,0.0858847,0.0595529,-0.0280466,0.0700519,0.144876,0.0960089,0.0682321,0.0859338,0.0670056
0.035,0.0616681,0.0453162,0.0625165,0.0163864,0.0621158,0.069783,0.0671164,0.0819174,0.0668771,-0.0603952,0.0727985,0.114054,0.0624396,0.0929514,0.102413,0.0801282
0.036,0.0540387,0.0267004,0.0609906,0.0527023,0.0206119,0.0609329,0.0631491,0.0782553,0.0748117,-0.0359811,0.0499103,0.124124,0.0712897,0.114619,0.110653,0.110951
0.037,0.0512921,0.0459265,0.0731976,0.0536179,0.0666934,0.0539139,0.0799338,0.0709311,0.0571115,0.073577,0.0630328,0.138163,0.0670172,0.103938,0.0938684,0.107594
0.038,0.0534283,0.0395178,0.0600751,0.0475143,0.0547916,0.0508621,0.04728,0.0892416,0.0595529,0.0790701,0.063338,0.127481,0.0358893,0.0828806,0.061825,0.10088
0.039,0.0674664,0.0608801,0.0774701,0.0499557,0.0715762,0.0508621,0.0283591,0.072457,0.0583322,0.0638113,0.0486896,0.0905551,0.0612189,0.0651804,0.0523645,0.0737195
0.04,0.0705182,0.0855994,0.0722821,0.0350021,0.0679141,0.0566605,0.0414816,0.0657431,0.0690134,0.123626,0.0734088,0.092081,0.0517584,0.0682321,0.0505334,0.0786023
