Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,9.63527,0.503791,2.98524,-0.135123,-0.155829,0.027412,0.160312,-10.1581,-0.117,-0.188618,0.0198337,0.119533,-1.66911,9.69066,-0.702853,-0.186885,-0.224856,-0.113172,5.43303,-1.49285,8.10288,0.0337306,-0.0530579,-0.175824,-1.91277,9.71165,-1.17138,-0.17362,-0.15488,-0.0598835,4.56469,0.961655,9.16304,0.0211291,-0.00579564,-0.00151223,-0.150007,-10.5955,1.27833,-0.0426435,-0.0800149,0.178184
0.001,9.63241,0.505745,2.98451,-0.136119,-0.153988,0.0277885,0.143356,-10.1468,-0.139233,-0.187887,0.0226793,0.12148,-1.66373,9.67943,-0.723209,-0.186034,-0.225447,-0.112385,5.42448,-1.48953,8.09793,0.0335348,-0.0529628,-0.175792,-1.90495,9.70708,-1.15769,-0.171265,-0.158372,-0.0594188,4.5619,0.979597,9.14979,0.0215384,-0.00664626,-0.00325761,-0.184829,-10.5719,1.25216,-0.0431316,-0.0765324,0.175551
0.002,9.63007,0.508069,2.98389,-0.137149,-0.15212,0.0281712,0.12581,-10.1358,-0.162136,-0.187153,0.0255825,0.123471,-1.6585,9.66855,-0.743204,-0.185161,-0.226043,-0.111597,5.4162,-1.48608,8.09333,0.0333214,-0.0528744,-0.175771,-1.89698,9.70297,-1.14387,-0.168855,-0.162011,-0.0589471,4.55931,0.998076,9.13683,0.0219578,-0.00750954,-0.00501787,-0.220964,-10.5483,1.22515,-0.0436566,-0.0729351,0.172867
0.003,9.62821,0.51083,2.98336,-0.13821,-0.150233,0.0285572,0.107683,-10.1252,-0.185662,-0.186419,0.0285295,0.125495,-1.6535,9.65801,-0.762516,-0.184264,-0.226633,-0.110811,5.40822,-1.48246,8.08905,0.0330869,-0.0527944,-0.175761,-1.88884,9.69924,-1.12999,-0.166395,-0.165796,-0.0584697,4.55688,1.01703,9.12417,0.0223856,-0.00838009,-0.00677918,-0.258405,-10.5247,1.1973,-0.0442223,-0.0692256,0.170138
0.004,9.62678,0.514099,2.98291,-0.139298,-0.148334,0.0289437,0.0889847,-10.1148,-0.209763,-0.185687,0.0315064,0.12754,-1.64877,9.6478,-0.780823,-0.183341,-0.227209,-0.110034,5.40058,-1.47864,8.08506,0.0328276,-0.0527244,-0.175761,-1.88052,9.69584,-1.11613,-0.163891,-0.169729,-0.0579881,4.55461,1.03641,9.1118,0.0228197,-0.00925251,-0.00852769,-0.297152,-10.5009,1.16864,-0.0448329,-0.0654065,0.167376
0.005,9.62575,0.517943,2.98249,-0.14041,-0.14643,0.0293276,0.0697209,-10.1047,-0.234388,-0.184958,0.0344993,0.129596,-1.64437,9.63793,-0.797861,-0.182393,-0.227761,-0.109268,5.39329,-1.47458,8.08132,0.0325406,-0.0526655,-0.17577,-1.87203,9.69275,-1.10237,-0.161348,-0.17381,-0.057504,4.55247,1.05616,9.09973,0.0232581,-0.0101222,-0.0102508,-0.337204,-10.4771,1.13917,-0.0454913,-0.0614819,0.164587
0.006,9.62502,0.522427,2.98208,-0.141543,-0.144526,0.0297052,0.0498904,-10.0949,-0.259466,-0.184233,0.0374935,0.131652,-1.64028,9.62843,-0.813535,-0.181423,-0.228288,-0.108515,5.38634,-1.47021,8.07781,0.0322241,-0.0526165,-0.175786,-1.86337,9.68992,-1.08878,-0.15877,-0.178037,-0.0570193,4.55048,1.07622,9.08796,0.0236976,-0.0109864,-0.0119391,-0.378567,-10.4532,1.10893,-0.0461968,-0.0574604,0.16178
0.007,9.6245,0.527612,2.98167,-0.142692,-0.142623,0.0300719,0.0294864,-10.0853,-0.284915,-0.183508,0.040474,0.133696,-1.63643,9.61935,-0.827908,-0.180442,-0.228793,-0.107772,5.37967,-1.46549,8.07452,0.0318777,-0.0525747,-0.175804,-1.85453,9.68734,-1.07543,-0.15616,-0.182405,-0.0565368,4.54864,1.09655,9.07647,0.0241344,-0.0118444,-0.0135865,-0.421247,-10.4292,1.07798,-0.0469458,-0.0533551,0.158964
0.008,9.62409,0.533557,2.98122,-0.143857,-0.140722,0.0304232,0.00849873,-10.0759,-0.310644,-0.182778,0.0434254,0.135717,-1.63277,9.61076,-0.841087,-0.17946,-0.22928,-0.107035,5.37322,-1.46035,8.07143,0.0315011,-0.0525367,-0.175821,-1.84553,9.68502,-1.06238,-0.153522,-0.18691,-0.0560589,4.54699,1.11712,9.06526,0.0245641,-0.0126959,-0.0151876,-0.465256,-10.4052,1.04639,-0.0477333,-0.0491804,0.156145
0.009,9.62368,0.540321,2.98071,-0.145032,-0.138824,0.0307543,-0.0130809,-10.0666,-0.336567,-0.18204,0.0463323,0.137702,-1.62922,9.60273,-0.853177,-0.178486,-0.229755,-0.106301,5.3669,-1.45472,8.06854,0.0310945,-0.0524991,-0.175831,-1.83637,9.68295,-1.0497,-0.150859,-0.191547,-0.0555881,4.54555,1.13788,9.0543,0.0249826,-0.0135407,-0.0167372,-0.510603,-10.3812,1.01422,-0.0485549,-0.0449506,0.153331
0.01,9.6232,0.547935,2.98012,-0.146218,-0.136931,0.0310611,-0.0352352,-10.0574,-0.362597,-0.181291,0.04918,0.139644,-1.62574,9.59529,-0.864253,-0.177527,-0.230221,-0.105568,5.3607,-1.44856,8.06582,0.0306583,-0.0524588,-0.175832,-1.82705,9.68111,-1.03744,-0.148174,-0.196312,-0.0551249,4.54434,1.1588,9.04357,0.0253866,-0.0143774,-0.0182315,-0.557277,-10.3572,0.981525,-0.0494073,-0.0406803,0.150529
0.011,9.62258,0.556382,2.97943,-0.14741,-0.135042,0.0313405,-0.0579018,-10.0483,-0.38865,-0.180528,0.051955,0.141538,-1.62232,9.58841,-0.874348,-0.176586,-0.23068,-0.104835,5.35466,-1.44188,8.06327,0.0301945,-0.0524134,-0.175819,-1.81754,9.67947,-1.02561,-0.145469,-0.201199,-0.0546663,4.54338,1.17985,9.03305,0.0257737,-0.0152033,-0.0196692,-0.605225,-10.3333,0.948402,-0.0502896,-0.036385,0.147749
0.012,9.62179,0.565621,2.97863,-0.14861,-0.13316,0.0315896,-0.0809978,-10.0394,-0.414645,-0.179749,0.0546442,0.143382,-1.61899,9.58206,-0.88347,-0.175661,-0.231135,-0.104102,5.34885,-1.4347,8.06086,0.0297056,-0.0523604,-0.17579,-1.80782,9.67798,-1.0142,-0.142745,-0.206201,-0.0542076,4.5427,1.201,9.0227,0.0261422,-0.0160147,-0.02105,-0.654377,-10.3094,0.914932,-0.0512018,-0.0320809,0.144998
0.013,9.62077,0.575616,2.97771,-0.149814,-0.131286,0.0318056,-0.104441,-10.0306,-0.4405,-0.178954,0.0572341,0.145175,-1.61578,9.57618,-0.891629,-0.174753,-0.231587,-0.103369,5.34334,-1.42705,8.05858,0.029194,-0.0522973,-0.17574,-1.79787,9.67662,-1.00323,-0.140003,-0.211313,-0.0537441,4.54229,1.22222,9.0125,0.0264903,-0.0168081,-0.0223736,-0.704665,-10.2856,0.881201,-0.052144,-0.0277839,0.142285
0.014,9.6195,0.58633,2.97665,-0.151021,-0.129421,0.0319855,-0.128162,-10.0219,-0.466141,-0.17814,0.059712,0.146914,-1.61269,9.57073,-0.898837,-0.173858,-0.232036,-0.102636,5.33818,-1.41896,8.05641,0.0286618,-0.0522226,-0.175667,-1.78766,9.67534,-0.992685,-0.137248,-0.216528,-0.0532729,4.54217,1.24348,9.00241,0.026816,-0.0175793,-0.0236388,-0.756016,-10.2619,0.8473,-0.0531163,-0.0235099,0.139618
0.015,9.61791,0.597735,2.97541,-0.152232,-0.127567,0.032125,-0.152113,-10.0134,-0.491524,-0.177309,0.0620668,0.148598,-1.60975,9.56569,-0.905123,-0.172972,-0.23248,-0.101907,5.3334,-1.41055,8.05431,0.0281095,-0.0521365,-0.175568,-1.77724,9.67418,-0.982577,-0.134485,-0.221842,-0.0527947,4.54236,1.2647,8.99243,0.0271172,-0.0183233,-0.0248415,-0.80834,-10.2383,0.813338,-0.0541185,-0.0192742,0.137004
0.016,9.61595,0.609806,2.97396,-0.153444,-0.125726,0.0322196,-0.176273,-10.005,-0.516622,-0.176463,0.0642889,0.150223,-1.60696,9.56104,-0.910528,-0.172083,-0.23291,-0.101185,5.32897,-1.40194,8.05223,0.0275371,-0.0520408,-0.175441,-1.76668,9.67317,-0.972911,-0.131726,-0.227249,-0.0523135,4.54286,1.28575,8.98259,0.0273911,-0.0190338,-0.0259762,-0.861534,-10.2148,0.779435,-0.0551501,-0.0150923,0.13445
0.017,9.61356,0.622521,2.97226,-0.154656,-0.123901,0.0322641,-0.200622,-9.99669,-0.541414,-0.175605,0.0663684,0.151787,-1.60433,9.55675,-0.915096,-0.171181,-0.23332,-0.100476,5.32487,-1.39328,8.05011,0.0269439,-0.0519375,-0.175283,-1.75606,9.6724,-0.963693,-0.12898,-0.232745,-0.051834,4.54368,1.30654,8.9729,0.0276349,-0.0197043,-0.0270364,-0.915492,-10.1913,0.745718,-0.0562106,-0.0109794,0.131965
0.018,9.61068,0.63586,2.97026,-0.155868,-0.122095,0.0322536,-0.225141,-9.98854,-0.565877,-0.174738,0.0682962,0.153287,-1.60186,9.5528,-0.918872,-0.170256,-0.233702,-0.0997838,5.32109,-1.38472,8.04792,0.0263296,-0.0518288,-0.175094,-1.74545,9.6719,-0.954933,-0.126259,-0.238325,-0.0513605,4.54482,1.32694,8.96338,0.0278462,-0.0203288,-0.0280158,-0.970113,-10.168,0.712307,-0.0572996,-0.00695075,0.129556
0.019,9.60728,0.649809,2.96794,-0.157078,-0.120307,0.0321838,-0.24981,-9.98051,-0.589977,-0.173864,0.0700661,0.15472,-1.59955,9.54916,-0.921927,-0.169303,-0.234052,-0.0991113,5.31759,-1.37637,8.04567,0.025694,-0.0517173,-0.174871,-1.73489,9.67171,-0.946646,-0.123571,-0.243981,-0.0508952,4.54628,1.34688,8.95404,0.0280229,-0.0209028,-0.02891,-1.0253,-10.1446,0.679307,-0.0584167,-0.00302023,0.127227
0.02,9.60334,0.664362,2.96526,-0.15828,-0.11854,0.032051,-0.274604,-9.97257,-0.613665,-0.172984,0.0716766,0.156082,-1.59737,9.54579,-0.924365,-0.168325,-0.23437,-0.0984586,5.31433,-1.36827,8.04344,0.0250375,-0.0516061,-0.174613,-1.72435,9.67177,-0.938854,-0.120924,-0.249701,-0.0504369,4.5481,1.36638,8.94486,0.0281644,-0.0214248,-0.0297169,-1.08097,-10.1214,0.646792,-0.0595614,0.000800074,0.124983
0.021,9.59889,0.679518,2.96221,-0.15947,-0.116792,0.031852,-0.299495,-9.96469,-0.636887,-0.1721,0.0731283,0.157365,-1.59529,9.54264,-0.926305,-0.167325,-0.234657,-0.0978246,5.31127,-1.36047,8.04136,0.0243607,-0.0514988,-0.174318,-1.71379,9.67202,-0.931582,-0.118321,-0.255471,-0.0499832,4.55029,1.38546,8.93582,0.0282705,-0.0218943,-0.0304355,-1.13705,-10.0981,0.614826,-0.0607335,0.00449878,0.122826
