Time,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s,mm/s�,mm/s�,mm/s�,rad/s,rad/s,rad/s
1.461,10.0189,-0.725897,1.2571,0.290514,-0.269101,-0.343703,-0.397916,-11.4687,-0.433888,0.172735,0.110519,1.50965,-11.3569,8.38013,-1.341,0.124842,0.209669,-0.00567373,14.501,-0.797209,-1.66845,0.113809,-0.0809399,0.0747381,5.41851,9.29559,0.833749,0.260403,0.447712,0.738352,4.54323,0.419791,9.82532,-0.320195,-2.45727,-0.0620512,0.953234,-10.6644,-0.859974,0.495811,-0.499641,0.519484
1.462,10.0212,-0.736679,1.24815,0.294318,-0.270983,-0.343643,-0.391869,-11.47,-0.44203,0.172974,0.113121,1.51887,-11.3129,8.39684,-1.28425,0.127719,0.206007,-0.0441904,14.4581,-0.755181,-1.65291,0.109742,-0.120499,0.0607615,5.40765,9.27172,0.804939,0.264418,0.469163,0.730181,4.55454,0.42933,9.81757,-0.323591,-2.47575,-0.0609968,0.982685,-10.6461,-0.862526,0.49291,-0.496067,0.513414
1.463,10.0236,-0.747792,1.23942,0.298,-0.272755,-0.343397,-0.385881,-11.4716,-0.45108,0.173222,0.115743,1.52814,-11.2655,8.4148,-1.22892,0.130343,0.202568,-0.0826588,14.4153,-0.714944,-1.63364,0.106171,-0.160466,0.0467874,5.39704,9.24889,0.778064,0.268114,0.490532,0.721919,4.56582,0.439522,9.80978,-0.327135,-2.4942,-0.0598352,1.01251,-10.6282,-0.865288,0.489939,-0.492624,0.507293
1.464,10.0262,-0.75926,1.23098,0.301551,-0.274412,-0.342965,-0.379957,-11.4733,-0.461095,0.173476,0.118381,1.53745,-11.2148,8.43403,-1.17514,0.132719,0.199382,-0.121076,14.3726,-0.676653,-1.61065,0.103104,-0.200808,0.0327968,5.38669,9.22698,0.753064,0.271435,0.511764,0.713532,4.57711,0.450443,9.80196,-0.330818,-2.51262,-0.0585604,1.04263,-10.6107,-0.868244,0.486905,-0.489315,0.501122
1.465,10.029,-0.771116,1.22293,0.304959,-0.275947,-0.342348,-0.374051,-11.4752,-0.472121,0.173736,0.121028,1.54681,-11.1605,8.45455,-1.12306,0.134854,0.196477,-0.159437,14.3298,-0.640465,-1.58389,0.100544,-0.241495,0.018768,5.37654,9.20588,0.729832,0.274323,0.532797,0.704981,4.58849,0.462192,9.79419,-0.334624,-2.53102,-0.0571653,1.0729,-10.5937,-0.871393,0.483815,-0.48614,0.494899
1.466,10.0319,-0.783394,1.21536,0.308214,-0.277357,-0.341544,-0.368104,-11.4773,-0.484206,0.174001,0.123678,1.55622,-11.1027,8.47639,-1.07277,0.136752,0.193883,-0.197736,14.2868,-0.606543,-1.55334,0.0984978,-0.282497,0.00467868,5.36654,9.18548,0.708255,0.27672,0.553574,0.696223,4.60003,0.474869,9.78649,-0.338538,-2.54941,-0.055642,1.10322,-10.5772,-0.874735,0.480674,-0.483097,0.488627
1.467,10.0349,-0.796123,1.20836,0.311303,-0.278634,-0.340552,-0.362067,-11.4796,-0.497391,0.174269,0.126324,1.56568,-11.0412,8.49959,-1.02439,0.13842,0.191631,-0.235968,14.2435,-0.575051,-1.51898,0.0969719,-0.323783,-0.00949387,5.35664,9.1657,0.688231,0.27857,0.574035,0.687217,4.61181,0.488564,9.77893,-0.342547,-2.5678,-0.053983,1.13345,-10.5612,-0.878268,0.477488,-0.480185,0.482305
1.468,10.038,-0.809288,1.20201,0.314216,-0.279774,-0.339373,-0.355918,-11.482,-0.511691,0.17454,0.128961,1.5752,-10.9758,8.52422,-0.978,0.139866,0.189749,-0.274125,14.1998,-0.546131,-1.48076,0.0959726,-0.365327,-0.0237726,5.3468,9.14645,0.669689,0.279829,0.594126,0.677922,4.62385,0.503311,9.77153,-0.346636,-2.5862,-0.0521805,1.16352,-10.5458,-0.881973,0.474262,-0.477397,0.475933
1.469,10.0414,-0.82283,1.19637,0.316943,-0.280776,-0.338006,-0.349669,-11.4846,-0.527084,0.174813,0.131581,1.58476,-10.9066,8.55038,-0.933646,0.141098,0.188265,-0.312196,14.1556,-0.519906,-1.43868,0.0955061,-0.407106,-0.0381809,5.33701,9.12772,0.652597,0.280466,0.613797,0.6683,4.63611,0.519072,9.76428,-0.3508,-2.60461,-0.0502269,1.19338,-10.5309,-0.885813,0.471,-0.474719,0.469513
1.47,10.045,-0.836666,1.19148,0.319476,-0.281635,-0.336454,-0.343349,-11.4874,-0.543536,0.175088,0.134177,1.59438,-10.8334,8.5782,-0.89136,0.142128,0.187206,-0.35017,14.1106,-0.496488,-1.39271,0.0955792,-0.449096,-0.0527428,5.32726,9.10948,0.63694,0.280457,0.633,0.658312,4.64853,0.535781,9.75719,-0.355029,-2.62302,-0.0481145,1.223,-10.5167,-0.889745,0.467704,-0.472138,0.463043
1.471,10.0489,-0.850717,1.18739,0.321805,-0.282351,-0.334716,-0.336983,-11.4904,-0.561016,0.175364,0.136742,1.60404,-10.756,8.6078,-0.851178,0.142966,0.1866,-0.388036,14.0648,-0.475999,-1.34281,0.0961995,-0.491277,-0.0674824,5.31755,9.09172,0.622707,0.279776,0.651686,0.647918,4.66103,0.553376,9.75025,-0.359317,-2.64144,-0.0458355,1.25236,-10.5031,-0.893724,0.464377,-0.469637,0.456523
1.472,10.0532,-0.864909,1.18415,0.32392,-0.282918,-0.332793,-0.330588,-11.4936,-0.579489,0.175641,0.139269,1.61375,-10.6745,8.63932,-0.81314,0.14362,0.186476,-0.425782,14.018,-0.458548,-1.28895,0.0973725,-0.533626,-0.0824227,5.30785,9.07441,0.60988,0.278395,0.669807,0.637077,4.67357,0.571804,9.74346,-0.363659,-2.65986,-0.0433834,1.28144,-10.4902,-0.897698,0.461021,-0.467203,0.449953
1.473,10.0577,-0.879178,1.18176,0.32581,-0.283334,-0.330685,-0.324162,-11.4971,-0.598907,0.175921,0.141752,1.6235,-10.5887,8.67285,-0.777284,0.1441,0.186858,-0.4634,13.97,-0.44421,-1.23109,0.0990965,-0.576127,-0.0975834,5.29813,9.05754,0.59842,0.276283,0.687317,0.625754,4.68614,0.59103,9.73687,-0.368055,-2.67829,-0.0407557,1.31026,-10.4781,-0.901596,0.457635,-0.464822,0.443332
1.474,10.0626,-0.893467,1.18021,0.327461,-0.283592,-0.328392,-0.317691,-11.5009,-0.619221,0.176207,0.144187,1.63329,-10.4985,8.70849,-0.743651,0.144413,0.187772,-0.500885,13.9206,-0.433046,-1.1692,0.101367,-0.618762,-0.112983,5.28835,9.04109,0.58828,0.273408,0.704175,0.61391,4.69872,0.611033,9.73054,-0.372506,-2.69673,-0.0379523,1.33886,-10.4667,-0.905334,0.454216,-0.462482,0.43666
1.475,10.0679,-0.907719,1.1795,0.328862,-0.283689,-0.325914,-0.311158,-11.5052,-0.64038,0.176499,0.146568,1.64314,-10.4038,8.74634,-0.712287,0.144568,0.189243,-0.538228,13.8698,-0.425122,-1.10323,0.104178,-0.661514,-0.128639,5.27847,9.02504,0.579413,0.269735,0.720335,0.601507,4.71132,0.631791,9.72454,-0.377015,-2.71519,-0.0349726,1.36727,-10.4561,-0.908831,0.450759,-0.460173,0.429934
1.476,10.0735,-0.921879,1.17962,0.329999,-0.283618,-0.323248,-0.304544,-11.5099,-0.662342,0.176801,0.148892,1.65303,-10.3044,8.7865,-0.683231,0.144571,0.191299,-0.575421,13.8172,-0.420501,-1.03311,0.107525,-0.704367,-0.144571,5.26843,9.00936,0.571774,0.265239,0.735755,0.588508,4.72394,0.653292,9.71893,-0.381584,-2.73367,-0.0318156,1.39554,-10.4464,-0.912011,0.447262,-0.457882,0.423154
1.477,10.0795,-0.935899,1.18058,0.33086,-0.283376,-0.320395,-0.297812,-11.5152,-0.685086,0.17711,0.151152,1.66297,-10.2003,8.82906,-0.656491,0.144428,0.193967,-0.612452,13.7629,-0.419226,-0.958757,0.111393,-0.747307,-0.160795,5.25815,8.994,0.565325,0.259932,0.750399,0.574883,4.73661,0.675541,9.71375,-0.386212,-2.75218,-0.028479,1.42368,-10.4377,-0.91483,0.443718,-0.455601,0.416319
1.478,10.0859,-0.949735,1.18236,0.331432,-0.282964,-0.31735,-0.29091,-11.5212,-0.708612,0.177424,0.153344,1.67297,-10.0913,8.87406,-0.632042,0.144141,0.197279,-0.649302,13.7066,-0.421321,-0.880087,0.115758,-0.790319,-0.177325,5.2475,8.97889,0.560026,0.253863,0.764239,0.560608,4.74935,0.698561,9.70903,-0.390897,-2.77073,-0.0249591,1.4517,-10.4298,-0.917277,0.44012,-0.453322,0.409426
1.479,10.0927,-0.963347,1.18498,0.331704,-0.282379,-0.314112,-0.28378,-11.5278,-0.732929,0.177738,0.155461,1.68301,-9.97739,8.92158,-0.609849,0.143712,0.201265,-0.685949,13.6481,-0.426805,-0.796987,0.120592,-0.833387,-0.194176,5.23636,8.96395,0.555841,0.247095,0.77725,0.545661,4.76219,0.722384,9.70478,-0.395637,-2.78931,-0.0212516,1.47961,-10.4229,-0.919351,0.436459,-0.451041,0.402476
1.48,10.1001,-0.976694,1.18845,0.331664,-0.281622,-0.310677,-0.276363,-11.5351,-0.75805,0.178047,0.157499,1.6931,-9.85831,8.97167,-0.589883,0.143144,0.20596,-0.722375,13.5874,-0.435706,-0.709336,0.12587,-0.8765,-0.211364,5.22458,8.94911,0.552739,0.239688,0.789402,0.530018,4.77518,0.747042,9.70102,-0.400429,-2.80796,-0.0173516,1.5074,-10.4169,-0.921052,0.432729,-0.448752,0.395465
1.481,10.1079,-0.989732,1.19279,0.331296,-0.280688,-0.307041,-0.268598,-11.5432,-0.783963,0.178346,0.159453,1.70323,-9.73396,9.02439,-0.572126,0.142439,0.211396,-0.758558,13.5242,-0.448033,-0.616999,0.13156,-0.919644,-0.228901,5.21205,8.93433,0.550662,0.231723,0.800674,0.513668,4.78833,0.772556,9.69775,-0.405269,-2.82666,-0.0132534,1.53509,-10.4119,-0.922375,0.428921,-0.446449,0.388391
1.482,10.1162,-1.00242,1.19806,0.330585,-0.279573,-0.303197,-0.260422,-11.5522,-0.810606,0.17863,0.161317,1.7134,-9.60423,9.07981,-0.556579,0.141602,0.217608,-0.79448,13.4583,-0.463759,-0.519817,0.137622,-0.962811,-0.246802,5.19865,8.91969,0.549506,0.223326,0.811053,0.496617,4.8016,0.798914,9.69494,-0.410152,-2.84543,-0.00894964,1.56271,-10.4079,-0.923316,0.425036,-0.444135,0.381249
1.483,10.125,-1.01471,1.20431,0.329512,-0.278268,-0.29914,-0.25177,-11.562,-0.837896,0.178894,0.163089,1.7236,-9.46899,9.13795,-0.543254,0.14064,0.22463,-0.830126,13.3895,-0.482838,-0.417613,0.144008,-1.006,-0.265078,5.18428,8.90532,0.549145,0.21464,0.820534,0.478886,4.81494,0.826091,9.69258,-0.41507,-2.86429,-0.00443195,1.59029,-10.4049,-0.923867,0.421075,-0.44181,0.374033
1.484,10.1343,-1.02656,1.21161,0.328056,-0.276763,-0.29486,-0.242575,-11.5727,-0.865751,0.179131,0.164764,1.73382,-9.32811,9.19888,-0.532169,0.139557,0.232497,-0.865476,13.3176,-0.505233,-0.310199,0.150672,-1.04919,-0.283741,5.16885,8.89134,0.549453,0.205809,0.829109,0.460492,4.82829,0.854063,9.69061,-0.420016,-2.88323,0.000308476,1.61786,-10.403,-0.924021,0.417038,-0.439478,0.366736
1.485,10.1441,-1.03792,1.22005,0.326198,-0.27505,-0.290351,-0.232776,-11.5843,-0.894093,0.179335,0.166338,1.74406,-9.18143,9.26265,-0.52334,0.13836,0.241246,-0.900514,13.2425,-0.530918,-0.197364,0.157565,-1.0924,-0.302806,5.15225,8.8779,0.550287,0.196972,0.836769,0.441454,4.84161,0.882791,9.68904,-0.424984,-2.90227,0.005278,1.64548,-10.402,-0.923769,0.412929,-0.437142,0.359353
1.486,10.1543,-1.04875,1.22969,0.323918,-0.273118,-0.285606,-0.22233,-11.5968,-0.922856,0.179505,0.167806,1.7543,-9.02882,9.32927,-0.516772,0.137059,0.250905,-0.935222,13.1638,-0.559886,-0.0788501,0.164625,-1.13561,-0.322286,5.13439,8.86524,0.551455,0.188256,0.843512,0.421806,4.85483,0.912194,9.68791,-0.429973,-2.92142,0.0104753,1.6732,-10.4021,-0.923107,0.408751,-0.434809,0.351883
1.487,10.1652,-1.05902,1.24062,0.321193,-0.270957,-0.28062,-0.211208,-11.6102,-0.951985,0.179639,0.16916,1.76455,-8.87012,9.39876,-0.512461,0.135662,0.261498,-0.969582,13.0813,-0.592151,0.0456437,0.171784,-1.17884,-0.342198,5.11516,8.85365,0.55272,0.179776,0.849343,0.401588,4.86791,0.942149,9.6873,-0.434985,-2.94068,0.0158918,1.70109,-10.4032,-0.922031,0.404514,-0.432493,0.344326
1.488,10.1767,-1.06867,1.25292,0.318004,-0.268556,-0.275388,-0.199387,-11.6245,-0.981429,0.179737,0.170395,1.7748,-8.70516,9.47112,-0.510401,0.134182,0.273051,-1.00358,12.9949,-0.627736,0.176442,0.178968,-1.22208,-0.362557,5.09447,8.84346,0.553828,0.171642,0.854263,0.380845,4.8808,0.97252,9.68733,-0.440023,-2.96006,0.0215171,1.72926,-10.4053,-0.920539,0.400224,-0.430205,0.336687
1.489,10.1889,-1.07766,1.26667,0.314325,-0.265902,-0.269902,-0.186842,-11.6397,-1.01114,0.179798,0.171504,1.78505,-8.53378,9.54635,-0.510594,0.13263,0.285589,-1.03719,12.9043,-0.666675,0.313889,0.186104,-1.26535,-0.38338,5.07222,8.83499,0.554528,0.163967,0.858276,0.35962,4.89346,1.00318,9.6881,-0.44509,-2.97956,0.0273417,1.75777,-10.4085,-0.91863,0.395892,-0.427959,0.328966
1.49,10.2019,-1.08597,1.28194,0.31014,-0.262986,-0.264157,-0.173554,-11.6558,-1.04107,0.179822,0.172479,1.7953,-8.35578,9.62449,-0.513055,0.131022,0.299126,-1.0704,12.8092,-0.709024,0.458405,0.193109,-1.30865,-0.404689,5.04835,8.82859,0.554578,0.156849,0.861393,0.337965,4.90582,1.03404,9.68969,-0.45019,-2.99919,0.0333582,1.78671,-10.4126,-0.916323,0.391525,-0.425765,0.321167
1.491,10.2158,-1.09358,1.29879,0.305434,-0.2598,-0.25815,-0.15952,-11.6727,-1.0712,0.179808,0.173317,1.80554,-8.17099,9.70557,-0.517818,0.129381,0.31366,-1.1032,12.7092,-0.754878,0.61053,0.199887,-1.35198,-0.426507,5.02289,8.82458,0.553759,0.150368,0.863643,0.315947,4.91784,1.0651,9.69206,-0.455329,-3.01897,0.0395638,1.81613,-10.4178,-0.913679,0.387135,-0.42363,0.31329
1.492,10.2305,-1.10048,1.31726,0.300197,-0.256337,-0.251874,-0.144737,-11.6905,-1.10151,0.179758,0.174013,1.81579,-7.97921,9.78967,-0.524929,0.127733,0.329181,-1.13557,12.604,-0.804352,0.770869,0.206335,-1.39535,-0.448862,4.99586,8.82331,0.551854,0.144595,0.865062,0.293637,4.92947,1.09638,9.69519,-0.460513,-3.03892,0.0459574,1.84609,-10.424,-0.910772,0.382731,-0.421557,0.305337
1.493,10.2461,-1.10667,1.3374,0.294419,-0.25259,-0.245326,-0.129203,-11.7091,-1.13197,0.179671,0.174562,1.82604,-7.78024,9.87685,-0.534439,0.126106,0.345681,-1.16749,12.493,-0.85757,0.940045,0.212351,-1.43875,-0.471782,4.96733,8.82514,0.548649,0.139602,0.865684,0.271107,4.94066,1.12792,9.69902,-0.465748,-3.05904,0.0525386,1.87663,-10.4311,-0.907679,0.378324,-0.419551,0.297309
1.494,10.2626,-1.11212,1.35927,0.288087,-0.248552,-0.238502,-0.112919,-11.7285,-1.16259,0.179546,0.174958,1.83629,-7.57387,9.96719,-0.546407,0.124529,0.363145,-1.19896,12.3757,-0.914626,1.11871,0.217836,-1.4822,-0.495287,4.93735,8.8304,0.543923,0.135456,0.865553,0.248425,4.95135,1.15973,9.70352,-0.471037,-3.07937,0.059308,1.90779,-10.4392,-0.904468,0.373924,-0.417614,0.289209
1.495,10.2802,-1.11682,1.38301,0.281195,-0.244216,-0.231402,-0.0958856,-11.7488,-1.19334,0.179381,0.175201,1.84655,-7.35992,10.0608,-0.560905,0.123035,0.381539,-1.22994,12.2517,-0.975529,1.30753,0.222714,-1.52566,-0.519373,4.90607,8.83939,0.537455,0.132203,0.864734,0.225645,4.96155,1.19181,9.70865,-0.476383,-3.09992,0.0662684,1.93957,-10.4483,-0.901198,0.369538,-0.415748,0.281037
1.496,10.2988,-1.1207,1.4088,0.273738,-0.239575,-0.224032,-0.0781114,-11.7699,-1.22423,0.179174,0.175289,1.85682,-7.13821,10.1578,-0.578018,0.121664,0.400813,-1.26039,12.1201,-1.04022,1.50723,0.226919,-1.56912,-0.544019,4.87372,8.85239,0.529017,0.129873,0.863312,0.202814,4.97127,1.22413,9.71443,-0.481783,-3.1207,0.0734246,1.97195,-10.4583,-0.897914,0.365171,-0.413949,0.272797
1.497,10.3184,-1.12372,1.43682,0.265711,-0.234623,-0.216396,-0.0596025,-11.792,-1.25525,0.178922,0.175221,1.86708,-6.90858,10.2584,-0.597836,0.120457,0.420915,-1.29027,11.9802,-1.10863,1.71854,0.230389,-1.61253,-0.569198,4.8405,8.86965,0.518379,0.128498,0.861376,0.179976,4.98053,1.25665,9.72083,-0.487233,-3.14172,0.0807822,2.00489,-10.4691,-0.894661,0.360829,-0.412214,0.264491
1.498,10.3393,-1.12582,1.46726,0.257109,-0.229353,-0.208499,-0.0403633,-11.815,-1.2864,0.178621,0.174995,1.87734,-6.67082,10.3627,-0.620445,0.119454,0.44179,-1.31955,11.8312,-1.1807,1.9422,0.23308,-1.65587,-0.59488,4.80663,8.89146,0.50531,0.128103,0.859017,0.157173,4.98937,1.28934,9.72786,-0.492733,-3.163,0.0883469,2.03836,-10.4809,-0.89148,0.356515,-0.410542,0.256123
1.499,10.3613,-1.12698,1.50026,0.247931,-0.223763,-0.200345,-0.0203931,-11.8389,-1.31765,0.178271,0.174612,1.88759,-6.42473,10.4709,-0.645879,0.118699,0.463373,-1.34819,11.6726,-1.25641,2.1788,0.23503,-1.69909,-0.620992,4.77236,8.9181,0.489604,0.128687,0.85634,0.134441,4.99781,1.3222,9.73551,-0.498282,-3.18454,0.0961228,2.07235,-10.4935,-0.888393,0.352233,-0.408928,0.247694
1.5,10.3844,-1.12716,1.53587,0.23818,-0.217854,-0.191942,0.000314806,-11.8639,-1.34891,0.177872,0.174072,1.89784,-6.1701,10.583,-0.67409,0.118236,0.485578,-1.37611,11.5042,-1.33576,2.42876,0.236409,-1.74213,-0.647405,4.7379,8.94986,0.471094,0.13021,0.85347,0.111806,5.00591,1.35526,9.74375,-0.50389,-3.20637,0.104112,2.10685,-10.5069,-0.885398,0.347982,-0.407365,0.239205
1.501,10.4087,-1.12637,1.57413,0.227863,-0.211629,-0.183298,0.0217712,-11.8897,-1.38011,0.177427,0.173375,1.90809,-5.90669,10.6994,-0.705,0.118111,0.508312,-1.40329,11.3257,-1.41878,2.69241,0.237443,-1.78492,-0.673966,4.7035,8.98703,0.449625,0.132614,0.850542,0.0892892,5.01374,1.38854,9.75257,-0.509566,-3.2285,0.112314,2.14189,-10.5212,-0.882482,0.343761,-0.405848,0.230656
1.502,10.4341,-1.12458,1.61507,0.216986,-0.205094,-0.174418,0.0439883,-11.9164,-1.41115,0.176938,0.172523,1.91833,-5.63425,10.82,-0.738537,0.118373,0.531482,-1.42965,11.137,-1.50551,2.97011,0.238356,-1.82738,-0.700519,4.66939,9.02991,0.425036,0.135846,0.847691,0.066913,5.02137,1.4221,9.76195,-0.515321,-3.25094,0.120732,2.17748,-10.5363,-0.879629,0.339569,-0.404371,0.222047
1.503,10.4605,-1.12176,1.65871,0.205556,-0.198253,-0.165311,0.0669774,-11.9439,-1.44194,0.176407,0.171515,1.92858,-5.35265,10.9451,-0.774528,0.119071,0.554966,-1.45515,10.9382,-1.59613,3.26198,0.239411,-1.86943,-0.726892,4.63582,9.07883,0.397167,0.139838,0.845057,0.0446967,5.02885,1.45594,9.77186,-0.521162,-3.27371,0.129365,2.21363,-10.5522,-0.876821,0.335404,-0.402927,0.213377
1.504,10.4882,-1.11788,1.70502,0.193597,-0.191124,-0.155992,0.0907455,-11.9724,-1.47242,0.175835,0.170354,1.93882,-5.06204,11.0746,-0.812569,0.120256,0.578566,-1.47974,10.7303,-1.69121,3.56758,0.240956,-1.91093,-0.75287,4.60306,9.13407,0.365869,0.144503,0.842794,0.0226539,5.03622,1.49,9.78231,-0.527096,-3.29681,0.138212,2.25033,-10.5689,-0.874019,0.331263,-0.40151,0.204643
1.505,10.5171,-1.11288,1.75392,0.181137,-0.183729,-0.146479,0.115297,-12.0016,-1.50254,0.175223,0.169041,1.94905,-4.76278,11.208,-0.852095,0.121984,0.602036,-1.50337,10.5147,-1.79151,3.88607,0.243402,-1.95172,-0.778206,4.57141,9.19594,0.330997,0.149735,0.841063,0.000794346,5.04351,1.52417,9.79332,-0.533125,-3.32025,0.147266,2.28758,-10.5866,-0.871174,0.327144,-0.400116,0.195841
1.506,10.5474,-1.1067,1.80535,0.168207,-0.17609,-0.13679,0.140638,-12.0318,-1.53226,0.174569,0.167577,1.95928,-4.45525,11.3452,-0.892513,0.124312,0.62512,-1.52601,10.2929,-1.89788,4.21654,0.247172,-1.99164,-0.802647,4.54118,9.26476,0.292401,0.155424,0.840029,-0.0208727,5.05072,1.55834,9.80489,-0.539251,-3.34403,0.156525,2.32535,-10.6051,-0.868238,0.323041,-0.398738,0.186967
1.507,10.5793,-1.09926,1.85926,0.154839,-0.168232,-0.126943,0.166768,-12.0628,-1.56153,0.173876,0.165963,1.96949,-4.13993,11.4858,-0.933288,0.12729,0.647556,-1.54761,10.0664,-2.0112,4.558,0.25267,-2.03049,-0.825946,4.51269,9.34084,0.249943,0.161465,0.839856,-0.0423374,5.0579,1.5924,9.81705,-0.545479,-3.36816,0.165985,2.36363,-10.6245,-0.865153,0.318953,-0.397372,0.178016
1.508,10.6127,-1.09051,1.91558,0.141075,-0.160184,-0.116959,0.193665,-12.0947,-1.59035,0.173142,0.164195,1.9797,-3.81788,11.6292,-0.9741,0.130948,0.669066,-1.56816,9.83721,-2.13248,4.9089,0.260214,-2.06802,-0.847871,4.48628,9.42439,0.203554,0.167759,0.840703,-0.06359,5.06503,1.62625,9.82981,-0.551815,-3.39264,0.175645,2.4024,-10.6448,-0.86185,0.314879,-0.396012,0.168985
1.509,10.6479,-1.08041,1.97428,0.126968,-0.151984,-0.106857,0.221274,-12.1276,-1.61875,0.172369,0.162262,1.98988,-3.49084,11.7744,-1.0149,0.135282,0.689351,-1.58766,9.60774,-2.26285,5.26698,0.270015,-2.1039,-0.868218,4.46236,9.51552,0.153255,0.174211,0.842725,-0.0846202,5.0721,1.65983,9.8432,-0.558272,-3.41749,0.18551,2.44165,-10.666,-0.858237,0.310823,-0.394652,0.159872
1.51,10.6846,-1.0689,2.03531,0.112576,-0.143674,-0.096658,0.24953,-12.1614,-1.64679,0.171557,0.160154,2.00006,-3.16084,11.9204,-1.05575,0.14028,0.708101,-1.60612,9.38057,-2.40355,5.62973,0.282245,-2.13774,-0.886786,4.44136,9.61432,0.0990966,0.180731,0.846075,-0.105418,5.07911,1.69309,9.85724,-0.564866,-3.44271,0.195583,2.48136,-10.6881,-0.854214,0.306789,-0.393287,0.150677
1.511,10.7231,-1.05593,2.09865,0.0979594,-0.135295,-0.0863831,0.278369,-12.1962,-1.67451,0.170706,0.157857,2.01021,-2.82988,12.0659,-1.0967,0.145929,0.725002,-1.62356,9.1583,-2.55583,5.99465,0.297082,-2.16917,-0.903374,4.4237,9.72087,0.0411221,0.187229,0.850908,-0.125971,5.08602,1.72595,9.87194,-0.571611,-3.46833,0.205872,2.52152,-10.7111,-0.849679,0.302782,-0.391911,0.141398
1.512,10.7632,-1.04145,2.16421,0.0831812,-0.12689,-0.0760563,0.307714,-12.232,-1.70198,0.169817,0.15536,2.02035,-2.5002,12.21,-1.13795,0.152199,0.739794,-1.64001,8.94358,-2.72075,6.3592,0.314653,-2.19779,-0.91782,4.40976,9.83519,-0.0205532,0.193617,0.857367,-0.146267,5.09282,1.75837,9.88733,-0.578521,-3.49435,0.216383,2.5621,-10.735,-0.844524,0.298809,-0.390517,0.132035
1.513,10.805,-1.02539,2.23175,0.0683218,-0.118513,-0.065709,0.337455,-12.2687,-1.72929,0.168887,0.152651,2.03047,-2.17445,12.3511,-1.18001,0.159021,0.752328,-1.65552,8.73921,-2.89901,6.72072,0.334976,-2.22317,-0.930054,4.39974,9.95712,-0.0856497,0.199811,0.865565,-0.166287,5.0995,1.79027,9.90335,-0.585605,-3.52077,0.227124,2.60311,-10.7597,-0.838628,0.294879,-0.389097,0.122585
1.514,10.8483,-1.00768,2.30098,0.0534704,-0.110222,-0.0553773,0.367466,-12.3063,-1.75655,0.167911,0.149718,2.04056,-1.85556,12.4878,-1.22355,0.166302,0.762524,-1.67016,8.54804,-3.09106,7.07654,0.358005,-2.24486,-0.940056,4.39378,10.0864,-0.153794,0.205733,0.875598,-0.186008,5.10607,1.82161,9.91992,-0.592869,-3.54761,0.238105,2.64453,-10.7854,-0.831861,0.291007,-0.387643,0.113048
1.515,10.893,-0.988268,2.37159,0.038717,-0.102075,-0.0450977,0.397619,-12.3446,-1.78385,0.166886,0.146549,2.0506,-1.5465,12.6186,-1.26927,0.173947,0.770303,-1.68402,8.373,-3.29739,7.42393,0.383695,-2.26239,-0.947808,4.39199,10.2227,-0.224609,0.211301,0.887562,-0.205409,5.11253,1.85231,9.937,-0.600319,-3.57485,0.249336,2.68635,-10.8121,-0.824089,0.287206,-0.386144,0.103423
1.516,10.9391,-0.967099,2.44326,0.0241528,-0.094128,-0.0349064,0.42779,-12.3836,-1.81128,0.165806,0.143131,2.06061,-1.25022,12.7421,-1.31787,0.18186,0.775614,-1.69716,8.217,-3.51853,7.76046,0.412046,-2.27535,-0.95333,4.39449,10.3658,-0.297674,0.216435,0.901546,-0.224463,5.11888,1.88233,9.95447,-0.607959,-3.60249,0.260826,2.72856,-10.8397,-0.815172,0.283489,-0.384592,0.0937082
1.517,10.9863,-0.944206,2.51569,0.00987326,-0.0864326,-0.0248383,0.457863,-12.4232,-1.83891,0.164666,0.139446,2.07057,-0.969481,12.8567,-1.37009,0.189938,0.778519,-1.70967,8.08289,-3.75514,8.08468,0.443193,-2.28343,-0.956767,4.40133,10.5151,-0.372406,0.221056,0.91759,-0.24314,5.12512,1.91166,9.97219,-0.615786,-3.63054,0.272579,2.7711,-10.8682,-0.804949,0.279877,-0.382981,0.0839055
1.518,11.0345,-0.919708,2.58856,-0.00402197,-0.0790318,-0.0149272,0.48773,-12.4631,-1.86671,0.163456,0.135476,2.08048,-0.706889,12.961,-1.42666,0.198072,0.7792,-1.72163,7.97348,-4.00802,8.39621,0.477419,-2.28649,-0.958406,4.41252,10.6701,-0.448051,0.225084,0.935685,-0.261403,5.13126,1.94033,9.98995,-0.623787,-3.659,0.284597,2.81388,-10.8977,-0.793236,0.27639,-0.381306,0.0740172
