Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-2.84165,9.14109,-0.624766,-0.0113708,-0.0515798,-0.0340369,-1.68771,9.71815,0.171824,-0.0339977,-0.0845293,0.0875261,-0.0638613,-9.87433,0.413272,-0.0152032,0.014941,0.0665452,3.96894,0.785706,9.17293,0.0420636,0.0447608,-0.0188143,-0.158318,-9.81101,0.270558,-0.133419,0.031363,-0.0506006,4.24706,-1.58496,8.56621,-0.0331282,0.0269055,-0.0104821,4.24706,-1.58496,8.56621,-0.0331282,0.0269055,-0.0104821
0.002,-2.81502,9.15082,-0.617343,-0.0120863,-0.0499003,-0.0318599,-1.68677,9.71929,0.190353,-0.0338159,-0.0835894,0.087608,-0.0345956,-9.84223,0.408847,-0.0157135,0.0140082,0.0670025,3.96087,0.785668,9.17393,0.0427317,0.0461651,-0.0190058,-0.161674,-9.83259,0.26563,-0.132285,0.0319771,-0.0503077,4.24806,-1.58662,8.56803,-0.0318742,0.0288038,-0.00906498,4.24806,-1.58662,8.56803,-0.0318742,0.0288038,-0.00906498
0.003,-2.78839,9.16056,-0.609921,-0.0128018,-0.0482209,-0.0296829,-1.68584,9.72042,0.208882,-0.0336341,-0.0826496,0.08769,-0.00532986,-9.81013,0.404422,-0.0162238,0.0130755,0.0674598,3.95279,0.785629,9.17492,0.0433998,0.0475694,-0.0191973,-0.16503,-9.85417,0.260702,-0.131151,0.0325911,-0.0500149,4.24905,-1.58828,8.56985,-0.0306201,0.0307021,-0.00764785,4.24905,-1.58828,8.56985,-0.0306201,0.0307021,-0.00764785
0.004,-2.76177,9.1703,-0.602499,-0.0135174,-0.0465414,-0.0275058,-1.6849,9.72156,0.227412,-0.0334523,-0.0817097,0.0877719,0.0239358,-9.77803,0.399997,-0.016734,0.0121427,0.0679172,3.94472,0.785591,9.17592,0.0440678,0.0489737,-0.0193888,-0.168386,-9.87575,0.255775,-0.130018,0.0332052,-0.049722,4.25004,-1.58994,8.57167,-0.0293661,0.0326004,-0.00623072,4.25004,-1.58994,8.57167,-0.0293661,0.0326004,-0.00623072
0.005,-2.76876,9.1751,-0.608271,-0.0136957,-0.0457976,-0.0253613,-1.68237,9.71958,0.23847,-0.0328938,-0.0823225,0.0878161,0.00982883,-9.76805,0.410005,-0.0154251,0.0120239,0.0673266,3.93589,0.793556,9.18115,0.0444995,0.0495197,-0.0189002,-0.174127,-9.88277,0.250111,-0.12909,0.0340348,-0.0503411,4.24603,-1.5859,8.56707,-0.0281772,0.0332745,-0.00586198,4.24603,-1.5859,8.56707,-0.0281772,0.0332745,-0.00586198
0.006,-2.80265,9.17596,-0.624598,-0.0134444,-0.0458022,-0.0232427,-1.67857,9.7151,0.243552,-0.0320338,-0.0841774,0.0878302,-0.0389763,-9.77577,0.43156,-0.0126608,0.0125562,0.0658978,3.92647,0.807925,9.18976,0.0447421,0.0493792,-0.0178677,-0.181777,-9.87816,0.243858,-0.128326,0.0350368,-0.0516898,4.238,-1.57731,8.55733,-0.0270404,0.0329692,-0.00633195,4.238,-1.57731,8.55733,-0.0270404,0.0329692,-0.00633195
0.007,-2.83655,9.17682,-0.640925,-0.013193,-0.0458068,-0.0211241,-1.67476,9.71063,0.248634,-0.0311739,-0.0860322,0.0878442,-0.0877815,-9.78349,0.453114,-0.00989647,0.0130885,0.0644689,3.91704,0.822294,9.19838,0.0449846,0.0492386,-0.0168351,-0.189427,-9.87355,0.237605,-0.127563,0.0360389,-0.0530386,4.22998,-1.56871,8.54758,-0.0259036,0.032664,-0.00680193,4.22998,-1.56871,8.54758,-0.0259036,0.032664,-0.00680193
0.008,-2.87044,9.17768,-0.657252,-0.0129417,-0.0458115,-0.0190055,-1.67096,9.70616,0.253715,-0.030314,-0.0878871,0.0878583,-0.136587,-9.79121,0.474668,-0.00713216,0.0136208,0.0630401,3.90761,0.836662,9.207,0.0452272,0.049098,-0.0158025,-0.197076,-9.86893,0.231351,-0.126799,0.0370409,-0.0543873,4.22196,-1.56011,8.53784,-0.0247668,0.0323588,-0.0072719,4.22196,-1.56011,8.53784,-0.0247668,0.0323588,-0.0072719
0.009,-2.89901,9.17725,-0.673494,-0.0126407,-0.045833,-0.0172371,-1.66738,9.70247,0.256256,-0.0295336,-0.0895339,0.0878267,-0.178295,-9.799,0.494268,-0.00506643,0.0143347,0.06177,3.89941,0.849203,9.21595,0.0452339,0.0486481,-0.0149143,-0.204491,-9.8639,0.226317,-0.126203,0.0380216,-0.0555463,4.21508,-1.55179,8.52978,-0.0238161,0.031952,-0.00784411,4.21508,-1.55179,8.52978,-0.0238161,0.031952,-0.00784411
0.01,-2.88502,9.16656,-0.689055,-0.0119428,-0.0459899,-0.0182693,-1.66556,9.70504,0.238469,-0.0293892,-0.0895161,0.0874303,-0.16323,-9.80734,0.498233,-0.00858936,0.0165011,0.06177,3.90098,0.847117,9.22755,0.0433533,0.0457229,-0.015181,-0.210023,-9.8555,0.231036,-0.126949,0.0388324,-0.0551882,4.21737,-1.54564,8.53524,-0.0243545,0.0307332,-0.00923416,4.21737,-1.54564,8.53524,-0.0243545,0.0307332,-0.00923416
0.011,-2.87103,9.15587,-0.704617,-0.0112449,-0.0461469,-0.0193015,-1.66375,9.70762,0.220682,-0.0292449,-0.0894984,0.0870339,-0.148165,-9.81569,0.502198,-0.0121123,0.0186675,0.06177,3.90256,0.845032,9.23914,0.0414728,0.0427977,-0.0154477,-0.215556,-9.8471,0.235755,-0.127694,0.0396432,-0.05483,4.21966,-1.5395,8.54069,-0.0248929,0.0295143,-0.0106242,4.21966,-1.5395,8.54069,-0.0248929,0.0295143,-0.0106242
0.012,-2.85704,9.14517,-0.720178,-0.010547,-0.0463038,-0.0203338,-1.66193,9.7102,0.202895,-0.0291005,-0.0894806,0.0866374,-0.133101,-9.82403,0.506164,-0.0156352,0.0208339,0.06177,3.90414,0.842946,9.25074,0.0395922,0.0398725,-0.0157145,-0.221088,-9.83871,0.240474,-0.12844,0.040454,-0.0544719,4.22195,-1.53335,8.54614,-0.0254313,0.0282955,-0.0120143,4.22195,-1.53335,8.54614,-0.0254313,0.0282955,-0.0120143
