Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-0.82276,9.70258,1.40991,-0.508098,-0.73494,-0.857944,0.183881,9.54488,0.454669,0.235724,0.249282,-0.0456889,0.753839,-10.0747,1.1408,0.105924,-0.984871,0.0495002,3.91812,0.927928,9.18068,-0.0808344,0.0116825,0.117313,0.580232,-9.89979,0.225492,0.11712,-0.203191,0.0169906,4.15926,-1.62829,8.56775,-0.0961124,-0.0158202,0.118,4.15926,-1.62829,8.56775,-0.0961124,-0.0158202,0.118
0.002,-0.761716,9.72299,1.40176,-0.505604,-0.729857,-0.85826,0.106251,9.57938,0.43686,0.232704,0.256374,-0.0569855,0.7961,-10.1039,1.12759,0.100287,-0.977047,0.0417544,3.92684,0.907087,9.19567,-0.0796648,0.0113462,0.116866,0.563397,-9.90473,0.228033,0.116929,-0.200982,0.0163317,4.16044,-1.6577,8.57482,-0.0971608,-0.0189897,0.12096,4.16044,-1.6577,8.57482,-0.0971608,-0.0189897,0.12096
0.003,-0.700672,9.74339,1.39361,-0.50311,-0.724774,-0.858575,0.0286202,9.61388,0.419051,0.229684,0.263466,-0.0682821,0.838361,-10.133,1.11438,0.0946503,-0.969222,0.0340086,3.93557,0.886246,9.21066,-0.0784952,0.01101,0.11642,0.546563,-9.90966,0.230575,0.116738,-0.198773,0.0156728,4.16162,-1.68711,8.58189,-0.0982092,-0.0221593,0.12392,4.16162,-1.68711,8.58189,-0.0982092,-0.0221593,0.12392
0.004,-0.639627,9.7638,1.38547,-0.500616,-0.719691,-0.858891,-0.0490101,9.64838,0.401242,0.226664,0.270558,-0.0795787,0.880622,-10.1621,1.10118,0.0890134,-0.961398,0.0262628,3.94429,0.865406,9.22565,-0.0773256,0.0106737,0.115973,0.529728,-9.91459,0.233116,0.116548,-0.196564,0.0150139,4.1628,-1.71651,8.58895,-0.0992576,-0.0253288,0.12688,4.1628,-1.71651,8.58895,-0.0992576,-0.0253288,0.12688
0.005,-0.544218,9.79797,1.3534,-0.494506,-0.706579,-0.854243,-0.100715,9.67231,0.361035,0.223384,0.275394,-0.0897374,0.920862,-10.1815,1.0713,0.0851903,-0.948354,0.0176569,3.94624,0.859625,9.22627,-0.0758725,0.00994907,0.114761,0.507518,-9.91325,0.230889,0.116682,-0.192319,0.0145133,4.15786,-1.73545,8.57901,-0.0988228,-0.0262749,0.129024,4.15786,-1.73545,8.57901,-0.0988228,-0.0262749,0.129024
0.006,-0.421316,9.84314,1.30221,-0.485503,-0.687045,-0.845624,-0.131678,9.6878,0.302909,0.219896,0.278426,-0.0989859,0.959486,-10.1931,1.0281,0.0828184,-0.931135,0.008363,3.94275,0.865891,9.21539,-0.0741927,0.00891372,0.112936,0.481007,-9.90689,0.224847,0.117076,-0.186444,0.0141394,4.14803,-1.746,8.55547,-0.0972015,-0.0254422,0.130514,4.14803,-1.746,8.55547,-0.0972015,-0.0254422,0.130514
0.007,-0.298415,9.88832,1.25101,-0.4765,-0.667511,-0.837005,-0.162642,9.70329,0.244783,0.216408,0.281458,-0.108234,0.99811,-10.2047,0.984888,0.0804465,-0.913917,-0.000930958,3.93927,0.872157,9.20452,-0.0725129,0.00787837,0.111111,0.454496,-9.90053,0.218805,0.11747,-0.18057,0.0137656,4.1382,-1.75656,8.53193,-0.0955803,-0.0246096,0.132005,4.1382,-1.75656,8.53193,-0.0955803,-0.0246096,0.132005
0.008,-0.175513,9.9335,1.19981,-0.467497,-0.647976,-0.828386,-0.193606,9.71877,0.186657,0.21292,0.28449,-0.117483,1.03673,-10.2162,0.94168,0.0780745,-0.896698,-0.0102249,3.93579,0.878424,9.19365,-0.0708332,0.00684302,0.109287,0.427986,-9.89417,0.212763,0.117865,-0.174695,0.0133917,4.12837,-1.76711,8.50838,-0.093959,-0.023777,0.133496,4.12837,-1.76711,8.50838,-0.093959,-0.023777,0.133496
0.009,-0.0439894,9.97634,1.14646,-0.457229,-0.626852,-0.818562,-0.224083,9.73167,0.130451,0.209417,0.287593,-0.126395,1.07551,-10.2279,0.89784,0.0759717,-0.878652,-0.0192115,3.93364,0.884346,9.18285,-0.0691136,0.00571083,0.107623,0.401823,-9.88621,0.208132,0.117856,-0.169077,0.013232,4.11856,-1.77863,8.48679,-0.0922744,-0.0229396,0.134928,4.11856,-1.77863,8.48679,-0.0922744,-0.0229396,0.134928
0.01,0.156509,10.0004,1.07581,-0.436846,-0.593005,-0.799096,-0.250666,9.72384,0.0896051,0.205793,0.291266,-0.132612,1.11554,-10.2401,0.848938,0.0760216,-0.853987,-0.0257392,3.94218,0.887514,9.17266,-0.0670757,0.00380397,0.10725,0.378442,-9.86537,0.214797,0.114622,-0.165512,0.0147859,4.10889,-1.7978,8.48081,-0.0900835,-0.022064,0.135897,4.10889,-1.7978,8.48081,-0.0900835,-0.022064,0.135897
