Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-6.02938,10.22,-1.95337,0.00726402,2.39523,0.637454,0.565297,-9.38714,-3.73788,-0.275835,-0.134191,0.0847267,-2.01279,5.27718,-7.76099,-0.205902,3.76314,-0.110552,-0.770519,-10.1379,-1.33086,-0.106116,0.0952823,0.284739,-7.45683,-0.923819,4.51379,-1.00331,1.39137,4.76007,-3.94645,-3.20202,8.56547,-0.0219506,-0.0701117,0.0387946,10.0247,-1.63293,1.68391,0.115975,0.114731,0.477215
0.001,-5.92177,10.0998,-1.91392,0.0238759,2.37496,0.647196,0.541027,-9.39577,-3.73658,-0.275972,-0.137923,0.0852787,-2.27038,5.38347,-7.8828,-0.21025,3.73053,-0.0884688,-0.776183,-10.1222,-1.33219,-0.104287,0.0913686,0.281153,-7.79829,-1.24723,4.95136,-1.0439,1.36465,4.5569,-3.95641,-3.19447,8.55105,-0.0213926,-0.068201,0.0409195,10.0056,-1.66069,1.67835,0.12302,0.116698,0.488551
0.002,-5.81415,9.9795,-1.87447,0.0404878,2.35468,0.656939,0.516757,-9.40441,-3.73528,-0.27611,-0.141656,0.0858307,-2.52797,5.48975,-8.00462,-0.214597,3.69793,-0.066386,-0.781847,-10.1065,-1.33352,-0.102457,0.0874548,0.277566,-8.13976,-1.57064,5.38893,-1.08449,1.33793,4.35372,-3.96636,-3.18692,8.53663,-0.0208346,-0.0662903,0.0430443,9.9866,-1.68845,1.6728,0.130064,0.118665,0.499888
0.003,-5.70654,9.85923,-1.83501,0.0570998,2.33441,0.666681,0.492487,-9.41305,-3.73398,-0.276247,-0.145389,0.0863828,-2.78556,5.59604,-8.12643,-0.218944,3.66532,-0.0443032,-0.787511,-10.0908,-1.33486,-0.100627,0.083541,0.27398,-8.48122,-1.89405,5.8265,-1.12508,1.31121,4.15055,-3.97632,-3.17936,8.52221,-0.0202766,-0.0643796,0.0451692,9.96755,-1.71622,1.66724,0.137108,0.120631,0.511224
0.004,-5.59893,9.73897,-1.79556,0.0737117,2.31414,0.676424,0.468217,-9.42169,-3.73267,-0.276384,-0.149121,0.0869348,-3.04314,5.70233,-8.24825,-0.223292,3.63272,-0.0222204,-0.793175,-10.0751,-1.33619,-0.0987975,0.0796273,0.270394,-8.82268,-2.21746,6.26408,-1.16567,1.28449,3.94738,-3.98628,-3.17181,8.5078,-0.0197186,-0.0624689,0.047294,9.9485,-1.74398,1.66169,0.144152,0.122598,0.52256
0.005,-5.47878,9.6213,-1.75726,0.09045,2.28792,0.684459,0.425548,-9.4219,-3.71294,-0.276085,-0.152107,0.0881327,-3.19819,5.76158,-8.24111,-0.23064,3.59821,-0.00052576,-0.812462,-10.0687,-1.34043,-0.09719,0.0765951,0.267201,-8.94311,-2.38916,6.73628,-1.21679,1.21987,3.74841,-3.99631,-3.17536,8.50598,-0.0196181,-0.061485,0.0476464,9.93061,-1.76445,1.65347,0.149282,0.124302,0.533278
0.006,-5.34859,9.5057,-1.71987,0.10729,2.25694,0.691129,0.368162,-9.41536,-3.67845,-0.275437,-0.154494,0.0898475,-3.27119,5.78322,-8.13081,-0.240388,3.56217,0.0208583,-0.842647,-10.0696,-1.347,-0.0957603,0.0742681,0.264324,-8.8867,-2.43949,7.23618,-1.27634,1.12492,3.55281,-4.00638,-3.18777,8.51425,-0.0198834,-0.0612427,0.0465808,9.91364,-1.77909,1.64312,0.15288,0.125796,0.543501
0.007,-5.2184,9.3901,-1.68249,0.124129,2.22597,0.697799,0.310775,-9.40883,-3.64397,-0.27479,-0.156881,0.0915623,-3.3442,5.80485,-8.0205,-0.250137,3.52614,0.0422423,-0.872831,-10.0705,-1.35357,-0.0943305,0.0719411,0.261446,-8.83029,-2.48981,7.73608,-1.33588,1.02997,3.35721,-4.01646,-3.20019,8.52251,-0.0201488,-0.0610003,0.0455153,9.89666,-1.79373,1.63278,0.156478,0.127289,0.553724
0.008,-5.08821,9.2745,-1.6451,0.140969,2.195,0.704468,0.253389,-9.40229,-3.60948,-0.274142,-0.159268,0.0932771,-3.4172,5.82648,-7.91019,-0.259886,3.4901,0.0636264,-0.903016,-10.0714,-1.36015,-0.0929008,0.0696141,0.258569,-8.77388,-2.54014,8.23598,-1.39543,0.935023,3.1616,-4.02653,-3.21261,8.53078,-0.0204142,-0.0607579,0.0444497,9.87969,-1.80838,1.62243,0.160076,0.128783,0.563946
0.009,-4.96506,9.16107,-1.60962,0.157666,2.16413,0.710618,0.19923,-9.40058,-3.57584,-0.273215,-0.161769,0.0951528,-3.47154,5.84082,-7.78295,-0.269854,3.45257,0.0846869,-0.935002,-10.0714,-1.36689,-0.0916461,0.0674874,0.255576,-8.68756,-2.55903,8.71893,-1.45339,0.833922,2.97217,-4.03586,-3.22417,8.53772,-0.0205816,-0.0605418,0.0435149,9.86444,-1.82299,1.60801,0.163483,0.130615,0.574028
