Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,1.51912,10.5087,-1.97149,-0.0388741,-0.368367,-0.16218,-2.61017,-9.43077,-1.41593,0.0210867,0.0324822,0.0273704,0.874306,9.65633,-1.08608,0.07881,0.152207,-0.087692,-1.06327,-10.0752,-0.793046,0.007455,0.0189666,0.08596,3.86145,-3.16185,8.29848,0.135026,0.0811556,-0.0605025,3.92615,2.59941,8.72081,-0.00428794,-0.0106081,0.0212511,9.12267,0.827816,3.61773,0.0457523,0.0669673,-0.0311833
0.001,1.4653,10.4881,-2.00544,-0.0403948,-0.345956,-0.155567,-2.63419,-9.43709,-1.4317,0.0212294,0.0315696,0.0268329,0.818261,9.69117,-1.06192,0.0786523,0.156815,-0.0938345,-1.07306,-10.0392,-0.790881,0.00748069,0.0185845,0.0854639,3.86167,-3.14137,8.2926,0.132606,0.0797515,-0.0595338,3.97246,2.56833,8.74757,-0.00404858,-0.0087228,0.0217256,9.07982,0.76633,3.58131,0.0429852,0.0692148,-0.0361227
0.002,1.41148,10.4675,-2.0394,-0.0419155,-0.323546,-0.148955,-2.6582,-9.44341,-1.44746,0.0213721,0.030657,0.0262954,0.762216,9.72602,-1.03775,0.0784947,0.161424,-0.0999771,-1.08286,-10.0032,-0.788716,0.00750638,0.0182024,0.0849678,3.86188,-3.12088,8.28671,0.130186,0.0783473,-0.0585651,4.01877,2.53725,8.77432,-0.00380922,-0.00683751,0.0222002,9.03696,0.704844,3.54488,0.0402181,0.0714624,-0.0410622
0.003,1.35766,10.4468,-2.07335,-0.0434362,-0.301136,-0.142342,-2.68222,-9.44974,-1.46323,0.0215148,0.0297444,0.0257578,0.706171,9.76086,-1.01359,0.078337,0.166032,-0.10612,-1.09265,-9.96713,-0.78655,0.00753208,0.0178203,0.0844717,3.86209,-3.1004,8.28083,0.127766,0.0769432,-0.0575964,4.06508,2.50616,8.80107,-0.00356986,-0.00495222,0.0226747,8.9941,0.643358,3.50845,0.037451,0.0737099,-0.0460016
0.004,1.30384,10.4262,-2.10731,-0.0449568,-0.278726,-0.135729,-2.70624,-9.45606,-1.479,0.0216575,0.0288319,0.0252203,0.650126,9.7957,-0.989425,0.0781793,0.17064,-0.112262,-1.10245,-9.9311,-0.784385,0.00755777,0.0174382,0.0839756,3.86231,-3.07992,8.27494,0.125346,0.075539,-0.0566276,4.11139,2.47508,8.82782,-0.00333051,-0.00306693,0.0231492,8.95125,0.581872,3.47203,0.034684,0.0759575,-0.050941
0.005,1.25851,10.4085,-2.14821,-0.0470951,-0.253243,-0.12811,-2.72527,-9.45684,-1.49983,0.02286,0.0286721,0.0242256,0.601451,9.81824,-0.982316,0.0776462,0.171065,-0.116563,-1.10381,-9.93204,-0.79158,0.0077989,0.0174111,0.0844841,3.87832,-3.06551,8.27737,0.12304,0.0748452,-0.0575121,4.12232,2.46225,8.84643,-0.00388145,-0.00446114,0.021783,8.95243,0.600566,3.46442,0.0354271,0.0768321,-0.0542805
0.006,1.21998,10.3932,-2.19465,-0.0497275,-0.225303,-0.119687,-2.7403,-9.45319,-1.52473,0.0249104,0.0291146,0.0228651,0.558671,9.83093,-0.988851,0.0768126,0.168143,-0.119391,-1.09842,-9.96257,-0.806265,0.00821238,0.0176679,0.0857962,3.90696,-3.05597,8.28646,0.120827,0.0747197,-0.0598791,4.10495,2.46402,8.85854,-0.00506464,-0.00847894,0.0189442,8.98886,0.683403,3.47987,0.0389785,0.0766082,-0.0563401
0.007,1.18145,10.3778,-2.2411,-0.0523598,-0.197363,-0.111263,-2.75533,-9.44953,-1.54963,0.0269607,0.0295571,0.0215046,0.515891,9.84362,-0.995387,0.075979,0.165221,-0.122218,-1.09303,-9.99309,-0.820949,0.00862586,0.0179247,0.0871083,3.93561,-3.04644,8.29554,0.118614,0.0745942,-0.0622461,4.08758,2.46579,8.87064,-0.00624782,-0.0124967,0.0161054,9.02528,0.766241,3.49531,0.0425298,0.0763844,-0.0583996
0.008,1.14292,10.3624,-2.28754,-0.0549922,-0.169422,-0.102839,-2.77035,-9.44588,-1.57452,0.0290111,0.0299997,0.0201442,0.473112,9.85631,-1.00192,0.0751455,0.162299,-0.125046,-1.08765,-10.0236,-0.835634,0.00903934,0.0181815,0.0884204,3.96425,-3.0369,8.30463,0.116401,0.0744686,-0.064613,4.07021,2.46756,8.88274,-0.00743101,-0.0165145,0.0132666,9.0617,0.849079,3.51076,0.0460811,0.0761606,-0.0604592
0.009,1.10277,10.35,-2.32843,-0.0575484,-0.141334,-0.0950722,-2.7843,-9.44392,-1.59741,0.0309142,0.0305124,0.0188337,0.431123,9.86689,-1.00399,0.0743267,0.15961,-0.128085,-1.08469,-10.049,-0.849007,0.0095328,0.018276,0.089631,3.98951,-3.02646,8.31254,0.114086,0.074384,-0.0666472,4.05339,2.47344,8.88885,-0.00842491,-0.0198774,0.010881,9.09576,0.922574,3.52431,0.0495584,0.075584,-0.0621489
0.01,1.04966,10.3616,-2.32484,-0.0594959,-0.112062,-0.0925604,-2.78953,-9.45554,-1.60419,0.0316392,0.031587,0.0179227,0.395463,9.86059,-0.970291,0.0736265,0.158789,-0.132819,-1.10121,-10.0336,-0.851891,0.0106661,0.017072,0.0900301,3.98772,-3.00881,8.31112,0.110956,0.0746262,-0.0660189,4.04098,2.51222,8.84699,-0.00790452,-0.018001,0.0121219,9.11095,0.92133,3.52274,0.0524432,0.072186,-0.0608805
0.011,0.996563,10.3732,-2.32126,-0.0614434,-0.0827893,-0.0900487,-2.79476,-9.46716,-1.61098,0.0323643,0.0326616,0.0170117,0.359802,9.8543,-0.936595,0.0729263,0.157969,-0.137553,-1.11774,-10.0182,-0.854776,0.0117994,0.0158679,0.0904291,3.98592,-2.99116,8.30969,0.107825,0.0748683,-0.0653905,4.02856,2.55101,8.80512,-0.00738413,-0.0161247,0.0133627,9.12614,0.920086,3.52116,0.0553279,0.068788,-0.059612
0.012,0.943461,10.3847,-2.31767,-0.0633909,-0.0535169,-0.087537,-2.79999,-9.47878,-1.61777,0.0330893,0.0337361,0.0161007,0.324142,9.848,-0.902898,0.0722261,0.157148,-0.142287,-1.13426,-10.0027,-0.85766,0.0129327,0.0146638,0.0908282,3.98412,-2.97352,8.30826,0.104695,0.0751105,-0.0647622,4.01614,2.58979,8.76326,-0.00686374,-0.0142483,0.0146036,9.14133,0.918842,3.51958,0.0582127,0.0653901,-0.0583435
0.013,0.890359,10.3963,-2.31409,-0.0653384,-0.0242445,-0.0850253,-2.80523,-9.4904,-1.62456,0.0338144,0.0348107,0.0151897,0.288481,9.84171,-0.869202,0.0715259,0.156328,-0.147021,-1.15078,-9.98731,-0.860544,0.014066,0.0134598,0.0912272,3.98232,-2.95587,8.30683,0.101565,0.0753527,-0.0641338,4.00373,2.62857,8.72139,-0.00634335,-0.0123719,0.0158444,9.15652,0.917599,3.51801,0.0610974,0.0619921,-0.057075
0.014,0.803234,10.385,-2.31921,-0.0663193,0.00824589,-0.0833755,-2.79558,-9.4863,-1.62366,0.0339518,0.0347924,0.0150489,0.252054,9.84365,-0.856522,0.0718977,0.157459,-0.150432,-1.15645,-9.98406,-0.86915,0.0131892,0.013723,0.0920114,3.99752,-2.92063,8.32035,0.0975905,0.0735816,-0.0618819,4.00574,2.63436,8.71754,-0.00515103,-0.0118816,0.0176467,9.16666,0.936285,3.51896,0.0651744,0.057162,-0.0560838
0.015,0.699096,10.3622,-2.32869,-0.0668168,0.0423453,-0.0821567,-2.77849,-9.47433,-1.61892,0.0337953,0.0342276,0.0152931,0.215242,9.84972,-0.854349,0.0728056,0.159566,-0.15318,-1.1567,-9.9869,-0.880618,0.0113076,0.01472,0.0929881,4.02121,-2.87659,8.34134,0.0931933,0.0708039,-0.0588182,4.01497,2.62365,8.73268,-0.00362276,-0.0120842,0.0197297,9.17429,0.964937,3.52117,0.0698474,0.0516159,-0.0552311
