Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-0.552334,9.51159,-2.88816,0.124579,0.697919,0.260599,-2.65736,-9.31547,-1.51711,-0.102615,-0.12495,0.0373047,0.0857817,9.52713,-2.07655,-0.05538,0.21606,-0.246637,-0.815082,-9.88326,-0.639142,-0.156555,-0.142661,-0.0216225,4.14147,-3.43629,8.08432,0.0229644,0.00402721,0.00189721,4.23252,3.13949,8.67341,-0.0694139,0.0442024,-0.0285759,9.12433,0.462516,3.04998,0.246684,0.0567496,0.0239369
0.001,-0.591181,9.52928,-2.87585,0.124312,0.7084,0.258421,-2.64273,-9.3197,-1.49779,-0.102479,-0.126801,0.0351293,0.0944602,9.52619,-2.10921,-0.0552244,0.217612,-0.245946,-0.822238,-9.89379,-0.65163,-0.157267,-0.144451,-0.023155,4.11221,-3.441,8.07351,0.0228793,0.00369989,0.00138004,4.21782,3.09611,8.66814,-0.0686661,0.0446575,-0.0280908,9.12149,0.43263,3.06635,0.251377,0.0574486,0.0243021
0.002,-0.630029,9.54697,-2.86354,0.124046,0.718881,0.256242,-2.62811,-9.32393,-1.47848,-0.102342,-0.128653,0.032954,0.103139,9.52525,-2.14187,-0.0550688,0.219164,-0.245255,-0.829394,-9.90431,-0.664118,-0.157979,-0.146241,-0.0246876,4.08295,-3.44571,8.06271,0.0227942,0.00337257,0.000862872,4.20313,3.05273,8.66286,-0.0679183,0.0451126,-0.0276057,9.11864,0.402745,3.08271,0.256069,0.0581476,0.0246673
0.003,-0.668876,9.56466,-2.85124,0.12378,0.729362,0.254063,-2.61349,-9.32816,-1.45916,-0.102206,-0.130504,0.0307787,0.111817,9.52431,-2.17454,-0.0549132,0.220717,-0.244565,-0.836549,-9.91483,-0.676605,-0.158692,-0.148032,-0.0262202,4.0537,-3.45042,8.05191,0.0227091,0.00304525,0.000345703,4.18843,3.00935,8.65759,-0.0671705,0.0455677,-0.0271207,9.1158,0.372859,3.09907,0.260761,0.0588466,0.0250325
0.004,-0.707723,9.58235,-2.83893,0.123514,0.739843,0.251885,-2.59886,-9.33239,-1.43984,-0.10207,-0.132356,0.0286034,0.120496,9.52337,-2.2072,-0.0547576,0.222269,-0.243874,-0.843705,-9.92535,-0.689093,-0.159404,-0.149822,-0.0277527,4.02444,-3.45513,8.04111,0.022624,0.00271793,-0.000171466,4.17373,2.96597,8.65232,-0.0664227,0.0460228,-0.0266356,9.11296,0.342974,3.11544,0.265454,0.0595456,0.0253977
0.005,-0.717258,9.58325,-2.8216,0.123859,0.746099,0.249375,-2.58951,-9.33372,-1.4237,-0.101616,-0.134281,0.0282205,0.120477,9.51175,-2.2356,-0.0542857,0.222915,-0.24324,-0.859723,-9.93821,-0.701187,-0.160082,-0.1511,-0.0286241,4.00487,-3.45146,8.0335,0.0226655,0.00187565,-0.00080503,4.16102,2.93801,8.65642,-0.0663369,0.0457663,-0.0259076,9.11814,0.327386,3.11215,0.268619,0.0596082,0.0266224
0.006,-0.703343,9.57072,-2.80024,0.124692,0.748975,0.246599,-2.58438,-9.33271,-1.41012,-0.100909,-0.136267,0.0292716,0.113501,9.49158,-2.26058,-0.0535609,0.222836,-0.242652,-0.88283,-9.95294,-0.712965,-0.160734,-0.15197,-0.0289664,3.99305,-3.44108,8.02844,0.0228082,0.000621391,-0.00153171,4.14992,2.92237,8.66802,-0.0667806,0.0449407,-0.0249852,9.12975,0.323235,3.09313,0.270562,0.0591617,0.0285348
0.007,-0.689428,9.55819,-2.77889,0.125524,0.75185,0.243824,-2.57926,-9.3317,-1.39653,-0.100202,-0.138252,0.0303226,0.106525,9.47141,-2.28557,-0.0528361,0.222757,-0.242064,-0.905937,-9.96767,-0.724743,-0.161385,-0.15284,-0.0293088,3.98124,-3.43069,8.02338,0.0229508,-0.000632864,-0.00225839,4.13881,2.90673,8.67962,-0.0672244,0.0441151,-0.0240628,9.14136,0.319085,3.07412,0.272506,0.0587152,0.0304472
0.008,-0.675513,9.54566,-2.75753,0.126357,0.754726,0.241049,-2.57413,-9.3307,-1.38294,-0.0994947,-0.140238,0.0313737,0.0995483,9.45124,-2.31055,-0.0521113,0.222679,-0.241476,-0.929044,-9.9824,-0.736521,-0.162037,-0.15371,-0.0296512,3.96942,-3.42031,8.01832,0.0230935,-0.00188712,-0.00298507,4.1277,2.89109,8.69122,-0.0676681,0.0432894,-0.0231404,9.15297,0.314935,3.0551,0.274449,0.0582687,0.0323596
0.009,-0.664576,9.5295,-2.73271,0.126867,0.756957,0.238197,-2.56978,-9.33042,-1.36953,-0.0988652,-0.142133,0.0323736,0.0954822,9.4308,-2.33358,-0.0514299,0.222888,-0.241203,-0.948392,-9.99561,-0.745596,-0.162571,-0.154779,-0.0298897,3.95793,-3.40885,8.01522,0.0230089,-0.00294677,-0.00375509,4.1173,2.87779,8.70181,-0.0680495,0.0424869,-0.0222684,9.16583,0.309619,3.03671,0.276387,0.0575008,0.0343279
