Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.66831,-2.93882,7.97622,-0.07881,-0.0200949,0.046888,2.01768,-9.41877,-2.45269,-0.0858156,0.0442806,0.127463,-1.16631,9.25289,-2.90189,0.0581841,0.104087,-0.0133057,9.10724,0.782686,3.13389,-0.0500104,0.0876054,-0.0244504,-1.45982,-9.27292,-2.95549,-0.0564302,0.220485,0.0300812,0.252511,9.10098,-3.28347,0.00677737,0.0234898,-0.0381613,4.55858,3.5311,8.26402,-0.0526904,-0.00123472,-0.0179353
0.001,4.68089,-2.96046,7.96036,-0.0767356,-0.0214426,0.0462296,2.02906,-9.40828,-2.4542,-0.0869989,0.0430832,0.127972,-1.17013,9.20907,-2.89116,0.0552857,0.104813,-0.0138496,9.09343,0.782765,3.14213,-0.0499361,0.0896443,-0.0239812,-1.45806,-9.2587,-2.96587,-0.0574838,0.218622,0.0325666,0.175727,9.07037,-3.32433,0.0119193,0.0345556,-0.0384315,4.54802,3.51931,8.25921,-0.0519469,-0.000349326,-0.0155602
0.002,4.69346,-2.9821,7.9445,-0.0746612,-0.0227903,0.0455712,2.04045,-9.39779,-2.4557,-0.0881821,0.0418857,0.12848,-1.17396,9.16524,-2.88043,0.0523873,0.105539,-0.0143935,9.07961,0.782845,3.15036,-0.0498617,0.0916832,-0.023512,-1.4563,-9.24448,-2.97624,-0.0585374,0.21676,0.0350519,0.0989435,9.03976,-3.36518,0.0170612,0.0456214,-0.0387017,4.53747,3.50752,8.25439,-0.0512033,0.000536064,-0.0131851
0.003,4.70604,-3.00374,7.92864,-0.0725868,-0.0241379,0.0449128,2.05183,-9.3873,-2.45721,-0.0893653,0.0406883,0.128989,-1.17778,9.12141,-2.8697,0.0494889,0.106265,-0.0149375,9.06579,0.782924,3.1586,-0.0497873,0.0937221,-0.0230428,-1.45455,-9.23027,-2.98662,-0.059591,0.214897,0.0375372,0.0221595,9.00915,-3.40603,0.0222031,0.0566872,-0.0389719,4.52691,3.49574,8.24958,-0.0504598,0.00142145,-0.01081
0.004,4.71861,-3.02537,7.91277,-0.0705125,-0.0254856,0.0442543,2.06322,-9.37681,-2.45872,-0.0905486,0.0394909,0.129498,-1.1816,9.07759,-2.85897,0.0465905,0.10699,-0.0154814,9.05198,0.783004,3.16684,-0.049713,0.095761,-0.0225735,-1.45279,-9.21605,-2.997,-0.0606446,0.213035,0.0400226,-0.0546244,8.97854,-3.44689,0.027345,0.067753,-0.0392421,4.51636,3.48395,8.24476,-0.0497162,0.00230684,-0.0084349
0.005,4.72015,-3.03004,7.91412,-0.0693404,-0.0258335,0.0447045,2.09293,-9.36539,-2.44161,-0.0904105,0.0366963,0.129264,-1.17151,9.06697,-2.86368,0.0439128,0.106397,-0.0152806,9.04811,0.798882,3.1786,-0.0495022,0.0962698,-0.0222527,-1.48612,-9.22889,-2.99164,-0.0609774,0.210585,0.0408876,-0.0925957,8.96306,-3.47828,0.0296714,0.0776798,-0.0407664,4.50875,3.48167,8.2556,-0.0487243,0.00374123,-0.00701088
0.006,4.71285,-3.02113,7.92923,-0.0688902,-0.0253815,0.0460415,2.13731,-9.35322,-2.4096,-0.0892155,0.032624,0.128436,-1.15029,9.08291,-2.88076,0.0414116,0.104747,-0.0144842,9.05219,0.827398,3.19318,-0.0491823,0.0955544,-0.0220505,-1.54752,-9.26338,-2.97368,-0.0607337,0.207665,0.0404562,-0.0995168,8.95969,-3.50212,0.0297455,0.0866953,-0.043294,4.50348,3.487,8.27898,-0.0475339,0.00561482,-0.00634771
0.007,4.70555,-3.01222,7.94434,-0.0684401,-0.0249295,0.0473785,2.18168,-9.34106,-2.3776,-0.0880205,0.0285518,0.127609,-1.12906,9.09885,-2.89783,0.0389103,0.103098,-0.0136877,9.05628,0.855914,3.20776,-0.0488624,0.094839,-0.0218484,-1.60892,-9.29787,-2.95572,-0.0604899,0.204745,0.0400249,-0.106438,8.95632,-3.52595,0.0298196,0.0957109,-0.0458216,4.49822,3.49233,8.30235,-0.0463434,0.0074884,-0.00568455
0.008,4.69826,-3.00331,7.95945,-0.0679899,-0.0244775,0.0487155,2.22605,-9.3289,-2.3456,-0.0868255,0.0244795,0.126781,-1.10784,9.11479,-2.9149,0.0364091,0.101448,-0.0128913,9.06036,0.88443,3.22234,-0.0485424,0.0941236,-0.0216462,-1.67033,-9.33236,-2.93776,-0.0602462,0.201825,0.0395936,-0.113359,8.95295,-3.54979,0.0298936,0.104726,-0.0483492,4.49296,3.49767,8.32572,-0.0451529,0.00936199,-0.00502138
0.009,4.69226,-2.99689,7.97398,-0.0673863,-0.0241121,0.0499214,2.2664,-9.31764,-2.3135,-0.0855531,0.0203763,0.12611,-1.08728,9.12861,-2.93119,0.0343957,0.10003,-0.0119803,9.06464,0.909033,3.23786,-0.0485945,0.0934669,-0.0214394,-1.72623,-9.36383,-2.92083,-0.0598601,0.198756,0.0392029,-0.121361,8.95282,-3.57195,0.0301474,0.114047,-0.05088,4.4869,3.50114,8.34494,-0.0439352,0.0110942,-0.00415479
0.01,4.69668,-3.01041,7.98388,-0.0655558,-0.0244395,0.0500785,2.27455,-9.31362,-2.28061,-0.0836617,0.0160257,0.126687,-1.0721,9.12553,-2.94118,0.0362851,0.100465,-0.0101527,9.07047,0.902332,3.26085,-0.0516228,0.0932795,-0.021195,-1.73813,-9.3712,-2.91211,-0.0583353,0.19449,0.039137,-0.138007,8.97856,-3.58081,0.0318382,0.125807,-0.0534362,4.47451,3.4897,8.33097,-0.0424993,0.0116953,-0.00166084
0.011,4.70109,-3.02392,7.99378,-0.0637253,-0.0247669,0.0502356,2.28269,-9.3096,-2.24772,-0.0817703,0.011675,0.127264,-1.05691,9.12245,-2.95118,0.0381744,0.1009,-0.00832509,9.0763,0.895631,3.28384,-0.0546511,0.0930922,-0.0209507,-1.75004,-9.37856,-2.90339,-0.0568105,0.190224,0.0390711,-0.154654,9.00431,-3.58966,0.033529,0.137567,-0.0559924,4.46212,3.47827,8.317,-0.0410633,0.0122964,0.000833112
0.012,4.70551,-3.03743,8.00368,-0.0618947,-0.0250943,0.0503927,2.29084,-9.30558,-2.21484,-0.0798789,0.00732437,0.127841,-1.04172,9.11936,-2.96117,0.0400637,0.101335,-0.0064975,9.08213,0.88893,3.30683,-0.0576793,0.0929048,-0.0207063,-1.76194,-9.38592,-2.89467,-0.0552857,0.185958,0.0390052,-0.171301,9.03006,-3.59851,0.0352198,0.149327,-0.0585486,4.44973,3.46683,8.30303,-0.0396274,0.0128976,0.00332706
0.013,4.70992,-3.05094,8.01359,-0.0600642,-0.0254217,0.0505497,2.29898,-9.30156,-2.18195,-0.0779876,0.00297371,0.128419,-1.02653,9.11628,-2.97116,0.0419531,0.10177,-0.00466992,9.08796,0.88223,3.32982,-0.0607076,0.0927174,-0.020462,-1.77385,-9.39328,-2.88595,-0.0537609,0.181692,0.0389393,-0.187947,9.05581,-3.60737,0.0369107,0.161086,-0.0611047,4.43734,3.4554,8.28905,-0.0381915,0.0134987,0.00582102
0.014,4.71848,-3.05698,8.01473,-0.0579186,-0.0244904,0.0501587,2.30059,-9.2827,-2.17061,-0.0742867,-0.000189425,0.127907,-1.01205,9.11677,-3.00243,0.0424555,0.10095,-0.00291693,9.08342,0.866669,3.32696,-0.0619034,0.0929371,-0.0210641,-1.78112,-9.40189,-2.88209,-0.0538904,0.17573,0.037273,-0.189343,9.0754,-3.61884,0.0391494,0.17375,-0.0644106,4.44211,3.47811,8.28226,-0.0364411,0.0138717,0.00737574
0.015,4.72912,-3.05928,8.0115,-0.0556154,-0.0229298,0.0494935,2.29893,-9.25641,-2.17004,-0.0696812,-0.00275881,0.126851,-0.997929,9.11904,-3.04434,0.0422644,0.0995023,-0.00120124,9.07369,0.846678,3.31117,-0.0621829,0.0933603,-0.0220893,-1.78607,-9.41111,-2.88065,-0.0548471,0.168922,0.0348064,-0.183114,9.09192,-3.63163,0.0416622,0.186865,-0.0680914,4.45546,3.51789,8.27904,-0.0345336,0.0141307,0.00846085
0.016,4.73975,-3.06158,8.00827,-0.0533122,-0.0213691,0.0488284,2.29727,-9.23013,-2.16948,-0.0650757,-0.00532819,0.125795,-0.983806,9.12131,-3.08624,0.0420734,0.0980544,0.000514451,9.06396,0.826687,3.29538,-0.0624625,0.0937836,-0.0231146,-1.79102,-9.42033,-2.87922,-0.0558038,0.162113,0.0323399,-0.176885,9.10844,-3.64442,0.0441749,0.19998,-0.0717722,4.4688,3.55767,8.27583,-0.0326261,0.0143896,0.00954596
0.017,4.75038,-3.06389,8.00504,-0.0510091,-0.0198085,0.0481632,2.29561,-9.20384,-2.16891,-0.0604701,-0.00789757,0.124738,-0.969683,9.12359,-3.12815,0.0418823,0.0966065,0.00223014,9.05423,0.806696,3.27959,-0.0627421,0.0942068,-0.0241399,-1.79598,-9.42955,-2.87778,-0.0567605,0.155304,0.0298733,-0.170655,9.12496,-3.65722,0.0466877,0.213095,-0.0754529,4.48215,3.59746,8.27261,-0.0307185,0.0146486,0.0106311
0.018,4.75735,-3.05971,8.00168,-0.0486518,-0.018423,0.0477288,2.3035,-9.18789,-2.16199,-0.0564631,-0.010533,0.123848,-0.964762,9.12521,-3.15489,0.041675,0.0954944,0.00350188,9.04484,0.795155,3.26718,-0.0626168,0.0945965,-0.024632,-1.79957,-9.43964,-2.8763,-0.0570941,0.148164,0.0278059,-0.16827,9.14475,-3.65899,0.0487686,0.226074,-0.0779976,4.49112,3.62299,8.26391,-0.0298726,0.0149039,0.0115888
0.019,4.75149,-3.03284,7.99788,-0.0461052,-0.0176503,0.0481018,2.34477,-9.20814,-2.13284,-0.0545506,-0.0133995,0.123539,-0.992045,9.12452,-3.12855,0.0414111,0.0955572,0.00321982,9.03665,0.813187,3.26661,-0.0610745,0.0948688,-0.0232577,-1.79839,-9.45272,-2.87468,-0.0552473,0.139863,0.0271352,-0.179339,9.17599,-3.62221,0.0493379,0.238579,-0.0765658,4.48476,3.59864,8.23598,-0.0327423,0.0151465,0.0121009
