Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.19774,-2.67577,8.36963,0.0391166,-0.01481,0.0689366,-3.62795,-11.0624,0.939617,-1.03199,-1.62894,0.0852337,0.183108,9.45488,-2.53529,0.0858114,0.274357,0.174936,8.65002,0.578821,3.5374,-0.467351,-0.188713,0.127175,-3.25952,-11.1648,0.880707,-0.4028,-1.52311,-1.47571,2.42099,8.12249,-3.37521,0.329789,0.0778426,-0.297237,5.34161,0.637927,11.9185,0.849483,0.522845,0.0223731
0.001,4.18754,-2.69289,8.36329,0.0398712,-0.0150721,0.0679875,-3.49263,-11.1502,0.721308,-1.0523,-1.71583,0.0588313,0.183466,9.46837,-2.52305,0.0860531,0.279656,0.175171,8.66542,0.585829,3.55154,-0.466673,-0.19776,0.125936,-3.19961,-11.1588,0.784727,-0.408023,-1.53703,-1.48256,2.40552,8.15371,-3.37051,0.338419,0.0720279,-0.301768,5.60037,0.652615,11.8344,0.822733,0.531213,0.0367144
0.002,4.17734,-2.71001,8.35695,0.0406257,-0.0153343,0.0670384,-3.35732,-11.238,0.503,-1.07261,-1.80272,0.0324288,0.183824,9.48186,-2.51082,0.0862947,0.284955,0.175407,8.68082,0.592837,3.56568,-0.465996,-0.206807,0.124697,-3.1397,-11.1528,0.688747,-0.413246,-1.55094,-1.4894,2.39006,8.18493,-3.3658,0.347048,0.0662133,-0.306299,5.85914,0.667302,11.7504,0.795983,0.539581,0.0510556
0.003,4.16715,-2.72714,8.35061,0.0413802,-0.0155964,0.0660892,-3.22201,-11.3258,0.284691,-1.09291,-1.8896,0.00602628,0.184182,9.49535,-2.49858,0.0865363,0.290255,0.175643,8.69622,0.599845,3.57982,-0.465319,-0.215854,0.123458,-3.07979,-11.1468,0.592767,-0.418469,-1.56486,-1.49625,2.3746,8.21615,-3.36109,0.355677,0.0603986,-0.31083,6.11791,0.681989,11.6663,0.769233,0.547949,0.0653968
0.004,4.15695,-2.74426,8.34427,0.0421348,-0.0158585,0.0651401,-3.08669,-11.4136,0.0663829,-1.11322,-1.97649,-0.0203762,0.18454,9.50883,-2.48635,0.0867779,0.295554,0.175878,8.71163,0.606853,3.59396,-0.464641,-0.224901,0.122218,-3.01988,-11.1408,0.496787,-0.423692,-1.57878,-1.5031,2.35914,8.24737,-3.35639,0.364306,0.054584,-0.315362,6.37667,0.696677,11.5822,0.742483,0.556316,0.079738
0.005,4.15484,-2.74679,8.34258,0.0436277,-0.0158,0.0643078,-2.88246,-11.4222,-0.130375,-1.13407,-2.06111,-0.0517643,0.188302,9.51232,-2.4726,0.0863117,0.301219,0.177113,8.71962,0.612932,3.58457,-0.464562,-0.230526,0.120925,-2.96266,-11.1464,0.346972,-0.429536,-1.58519,-1.50532,2.34561,8.29516,-3.37465,0.372477,0.0487914,-0.318271,6.55596,0.764863,11.4596,0.713782,0.571074,0.0898593
0.006,4.1592,-2.73763,8.3446,0.0457112,-0.015485,0.0635691,-2.62311,-11.3675,-0.309893,-1.15535,-2.14392,-0.087141,0.194786,9.50781,-2.45765,0.0852791,0.307177,0.179146,8.72168,0.618267,3.55636,-0.464961,-0.233414,0.119589,-2.9076,-11.1612,0.154088,-0.435878,-1.58559,-1.50386,2.33363,8.35621,-3.41128,0.380281,0.0430164,-0.319884,6.67165,0.875847,11.3062,0.683521,0.590943,0.0966046
0.007,4.16357,-2.72847,8.34662,0.0477948,-0.01517,0.0628303,-2.36375,-11.3127,-0.489411,-1.17663,-2.22674,-0.122518,0.201271,9.50329,-2.44269,0.0842465,0.313134,0.181179,8.72375,0.623602,3.52814,-0.46536,-0.236301,0.118252,-2.85254,-11.1761,-0.038795,-0.442219,-1.58599,-1.50239,2.32165,8.41726,-3.44792,0.388085,0.0372415,-0.321496,6.78735,0.986831,11.1528,0.65326,0.610811,0.10335
0.008,4.16793,-2.71932,8.34864,0.0498783,-0.0148549,0.0620916,-2.10439,-11.2579,-0.66893,-1.19791,-2.30955,-0.157894,0.207755,9.49878,-2.42774,0.0832139,0.319092,0.183212,8.72581,0.628938,3.49993,-0.465759,-0.239189,0.116916,-2.79749,-11.191,-0.231678,-0.44856,-1.58639,-1.50092,2.30966,8.47831,-3.48455,0.395889,0.0314666,-0.323109,6.90304,1.09782,10.9994,0.622999,0.63068,0.110095
0.009,4.17337,-2.70776,8.35149,0.0515903,-0.0147346,0.0615056,-1.85398,-11.2117,-0.856601,-1.22246,-2.38886,-0.192868,0.211775,9.49693,-2.41351,0.0821611,0.324829,0.185106,8.7302,0.632098,3.47064,-0.466268,-0.241514,0.115776,-2.74544,-11.2071,-0.425475,-0.455137,-1.58528,-1.49874,2.30215,8.54387,-3.52078,0.403977,0.0264373,-0.32405,7.00118,1.20554,10.8492,0.593512,0.648846,0.116944
