Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,3.59758,-4.06566,3.01686,-1.01244,1.25536,-0.678017,1.76855,-9.30913,-0.0151601,-1.11624,0.677093,-0.0151915,-2.79231,3.83607,-1.72383,0.499065,-1.22817,0.834046,8.4039,-1.28315,2.7103,-0.924932,-0.0521727,0.0787928,-1.83221,-10.0662,-1.90108,-0.161019,0.0717638,-0.738147,-2.88918,7.26942,-4.36401,-0.353387,-1.00803,0.618308,4.42882,1.98899,8.73619,0.406825,0.0887757,-0.258217
0.001,3.64979,-4.10741,2.95031,-1.00974,1.28563,-0.657057,1.67559,-9.38997,-0.00420735,-1.13032,0.676717,-0.017248,-2.79394,3.81053,-1.76773,0.514994,-1.22282,0.85729,8.39919,-1.30669,2.71333,-0.923367,-0.0582228,0.0815931,-1.80651,-10.0557,-1.8996,-0.162582,0.0520918,-0.737046,-2.9012,7.23126,-4.36499,-0.331494,-1.02714,0.626828,4.45465,2.06031,8.7257,0.408574,0.0897752,-0.254372
0.002,3.70199,-4.14916,2.88375,-1.00704,1.3159,-0.636097,1.58263,-9.47082,0.00674541,-1.14441,0.67634,-0.0193044,-2.79558,3.78499,-1.81164,0.530922,-1.21747,0.880533,8.39448,-1.33023,2.71635,-0.921803,-0.0642729,0.0843934,-1.78082,-10.0451,-1.89812,-0.164145,0.0324197,-0.735945,-2.91322,7.1931,-4.36597,-0.3096,-1.04624,0.635349,4.48048,2.13164,8.7152,0.410323,0.0907748,-0.250528
0.003,3.75419,-4.19091,2.8172,-1.00434,1.34617,-0.615137,1.48967,-9.55167,0.0176982,-1.15849,0.675963,-0.0213609,-2.79721,3.75945,-1.85554,0.546851,-1.21212,0.903777,8.38977,-1.35378,2.71938,-0.920239,-0.070323,0.0871937,-1.75513,-10.0346,-1.89664,-0.165708,0.0127477,-0.734843,-2.92523,7.15494,-4.36695,-0.287707,-1.06534,0.64387,4.50631,2.20297,8.70471,0.412071,0.0917744,-0.246684
0.004,3.8064,-4.23266,2.75065,-1.00164,1.37644,-0.594177,1.39671,-9.63252,0.0286509,-1.17257,0.675587,-0.0234173,-2.79884,3.73391,-1.89945,0.562779,-1.20677,0.927021,8.38506,-1.37732,2.7224,-0.918674,-0.0763731,0.089994,-1.72944,-10.0241,-1.89516,-0.167271,-0.00692435,-0.733742,-2.93725,7.11678,-4.36793,-0.265813,-1.08444,0.652391,4.53214,2.2743,8.69421,0.41382,0.0927739,-0.242839
0.005,3.79345,-4.26308,2.70718,-1.00716,1.4021,-0.575166,1.33266,-9.71441,0.0298348,-1.17968,0.671778,-0.0263592,-2.78973,3.71842,-1.92368,0.577235,-1.19957,0.948755,8.37785,-1.39332,2.7209,-0.914185,-0.083497,0.0920302,-1.67505,-10.0313,-1.88993,-0.169411,-0.0250548,-0.733159,-2.93712,7.07493,-4.37074,-0.243922,-1.10343,0.65923,4.51472,2.30366,8.71091,0.414691,0.0931566,-0.241564
0.006,3.72838,-4.28443,2.68219,-1.01925,1.42407,-0.557714,1.29174,-9.79715,0.0232037,-1.18122,0.665223,-0.0300093,-2.77201,3.71096,-1.93217,0.590512,-1.19089,0.969281,8.36864,-1.40329,2.71578,-0.907355,-0.0914799,0.0934552,-1.59771,-10.0527,-1.88171,-0.172012,-0.041952,-0.732991,-2.92728,7.03012,-4.37502,-0.222031,-1.12233,0.664725,4.4627,2.29944,8.74937,0.414861,0.0930459,-0.242343
0.007,3.66331,-4.30579,2.6572,-1.03134,1.44603,-0.540263,1.25081,-9.87989,0.0165725,-1.18276,0.658668,-0.0336595,-2.75429,3.70351,-1.94066,0.603789,-1.18222,0.989807,8.35943,-1.41327,2.71065,-0.900524,-0.0994629,0.0948802,-1.52037,-10.0742,-1.87349,-0.174613,-0.0588493,-0.732822,-2.91743,6.98531,-4.3793,-0.200141,-1.14123,0.67022,4.41067,2.29522,8.78783,0.41503,0.0929351,-0.243123
0.008,3.59824,-4.32715,2.63222,-1.04344,1.468,-0.522811,1.20989,-9.96262,0.00994132,-1.1843,0.652113,-0.0373096,-2.73658,3.69605,-1.94915,0.617067,-1.17354,1.01033,8.35021,-1.42324,2.70553,-0.893694,-0.107446,0.0963052,-1.44303,-10.0956,-1.86527,-0.177214,-0.0757465,-0.732654,-2.90759,6.94051,-4.38358,-0.17825,-1.16012,0.675714,4.35865,2.29101,8.82629,0.415199,0.0928243,-0.243902
0.009,3.53253,-4.33319,2.60986,-1.05613,1.4885,-0.505092,1.17905,-10.0357,0.00373292,-1.18553,0.644773,-0.0408864,-2.72194,3.68735,-1.95387,0.630127,-1.16502,1.03078,8.34018,-1.43355,2.69751,-0.88689,-0.115201,0.0980403,-1.36529,-10.1121,-1.859,-0.179591,-0.0922318,-0.732467,-2.89799,6.89475,-4.38807,-0.156486,-1.17931,0.681038,4.31085,2.28921,8.85706,0.415098,0.0925731,-0.244302
