Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.1377,-2.62405,8.37004,-0.0325701,-0.00842327,-0.0127993,2.56432,-9.04169,-3.03789,-0.107796,-0.0663025,-0.0883785,0.425866,9.48213,-1.77795,-0.0867639,-0.0496776,-0.127666,9.54565,-0.262503,2.71803,0.071355,-0.05325,0.00726388,-0.470626,-9.8223,-2.20104,-0.0718687,-0.133772,0.0866835,1.18826,9.01046,-3.01943,-0.0604117,-0.205588,0.0615417,4.32874,2.26273,8.73928,-0.0262391,0.0175236,0.0155874
0.001,4.14423,-2.62374,8.36847,-0.0269958,-0.00730125,-0.0131229,2.57059,-9.07516,-3.03991,-0.113412,-0.0554353,-0.0889237,0.421638,9.48583,-1.80502,-0.0904761,-0.0477709,-0.128374,9.549,-0.25728,2.70876,0.0717876,-0.0523848,0.00884219,-0.478787,-9.81623,-2.19347,-0.0695991,-0.131537,0.0865763,1.18817,9.00301,-3.0381,-0.0588193,-0.206953,0.062473,4.35155,2.25024,8.75196,-0.0279568,0.0163772,0.0153815
0.002,4.15076,-2.62343,8.36689,-0.0214215,-0.00617923,-0.0134465,2.57686,-9.10864,-3.04194,-0.119029,-0.044568,-0.089469,0.417411,9.48953,-1.83209,-0.0941884,-0.0458643,-0.129083,9.55235,-0.252058,2.69948,0.0722202,-0.0515196,0.0104205,-0.486947,-9.81015,-2.18589,-0.0673295,-0.129303,0.0864691,1.18808,8.99556,-3.05678,-0.0572269,-0.208317,0.0634044,4.37436,2.23775,8.76465,-0.0296744,0.0152308,0.0151756
0.003,4.15729,-2.62313,8.36531,-0.0158472,-0.00505722,-0.0137701,2.58312,-9.14211,-3.04396,-0.124645,-0.0337008,-0.0900143,0.413184,9.49323,-1.85915,-0.0979006,-0.0439576,-0.129792,9.5557,-0.246836,2.6902,0.0726528,-0.0506544,0.0119988,-0.495107,-9.80408,-2.17832,-0.0650599,-0.127068,0.0863619,1.188,8.98812,-3.07545,-0.0556345,-0.209681,0.0643358,4.39716,2.22526,8.77733,-0.0313921,0.0140843,0.0149697
0.004,4.16382,-2.62282,8.36373,-0.0102729,-0.0039352,-0.0140937,2.58939,-9.17558,-3.04599,-0.130261,-0.0228336,-0.0905595,0.408956,9.49693,-1.88622,-0.101613,-0.0420509,-0.1305,9.55905,-0.241613,2.68093,0.0730854,-0.0497891,0.0135771,-0.503267,-9.798,-2.17074,-0.0627903,-0.124834,0.0862548,1.18791,8.98067,-3.09412,-0.0540422,-0.211046,0.0652672,4.41997,2.21277,8.79001,-0.0331098,0.0129379,0.0147637
0.005,4.17063,-2.61618,8.35349,-0.00463971,-0.00448672,-0.0158677,2.57291,-9.2126,-3.05533,-0.133145,-0.0123267,-0.0910326,0.389388,9.49627,-1.89656,-0.102997,-0.0418727,-0.130614,9.54961,-0.232741,2.67398,0.0740986,-0.0494175,0.0151526,-0.497943,-9.7971,-2.17289,-0.0600495,-0.119349,0.0863936,1.20886,8.97027,-3.11584,-0.0522221,-0.211554,0.0649351,4.41836,2.19555,8.79442,-0.0337384,0.0114159,0.0150738
0.006,4.17766,-2.60447,8.33632,0.00104059,-0.00637707,-0.0188022,2.53823,-9.25247,-3.07054,-0.133842,-0.00210823,-0.0914478,0.357547,9.49211,-1.89352,-0.102518,-0.0430772,-0.130252,9.52995,-0.220948,2.66889,0.0755764,-0.0494407,0.0167257,-0.48183,-9.80034,-2.18282,-0.0569317,-0.111263,0.0867292,1.24664,8.95751,-3.13998,-0.05022,-0.211378,0.0635922,4.3972,2.17453,8.79221,-0.0334959,0.00959331,0.0157967
0.007,4.18469,-2.59275,8.31914,0.00672089,-0.00826743,-0.0217367,2.50355,-9.29233,-3.08575,-0.134539,0.00811028,-0.0918631,0.325706,9.48795,-1.89048,-0.10204,-0.0442818,-0.12989,9.51029,-0.209156,2.66381,0.0770541,-0.0494638,0.0182988,-0.465718,-9.80357,-2.19275,-0.053814,-0.103177,0.0870648,1.28441,8.94474,-3.16412,-0.0482179,-0.211202,0.0622493,4.37605,2.15351,8.78999,-0.0332533,0.00777076,0.0165197
0.008,4.19172,-2.58104,8.30197,0.0124012,-0.0101578,-0.0246712,2.46887,-9.3322,-3.10096,-0.135236,0.0183288,-0.0922783,0.293864,9.48379,-1.88744,-0.101561,-0.0454863,-0.129529,9.49064,-0.197364,2.65873,0.0785318,-0.049487,0.0198719,-0.449606,-9.80681,-2.20268,-0.0506963,-0.0950912,0.0874004,1.32219,8.93197,-3.18826,-0.0462158,-0.211026,0.0609064,4.3549,2.1325,8.78778,-0.0330108,0.00594821,0.0172426
0.009,4.2,-2.56745,8.2884,0.017718,-0.0119253,-0.0270314,2.43285,-9.36762,-3.11548,-0.135514,0.0287158,-0.0927084,0.264197,9.48071,-1.88425,-0.100907,-0.0466138,-0.12904,9.47134,-0.188361,2.65373,0.0798917,-0.049565,0.0215899,-0.436006,-9.8096,-2.21299,-0.0479791,-0.087132,0.0875997,1.35538,8.91964,-3.21128,-0.0444855,-0.210878,0.0595854,4.33764,2.11377,8.78777,-0.0327973,0.00446961,0.0179164
