Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.33985,-2.96266,8.15896,-0.148905,-0.0767242,0.142187,3.54908,-9.28453,-1.07451,-0.239694,-0.177226,0.137855,-0.0442885,9.5349,-2.22062,0.0551109,0.118223,-0.0774809,9.30159,1.15441,2.95227,-0.410632,0.509329,-0.114861,1.00719,-8.32322,-2.14511,-0.144628,-0.51226,-0.12034,0.610496,8.7489,-4.33097,0.131627,0.204375,-0.165436,4.15018,1.99113,9.00368,-0.0679728,-0.00244632,0.0225522
0.001,4.33908,-2.97294,8.16932,-0.147882,-0.0761273,0.139623,3.52091,-9.35839,-1.09015,-0.229186,-0.157985,0.136222,-0.0540823,9.52509,-2.23478,0.0545607,0.113876,-0.0737911,9.25051,1.07205,2.98803,-0.418448,0.496737,-0.117303,1.05575,-8.34843,-2.17719,-0.147225,-0.499689,-0.110368,0.559776,8.75171,-4.36593,0.132372,0.196342,-0.162028,4.14309,1.99166,8.98159,-0.0684053,-0.00161127,0.0234697
0.002,4.33831,-2.98322,8.17968,-0.14686,-0.0755304,0.137059,3.49275,-9.43224,-1.10579,-0.218677,-0.138744,0.134589,-0.0638761,9.51529,-2.24893,0.0540105,0.10953,-0.0701013,9.19943,0.989696,3.02378,-0.426265,0.484145,-0.119745,1.10432,-8.37364,-2.20926,-0.149823,-0.487117,-0.100396,0.509056,8.75451,-4.40089,0.133117,0.188309,-0.158619,4.136,1.99219,8.9595,-0.0688378,-0.000776229,0.0243871
0.003,4.33754,-2.9935,8.19004,-0.145838,-0.0749336,0.134494,3.46458,-9.5061,-1.12144,-0.208169,-0.119503,0.132957,-0.07367,9.50548,-2.26309,0.0534603,0.105184,-0.0664114,9.14835,0.90734,3.05954,-0.434081,0.471553,-0.122187,1.15288,-8.39885,-2.24134,-0.15242,-0.474546,-0.0904236,0.458336,8.75731,-4.43585,0.133862,0.180276,-0.155211,4.1289,1.99272,8.93741,-0.0692702,5.88165e-005,0.0253046
0.004,4.33677,-3.00378,8.2004,-0.144816,-0.0743367,0.13193,3.43641,-9.57995,-1.13708,-0.197661,-0.100261,0.131324,-0.0834638,9.49567,-2.27724,0.0529101,0.100838,-0.0627216,9.09727,0.824985,3.09529,-0.441897,0.458961,-0.124629,1.20144,-8.42406,-2.27342,-0.155018,-0.461974,-0.0804514,0.407616,8.76011,-4.47081,0.134607,0.172243,-0.151802,4.12181,1.99325,8.91533,-0.0697027,0.000893862,0.0262221
0.005,4.34283,-3.00785,8.20529,-0.1437,-0.07278,0.129788,3.40655,-9.62834,-1.11478,-0.184985,-0.0818945,0.131603,-0.115562,9.47841,-2.27452,0.0519621,0.0951257,-0.0587673,9.06658,0.746998,3.13645,-0.450215,0.441922,-0.127458,1.22689,-8.4493,-2.29253,-0.157864,-0.446512,-0.0720017,0.35445,8.73912,-4.52121,0.136224,0.165115,-0.149765,4.13246,1.98958,8.90024,-0.0714353,0.00124002,0.0282534
0.006,4.35435,-3.00695,8.2058,-0.142509,-0.0704554,0.127984,3.37535,-9.65636,-1.06212,-0.170576,-0.064227,0.133412,-0.165504,9.4552,-2.25831,0.0506959,0.0883205,-0.0546013,9.05221,0.672505,3.18194,-0.458934,0.421327,-0.130595,1.23385,-8.47456,-2.30127,-0.160908,-0.428737,-0.0647698,0.299327,8.69909,-4.58398,0.138539,0.158713,-0.148825,4.15732,1.98257,8.89075,-0.074208,0.00119506,0.0311758
0.007,4.36586,-3.00604,8.20631,-0.141318,-0.0681308,0.12618,3.34415,-9.68437,-1.00946,-0.156167,-0.0465595,0.13522,-0.215445,9.432,-2.24209,0.0494298,0.0815152,-0.0504354,9.03783,0.598013,3.22743,-0.467652,0.400731,-0.133733,1.24081,-8.49981,-2.31,-0.163952,-0.410962,-0.0575379,0.244203,8.65907,-4.64674,0.140853,0.15231,-0.147885,4.18217,1.97555,8.88126,-0.0769807,0.0011501,0.0340981
0.008,4.37738,-3.00514,8.20682,-0.140127,-0.0658062,0.124376,3.31294,-9.71239,-0.956804,-0.141758,-0.028892,0.137028,-0.265387,9.40879,-2.22587,0.0481636,0.0747099,-0.0462695,9.02346,0.523521,3.27292,-0.476371,0.380135,-0.136871,1.24777,-8.52507,-2.31874,-0.166997,-0.393186,-0.050306,0.18908,8.61904,-4.7095,0.143168,0.145908,-0.146944,4.20702,1.96853,8.87177,-0.0797534,0.00110514,0.0370205
0.009,4.38777,-3.00303,8.20611,-0.139065,-0.0635349,0.122654,3.27668,-9.73295,-0.908565,-0.127912,-0.0119096,0.138661,-0.31397,9.39407,-2.20983,0.0470895,0.0678222,-0.0420482,9.00619,0.446339,3.31328,-0.485563,0.359636,-0.139805,1.25097,-8.55494,-2.32742,-0.169905,-0.374417,-0.0432852,0.133232,8.58214,-4.76891,0.145772,0.139543,-0.146154,4.23166,1.956,8.86494,-0.0822506,0.000975612,0.0395103
