Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.23421,-2.97033,8.19548,-0.0417027,-0.0144052,0.0257847,1.63378,-9.52907,-2.41336,-0.0197574,-0.282741,-0.045795,0.66141,9.33519,-2.58531,-0.024271,0.0148218,-0.00155342,9.23933,0.0843844,2.93945,0.0373525,0.0538987,0.0402375,-0.399313,-9.79999,-1.90244,-0.0863285,-0.0462163,-0.013845,0.983169,8.98974,-3.52813,-0.00205064,-0.129083,0.0188723,4.2478,1.64867,8.99285,0.0220398,0.0104144,0.00936823
0.001,4.25023,-2.97644,8.20199,-0.0412206,-0.0130651,0.0257167,1.66253,-9.52304,-2.43449,-0.0221476,-0.278041,-0.0460636,0.661701,9.33154,-2.57782,-0.025172,0.0130216,-0.00236544,9.26515,0.0766931,2.95543,0.0398407,0.0532879,0.0422146,-0.384355,-9.80618,-1.90687,-0.0854857,-0.0485137,-0.014576,1.00459,8.97049,-3.54602,-0.00498,-0.132681,0.018647,4.23592,1.65815,8.96072,0.0201495,0.00917984,0.008108
0.002,4.26625,-2.98256,8.20849,-0.0407385,-0.011725,0.0256487,1.69128,-9.517,-2.45562,-0.0245378,-0.273341,-0.0463321,0.661991,9.32789,-2.57034,-0.026073,0.0112214,-0.00317745,9.29097,0.0690018,2.97141,0.0423288,0.052677,0.0441916,-0.369398,-9.81237,-1.91129,-0.0846428,-0.0508111,-0.0153071,1.02602,8.95124,-3.56391,-0.00790937,-0.136279,0.0184218,4.22404,1.66763,8.92859,0.0182592,0.00794532,0.00684777
0.003,4.28227,-2.98868,8.21499,-0.0402564,-0.0103849,0.0255807,1.72003,-9.51097,-2.47675,-0.0269281,-0.268641,-0.0466007,0.662281,9.32424,-2.56285,-0.0269739,0.00942124,-0.00398946,9.3168,0.0613104,2.98739,0.044817,0.0520661,0.0461687,-0.35444,-9.81856,-1.91571,-0.0838,-0.0531085,-0.0160381,1.04744,8.93199,-3.58179,-0.0108387,-0.139877,0.0181965,4.21216,1.67711,8.89645,0.0163688,0.00671079,0.00558754
0.004,4.29829,-2.99479,8.2215,-0.0397743,-0.00904478,0.0255127,1.74878,-9.50493,-2.49788,-0.0293183,-0.26394,-0.0468692,0.662571,9.32059,-2.55536,-0.0278749,0.00762103,-0.00480147,9.34262,0.0536191,3.00337,0.0473051,0.0514553,0.0481458,-0.339482,-9.82476,-1.92013,-0.0829572,-0.0554059,-0.0167692,1.06887,8.91274,-3.59968,-0.0137681,-0.143475,0.0179712,4.20028,1.68659,8.86432,0.0144785,0.00547626,0.00432732
0.005,4.29096,-2.99894,8.21494,-0.0391874,-0.00801251,0.0256253,1.75898,-9.50393,-2.49911,-0.0322091,-0.258907,-0.0471814,0.657177,9.32709,-2.54335,-0.0285581,0.00617571,-0.00491371,9.34288,0.0444772,3.00833,0.0492873,0.0511502,0.0497422,-0.335001,-9.81822,-1.93575,-0.0835754,-0.0559591,-0.0180376,1.09674,8.89454,-3.60045,-0.0146507,-0.145426,0.0170646,4.20982,1.68913,8.84922,0.0143908,0.00435281,0.0045555
0.006,4.26494,-3.00152,8.19795,-0.0385167,-0.00722649,0.0258824,1.75436,-9.50695,-2.48441,-0.0355003,-0.253608,-0.0475285,0.647236,9.34173,-2.5277,-0.029067,0.0050143,-0.00446612,9.32271,0.0341747,3.00446,0.0508648,0.0510898,0.051034,-0.3389,-9.8015,-1.96032,-0.0853624,-0.0551168,-0.019736,1.12978,8.87718,-3.58752,-0.0138958,-0.146059,0.0156129,4.2365,1.68612,8.84773,0.0157454,0.00331822,0.00597443
0.007,4.23893,-3.0041,8.18095,-0.037846,-0.00644048,0.0261394,1.74973,-9.50996,-2.46971,-0.0387915,-0.248308,-0.0478756,0.637294,9.35636,-2.51206,-0.029576,0.00385288,-0.00401853,9.30254,0.0238722,3.0006,0.0524422,0.0510294,0.0523259,-0.342799,-9.78479,-1.98489,-0.0871495,-0.0542745,-0.0214345,1.16281,8.85982,-3.57458,-0.0131409,-0.146691,0.0141612,4.26317,1.68311,8.84624,0.0170999,0.00228364,0.00739335
0.008,4.21292,-3.00668,8.16395,-0.0371754,-0.00565447,0.0263965,1.7451,-9.51298,-2.45501,-0.0420828,-0.243009,-0.0482227,0.627353,9.37099,-2.49642,-0.0300849,0.00269147,-0.00357095,9.28236,0.0135698,2.99673,0.0540197,0.050969,0.0536178,-0.346697,-9.76807,-2.00946,-0.0889365,-0.0534323,-0.0231329,1.19585,8.84246,-3.56165,-0.012386,-0.147324,0.0127095,4.28985,1.6801,8.84476,0.0184545,0.00124905,0.00881227
0.009,4.19022,-3.01015,8.14775,-0.0365169,-0.00484122,0.0265366,1.74117,-9.51647,-2.44132,-0.0447805,-0.237722,-0.0485273,0.617977,9.38329,-2.48313,-0.0305123,0.00158044,-0.00291643,9.26414,0.00348841,2.99215,0.0554915,0.0508103,0.0548696,-0.34977,-9.75596,-2.03079,-0.0905398,-0.0526002,-0.0245132,1.22831,8.82886,-3.5511,-0.011601,-0.147827,0.0113511,4.31113,1.67537,8.84536,0.0192249,0.000420743,0.0100133
