Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.8928,-4.24347,7.30227,-0.0189389,-0.00724401,0.00550585,-1.81613,-11.9123,-1.45475,-2.35635,-0.0357893,0.374795,-0.104554,9.04064,-3.91573,-0.104751,0.00917463,0.0513545,8.78104,1.9412,3.88055,-0.343586,-0.267885,-0.03621,-3.24795,-10.722,-0.186678,-0.637577,-0.670336,-1.54478,0.30935,9.50091,-1.32151,0.243664,-0.378155,-0.331215,3.87713,8.21118,7.45912,-0.493568,1.45198,0.0792297
0.001,4.8825,-4.22837,7.29858,-0.0173429,-0.00670709,0.0033827,-1.64649,-12.0873,-1.3063,-2.35322,-0.0591918,0.365898,-0.0863615,9.01919,-3.9151,-0.108299,0.0106244,0.0478946,8.79015,1.90984,3.87239,-0.34002,-0.263554,-0.0375818,-3.52522,-10.7023,-0.229071,-0.640673,-0.671322,-1.54562,0.299379,9.51147,-1.28344,0.243414,-0.383098,-0.3304,4.86027,9.27856,7.02242,-0.43063,1.42527,0.0322595
0.002,4.87221,-4.21327,7.29488,-0.0157468,-0.00617017,0.00125954,-1.47686,-12.2623,-1.15784,-2.35009,-0.0825944,0.357001,-0.0681689,8.99773,-3.91447,-0.111846,0.0120743,0.0444348,8.79925,1.87848,3.86422,-0.336454,-0.259223,-0.0389535,-3.80249,-10.6826,-0.271463,-0.643768,-0.672307,-1.54646,0.289407,9.52203,-1.24537,0.243164,-0.388041,-0.329585,5.84341,10.3459,6.58573,-0.367692,1.39856,-0.0147106
0.003,4.86191,-4.19817,7.29119,-0.0141508,-0.00563324,-0.000863612,-1.30722,-12.4374,-1.00938,-2.34695,-0.105997,0.348105,-0.0499763,8.97628,-3.91384,-0.115394,0.0135241,0.0409749,8.80835,1.84712,3.85605,-0.332888,-0.254893,-0.0403253,-4.07977,-10.6629,-0.313856,-0.646864,-0.673292,-1.5473,0.279436,9.53259,-1.2073,0.242914,-0.392984,-0.32877,6.82655,11.4133,6.14904,-0.304754,1.37186,-0.0616808
0.004,4.85161,-4.18306,7.28749,-0.0125547,-0.00509632,-0.00298677,-1.13759,-12.6124,-0.860921,-2.34382,-0.1294,0.339208,-0.0317837,8.95483,-3.91321,-0.118941,0.0149739,0.0375151,8.81745,1.81576,3.84788,-0.329322,-0.250562,-0.0416971,-4.35704,-10.6433,-0.356249,-0.64996,-0.674277,-1.54814,0.269465,9.54315,-1.16923,0.242664,-0.397926,-0.327956,7.80969,12.4807,5.71234,-0.241816,1.34515,-0.108651
0.005,4.84421,-4.17494,7.29192,-0.010599,-0.00522174,-0.00487256,-0.975847,-12.7569,-0.693663,-2.32694,-0.160957,0.336024,-0.0237002,8.9355,-3.91568,-0.12063,0.0160433,0.0334639,8.82637,1.7836,3.83877,-0.32605,-0.246941,-0.0454496,-4.65155,-10.6211,-0.504721,-0.656878,-0.65262,-1.54363,0.263711,9.5428,-1.13047,0.240391,-0.403541,-0.328889,8.57946,12.9439,5.55266,-0.15888,1.32997,-0.132274
0.006,4.83913,-4.1724,7.30286,-0.00835564,-0.00587704,-0.00656846,-0.820423,-12.877,-0.511367,-2.29906,-0.199038,0.337411,-0.023704,8.91788,-3.92063,-0.12083,0.0168083,0.0289397,8.83515,1.75081,3.82889,-0.323014,-0.243888,-0.0511066,-4.95985,-10.5969,-0.738057,-0.666855,-0.612849,-1.53485,0.26133,9.53373,-1.09116,0.236499,-0.409693,-0.33122,9.17852,12.9238,5.61459,-0.0599446,1.324,-0.137221
0.007,4.83405,-4.16986,7.3138,-0.00611223,-0.00653234,-0.00826435,-0.664999,-12.9972,-0.32907,-2.27118,-0.23712,0.338798,-0.0237077,8.90026,-3.92558,-0.121031,0.0175734,0.0244155,8.84393,1.71801,3.81901,-0.319978,-0.240835,-0.0567636,-5.26815,-10.5727,-0.971393,-0.676831,-0.573078,-1.52607,0.258949,9.52466,-1.05184,0.232608,-0.415845,-0.333551,9.77759,12.9036,5.67652,0.0389906,1.31803,-0.142167
0.008,4.82897,-4.16732,7.32473,-0.00386882,-0.00718764,-0.00996025,-0.509575,-13.1173,-0.146773,-2.2433,-0.275201,0.340184,-0.0237115,8.88263,-3.93053,-0.121232,0.0183384,0.0198913,8.8527,1.68522,3.80913,-0.316942,-0.237781,-0.0624206,-5.57645,-10.5485,-1.20473,-0.686807,-0.533307,-1.51729,0.256569,9.5156,-1.01253,0.228716,-0.421997,-0.335882,10.3767,12.8835,5.73844,0.137926,1.31206,-0.147113
0.009,4.82429,-4.16539,7.33463,-0.00167219,-0.00765548,-0.0116562,-0.357657,-13.2273,0.0328987,-2.21232,-0.315194,0.342659,-0.0230303,8.86504,-3.93634,-0.121512,0.0192013,0.0152573,8.86321,1.65553,3.79836,-0.313919,-0.234806,-0.0680929,-5.87936,-10.5275,-1.44744,-0.697031,-0.490178,-1.50686,0.252872,9.50923,-0.976343,0.224726,-0.428583,-0.338137,10.9169,12.708,5.83264,0.228587,1.30758,-0.151737
0.01,4.82282,-4.16828,7.33619,0.000150247,-0.00662366,-0.0133521,-0.233785,-13.2566,0.191572,-2.15647,-0.370484,0.353836,-0.0168695,8.84765,-3.94902,-0.122433,0.0208473,0.00974518,8.88755,1.65068,3.78053,-0.310996,-0.23245,-0.0738873,-6.13918,-10.5317,-1.76517,-0.709243,-0.420185,-1.48326,0.238643,9.52447,-0.965155,0.21995,-0.438636,-0.339791,10.9867,11.2901,6.18503,0.253057,1.31501,-0.153783
0.011,4.82135,-4.17117,7.33776,0.00197269,-0.00559183,-0.0150479,-0.109913,-13.2859,0.350245,-2.10061,-0.425774,0.365012,-0.0107086,8.83027,-3.9617,-0.123355,0.0224933,0.00423301,8.91189,1.64584,3.76271,-0.308072,-0.230095,-0.0796818,-6.399,-10.5359,-2.0829,-0.721454,-0.350192,-1.45965,0.224415,9.53971,-0.953968,0.215174,-0.448689,-0.341444,11.0565,9.8721,6.53742,0.277527,1.32244,-0.15583
