Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0345074,0.0401282,0.140336,0.0377487,-0.0318784,0.0655106,0.0460593,0.00592865,0.0507028,0.0616751,0.0935504,0.0649204,0.0276495,0.059382,0.051449,0.0737195
0.021,0.0741803,0.029447,0.133928,0.013945,-0.00532806,0.0615433,0.0652853,-0.010856,0.0595529,0.0223074,0.025191,0.0865878,0.00506653,0.057551,0.00536743,0.0633435
0.022,0.0482404,0.0584387,0.0847943,0.00814667,0.0090152,0.0337723,0.0463644,-0.0331338,0.0543649,-0.0219431,0.0215289,0.0636996,0.0606085,0.047175,0.035885,0.0880627
0.023,0.0531232,0.119169,0.0262006,0.0264572,-0.0236386,0.0584915,0.0408713,-0.0172647,0.0519235,0.0415335,0.0105426,0.0496616,0.0310065,0.0465646,0.081051,0.0789075
0.024,0.0430524,0.0666785,0.0881512,0.00875702,-0.0111264,0.0642899,0.0561301,-0.00383698,0.0577219,0.0622855,0.0480792,0.0685825,0.0538947,0.0740305,0.0587732,0.0740247
0.025,0.0519025,0.0389075,0.141862,0.0176071,0.00352203,0.0545242,0.0631491,-0.0248941,0.0333078,0.0268851,0.0877521,0.0353183,0.052674,0.0532785,0.0609094,0.0688367
0.026,0.0506818,0.0486731,0.125688,0.0435471,-0.0132626,0.0279739,0.0188986,-0.0374063,0.0430734,0.0775442,0.0431964,0.0109042,0.0203253,0.0584665,0.0612146,0.0654797
0.027,0.0314557,0.0343298,0.113786,-0.00436554,-0.0236386,0.0636795,0.0549094,-0.0102457,0.0488718,0.0833426,-0.0114301,-0.0110684,0.0487067,0.0615182,0.0660974,0.0865369
0.028,0.0451886,0.0547766,0.177568,0.0459885,0.00535309,0.0414017,0.0460593,-0.00536285,0.0595529,0.0320731,0.0370929,-0.0489102,0.0499274,0.0673166,0.0642664,0.0703625
0.029,0.0729596,0.0556921,0.130571,0.024321,-0.0269955,0.0435379,0.0384299,-0.00780426,0.038801,-0.00698944,0.0532672,0.0548496,0.0416876,0.0361887,0.074032,0.0441174
0.03,0.0573956,0.0340247,0.0561078,0.0301193,-0.0230283,0.0533035,0.0445334,-0.000480042,0.0494821,0.0119315,0.0709674,0.138468,0.0639655,0.0578561,0.0218469,0.0749402
0.031,0.0454938,0.0251746,0.0326093,0.0337814,-0.0099057,0.0392654,0.0414816,-0.0181802,0.0442941,0.0455008,0.0691364,0.197977,0.0737311,0.0725046,0.0361902,0.0834851
0.032,0.0509869,0.0163245,0.0301678,0.0398849,0.00321686,0.0328568,0.0729147,-0.0117715,0.0711496,0.0622855,0.08409,0.0926913,0.0740363,0.0401559,0.0239832,0.0566296
0.033,0.0506818,0.0486731,0.0466473,0.0450729,0.0175601,0.0740555,0.0558249,-0.0178751,0.0644357,0.0299368,0.040755,0.0264682,0.0435187,0.0551096,0.0468713,0.0477795
0.034,0.0634991,0.00838989,0.0121625,0.0472092,0.00382721,0.0539139,0.0326315,-0.0270303,0.0430734,0.0604544,0.0627277,0.0557651,0.0471808,0.0621286,0.046261,0.0828748
0.035,0.0738751,0.024259,0.0222333,0.0130295,-0.00197113,0.0423172,0.0430075,-0.010856,0.066572,0.0491629,0.0554034,0.0350131,0.119202,0.0615182,0.0279504,0.0605969
0.036,0.0561749,0.0733923,0.0307782,0.0438522,0.029462,0.0642899,0.0457541,0.0053183,0.04582,0.0293265,0.0535724,0.0917758,0.102723,0.0679269,0.0520593,0.0724988
0.037,0.0479352,0.138395,0.0179608,0.052092,-0.0105161,0.0490311,0.0457541,0.00196136,0.051008,0.030242,0.0700519,0.0661411,0.0947882,0.0508371,0.0429041,0.0612073
0.038,0.0512921,0.0877356,0.0228436,0.0450729,0.000775452,0.0352982,0.0408713,-0.0102457,0.0589426,0.0561819,0.0630328,-0.0223599,0.100892,0.062739,0.0575525,0.0618176
0.039,0.0131451,0.0517249,0.00422791,0.0636887,-0.00471771,0.0551346,0.0457541,0.00928558,0.0598581,0.0802908,0.0758502,-0.00618561,0.101807,0.0453439,0.074032,0.062428
0.04,0.0671613,0.0340247,0.0664838,0.0566696,-0.00899017,0.0786331,0.0451437,0.0486533,0.0619943,0.0818167,0.0431964,0.0496616,0.0847174,0.0520578,0.01849,0.0444226
