Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,6.95431,-3.87119,5.62758,-0.0256669,0.00979885,0.0164808,-0.887859,9.63254,0.391953,0.0239687,0.0285878,0.0260863,0.374492,-10.0202,-0.701898,-0.0675831,0.0254565,-0.0408692,9.92344,-1.3488,2.32619,0.035145,-0.0435568,0.099045,6.74404,2.78981,6.92282,-0.024495,0.0133375,0.032,-1.67849,-9.66986,-1.71425,-0.0177143,-0.0348157,-0.02982,-1.65236,8.73884,-3.42735,-0.0289924,0.215211,-0.089651
0.001,6.96922,-3.88156,5.61941,-0.0253514,0.00981001,0.0157247,-0.921935,9.62286,0.403712,0.0247783,0.0295415,0.0248527,0.368725,-10.0195,-0.714899,-0.0683105,0.024045,-0.042653,9.90859,-1.32259,2.31869,0.0352294,-0.0429162,0.0991463,6.74198,2.77621,6.92966,-0.024208,0.0130198,0.0304217,-1.68472,-9.69705,-1.71461,-0.0186011,-0.0380044,-0.0296199,-1.67022,8.73974,-3.4239,-0.0259796,0.219535,-0.0902933
0.002,6.98412,-3.89192,5.61124,-0.0250358,0.00982117,0.0149686,-0.95601,9.61318,0.415472,0.025588,0.0304953,0.0236191,0.362959,-10.0189,-0.727901,-0.0690379,0.0226335,-0.0444368,9.89374,-1.29638,2.31118,0.0353138,-0.0422756,0.0992475,6.73993,2.76262,6.93649,-0.0239211,0.0127021,0.0288434,-1.69096,-9.72424,-1.71497,-0.0194879,-0.0411932,-0.0294198,-1.68808,8.74065,-3.42046,-0.0229667,0.223859,-0.0909356
0.003,6.99902,-3.90229,5.60307,-0.0247202,0.00983233,0.0142125,-0.990085,9.6035,0.427231,0.0263976,0.031449,0.0223856,0.357193,-10.0182,-0.740902,-0.0697653,0.021222,-0.0462206,9.87889,-1.27017,2.30367,0.0353982,-0.0416351,0.0993488,6.73787,2.74903,6.94333,-0.0236341,0.0123843,0.027265,-1.69719,-9.75143,-1.71533,-0.0203747,-0.0443819,-0.0292198,-1.70593,8.74155,-3.41701,-0.0199538,0.228183,-0.0915779
0.004,7.01392,-3.91265,5.5949,-0.0244046,0.0098435,0.0134564,-1.02416,9.59382,0.43899,0.0272073,0.0324027,0.021152,0.351426,-10.0176,-0.753903,-0.0704926,0.0198105,-0.0480044,9.86403,-1.24396,2.29617,0.0354826,-0.0409945,0.0994501,6.73581,2.73543,6.95016,-0.0233471,0.0120666,0.0256867,-1.70342,-9.77862,-1.71569,-0.0212616,-0.0475707,-0.0290197,-1.72379,8.74246,-3.41356,-0.0169409,0.232507,-0.0922203
0.005,7.01436,-3.91356,5.59111,-0.0237482,0.00941615,0.0131757,-1.0234,9.5938,0.448145,0.027893,0.0324458,0.0190094,0.338669,-10.0118,-0.75948,-0.0695364,0.0189361,-0.0486177,9.83792,-1.23439,2.26736,0.0359469,-0.0393006,0.100106,6.75594,2.73301,6.94356,-0.0227156,0.012527,0.0240165,-1.68126,-9.79474,-1.71769,-0.0216436,-0.0484629,-0.0282359,-1.72976,8.74935,-3.41648,-0.0149294,0.236699,-0.0922902
0.006,7.00324,-3.9069,5.59081,-0.022819,0.008638,0.0132753,-0.994783,9.60151,0.455217,0.0284797,0.0317603,0.0161398,0.320318,-10.002,-0.759117,-0.0672333,0.0184915,-0.0482946,9.8028,-1.23813,2.22152,0.0367152,-0.036764,0.101205,6.79383,2.73953,6.9262,-0.0218084,0.0136099,0.0222727,-1.63638,-9.80202,-1.721,-0.0216217,-0.0475179,-0.0269853,-1.72622,8.76103,-3.4245,-0.0137189,0.240784,-0.0919023
0.007,6.99213,-3.90023,5.59052,-0.0218898,0.00785984,0.013375,-0.966161,9.60923,0.462288,0.0290664,0.0310748,0.0132701,0.301968,-9.99221,-0.758755,-0.0649302,0.0180469,-0.0479715,9.76768,-1.24188,2.17568,0.0374835,-0.0342275,0.102304,6.83172,2.74605,6.90885,-0.0209012,0.0146928,0.020529,-1.5915,-9.80929,-1.72431,-0.0215999,-0.0465728,-0.0257346,-1.72268,8.7727,-3.43251,-0.0125085,0.244869,-0.0915145
0.008,6.98101,-3.89357,5.59022,-0.0209607,0.00708169,0.0134746,-0.937539,9.61694,0.46936,0.0296531,0.0303893,0.0104004,0.283618,-9.9824,-0.758392,-0.062627,0.0176023,-0.0476484,9.73256,-1.24562,2.12983,0.0382518,-0.0316909,0.103403,6.8696,2.75256,6.89149,-0.019994,0.0157758,0.0187852,-1.54662,-9.81656,-1.72761,-0.0215781,-0.0456278,-0.0244839,-1.71915,8.78438,-3.44053,-0.011298,0.248954,-0.0911266
0.009,6.97023,-3.88734,5.59279,-0.0201552,0.0062117,0.0135789,-0.910546,9.62162,0.474838,0.0299845,0.0295723,0.007929,0.267275,-9.97264,-0.760694,-0.060598,0.0172029,-0.0473031,9.70041,-1.24752,2.08863,0.0385121,-0.0293422,0.104113,6.90463,2.76182,6.87497,-0.0194216,0.016633,0.017257,-1.50492,-9.82222,-1.73082,-0.0213687,-0.0448704,-0.0232405,-1.7182,8.79421,-3.4475,-0.0100803,0.253276,-0.0908528
