Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,4.77464,0.87867,8.40933,-0.181249,-0.0205677,-0.0911258,-0.450202,9.7443,0.440503,0.106503,0.229004,0.0341004,0.403909,-10.019,-1.64097,-0.401133,-0.332631,-0.269085,10.0657,-1.37719,3.391,-0.219182,-0.145541,0.188921,5.40099,1.02708,8.15957,0.545587,-0.14694,-0.434098,0.264926,-9.45942,-2.33792,0.164527,0.222269,0.45929,0.883537,9.64509,-1.97164,0.108739,-0.709885,0.0865275
0.001,4.77681,0.860805,8.41333,-0.181493,-0.0205421,-0.0852801,-0.4455,9.76813,0.44478,0.106022,0.222269,0.0326246,0.394969,-10.0295,-1.65462,-0.395547,-0.330033,-0.270966,10.0693,-1.36892,3.37351,-0.218024,-0.143699,0.190498,5.41068,1.03198,8.15358,0.543687,-0.145716,-0.428854,0.296229,-9.50487,-2.37245,0.156323,0.22016,0.443882,0.957527,9.65121,-1.96423,0.107447,-0.683161,0.0859506
0.002,4.77898,0.842941,8.41733,-0.181738,-0.0205166,-0.0794343,-0.440798,9.79196,0.449056,0.10554,0.215534,0.0311489,0.386029,-10.0399,-1.66826,-0.38996,-0.327435,-0.272847,10.0729,-1.36065,3.35601,-0.216866,-0.141857,0.192075,5.42036,1.03688,8.14758,0.541787,-0.144492,-0.42361,0.327532,-9.55031,-2.40697,0.14812,0.218051,0.428475,1.03152,9.65732,-1.95681,0.106154,-0.656438,0.0853737
0.003,4.78115,0.825076,8.42132,-0.181982,-0.0204911,-0.0735886,-0.436097,9.81579,0.453333,0.105058,0.208798,0.0296732,0.377088,-10.0503,-1.6819,-0.384373,-0.324838,-0.274728,10.0765,-1.35237,3.33852,-0.215708,-0.140015,0.193652,5.43004,1.04178,8.14159,0.539888,-0.143268,-0.418366,0.358835,-9.59575,-2.44149,0.139917,0.215943,0.413068,1.10551,9.66343,-1.9494,0.104862,-0.629715,0.0847967
0.004,4.78332,0.807211,8.42532,-0.182226,-0.0204655,-0.0677429,-0.431395,9.83961,0.45761,0.104576,0.202063,0.0281975,0.368148,-10.0608,-1.69554,-0.378786,-0.32224,-0.276609,10.0801,-1.3441,3.32102,-0.21455,-0.138174,0.195229,5.43973,1.04668,8.1356,0.537988,-0.142045,-0.413123,0.390138,-9.6412,-2.47602,0.131713,0.213834,0.39766,1.1795,9.66955,-1.94199,0.10357,-0.602992,0.0842198
0.005,4.78687,0.790086,8.42776,-0.180756,-0.0203441,-0.0622324,-0.401597,9.8576,0.456286,0.104197,0.197592,0.0250161,0.373605,-10.0767,-1.70074,-0.372893,-0.318279,-0.278318,10.0953,-1.33913,3.31295,-0.211811,-0.135354,0.193999,5.45081,1.04091,8.13097,0.537254,-0.138838,-0.409745,0.419361,-9.65904,-2.51167,0.12629,0.209475,0.384273,1.2194,9.67339,-1.93265,0.103514,-0.57608,0.0834541
0.006,4.79152,0.773552,8.42895,-0.177914,-0.020146,-0.0569899,-0.351721,9.87091,0.450481,0.103898,0.194934,0.0204702,0.390581,-10.0971,-1.6992,-0.366754,-0.313229,-0.279891,10.1198,-1.33679,3.31243,-0.207807,-0.131752,0.190525,5.463,1.0266,8.12745,0.537452,-0.134044,-0.407861,0.44692,-9.65481,-2.54824,0.12309,0.203317,0.372501,1.23203,9.6754,-1.92178,0.104447,-0.549016,0.0825373
0.007,4.79618,0.757018,8.43013,-0.175072,-0.0199478,-0.0517475,-0.301844,9.88422,0.444676,0.1036,0.192276,0.0159244,0.407557,-10.1175,-1.69766,-0.360616,-0.308178,-0.281463,10.1443,-1.33446,3.3119,-0.203803,-0.12815,0.18705,5.4752,1.0123,8.12392,0.53765,-0.129251,-0.405976,0.474479,-9.65057,-2.5848,0.11989,0.197159,0.360729,1.24466,9.67742,-1.91091,0.10538,-0.521953,0.0816206
0.008,4.80083,0.740484,8.43132,-0.172231,-0.0197497,-0.0465051,-0.251968,9.89753,0.438871,0.103302,0.189618,0.0113785,0.424532,-10.1379,-1.69611,-0.354478,-0.303127,-0.283036,10.1688,-1.33212,3.31137,-0.1998,-0.124548,0.183575,5.4874,0.997997,8.1204,0.537848,-0.124457,-0.404091,0.502037,-9.64634,-2.62136,0.11669,0.191,0.348958,1.25729,9.67944,-1.90004,0.106313,-0.49489,0.0807039
0.009,4.80503,0.726374,8.43187,-0.169541,-0.0196919,-0.0412093,-0.210257,9.90526,0.430495,0.102628,0.186967,0.00715492,0.438654,-10.1522,-1.6932,-0.348367,-0.298459,-0.284346,10.1939,-1.32862,3.31165,-0.195212,-0.12101,0.180199,5.50077,0.985586,8.11513,0.538128,-0.120091,-0.402058,0.533659,-9.64115,-2.66085,0.113797,0.185171,0.337429,1.2657,9.68165,-1.89234,0.107104,-0.467708,0.0798088
