Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,4.47941,1.63059,8.44218,-0.216205,0.0648245,0.223931,0.0750986,9.69437,1.10906,0.0624464,0.122776,0.192853,2.55659,-9.76435,0.158319,-0.351651,0.331535,-0.0475638,8.2952,-0.184915,4.03375,0.10472,0.114654,-0.132717,5.12395,-0.618064,8.5402,0.02556,0.0898061,-0.102106,5.46123,-9.06725,-0.707905,-0.134059,1.43994,0.272631,-1.15268,9.86628,-0.550654,0.147839,-0.103979,-0.16198
0.001,4.53412,1.57566,8.4473,-0.216437,0.061467,0.230661,0.0265045,9.71674,1.05538,0.0643374,0.123893,0.189693,2.46761,-9.79529,0.114255,-0.34731,0.345785,-0.0407229,8.28922,-0.206597,4.0673,0.118219,0.110072,-0.132046,5.08839,-0.585495,8.55508,0.0252997,0.090476,-0.112444,5.29061,-9.18395,-0.668254,-0.136722,1.45262,0.272393,-1.18816,9.84706,-0.609616,0.14927,-0.116371,-0.153023
0.002,4.58883,1.52074,8.45241,-0.21667,0.0581096,0.23739,-0.0220895,9.73911,1.00171,0.0662284,0.125011,0.186533,2.37864,-9.82624,0.0701918,-0.342969,0.360034,-0.033882,8.28323,-0.22828,4.10085,0.131719,0.105491,-0.131375,5.05283,-0.552926,8.56996,0.0250395,0.0911459,-0.122782,5.11999,-9.30064,-0.628602,-0.139384,1.46529,0.272156,-1.22363,9.82784,-0.668578,0.150701,-0.128764,-0.144065
0.003,4.64353,1.46581,8.45753,-0.216902,0.0547522,0.24412,-0.0706836,9.76148,0.94803,0.0681194,0.126129,0.183373,2.28967,-9.85718,0.0261284,-0.338628,0.374284,-0.0270411,8.27724,-0.249962,4.13441,0.145218,0.100909,-0.130703,5.01727,-0.520356,8.58484,0.0247792,0.0918159,-0.13312,4.94938,-9.41734,-0.588951,-0.142047,1.47796,0.271919,-1.2591,9.80862,-0.72754,0.152132,-0.141156,-0.135108
0.004,4.69824,1.41088,8.46264,-0.217135,0.0513947,0.250849,-0.119278,9.78385,0.894355,0.0700104,0.127246,0.180213,2.20069,-9.88813,-0.017935,-0.334286,0.388534,-0.0202002,8.27125,-0.271645,4.16796,0.158717,0.0963279,-0.130032,4.98171,-0.487787,8.59972,0.024519,0.0924858,-0.143458,4.77876,-9.53403,-0.549299,-0.14471,1.49064,0.271681,-1.29458,9.7894,-0.786502,0.153563,-0.153549,-0.12615
0.005,4.75786,1.34422,8.45909,-0.217095,0.0489562,0.256103,-0.149598,9.79553,0.832128,0.0701268,0.12918,0.176976,2.10344,-9.92498,-0.0327961,-0.329926,0.394755,-0.0137937,8.21393,-0.296664,4.17939,0.170483,0.0912366,-0.129405,4.92744,-0.442409,8.61292,0.023456,0.0921036,-0.151174,4.61581,-9.63774,-0.527911,-0.147491,1.49183,0.269158,-1.33757,9.76421,-0.865864,0.15489,-0.164756,-0.116297
0.006,4.82143,1.26817,8.44861,-0.216838,0.0472528,0.260177,-0.1653,9.79866,0.763059,0.0688233,0.131766,0.173677,1.99957,-9.96657,-0.0242953,-0.32555,0.394555,-0.00773487,8.11554,-0.324354,4.17311,0.180862,0.0857375,-0.128812,4.85819,-0.386783,8.62477,0.0217509,0.0908798,-0.156793,4.459,-9.73105,-0.521134,-0.150366,1.48383,0.264804,-1.38658,9.73426,-0.961547,0.156135,-0.175016,-0.105727
0.007,4.88499,1.19212,8.43812,-0.216581,0.0455494,0.26425,-0.181002,9.80178,0.69399,0.0675199,0.134352,0.170378,1.8957,-10.0082,-0.0157946,-0.321175,0.394354,-0.00167602,8.01715,-0.352043,4.16684,0.191241,0.0802383,-0.12822,4.78895,-0.331157,8.63662,0.0200458,0.0896561,-0.162411,4.30219,-9.82437,-0.514357,-0.15324,1.47583,0.260451,-1.43558,9.7043,-1.05723,0.15738,-0.185275,-0.0951572
0.008,4.94855,1.11607,8.42764,-0.216323,0.0438459,0.268323,-0.196704,9.8049,0.624921,0.0662165,0.136938,0.167079,1.79183,-10.0497,-0.00729376,-0.316799,0.394153,0.00438284,7.91876,-0.379733,4.16056,0.20162,0.0747392,-0.127627,4.7197,-0.275531,8.64848,0.0183407,0.0884323,-0.168029,4.14538,-9.91769,-0.50758,-0.156115,1.46783,0.256098,-1.48459,9.67435,-1.15291,0.158625,-0.195534,-0.0845872
0.009,5.00194,1.0444,8.41855,-0.21602,0.0421142,0.272239,-0.207873,9.80662,0.558997,0.0650847,0.139153,0.163857,1.68281,-10.0942,0.00100203,-0.312265,0.393735,0.0103586,7.82282,-0.408974,4.15251,0.211796,0.0695864,-0.12711,4.65893,-0.221281,8.65962,0.0169674,0.0861199,-0.173301,3.98163,-10.0095,-0.497264,-0.158617,1.45901,0.251583,-1.52942,9.64537,-1.24879,0.160209,-0.205884,-0.0742166
