Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0512921,0.0444006,0.0426801,0.0435471,0.0578433,0.0658157,0.0451437,0.0217978,0.0330026,0.0540457,0.0435016,0.0502719,0.0368048,0.0435129,0.0398523,0.0285535
0.021,0.0519025,0.0389075,0.0521405,0.0203537,0.0587589,0.0761917,0.0600974,0.0324789,0.0125558,0.047637,0.0608966,0.0533237,0.0456549,0.054194,0.0377161,0.0541882
0.022,0.0506818,0.0431799,0.0521405,0.00326385,0.0370914,0.0685623,0.043923,0.006539,-0.00483917,0.0638113,0.0569293,0.0517978,0.0218512,0.0566354,0.0456506,0.046864
0.023,0.0479352,0.0532507,0.0628217,-0.00680695,0.0581485,0.0603226,0.0600974,0.03431,0.00950409,0.0595389,0.0444171,0.0612582,0.0395514,0.0432077,0.0450403,0.0541882
0.024,0.0500714,0.0480627,0.0503094,-0.0300003,0.031293,0.0514725,0.0338522,0.0388876,-0.0109427,0.0876151,0.0325153,0.0514926,0.0508429,0.0422922,0.0538904,0.0538831
0.025,0.0451886,0.0453162,0.0551923,-0.031221,0.0267154,0.0618485,0.0372092,0.0398032,0.0430734,0.085784,0.0373981,0.0536288,0.0535895,0.0499216,0.0599939,0.052052
0.026,0.0482404,0.0459265,0.0542767,-0.0391556,0.0154239,0.0505569,0.0158469,0.0459067,0.130659,0.0299368,0.0648639,0.0508823,0.0538947,0.0438181,0.0471765,0.0496106
0.027,0.0561749,0.0459265,0.0402386,-0.0266434,0.0151187,0.0499466,0.0240866,0.0452963,0.162092,0.0238333,0.0801227,0.0472202,0.0480963,0.0529733,0.0435144,0.0401501
0.028,0.0473248,0.0355505,0.0442059,-0.0162674,0.0236636,0.0490311,0.0219504,0.0462119,0.139814,0.0546561,0.0566241,0.0411166,0.0401617,0.0474802,0.0435144,0.0514417
0.029,0.0515973,0.045011,0.0521405,-0.0141312,0.0282413,0.0533035,0.0314108,0.0529257,0.114485,0.0491629,0.0721881,0.0511874,0.0410773,0.0465646,0.0535852,0.0438123
0.03,0.0464093,0.057218,0.0432904,0.00692596,0.0282413,0.0569656,0.0234763,0.046517,0.0989206,0.0497733,0.0749347,0.0511874,0.0523688,0.0667062,0.0615198,0.0514417
0.031,0.0561749,0.0474524,0.0600751,0.0322556,0.0367862,0.0395706,0.0396506,0.0575034,0.0589426,0.0543509,0.0642535,0.0575961,0.0572516,0.0657907,0.0569421,0.0419812
0.032,0.0497662,0.0465369,0.0545819,0.0182175,0.0334293,0.0377396,0.0402609,0.044686,0.0552805,0.0537405,0.0483844,0.0466098,0.054505,0.0642648,0.0621301,0.0538831
0.033,0.0509869,0.0447058,0.0561078,0.0408005,0.0383121,0.0517776,0.0427023,0.0645224,0.0723703,0.0790701,0.0221393,0.0536288,0.0468756,0.0789133,0.0371057,0.0538831
0.034,0.0491559,0.0471472,0.0506146,0.0649094,0.0401431,0.0371292,0.0378195,0.0535361,0.0589426,0.103484,0.0126788,0.0453891,0.0511481,0.0731149,0.041073,0.0496106
0.035,0.0433575,0.0401282,0.0518353,0.0542282,0.053876,0.0490311,0.0457541,0.0633017,0.0229318,0.170623,0.0142047,0.052103,0.0541998,0.0551096,0.0511438,0.0425916
0.036,0.0448834,0.0437903,0.0487836,0.0563644,0.0529605,0.045369,0.0405661,0.051705,0.0308664,0.197784,0.0612018,0.0481357,0.0514532,0.0664011,0.0429041,0.0578503
0.037,0.0308453,0.0541663,0.0475629,0.0453781,0.0410587,0.0487259,0.0451437,0.0504843,0.063215,0.181914,0.193343,0.0514926,0.049317,0.0587717,0.0343591,0.0551038
0.038,0.0247418,0.0422644,0.0612958,0.0575851,0.0309879,0.0441483,0.0469748,0.0617758,0.0775583,0.0699149,0.148787,0.0371494,0.0499274,0.0358835,0.0383264,0.0465588
0.039,0.0268781,0.0447058,0.046037,0.0456833,0.0300723,0.0459793,0.0384299,0.0636069,0.0565012,-0.0402536,0.124068,0.0530185,0.0468756,0.0337473,0.0459558,0.0404553
0.04,0.0381696,0.0373816,0.0466473,0.0646042,0.0355655,0.0468948,0.0347678,0.0626913,0.0427683,-0.0680246,0.105757,0.0478305,0.0453497,0.0416818,0.0383264,0.0428967
