Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0717389,0.0578284,0.0533612,0.034697,0.019086,0.0487259,0.0500266,0.0428549,0.0500925,0.00216583,0.0325153,0.0368442,0.0743414,0.0731149,0.0474817,0.0560193
0.021,0.0769269,0.0517249,0.0457318,0.0282883,0.0328189,0.0667313,0.0414816,0.0593344,0.0626047,0.0485526,0.0666949,0.0423373,0.0612189,0.0560251,0.0490076,0.0508313
0.022,0.0445782,0.0593542,0.078996,0.00631561,0.0200015,0.0685623,0.0356833,0.0370566,0.0552805,0.0561819,0.0740192,0.0405063,0.0691534,0.0764719,0.0471765,0.0615125
0.023,0.0201642,0.0282263,0.0118573,0.0166916,0.0291568,0.0752762,0.0604025,0.0529257,0.0601633,0.0506888,0.0514362,0.0225009,0.0694586,0.0783029,0.0581628,0.0575452
0.024,0.0519025,0.0306677,-0.0607745,0.0200485,0.0337344,0.0685623,0.0277487,0.041329,0.0513132,0.0433646,0.0502155,0.0340976,0.0688483,0.0670114,0.0609094,0.0502209
0.025,0.0314557,0.0547766,-0.0272052,0.0304245,0.0343448,0.0737503,0.0399558,0.0385825,0.0272043,0.0299368,0.0572345,0.0301303,0.0590826,0.069758,0.0496179,0.0602917
0.026,0.0915753,0.0578284,0.061601,0.00936737,0.0459415,0.0719192,0.0451437,0.0468222,0.0311716,0.0326834,0.0727985,0.0322665,0.0593878,0.0743356,0.0395471,0.052052
0.027,0.080589,0.0575232,0.0835736,0.0203537,0.0529605,0.0609329,0.0402609,0.0437704,0.0568063,0.0351248,0.0450275,0.0249423,0.0520636,0.062739,0.0511438,0.0529675
0.028,0.0625836,0.00686401,0.0597699,0.0206589,0.0331241,0.0673416,0.0573508,0.0443808,0.0668771,0.0543509,0.0663898,0.0319614,0.0453497,0.0688425,0.0471765,0.0581555
0.029,0.0537335,0.0260901,0.0606854,0.0111984,0.0419742,0.07314,0.0454489,0.0288168,0.058027,0.0647269,0.0706622,0.0347079,0.0471808,0.0718942,0.0456506,0.0486951
0.03,0.0427472,0.0251746,0.0258954,0.00540009,0.0459415,0.0710037,0.049111,0.0462119,0.0568063,0.0595389,0.0486896,0.0347079,0.0508429,0.0630441,0.0541956,0.0538831
0.031,0.0348126,0.0505042,0.0466473,0.00997772,0.0282413,0.080159,0.0433127,0.0565878,0.0616891,0.0516043,0.0691364,0.031351,0.0584723,0.0606027,0.0355798,0.0490002
0.032,0.0305402,0.0331091,0.0298627,0.0115036,0.0413638,0.0804642,0.0381247,0.056893,0.0571115,0.0360403,0.0309894,0.0133456,0.052674,0.0621286,0.0612146,0.041676
0.033,0.0494611,-0.00259644,-0.0226276,0.0209641,0.0749332,0.0890091,0.0381247,0.0538412,0.0470407,0.0400076,0.0715778,0.0133456,0.0603033,0.0551096,0.0624353,0.0645642
0.034,0.059837,0.0514197,-0.0110309,0.0340866,0.128339,0.0987747,0.0414816,0.0642172,0.0384958,0.0488577,0.0566241,0.00449554,0.0633551,0.0737253,0.0593835,0.0633435
0.035,0.037254,0.0627112,0.0869305,0.0444626,0.112775,0.0822952,0.0399558,0.0474326,0.051008,0.0537405,0.0401447,0.0182285,0.0627448,0.0615182,0.046261,0.0627332
0.036,0.0653302,0.062406,0.0472577,0.0350021,0.0328189,0.0789383,0.0448386,0.0541464,0.0549753,0.0522147,0.108809,0.0154819,0.0505377,0.0688425,0.035885,0.0734143
0.037,0.08242,0.0389075,0.0585492,0.00356903,0.0340396,0.0926712,0.0558249,0.0504843,0.0705392,0.0439749,0.0587604,-8.20924e-005,0.0450446,0.0581613,0.0667078,0.0538831
0.038,0.0619733,0.0282263,0.0524457,0.0176071,0.0303775,0.0868729,0.0423972,0.0489584,0.0568063,0.045806,0.0505206,0.00724213,0.064881,0.0642648,0.05328,0.0743298
0.039,0.0775372,0.00900024,0.0884564,-0.0147415,-0.0480527,0.104268,0.0481955,0.049874,0.0571115,0.0604544,0.0465533,-0.0025235,0.0395514,0.0670114,0.05328,0.0578503
0.04,0.0674664,0.0444006,0.0365765,-0.0382401,-0.0767392,0.110677,0.0427023,0.0364462,0.0629098,0.0577078,0.0535724,0.0121249,0.0554205,0.0465646,0.0590784,0.0615125
0.041,0.0549542,0.11337,-0.044295,-0.0184036,-0.0367612,0.121968,0.0323264,0.0605551,0.0784738,0.0522147,0.0361774,0.00876801,0.0426032,0.0468698,0.0572473,0.0569348
0.042,0.070213,0.113676,-0.124861,-0.0098587,0.00474274,0.0999954,0.0463644,0.0416342,0.0870187,0.0558768,0.103316,0.00693695,0.0517584,0.049006,0.0468713,0.0499158
0.043,0.0537335,0.0221228,-0.0336139,0.013945,0.0367862,0.111287,0.0396506,0.0456015,0.0705392,0.0891409,0.0718829,0.00602142,0.0654913,0.062739,0.0587732,0.0593762
0.044,0.0583112,0.0700354,0.178788,0.00814667,0.0227481,0.109456,0.0433127,0.0633017,0.0461252,0.0467215,0.0431964,-0.00404938,0.0426032,0.0557199,0.0517542,0.0502209
0.045,0.0659406,0.0724768,0.208391,0.0111984,-0.00197113,0.113728,0.0417868,0.0355307,0.030256,0.052825,0.0572345,0.0051059,0.0496222,0.0587717,0.0502283,0.0654797
0.046,0.0674664,0.034635,0.0960858,0.0188278,-0.0144833,0.122578,0.0411765,0.0504843,0.038801,0.0296317,0.0395343,-0.00343903,0.0349738,0.0377145,0.0416833,0.0575452
0.047,0.0799786,0.0587439,0.0466473,0.00692596,-0.00197113,0.122273,0.0277487,0.0605551,0.0558908,0.00216583,0.0557086,0.0206699,0.054505,0.0584665,0.0578577,0.0593762
0.048,0.0430524,-0.0151086,0.0326093,0.0157761,0.0340396,0.12502,0.0527731,0.022103,0.0555856,0.0281058,0.0724933,-0.00465973,0.0508429,0.0468698,0.056637,0.0584607
0.049,0.0451886,0.00228638,0.0661786,0.0212692,0.0206119,0.143941,0.0417868,0.0388876,0.0622995,0.0326834,0.0242755,-0.00954254,0.0401617,0.0526682,0.061825,0.0602917
0.05,0.0622784,0.0773596,0.107072,0.0160812,0.036481,0.139058,0.0546042,0.0401083,0.0436838,0.0183401,0.0435016,-0.013815,0.0511481,0.0487009,0.0538904,0.0685315
0.051,0.052818,0.050199,0.0332196,0.0234055,0.0309879,0.151265,0.0509421,0.0553671,0.035444,0.0308524,0.063338,0.00327484,0.0505377,0.0389352,0.0380212,0.0547986
0.052,0.0586163,0.0230383,0.00819519,0.0258469,0.0462466,0.140279,0.0344626,0.055062,0.0290353,0.0778494,0.0322101,0.00541107,0.0447394,0.0636545,0.0346643,0.0554089
0.053,0.0692975,0.0401282,0.0719769,0.0221848,0.0331241,0.152791,0.0466696,0.0535361,0.0555856,0.0503836,0.0670001,-0.000387268,0.0502325,0.06457,0.0383264,0.0563245
0.054,0.0692975,0.0453162,0.056413,0.0392746,0.00871002,0.157368,0.0494162,0.0532309,0.0671823,0.0415335,0.0593707,0.000223083,0.059693,0.0520578,0.0596887,0.0483899
0.055,0.04763,0.083158,0.0222333,0.0389694,0.024274,0.156758,0.0347678,0.0541464,0.0854929,0.0213919,0.0651691,-0.0110684,0.061524,0.0615182,0.048092,0.0541882
0.056,0.0442731,0.0566077,0.0863202,0.0438522,0.0367862,0.151265,0.0365988,0.067269,0.0827463,0.0342093,0.0593707,-0.0037442,0.0599982,0.059382,0.0471765,0.041676
0.057,0.0473248,0.0431799,0.0329144,0.0533127,0.0865298,0.15096,0.0274435,0.029122,0.0638254,0.0162039,0.0547931,0.00876801,0.054505,0.0612131,0.0520593,0.05724
0.058,0.0515973,0.0260901,-0.0058429,0.0429367,0.111249,0.152791,0.0539938,0.0547568,0.0528391,0.050994,0.0627277,0.0075473,0.042298,0.057551,0.0444299,0.0541882
0.059,0.0515973,0.067594,-0.049483,0.0414108,0.0819522,0.160725,0.0402609,0.0617758,0.0497873,0.012847,0.051131,-0.00862701,0.0413824,0.0685373,0.0477869,0.0593762
0.06,0.0235211,0.0309729,-0.0973956,0.0389694,0.0773746,0.156148,0.0405661,0.0629965,0.0583322,0.0207816,0.0468585,-8.20924e-005,0.0560309,0.0599924,0.035885,0.0392346
0.061,0.0378644,0.0498938,-0.0568072,0.048735,0.10484,0.166524,0.0478903,0.0684897,0.0671823,0.0656424,0.0883624,0.00876801,0.038941,0.069758,0.0453455,0.0554089
0.062,0.0866925,0.0117468,0.00117615,0.0395798,0.100263,0.157063,0.0585715,0.0370566,0.0662668,0.0680838,0.0599811,-0.00282867,0.031922,0.0557199,0.0331384,0.0657849
0.063,0.0778424,0.0373816,0.075639,0.0200485,0.0712711,0.153706,0.0433127,0.0617758,0.0403268,0.0641165,0.0474689,0.0167026,0.0450446,0.074946,0.041073,0.0566296
0.064,0.0677716,0.057218,0.146745,0.0258469,0.12132,0.154012,0.0488058,0.0666586,0.0656564,0.0461111,0.0624225,0.000223083,0.0288702,0.0587717,0.061825,0.0593762
0.065,0.0705182,0.0822424,0.0246747,0.0118088,0.0782901,0.164082,0.0643698,0.0529257,0.0723703,0.0323782,0.110335,0.0215854,0.0270392,0.0798288,0.0487024,0.0584607
0.066,0.0818097,0.0733923,0.0609906,-0.008638,-0.0517148,0.153706,0.0539938,0.0471274,0.0558908,0.030242,0.141158,0.0322665,0.0233771,0.0776926,0.0541956,0.0593762
0.067,0.0811993,0.0309729,0.313981,-0.0205399,-0.124347,0.135091,0.0536887,0.0468222,0.0494821,0.0781546,0.0221393,0.0481357,0.00933899,0.0621286,0.0441248,0.0673108
0.068,0.0815045,0.0474524,0.153154,-0.008638,-0.101458,0.143941,0.038735,0.0547568,0.0452097,0.0455008,-0.00776794,0.0472202,0.0212408,0.0691476,0.0499231,0.0544934
0.069,0.063194,0.0578284,0.136979,0.0176071,-0.0630063,0.147603,0.0433127,0.0608603,0.0522287,0.0506888,0.0419757,0.0267734,0.00903381,0.0660959,0.0422937,0.0670056
0.07,0.0470197,0.0575232,0.0319989,0.0227951,-0.0248593,0.141805,0.0451437,0.0474326,0.0494821,0.0351248,0.0166461,0.0194492,0.0496222,0.0779977,0.051449,0.0682263
0.071,0.0409161,0.0376868,-0.00858948,0.0273727,-0.013873,0.145467,0.0494162,0.0553671,0.0568063,0.0485526,0.00443909,-0.0049649,0.0480963,0.0682321,0.0355798,0.0538831
0.072,0.0586163,0.0907874,-0.0137775,0.0221848,0.0154239,0.132954,0.0411765,0.03431,0.0650461,0.0677786,0.0193927,-0.00221832,0.0175787,0.0712839,0.0374109,0.0578503
0.073,0.0604474,0.032804,-0.0925128,0.0310349,0.0334293,0.14333,0.0451437,0.0571982,0.0629098,0.0540457,0.0804279,-0.0464688,0.0386359,0.0743356,0.0364954,0.0621228
0.074,0.0619733,0.0181555,-0.104109,0.0408005,0.0340396,0.139058,0.0469748,0.0489584,0.0555856,0.0561819,0.0850055,-0.0122891,0.059693,0.0639597,0.0490076,0.0651746
0.075,0.0595319,0.0379919,0.0484784,0.0456833,0.0480777,0.14272,0.0485007,0.0492636,0.0351389,0.0378714,0.047774,0.000223083,0.0599982,0.0630441,0.0487024,0.0508313
0.076,0.0644147,0.0556921,0.209916,0.0325607,0.0373965,0.128987,0.0375143,0.0529257,0.051008,0.040618,0.0959918,0.020975,0.0413824,0.0642648,0.0395471,0.0370984
0.077,0.0769269,0.0544714,0.269426,0.0453781,0.0212222,0.129903,0.0533835,0.0483481,0.040632,-0.00759979,0.0370929,0.0237216,0.0541998,0.0618234,0.0468713,0.064259
0.078,0.0494611,0.045011,0.122941,0.00478973,0.0142032,0.128072,0.054299,0.0523154,0.0381906,-0.0100412,0.0230548,0.0270786,0.0688483,0.0621286,0.0282556,0.05724
0.079,0.0433575,0.0544714,0.0872357,0.00814667,0.0102359,0.12502,0.0579611,0.0407187,0.0330026,0.0375662,0.0502155,0.0289096,0.0477911,0.0688425,0.0499231,0.0605969
0.08,0.0467145,0.00564331,0.105851,0.0224899,0.0419742,0.13448,0.0588766,0.0379721,0.0531442,0.0628958,0.0514362,-0.00343903,0.0575568,0.054194,0.0404626,0.0547986
0.081,0.0613629,0.0267004,0.122636,0.0142502,0.0239688,0.11739,0.0436179,0.0459067,0.0577219,0.0497733,0.0575397,-0.0305997,0.0911261,0.0773874,0.0508386,0.0438123
0.082,0.0342023,-0.00869995,-0.0418536,0.00967255,0.0380069,0.15096,0.04728,0.0629965,0.0339182,0.0400076,0.0602863,-0.0211392,0.0792242,0.0609079,0.0612146,0.0541882
0.083,0.0427472,0.00716919,-0.0290363,0.0136398,0.0257999,0.125325,0.0417868,0.0526205,0.0497873,0.0268851,0.0373981,0.0151767,0.0776984,0.0511423,0.0529749,0.0532727
0.084,0.065025,0.0654578,0.0863202,0.0343918,0.0810367,0.117696,0.0475851,0.0678793,0.0507028,0.0311575,0.0193927,0.000528259,0.0682379,0.0520578,0.0615198,0.0557141
0.085,0.0659406,0.0489783,0.0655682,0.0200485,0.0740176,0.130818,0.049111,0.051705,0.058027,0.0470267,0.047774,0.0298251,0.0551154,0.0664011,0.05328,0.0447278
0.086,0.0741803,0.0767493,0.0783856,0.0148605,0.0462466,0.115559,0.0475851,0.0535361,0.066572,0.0500784,0.0550983,0.0350131,0.0630499,0.0468698,0.0517542,0.0496106
0.087,0.0540387,0.0700354,0.0689252,0.0298141,0.0395328,0.125325,0.0399558,0.0507895,0.068403,0.0332938,0.061507,0.0200595,0.0612189,0.0398508,0.0523645,0.0526624
0.088,0.0561749,0.0352454,-0.0256793,0.034697,0.0499088,0.111287,0.04728,0.0419394,0.0674875,0.050994,0.0294635,0.0340976,0.0621344,0.0526682,0.0368005,0.0471692
0.089,0.0418317,0.0312781,-0.0851886,0.0459885,0.0584537,0.11617,0.0570456,0.0523154,0.0668771,0.0366507,0.0340411,0.0237216,0.049317,0.057551,0.0447351,0.0605969
0.09,0.0342023,0.027616,-0.116927,0.0340866,0.057233,0.110677,0.0503317,0.0507895,0.0748117,0.0601492,0.0462482,0.0316562,0.0627448,0.0413766,0.0450403,0.0514417
0.091,0.0369489,0.0263953,0.0390179,0.036528,0.0669986,0.114034,0.0411765,0.0608603,0.0714548,0.0482474,0.0410602,0.031351,0.061524,0.0502267,0.0425989,0.0645642
