Time,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,0.173219,9.67201,-1.10469,0.029758,0.0822552,0.04473,5.0477,3.32391,7.99038,-0.277515,-0.0739484,0.0667875,-0.604567,9.86385,-1.55713,0.0742041,0.185453,-0.150927,9.2728,0.748106,3.91691,0.193681,0.0366806,0.22947,0.0854241,-9.43506,-2.13391,-0.015975,-0.259266,-0.0515436,4.57885,-2.56649,8.18726,-0.0985234,-0.0331961,0.122613,-0.153368,-9.6702,-1.9363,-0.0468677,-0.190091,0.0181746
0.001,0.168701,9.67282,-1.13828,0.0294556,0.0822756,0.0435224,5.04018,3.29763,8.02537,-0.274719,-0.0714654,0.0674449,-0.621401,9.85473,-1.53374,0.0714279,0.176547,-0.147511,9.25443,0.718271,3.91365,0.193857,0.0350927,0.226744,0.0755021,-9.44963,-2.12404,-0.0133216,-0.257491,-0.0513153,4.56065,-2.55898,8.18236,-0.0987728,-0.0335686,0.120685,-0.150982,-9.65018,-1.9137,-0.0452528,-0.190352,0.0213037
0.002,0.164183,9.67364,-1.17187,0.0291532,0.082296,0.0423148,5.03266,3.27135,8.06036,-0.271923,-0.0689823,0.0681024,-0.638235,9.8456,-1.51035,0.0686516,0.167642,-0.144096,9.23605,0.688436,3.91039,0.194032,0.0335047,0.224018,0.0655801,-9.46421,-2.11417,-0.0106683,-0.255717,-0.0510869,4.54244,-2.55146,8.17747,-0.0990222,-0.033941,0.118758,-0.148596,-9.63017,-1.89109,-0.0436379,-0.190612,0.0244329
0.003,0.159665,9.67446,-1.20546,0.0288508,0.0823165,0.0411072,5.02514,3.24506,8.09536,-0.269127,-0.0664993,0.0687598,-0.655069,9.83648,-1.48696,0.0658753,0.158736,-0.140681,9.21768,0.658602,3.90713,0.194208,0.0319168,0.221292,0.0556582,-9.47878,-2.10431,-0.00801489,-0.253943,-0.0508585,4.52423,-2.54395,8.17258,-0.0992717,-0.0343135,0.116831,-0.14621,-9.61016,-1.86849,-0.042023,-0.190873,0.027562
0.004,0.155147,9.67528,-1.23905,0.0285484,0.0823369,0.0398996,5.01762,3.21878,8.13035,-0.266331,-0.0640162,0.0694172,-0.671903,9.82736,-1.46357,0.0630991,0.149831,-0.137266,9.19931,0.628767,3.90387,0.194383,0.0303288,0.218566,0.0457362,-9.49335,-2.09444,-0.00536152,-0.252169,-0.0506301,4.50602,-2.53644,8.16768,-0.0995211,-0.034686,0.114904,-0.143824,-9.59014,-1.84588,-0.0404081,-0.191134,0.0306911
0.005,0.140582,9.67286,-1.2609,0.0281528,0.0818661,0.0380372,5.02745,3.19147,8.16096,-0.262283,-0.0622595,0.0685616,-0.676848,9.82008,-1.44045,0.0612606,0.140285,-0.134666,9.20481,0.607844,3.89094,0.195318,0.0271701,0.215702,0.0351805,-9.52227,-2.08813,-0.00254586,-0.252277,-0.0518493,4.51773,-2.52944,8.17067,-0.0987854,-0.0352364,0.11442,-0.139283,-9.58062,-1.81992,-0.0390738,-0.190379,0.0325978
0.006,0.117979,9.66786,-1.27334,0.0276825,0.0810022,0.0356509,5.05114,3.16334,8.18807,-0.257232,-0.0610839,0.0664957,-0.672283,9.81428,-1.41754,0.0601722,0.130229,-0.132718,9.2294,0.594049,3.87025,0.196861,0.0227549,0.212727,0.0241177,-9.56266,-2.08467,0.000399643,-0.253891,-0.0542264,4.55337,-2.52284,8.17995,-0.0972617,-0.0359292,0.115091,-0.133019,-9.57948,-1.79127,-0.037964,-0.188812,0.0335267
0.007,0.0953766,9.66286,-1.28578,0.0272122,0.0801384,0.0332646,5.07484,3.13521,8.21518,-0.25218,-0.0599082,0.0644297,-0.667717,9.80848,-1.39463,0.0590839,0.120172,-0.13077,9.25399,0.580255,3.84957,0.198404,0.0183396,0.209752,0.0130549,-9.60305,-2.08122,0.00334514,-0.255505,-0.0566036,4.58901,-2.51624,8.18923,-0.0957379,-0.0366221,0.115762,-0.126754,-9.57835,-1.76261,-0.0368542,-0.187244,0.0344555
0.008,0.0727738,9.65787,-1.29822,0.0267419,0.0792745,0.0308784,5.09854,3.10708,8.24229,-0.247129,-0.0587326,0.0623638,-0.663152,9.80268,-1.37172,0.0579956,0.110115,-0.128822,9.27858,0.566461,3.82889,0.199947,0.0139243,0.206777,0.00199208,-9.64344,-2.07776,0.00629064,-0.257119,-0.0589808,4.62466,-2.50964,8.19851,-0.0942141,-0.0373149,0.116433,-0.12049,-9.57721,-1.73396,-0.0357444,-0.185676,0.0353844
0.009,0.0510013,9.65415,-1.30914,0.0260787,0.0783448,0.0287669,5.11959,3.07014,8.26781,-0.241975,-0.0576955,0.0604861,-0.658585,9.79563,-1.35076,0.0572185,0.100046,-0.126803,9.3,0.559693,3.80836,0.201073,0.00963888,0.203869,-0.00873847,-9.6796,-2.07339,0.00885912,-0.25903,-0.0610441,4.65795,-2.505,8.20811,-0.0928757,-0.0379094,0.116755,-0.115051,-9.57892,-1.70497,-0.0347778,-0.183983,0.0362818
0.01,0.0358708,9.66074,-1.30796,0.0238717,0.0768876,0.0288541,5.11954,2.96273,8.28057,-0.235997,-0.0577665,0.0601149,-0.654,9.77858,-1.34542,0.058931,0.0898788,-0.124216,9.29603,0.609128,3.78901,0.198861,0.00639229,0.201502,-0.016811,-9.68184,-2.06178,0.00841147,-0.263311,-0.0605965,4.6725,-2.51609,8.22029,-0.0930206,-0.0377169,0.114284,-0.116213,-9.60335,-1.67327,-0.0349565,-0.181282,0.0369277
0.011,0.0207403,9.66732,-1.30677,0.0216648,0.0754304,0.0289413,5.11949,2.85531,8.29333,-0.230019,-0.0578374,0.0597436,-0.649416,9.76152,-1.34007,0.0606435,0.0797113,-0.121629,9.29207,0.658564,3.76966,0.196649,0.0031457,0.199135,-0.0248835,-9.68408,-2.05016,0.00796382,-0.267592,-0.0601488,4.68704,-2.52717,8.23247,-0.0931655,-0.0375245,0.111814,-0.117374,-9.62778,-1.64157,-0.0351353,-0.178582,0.0375737
0.012,0.00560985,9.67391,-1.30558,0.0194579,0.0739732,0.0290284,5.11944,2.7479,8.30609,-0.224041,-0.0579084,0.0593723,-0.644831,9.74447,-1.33472,0.0623561,0.0695437,-0.119042,9.2881,0.707999,3.75032,0.194437,-0.000100888,0.196768,-0.032956,-9.68633,-2.03855,0.00751617,-0.271873,-0.0597012,4.70159,-2.53826,8.24465,-0.0933104,-0.0373321,0.109344,-0.118536,-9.6522,-1.60987,-0.0353141,-0.175881,0.0382197
0.013,-0.00952063,9.68049,-1.30439,0.0172509,0.0725161,0.0291156,5.11938,2.64049,8.31885,-0.218062,-0.0579793,0.0590011,-0.640247,9.72741,-1.32938,0.0640686,0.0593761,-0.116454,9.28413,0.757434,3.73097,0.192226,-0.00334748,0.1944,-0.0410285,-9.68857,-2.02693,0.00706852,-0.276154,-0.0592535,4.71614,-2.54934,8.25683,-0.0934553,-0.0371397,0.106874,-0.119698,-9.67663,-1.57816,-0.0354928,-0.17318,0.0388656
0.014,-0.0238717,9.68101,-1.2981,0.0152977,0.069851,0.030329,5.13636,2.59067,8.32369,-0.212839,-0.0571206,0.0581999,-0.65695,9.72077,-1.33376,0.0653055,0.0502069,-0.113938,9.28009,0.764913,3.71139,0.190942,-0.00927024,0.194158,-0.0692116,-9.71064,-1.99839,0.00584719,-0.280652,-0.0600176,4.70345,-2.54927,8.25706,-0.0934448,-0.0374478,0.104646,-0.137764,-9.70326,-1.55874,-0.0352435,-0.171046,0.0408574
0.015,-0.037833,9.67848,-1.28925,0.0134714,0.0665819,0.0321055,5.16186,2.56966,8.32458,-0.207994,-0.055797,0.0571838,-0.684297,9.71933,-1.34302,0.0663046,0.0415369,-0.111457,9.27601,0.751413,3.69169,0.190122,-0.0165311,0.194979,-0.10745,-9.74263,-1.9614,0.00423902,-0.28526,-0.0613876,4.67714,-2.54362,8.25132,-0.0933565,-0.0380063,0.102539,-0.164283,-9.73099,-1.54545,-0.0347802,-0.169195,0.043522
0.016,-0.0517943,9.67595,-1.2804,0.011645,0.0633128,0.033882,5.18736,2.54865,8.32546,-0.203148,-0.0544734,0.0561677,-0.711644,9.71789,-1.35227,0.0673037,0.0328668,-0.108975,9.27193,0.737913,3.672,0.189302,-0.023792,0.195799,-0.145688,-9.77461,-1.9244,0.00263085,-0.289867,-0.0627576,4.65083,-2.53798,8.24558,-0.0932682,-0.0385647,0.100433,-0.190802,-9.75872,-1.53217,-0.0343169,-0.167344,0.0461866
0.017,-0.0657556,9.67343,-1.27155,0.00981872,0.0600438,0.0356586,5.21285,2.52763,8.32635,-0.198303,-0.0531498,0.0551516,-0.738991,9.71646,-1.36152,0.0683028,0.0241968,-0.106494,9.26785,0.724413,3.6523,0.188482,-0.0310528,0.19662,-0.183927,-9.80659,-1.88741,0.00102268,-0.294475,-0.0641276,4.62452,-2.53233,8.23984,-0.0931799,-0.0391231,0.0983263,-0.217321,-9.78645,-1.51888,-0.0338536,-0.165493,0.0488512
0.018,-0.0801953,9.66905,-1.26527,0.00809479,0.0565347,0.0369413,5.23699,2.50914,8.32635,-0.194037,-0.0513555,0.054081,-0.764057,9.71502,-1.37575,0.0688183,0.0156317,-0.103672,9.26383,0.715818,3.63362,0.18723,-0.0379182,0.19716,-0.224194,-9.82678,-1.87186,-7.83e-05,-0.298555,-0.0649475,4.60232,-2.52919,8.23355,-0.093231,-0.0393781,0.0961322,-0.2392,-9.81191,-1.5069,-0.033799,-0.163509,0.0515461
0.019,-0.096309,9.65823,-1.26798,0.00672928,0.0521856,0.036496,5.25636,2.49944,8.32328,-0.191803,-0.0479134,0.0528194,-0.78114,9.71357,-1.40736,0.0676412,0.00743409,-0.0996586,9.26003,0.72439,3.61846,0.184469,-0.0433992,0.196719,-0.271563,-9.80569,-1.93136,0.000595777,-0.300791,-0.0638422,4.59449,-2.53487,8.22532,-0.0937695,-0.0385709,0.0936316,-0.244843,-9.82945,-1.49952,-0.0351749,-0.161057,0.0543465
0.02,-0.112423,9.6474,-1.27069,0.00536376,0.0478365,0.0360506,5.27573,2.48974,8.32021,-0.189568,-0.0444714,0.0515578,-0.798223,9.71213,-1.43897,0.066464,-0.000763518,-0.0956448,9.25623,0.732962,3.60331,0.181708,-0.0488803,0.196279,-0.318932,-9.7846,-1.99086,0.00126987,-0.303027,-0.0627369,4.58666,-2.54055,8.2171,-0.094308,-0.0377638,0.0911311,-0.250486,-9.84699,-1.49213,-0.0365508,-0.158605,0.057147
0.021,-0.128536,9.63658,-1.2734,0.00399825,0.0434874,0.0356052,5.2951,2.48005,8.31714,-0.187334,-0.0410294,0.0502962,-0.815306,9.71068,-1.47059,0.0652868,-0.00896113,-0.0916311,9.25243,0.741533,3.58816,0.178947,-0.0543614,0.195839,-0.366301,-9.76351,-2.05037,0.00194397,-0.305263,-0.0616316,4.57883,-2.54623,8.20888,-0.0948465,-0.0369566,0.0886306,-0.256128,-9.86452,-1.48475,-0.0379267,-0.156153,0.0599474
