Time,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,0.30727,9.61719,-0.785389,-0.0136843,0.0600218,-0.0362903,5.20275,2.6047,8.23273,-0.0135186,0.0320803,0.0121718,-1.00642,9.70626,-1.3681,-0.0305511,-0.0448202,0.00243701,9.33538,0.23942,3.73603,0.0545899,0.0650346,0.0175551,-0.822413,-9.34308,-2.40148,0.00535653,0.0755296,-0.0380209,4.86503,-2.76431,7.92848,-0.007455,0.0259385,-0.00187882,-0.706396,-9.66952,-1.67141,-0.0803839,0.104379,0.0602056
0.001,0.277998,9.62268,-0.805457,-0.0154798,0.0589867,-0.0349196,5.16658,2.60503,8.21534,-0.0173498,0.0329096,0.00895387,-1.04186,9.70504,-1.37983,-0.0309484,-0.0459759,0.00263775,9.31619,0.244343,3.73523,0.0514257,0.0654521,0.0185913,-0.823893,-9.34634,-2.42517,0.00553731,0.0747265,-0.0364888,4.86007,-2.77992,7.92743,-0.00774203,0.0240811,-0.00203144,-0.682924,-9.66076,-1.6717,-0.0786768,0.104741,0.0615316
0.002,0.248725,9.62817,-0.825524,-0.0172753,0.0579516,-0.0335488,5.1304,2.60537,8.19794,-0.021181,0.0337389,0.00573597,-1.0773,9.70383,-1.39156,-0.0313457,-0.0471315,0.0028385,9.297,0.249266,3.73442,0.0482614,0.0658697,0.0196275,-0.825374,-9.3496,-2.44887,0.00571808,0.0739233,-0.0349567,4.8551,-2.79553,7.92638,-0.00802906,0.0222238,-0.00218407,-0.659452,-9.65199,-1.67199,-0.0769697,0.105102,0.0628577
0.003,0.219453,9.63366,-0.845592,-0.0190707,0.0569166,-0.032178,5.09422,2.60571,8.18054,-0.0250123,0.0345682,0.00251807,-1.11275,9.70262,-1.40328,-0.031743,-0.0482872,0.00303925,9.27781,0.25419,3.73361,0.0450972,0.0662873,0.0206637,-0.826855,-9.35287,-2.47256,0.00589886,0.0731201,-0.0334246,4.85014,-2.81114,7.92533,-0.00831609,0.0203664,-0.00233669,-0.63598,-9.64323,-1.67227,-0.0752626,0.105463,0.0641838
0.004,0.190181,9.63915,-0.865659,-0.0208662,0.0558815,-0.0308073,5.05805,2.60605,8.16315,-0.0288435,0.0353975,-0.000699823,-1.14819,9.7014,-1.41501,-0.0321403,-0.0494429,0.00323999,9.25862,0.259113,3.73281,0.0419329,0.0667048,0.0216999,-0.828336,-9.35613,-2.49625,0.00607964,0.0723169,-0.0318926,4.84518,-2.82675,7.92428,-0.00860312,0.0185091,-0.00248932,-0.612508,-9.63446,-1.67256,-0.0735555,0.105824,0.0655098
0.005,0.168087,9.65625,-0.885065,-0.0212162,0.0551114,-0.029931,5.05299,2.62003,8.15707,-0.0297291,0.0370659,-0.0020779,-1.17096,9.71479,-1.43683,-0.032615,-0.0504182,0.00355098,9.25051,0.262157,3.72188,0.0407151,0.0666331,0.021591,-0.82803,-9.36207,-2.50873,0.00754798,0.0725472,-0.0303412,4.84211,-2.83764,7.92025,-0.00843159,0.0171453,-0.00209787,-0.594789,-9.6362,-1.67203,-0.0729904,0.106893,0.0664271
0.006,0.151736,9.68266,-0.90394,-0.0204097,0.0545533,-0.0294503,5.07283,2.64494,8.16006,-0.0282581,0.0394058,-0.00198411,-1.18358,9.73985,-1.46672,-0.0331516,-0.0512492,0.00395015,9.25126,0.263698,3.70284,0.0410544,0.0661698,0.0205661,-0.826296,-9.37016,-2.51223,0.0100464,0.0736041,-0.0287745,4.84055,-2.84476,7.91386,-0.00789322,0.0161764,-0.00127117,-0.581671,-9.64634,-1.67085,-0.073339,0.108527,0.0670173
0.007,0.135385,9.70906,-0.922816,-0.0196033,0.0539952,-0.0289696,5.09267,2.66985,8.16305,-0.0267872,0.0417456,-0.00189033,-1.1962,9.76492,-1.49661,-0.0336881,-0.0520802,0.00434932,9.25202,0.265239,3.68381,0.0413938,0.0657066,0.0195412,-0.824562,-9.37825,-2.51572,0.0125448,0.074661,-0.0272078,4.83899,-2.85188,7.90746,-0.00735484,0.0152075,-0.000444462,-0.568554,-9.65649,-1.66967,-0.0736876,0.110161,0.0676075
0.008,0.119034,9.73547,-0.941691,-0.0187968,0.0534371,-0.028489,5.11251,2.69476,8.16605,-0.0253162,0.0440854,-0.00179655,-1.20883,9.78998,-1.5265,-0.0342247,-0.0529112,0.00474849,9.25277,0.266781,3.66478,0.0417331,0.0652433,0.0185162,-0.822828,-9.38634,-2.51922,0.0150432,0.075718,-0.0256411,4.83744,-2.859,7.90106,-0.00681646,0.0142386,0.000382243,-0.555436,-9.66663,-1.66849,-0.0740362,0.111796,0.0681977
0.009,0.101219,9.75919,-0.962091,-0.0180569,0.0531626,-0.0281231,5.13215,2.71697,8.16883,-0.0238097,0.0459226,-0.00156591,-1.21825,9.81641,-1.55338,-0.0347981,-0.0533889,0.00510885,9.252,0.269205,3.64728,0.0419049,0.0646376,0.0175858,-0.819115,-9.39598,-2.52197,0.0173246,0.0771541,-0.0244631,4.83768,-2.86685,7.89661,-0.00631901,0.0133853,0.00113599,-0.544841,-9.67476,-1.66989,-0.0743837,0.113428,0.0687062
