Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,-0.0820697,0.184781,0.0640424,0.0874924,0.031293,-0.0422165,0.0741354,0.101449,-0.329851,0.296966,0.0612018,0.0630893,0.0401617,0.193354,0.0624353,0.029469
0.021,-0.0146259,0.158231,0.0866254,0.0749802,0.0428897,-0.0367233,0.080239,0.0736777,-0.307879,0.290557,0.0828693,0.0493564,0.0581671,0.204646,0.126217,0.0230603
0.022,0.0351178,0.128324,0.0811322,0.0951218,0.0489932,-0.0434372,0.0814597,0.0925986,-0.260576,0.244475,0.0880572,0.0377597,0.0624396,0.175349,0.116757,0.041676
0.023,0.0342023,0.128324,0.0780804,0.108549,0.0453311,-0.0272629,0.0832907,0.111825,-0.218462,0.20938,0.0929401,0.0569858,0.0499274,0.189082,0.0956995,0.0380139
0.024,0.0442731,0.119474,0.047868,0.110686,0.06944,0.0365189,0.097634,0.0657431,-0.20656,0.187408,0.0621173,0.0453891,0.0468756,0.188166,0.0935632,0.0255017
0.025,0.0671613,0.0837683,0.0390179,0.0981735,0.0682193,0.0356033,0.144631,0.0932089,-0.152239,0.154754,0.0688312,0.0380649,0.0621344,0.14239,0.0718957,0.0166516
0.026,0.0451886,0.0752234,0.0493939,0.0908493,0.0389224,0.0154617,0.125405,0.0764243,-0.11928,0.155364,0.0898883,0.0551547,0.0419928,0.153071,0.0718957,0.0343518
0.027,-0.00974304,0.0868201,0.0298627,0.0899338,0.079816,0.0111893,0.0759665,0.0633017,-0.0765555,0.132476,0.0727985,0.048746,0.0300909,0.149714,0.0722009,0.0218396
0.028,-0.0777972,0.0566077,0.0713666,0.103972,0.057233,-0.00467987,0.0878683,0.067269,-0.0225394,0.126983,0.0670001,0.0633945,0.0627448,0.130793,0.0737268,0.0239758
0.029,-0.0500262,0.0755286,0.0716718,0.0804733,0.0721866,0.00630646,0.0555197,0.056893,-0.0435965,0.124846,0.0557086,0.0563754,0.0471808,0.122859,0.0630457,0.0462537
0.03,-0.00913269,0.0785803,0.0570233,0.0758957,0.053876,0.0310257,0.0436179,0.0456015,-0.000566711,0.105315,0.0636432,0.0575961,0.0477911,0.136591,0.0581628,0.0206189
0.031,0.0293195,0.0834631,0.0689252,0.0856613,0.0395328,-0.0178024,0.0396506,0.0147787,0.0415475,0.0778494,0.0566241,0.0560703,0.0502325,0.145747,0.0633508,0.0456433
0.032,0.0348126,0.0660681,0.0493939,0.0685715,0.0389224,-0.00467987,-0.00582062,0.0108115,0.0375803,0.0662527,0.0557086,0.0380649,0.0383307,0.192744,0.0938684,0.0413709
0.033,0.0531232,0.0752234,0.0335248,0.0975632,0.0444156,-0.0159714,-0.0192484,0.00287689,0.016218,0.0512991,0.0483844,0.0688876,0.0706793,0.193659,0.0889856,0.0511365
0.034,0.0403058,0.072782,0.0771649,0.0844406,0.0486881,0.0215652,0.0015036,-0.00536285,0.0320871,0.0262747,0.0630328,0.0585117,0.0606085,0.18664,0.0841028,0.0612073
0.035,0.0784528,0.057218,0.0567181,0.0801682,0.0773746,0.00722198,0.0488058,-0.0346597,0.0427683,0.0387869,0.0743243,0.0508823,0.0621344,0.178095,0.0853235,0.034657
0.036,0.080589,0.0480627,0.056413,0.0859665,0.0648624,0.00508575,0.0683371,-0.00566803,0.0818307,0.0339041,0.051131,0.0661411,0.0636603,0.224787,0.0807458,0.0532727
0.037,0.0931012,0.062406,0.0750287,0.0786423,0.064252,0.0185135,0.0887839,-0.0248941,0.0738962,0.0442801,0.0492999,0.0582065,0.0453497,0.213801,0.0816614,0.0602917
0.038,0.0796735,0.05203,0.0439008,0.0700973,0.0697452,0.0163773,0.0713889,-0.036796,0.0851877,0.0299368,0.0648639,0.0560703,0.0426032,0.225703,0.0804407,0.0264172
0.039,0.0390851,0.0425696,0.0518353,0.0786423,0.0743228,0.0136307,0.0558249,-0.0569376,0.0638254,0.0323782,0.0300739,0.0429477,0.0572516,0.226618,0.034054,0.0392346
0.04,0.0601422,0.0440955,0.0606854,0.0688766,0.057233,0.00661163,0.0677267,-0.049003,0.0973947,0.0461111,0.0761554,0.0292148,0.031922,0.166194,-0.00348267,0.0538831
