Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0561749,0.0419592,0.0649579,0.0350021,0.0718814,0.0636795,0.094277,0.0663535,0.0516183,0.0607596,0.0657794,0.0301303,0.0642706,0.0773874,0.0368005,0.0184827
0.021,0.0342023,0.0416541,0.0368817,0.0685715,0.0718814,0.0941971,0.0781027,0.0578085,0.0534494,0.0442801,0.0718829,0.0350131,0.0203253,0.0682321,0.0297815,0.0367932
0.022,0.0500714,0.0596594,0.0731976,0.0288986,0.00169098,0.067952,0.0857321,0.0477377,0.043989,0.0390921,0.0947711,0.0231113,0.0255133,0.0709787,0.0599939,0.0340466
0.023,0.0647198,0.05203,0.0609906,0.0249313,0.0102359,0.0984695,0.059487,0.0275961,0.030256,0.0311575,0.0715778,0.036539,0.0221564,0.0712839,0.046261,0.0206189
0.024,0.0537335,0.0376868,0.0649579,0.244963,0.057233,0.095723,0.0625388,0.0504843,0.0595529,0.0418387,0.0712726,-0.00862701,0.0618292,0.0398508,0.0371057,0.0108533
0.025,0.0567853,0.000150146,0.0753339,0.130522,0.0685245,0.0862625,0.0567404,0.0147787,0.0503976,0.0320731,0.0752399,0.0530185,0.0645758,0.0502267,0.0172693,0.0108533
0.026,0.0335919,0.0367712,0.0496991,0.0218796,-0.00837982,0.0972488,0.0347678,0.0248495,0.0272043,0.0519095,0.0599811,0.0795688,0.0792242,0.081965,0.0548059,0.012074
0.027,0.0351178,0.0349402,0.0493939,-0.0565506,0.0224429,0.0829056,0.0311057,0.00470795,0.0565012,0.0345145,0.000166626,0.0966586,0.0938727,0.054194,0.0581628,-0.00806763
0.028,0.0634991,0.0144934,0.0469525,0.00234833,0.107282,0.0533035,0.0149313,0.00959076,0.0476511,0.0088797,0.0142047,0.103067,0.100281,0.0609079,0.0465662,0.0349622
0.029,0.0439679,0.0358557,0.0381024,0.0414108,0.0923282,0.100606,0.031716,0.0132529,0.0345285,-0.0155344,0.0367877,0.0405063,0.0847174,0.041987,0.0322229,0.00505493
0.03,0.0284039,0.0270056,0.0588544,0.0258469,0.0737125,0.0960281,0.0564352,-0.0035318,0.0525339,0.0699149,0.0370929,0.0121249,-0.0046991,0.041987,0.0270349,0.0380139
0.031,0.0418317,0.0416541,0.0500043,0.0209641,0.0209171,0.108846,0.0350729,0.00898041,0.0476511,0.0775442,0.0209186,0.0350131,0.0609137,0.0755563,0.0221521,0.0184827
0.032,0.0232159,0.0199866,0.0390179,0.0240158,0.0422794,0.0926712,0.0338522,0.0138632,0.051008,0.0638113,0.0328204,0.0563754,0.0862433,0.0544992,0.0352747,0.0148206
0.033,0.068382,0.0245642,0.0548871,0.000517273,0.0377017,0.064595,0.036904,0.0294272,0.058027,0.0619803,0.0569293,0.0600375,0.0548102,0.0606027,0.0282556,0.0306897
0.034,0.0561749,0.0331091,0.053056,0.024321,0.117353,0.0722244,-0.0183328,0.00257172,0.0381906,0.0665579,0.0593707,0.0774326,0.0377203,0.076777,0.0407678,0.00993774
0.035,0.0448834,0.0639319,0.0445111,0.00936737,0.0898868,0.0597122,-0.023826,0.00318207,0.0592477,0.0305472,0.0621173,0.0737704,0.0566412,0.0691476,0.0593835,0.00963257
0.036,0.0430524,0.00777954,0.0576337,0.0185226,0.0587589,0.0798538,0.00974335,0.041329,0.0500925,0.0522147,0.0334308,0.071329,0.0511481,0.0520578,0.0343591,-0.00135376
0.037,0.0213849,0.0343298,0.0597699,0.0151657,0.0581485,0.0945023,0.00486053,0.0547568,0.0391061,0.0604544,0.0410602,0.0575961,0.064881,0.0422922,0.0664026,-0.0059314
0.038,0.0537335,0.000455322,0.053056,0.0151657,0.108197,0.106709,-0.000937805,0.0440756,0.0519235,0.075408,0.0651691,0.0536288,0.0584723,0.054194,0.0563318,-0.015697
0.039,0.0595319,0.027616,0.0573285,0.0325607,0.0923282,0.0826004,0.0106589,0.0611655,0.0677927,0.0647269,0.0557086,0.0853671,0.0429083,0.0499216,0.0291711,0.00993774
0.04,0.0293195,0.0477576,0.0594647,0.0493454,0.102399,0.100301,0.0521628,0.0694052,0.0430734,0.0323782,0.0471637,0.0893344,0.0889899,0.0255075,0.0545007,-0.0071521
