Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0564801,0.0416541,0.0765546,0.0560593,0.121625,0.017598,0.0027243,-0.0163492,0.0449045,0.0357352,0.0346515,0.0374545,0.024903,0.0401559,0.0239832,0.0422864
0.021,0.0689923,0.024259,0.0802167,0.0337814,0.086835,0.0380447,0.0341574,-0.0224527,0.0601633,0.0384817,0.0697467,0.0560703,0.0435187,0.0331369,0.00658813,0.0251965
0.022,0.0430524,0.0392126,0.0765546,0.0423264,0.0386172,0.0398758,0.0332419,-0.0175699,0.0513132,0.0149832,0.0450275,0.0432529,0.0230719,0.0148264,0.0166589,-0.000133057
0.023,0.0525128,0.0532507,0.0915082,0.0630783,0.0477725,0.0478104,0.0353781,-0.0047525,0.038801,0.0287161,0.0474689,0.0579013,0.0453497,0.034968,0.0404626,0.0493054
0.024,0.0677716,0.0401282,0.0313886,0.0389694,0.0724918,0.0291946,0.0512473,-0.0190958,0.0641306,0.0259695,0.0456378,0.0664462,0.047486,0.062739,0.0639612,0.024281
0.025,0.059837,0.0337195,0.0332196,0.0441574,0.0453311,0.0832108,0.0533835,-0.0172647,0.0604684,0.0168143,0.0627277,0.0105991,0.0270392,0.0215402,0.0917322,-0.00135376
0.026,0.0564801,0.0724768,0.0445111,0.064299,0.0471622,0.0978592,0.0683371,-0.00383698,0.0790842,0.0296317,0.0523517,0.036539,0.0316168,0.0169626,0.130795,0.0377087
0.027,0.0604474,0.0355505,0.0265057,0.0389694,0.0163394,0.0664261,0.0384299,-0.0129922,0.033613,0.0119315,0.0370929,0.0350131,0.0337531,0.0346628,0.101498,0.0178723
0.028,0.0747906,0.0505042,0.0481732,0.000822449,0.029462,0.067952,0.0442282,-0.0200113,0.0674875,0.0293265,0.0663898,0.0374545,0.0499274,0.0285593,0.100887,0.00841187
0.029,0.0534283,0.0678992,0.051225,0.0108932,0.00504791,0.0935867,0.0573508,-0.014213,0.0708444,0.0348196,0.0782916,0.0249423,0.0331427,0.0270334,0.112789,0.0187878
0.03,0.0497662,0.0614905,0.0609906,-0.0379349,-0.024249,0.0725296,0.0326315,-0.0145181,0.030256,0.00155548,0.0410602,0.0252475,0.0206305,0.0184885,0.0538904,0.0200085
0.031,0.0778424,0.029447,0.058244,0.00570526,0.0163394,0.0951126,0.0616232,-0.0035318,0.0848825,0.0400076,0.0441119,0.0249423,0.0169684,0.0502267,0.0801355,0.00536011
0.032,0.0457989,0.00533813,0.0231488,-0.0330521,-0.0169247,0.103352,0.0756613,-0.0227579,0.0369699,0.0223074,0.0727985,0.0118198,0.0554205,0.0413766,0.091427,0.00902222
0.033,0.0415265,0.022428,0.0521405,-0.020845,0.00413239,0.0880936,0.0649802,-0.0239786,0.0317819,-0.000885925,0.0410602,-0.000387268,0.0178839,0.0294748,0.0645715,-0.00562622
0.034,0.0671613,0.0282263,0.0493939,-0.0263382,0.0441104,0.0966385,0.0579611,0.00257172,0.073591,0.0494681,0.075545,0.0286044,0.0429083,0.0621286,0.0392419,0.017262
0.035,0.0644147,0.00564331,0.0435956,0.0237106,0.059064,0.10854,0.0561301,-0.0352701,0.0656564,0.00643829,0.0703571,-0.00343903,0.00872864,0.0435129,0.0413782,-0.00898315
0.036,0.0589215,0.0340247,0.0524457,0.131438,0.0605899,0.0972488,0.054299,-0.0145181,0.0442941,-0.0103464,0.0496051,-0.0049649,0.00628723,0.019404,0.046261,0.000172119
0.037,0.0488507,0.0407385,0.0310834,0.201323,0.0419742,0.08199,0.0427023,0.00623383,0.0442941,0.0400076,0.0572345,-0.0217496,0.00720276,0.0508371,0.0435144,0.0160413
0.038,0.0570905,0.0489783,0.0127728,0.0307297,-0.0279111,0.0795486,0.0335471,-0.0267252,0.0503976,0.0329886,0.0471637,-0.0269376,-0.0129388,0.0300851,0.0398523,-0.00379517
0.039,0.0717389,0.0999426,0.0640424,-0.0235916,-0.00685394,0.104878,0.0637595,-0.00109039,0.063215,0.0256644,0.0663898,-0.0336514,-0.0303339,0.034968,0.0477869,0.00932739
0.04,0.0366437,0.0648474,0.0417645,0.131133,0.0770694,0.0847366,0.0393454,-0.0114664,0.0708444,0.0305472,0.0453326,-0.0409756,-0.0623773,0.0438181,0.035885,0.0117688
