Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0436627,0.012052,0.0231488,0.399687,0.16435,0.0816849,0.0536887,0.0156943,0.0378854,0.0479422,0.0627277,0.0731601,0.0407721,0.0303903,0.0529749,0.0389294
0.021,0.054649,0.0157141,0.0493939,0.287688,0.149396,0.0468948,0.0408713,0.0233237,0.0513132,0.0342093,0.0435016,0.057291,0.0416876,0.0358835,0.0737268,0.0300793
0.022,0.0757062,-0.0413538,0.0579388,0.141814,0.134442,0.0700882,0.026528,0.0312582,0.0125558,0.0259695,0.0410602,0.0444736,0.0300909,0.0511423,0.0322229,0.041676
0.023,0.0461041,-0.0770593,0.0490887,0.120451,0.10423,0.0664261,0.00394501,0.063912,0.0586374,0.0592337,0.0334308,0.019144,0.0346686,0.0654855,0.0456506,0.0135999
0.024,0.0375592,-0.000460205,0.0402386,0.0688766,0.0776797,0.0673416,0.019509,0.0407187,0.0552805,0.0500784,0.0602863,0.0508823,0.0374152,0.0480905,0.0337488,0.0248914
0.025,0.0113141,0.14694,0.0249799,0.0404953,0.0496036,0.0496414,0.00608124,0.0471274,0.0381906,0.058013,0.0474689,0.0661411,0.0230719,0.0752512,0.0722009,0.0273328
0.026,0.0656354,0.161588,0.0146039,0.00448456,0.0666934,0.0484207,0.0173727,0.0471274,0.0592477,0.0348196,0.0456378,0.0484409,0.0410773,0.0694528,0.0639612,0.017262
0.027,0.0671613,0.0975012,0.0527509,0.0169968,0.0401431,0.0490311,0.0188986,0.0495688,0.0497873,0.0409232,0.0325153,0.0347079,0.0264288,0.0508371,0.0575525,0.0163464
0.028,0.0457989,0.0736975,0.0423749,0.00204315,0.0276309,0.059407,0.0393454,0.0459067,0.035444,0.0107108,0.0453326,0.0194492,0.0300909,0.0255075,0.0154382,0.0166516
0.029,0.0366437,0.0434851,0.0609906,-0.0461746,0.0227481,0.0554398,0.0561301,0.0361411,0.073591,0.0320731,0.0502155,0.00541107,-0.00012146,0.034968,0.0471765,0.00474976
0.03,0.0342023,0.0529456,0.0466473,-0.00467072,0.00352203,0.0670364,0.0567404,0.0669638,0.0638254,0.0433646,0.0319049,0.0228061,0.0245978,0.0432077,0.0221521,-0.0269885
0.031,2.26E-05,0.0111365,0.0503094,0.116179,-0.00380218,0.0472,0.0655905,0.0538412,0.0470407,-0.0298776,0.0508258,0.0160922,0.0407721,0.024592,0.0425989,-0.0141711
0.032,0.0433575,0.0199866,0.0640424,0.081694,-0.0596494,0.0499466,0.076882,0.0758139,0.0168283,-0.0491037,0.0480792,0.015787,0.0340582,0.0190988,0.0352747,-0.00745728
0.033,0.0488507,0.0590491,0.0344403,0.0258469,-0.0562924,0.0591019,0.0350729,0.0471274,0.0299509,0.0363455,0.0718829,0.024332,0.0172736,0.0319162,0.0261194,-0.00776245
0.034,0.0451886,0.0279211,0.0698407,-0.0550247,-0.0440854,0.0267532,0.075051,0.0623862,0.0323923,0.0384817,0.0370929,0.0368442,0.00384583,0.0520578,0.0419885,-0.0282092
0.035,0.0396954,-0.00168091,0.0426801,0.0288986,0.0309879,0.0517776,0.0359885,0.0813071,0.0369699,0.019866,0.0703571,0.0566806,-0.0211786,0.00963837,0.0413782,-0.00867798
0.036,0.0366437,0.0444006,0.0539716,0.127776,0.0810367,0.0536087,0.0478903,0.0797812,0.0552805,0.0421439,0.0920245,0.0649204,-0.00775085,0.0319162,0.0673181,-0.0306506
0.037,0.065025,0.032804,0.028642,0.024321,0.041669,0.0636795,0.0326315,0.0813071,0.0824411,0.0708304,0.0767657,0.0829257,0.00994934,0.0691476,0.0645715,-0.0303455
0.038,0.0226056,0.0682043,0.0411542,0.00662079,-0.0276059,0.0459793,0.0137106,0.0883261,0.0894601,0.0619803,0.0352618,0.0548496,-0.0120233,0.0728098,0.0459558,-0.0266833
0.039,0.0247418,0.0444006,0.0527509,0.0795578,-0.0343198,0.0517776,0.0329367,0.0581137,0.0738962,0.0244437,0.0413654,0.0377597,-0.0388788,0.0483957,0.0606042,-0.0181384
0.04,0.0271832,0.0422644,0.100663,0.159514,0.0413638,0.0429276,0.0118796,0.0803915,0.0796945,0.0503836,0.0352618,0.0505771,-0.0138544,0.0389352,0.0734216,-0.0126453
