Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.302757,0.0358557,0.0451215,0.0350021,0.0724918,0.0359085,0.0555197,0.0962607,0.0650461,0.0607596,0.0764606,0.052103,0.0212408,0.0548044,0.0606042,-0.0199695
0.021,0.304283,0.0215125,0.0280316,0.0533127,0.064252,0.0591019,0.0445334,0.0892416,0.0452097,0.0537405,0.0770709,0.0615634,-0.0239252,0.0654855,0.035885,-0.00654175
0.022,0.316795,0.0270056,0.0600751,0.0462936,0.0883609,0.045369,0.0506369,0.084664,0.0619943,0.0583182,0.0715778,0.0685825,0.0383307,0.0685373,0.0465662,-0.0239368
0.023,0.115074,0.0236487,0.0396283,0.0667404,0.0856143,0.0380447,0.0314108,0.0706259,0.0781686,0.0738821,0.0822589,0.0905551,0.0599982,0.110957,0.00506226,-0.00745728
0.024,-0.172402,0.0370764,0.0716718,0.0786423,0.0874454,0.0468948,0.0427023,0.0877158,0.0534494,0.0525198,0.0532672,0.0789584,0.075257,0.103022,0.0123865,-0.00348999
0.025,-0.345131,0.0215125,0.0600751,0.0713181,0.0718814,0.0414017,0.0555197,0.0715414,0.0592477,0.0296317,0.056319,0.0621738,0.0798346,0.113703,0.0377161,0.00841187
0.026,-0.270668,0.0297522,0.0429852,0.0594162,0.0856143,0.045369,0.0390402,0.077645,0.0662668,-0.0167551,0.0428912,0.102152,0.0749518,0.139948,0.0477869,0.0041394
0.027,-0.15989,0.0260901,0.0735028,0.079863,0.0712711,0.0362137,0.0536887,0.0687949,0.0616891,0.0479422,0.0520465,0.0951328,0.0780035,0.121943,0.0749475,-0.0425525
0.028,-0.0649799,0.069425,0.0652631,0.0267624,0.0761539,0.0374344,0.0777975,0.0605551,0.0461252,0.0540457,0.0712726,0.0768222,0.075257,0.131709,0.0676233,-0.010509
0.029,0.025047,0.0492834,0.0393231,0.0664352,0.0499088,0.0972488,0.0619284,0.056893,0.0348337,0.063201,0.0541827,0.0548496,0.0743414,0.136897,0.0795251,-0.00440552
0.03,0.0497662,0.0587439,0.046037,0.0722336,0.0904971,0.103047,0.0607077,0.0288168,0.0626047,0.0613699,0.061507,0.0493564,0.0639655,0.111262,0.0630457,-0.0245471
0.031,0.0381696,0.0645422,0.0509198,0.0404953,0.0721866,0.0996902,0.0747458,0.0510947,0.0711496,0.0854788,0.0349567,0.0463046,0.0560309,0.111567,0.0361902,-0.0111194
0.032,0.118736,0.0630164,0.0451215,0.0444626,0.0773746,0.0887039,0.0515524,0.0382773,0.0586374,0.0921927,0.068526,0.0411166,0.0465704,0.0551096,0.0523645,-0.015697
0.033,0.194114,0.0584387,0.0509198,0.0340866,0.0911075,0.0621536,0.0457541,0.0260703,0.0772531,0.0607596,0.0480792,0.0441684,0.0847174,0.0877634,0.0401575,-0.0187488
0.034,0.22158,0.0712561,0.0216229,0.0621628,0.0721866,0.0670364,0.04728,0.0306479,0.0424631,0.0363455,0.0438068,0.0667514,0.0624396,0.0725046,0.0545007,0.0206189
0.035,0.198692,0.0785803,0.0661786,0.0496506,0.0688296,0.0331619,0.0668112,0.0376669,0.0555856,0.00125031,0.0401447,0.0481357,0.0578619,0.0639597,0.0697595,0.00841187
0.036,0.0854718,0.074613,0.035661,0.0429367,0.0779849,0.0722244,0.0320212,0.00592865,0.0281198,-0.00698944,0.0236652,0.0688876,0.0490118,0.101191,0.0630457,0.0151257
0.037,0.0192487,0.0776648,0.0558026,0.0691818,0.062421,0.0569656,0.0179831,0.0233237,0.0400217,0.0216971,0.00474426,0.0279941,0.0606085,0.0895944,0.0660974,0.00902222
0.038,0.17733,0.0495886,0.0490887,0.0484299,0.0608951,0.0478104,0.0311057,-0.0114664,0.0384958,0.00949005,0.030379,0.043558,0.0541998,0.0844064,0.00506226,0.0102429
0.039,0.192894,0.0517249,0.028642,0.0496506,0.0563174,0.0545242,0.0359885,0.00684418,0.0299509,-0.0738229,0.0190875,0.0402011,0.016358,0.0679269,-0.0224036,0.0361829
0.04,0.0644147,0.0633215,0.0103314,0.0203537,0.0648624,0.0468948,0.0549094,-0.0215372,0.0204904,-0.0402536,0.0453326,0.0310458,0.0270392,0.0548044,-0.0193518,0.00383423
