Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-1.77968,9.38912,-2.3599,-0.294813,0.445022,-0.28872,-3.93382,-8.58611,0.442514,-0.427974,-0.0206237,-0.84458,0.159631,9.50233,-2.47146,0.0931297,-0.0892879,-0.437225,-2.3952,-10.7895,-0.282313,-0.764634,0.28357,-2.94897,4.08609,-3.72931,8.01968,0.0478299,0.08791,-0.0812253,7.74401,3.46202,8.39911,0.416312,3.05889,-1.39904,9.00143,1.2867,2.71422,-0.0594756,-0.129022,0.000822093
0.001,-1.76589,9.38751,-2.38593,-0.299629,0.447395,-0.288567,-3.87189,-8.59934,0.497167,-0.423699,-0.0314237,-0.845555,0.166501,9.50369,-2.46699,0.0925085,-0.0858849,-0.437884,-2.38565,-10.8327,-0.23268,-0.771643,0.291651,-2.95148,4.0776,-3.72795,8.0303,0.0468129,0.0872204,-0.0813474,7.73492,3.44566,8.42806,0.420812,3.05366,-1.40246,8.98811,1.3101,2.69318,-0.0593563,-0.126841,0.00196033
0.002,-1.7521,9.3859,-2.41197,-0.304445,0.449769,-0.288414,-3.80996,-8.61257,0.55182,-0.419424,-0.0422237,-0.84653,0.173371,9.50506,-2.46252,0.0918874,-0.082482,-0.438542,-2.37609,-10.8758,-0.183046,-0.778652,0.299733,-2.95398,4.0691,-3.72658,8.04091,0.0457958,0.0865307,-0.0814696,7.72583,3.42931,8.45702,0.425312,3.04844,-1.40588,8.97479,1.3335,2.67214,-0.0592371,-0.124659,0.00309856
0.003,-1.73831,9.38429,-2.438,-0.30926,0.452143,-0.288262,-3.74804,-8.6258,0.606473,-0.415149,-0.0530237,-0.847505,0.180241,9.50642,-2.45806,0.0912663,-0.079079,-0.4392,-2.36653,-10.919,-0.133412,-0.785661,0.307814,-2.95649,4.06061,-3.72522,8.05153,0.0447788,0.085841,-0.0815917,7.71674,3.41295,8.48597,0.429812,3.04321,-1.4093,8.96147,1.3569,2.65111,-0.0591178,-0.122478,0.00423679
0.004,-1.72452,9.38269,-2.46403,-0.314076,0.454517,-0.288109,-3.68611,-8.63903,0.661126,-0.410874,-0.0638237,-0.848481,0.187111,9.50779,-2.45359,0.0906452,-0.075676,-0.439858,-2.35697,-10.9622,-0.0837782,-0.79267,0.315896,-2.95899,4.05211,-3.72386,8.06215,0.0437618,0.0851513,-0.0817139,7.70766,3.3966,8.51493,0.434312,3.03798,-1.41273,8.94816,1.3803,2.63007,-0.0589986,-0.120296,0.00537502
0.005,-1.69473,9.3825,-2.47786,-0.32043,0.456441,-0.288113,-3.66058,-8.61677,0.692,-0.409056,-0.0731875,-0.849956,0.211184,9.50797,-2.43549,0.0905963,-0.0724187,-0.440072,-2.34327,-10.9898,-0.0582487,-0.798512,0.324419,-2.96174,4.05699,-3.72284,8.06531,0.042804,0.0841127,-0.0815315,7.70396,3.39016,8.5442,0.438336,3.03223,-1.41819,8.94446,1.36675,2.62954,-0.0592686,-0.120064,0.00621079
0.006,-1.65214,9.38344,-2.48192,-0.328015,0.458007,-0.288242,-3.66418,-8.56611,0.70385,-0.409205,-0.0814024,-0.851832,0.249021,9.5072,-2.40648,0.0910053,-0.0692781,-0.43993,-2.32626,-11.005,-0.0520026,-0.80342,0.333295,-2.96469,4.07256,-3.7221,8.06251,0.0418935,0.082795,-0.0811056,7.70459,3.39165,8.57373,0.441981,3.02606,-1.42528,8.94847,1.32364,2.6454,-0.05985,-0.121391,0.00680459
0.007,-1.60954,9.38438,-2.48599,-0.3356,0.459572,-0.288371,-3.66777,-8.51546,0.715701,-0.409353,-0.0896173,-0.853707,0.286858,9.50643,-2.37747,0.0914143,-0.0661374,-0.439789,-2.30924,-11.0202,-0.0457565,-0.808328,0.342172,-2.96763,4.08814,-3.72135,8.05971,0.040983,0.0814772,-0.0806796,7.70521,3.39315,8.60327,0.445625,3.01989,-1.43237,8.95247,1.28054,2.66127,-0.0604315,-0.122717,0.00739838
0.008,-1.56694,9.38532,-2.49005,-0.343185,0.461138,-0.2885,-3.67137,-8.4648,0.727551,-0.409502,-0.0978321,-0.855583,0.324694,9.50566,-2.34846,0.0918233,-0.0629967,-0.439648,-2.29223,-11.0354,-0.0395104,-0.813237,0.351048,-2.97058,4.10371,-3.72061,8.05691,0.0400726,0.0801595,-0.0802536,7.70583,3.39465,8.6328,0.44927,3.01373,-1.43946,8.95648,1.23743,2.67713,-0.0610129,-0.124044,0.00799218
0.009,-1.52626,9.38639,-2.49348,-0.350798,0.462538,-0.288769,-3.67036,-8.42224,0.739036,-0.409084,-0.106226,-0.857132,0.359674,9.50293,-2.32332,0.092164,-0.059979,-0.439767,-2.2757,-11.0525,-0.0294674,-0.818164,0.360025,-2.97339,4.11474,-3.72047,8.05453,0.0392556,0.0790381,-0.0798443,7.70583,3.39785,8.66277,0.452989,3.00738,-1.44668,8.96211,1.20187,2.69083,-0.061661,-0.125248,0.00854838
