Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-0.797323,9.68096,-2.15602,0.190904,0.503486,0.0654992,-3.65696,-9.80271,-1.4567,0.0906585,-0.0837376,-0.375518,-0.130761,9.4403,-1.80987,0.127112,0.0717317,0.107581,-2.95064,-10.2878,-0.115918,-0.0095296,0.0391489,0.529014,3.91083,-3.12025,8.14588,-0.0359811,0.00927656,0.0347667,4.17849,2.47596,9.10641,0.140163,-0.14863,0.055929,9.69457,0.402541,2.46803,-0.0576033,0.0145472,0.291634
0.001,-0.798621,9.67795,-2.14749,0.189077,0.501653,0.0650714,-3.64329,-9.8429,-1.47872,0.0922116,-0.0973795,-0.371132,-0.140523,9.44415,-1.82793,0.126948,0.0720493,0.10782,-2.96644,-10.335,-0.188425,-0.00397194,0.0248363,0.521832,3.92631,-3.11146,8.14651,-0.0358419,0.00748761,0.0355658,4.16653,2.51745,9.10107,0.142999,-0.155465,0.0566775,9.71653,0.380214,2.48563,-0.0567866,0.0134897,0.285525
0.002,-0.79992,9.67493,-2.13896,0.187249,0.499819,0.0646436,-3.62961,-9.88308,-1.50075,0.0937646,-0.111021,-0.366746,-0.150284,9.448,-1.846,0.126784,0.072367,0.108058,-2.98225,-10.3822,-0.260932,0.00158573,0.0105238,0.51465,3.9418,-3.10267,8.14714,-0.0357026,0.00569866,0.0363649,4.15458,2.55894,9.09573,0.145835,-0.1623,0.0574259,9.73849,0.357887,2.50323,-0.0559698,0.0124322,0.279417
0.003,-0.801218,9.67192,-2.13044,0.185422,0.497985,0.0642159,-3.61593,-9.92326,-1.52277,0.0953177,-0.124663,-0.36236,-0.160046,9.45185,-1.86406,0.12662,0.0726847,0.108296,-2.99806,-10.4294,-0.33344,0.00714339,-0.0037888,0.507468,3.95728,-3.09388,8.14778,-0.0355634,0.0039097,0.0371641,4.14262,2.60043,9.09039,0.148672,-0.169136,0.0581743,9.76046,0.335561,2.52083,-0.055153,0.0113747,0.273309
0.004,-0.802517,9.66891,-2.12191,0.183595,0.496151,0.0637881,-3.60225,-9.96345,-1.54479,0.0968707,-0.138305,-0.357974,-0.169808,9.4557,-1.88213,0.126456,0.0730024,0.108534,-3.01387,-10.4766,-0.405947,0.0127011,-0.0181014,0.500286,3.97277,-3.0851,8.14841,-0.0354242,0.00212075,0.0379632,4.13066,2.64192,9.08504,0.151508,-0.175971,0.0589228,9.78242,0.313234,2.53843,-0.0543363,0.0103172,0.2672
0.005,-0.810978,9.65499,-2.10041,0.182946,0.491225,0.0633999,-3.56826,-10.0029,-1.54784,0.0975521,-0.153944,-0.356097,-0.170231,9.45548,-1.89978,0.126337,0.0746735,0.107869,-3.00918,-10.5052,-0.442574,0.0200549,-0.0354188,0.492866,3.99128,-3.07042,8.15776,-0.0357648,0.00242309,0.0383468,4.12013,2.67881,9.08368,0.154781,-0.18227,0.060073,9.7974,0.305846,2.54132,-0.0530858,0.00945513,0.261607
0.006,-0.82517,9.63235,-2.06855,0.183241,0.483825,0.0630433,-3.51802,-10.0416,-1.53572,0.0975361,-0.17118,-0.356228,-0.163185,9.45199,-1.91711,0.126254,0.0774274,0.106482,-2.98809,-10.5187,-0.450498,0.0288456,-0.05514,0.485257,4.0122,-3.05104,8.17409,-0.0364892,0.00439847,0.0383979,4.11075,2.71204,9.08551,0.158403,-0.18814,0.0615446,9.80679,0.310407,2.53245,-0.0514884,0.00874946,0.256427
0.007,-0.839362,9.60971,-2.03668,0.183536,0.476425,0.0626868,-3.46778,-10.0804,-1.52359,0.0975201,-0.188416,-0.356358,-0.156139,9.4485,-1.93443,0.12617,0.0801812,0.105094,-2.967,-10.5323,-0.458421,0.0376364,-0.0748613,0.477648,4.03312,-3.03165,8.19041,-0.0372136,0.00637385,0.0384491,4.10137,2.74526,9.08734,0.162025,-0.194011,0.0630163,9.81619,0.314969,2.52358,-0.049891,0.00804379,0.251246
0.008,-0.853554,9.58706,-2.00481,0.183832,0.469025,0.0623302,-3.41754,-10.1192,-1.51146,0.0975041,-0.205652,-0.356489,-0.149092,9.44501,-1.95175,0.126087,0.0829351,0.103706,-2.94591,-10.5458,-0.466344,0.0464271,-0.0945825,0.470039,4.05405,-3.01227,8.20674,-0.037938,0.00834923,0.0385003,4.09198,2.77849,9.08916,0.165647,-0.199881,0.0644879,9.82559,0.319531,2.51471,-0.0482935,0.00733812,0.246066
0.009,-0.866567,9.56173,-1.97303,0.184312,0.460958,0.0621529,-3.36927,-10.1592,-1.50039,0.0974756,-0.222561,-0.356564,-0.143894,9.44166,-1.97077,0.126315,0.0859319,0.102625,-2.92511,-10.5584,-0.479788,0.0549053,-0.113757,0.46324,4.07472,-2.99658,8.22172,-0.038842,0.0101502,0.0385188,4.08363,2.81127,9.09104,0.16945,-0.205768,0.0660876,9.83887,0.323547,2.50662,-0.0464492,0.00666459,0.240697
