Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-6.15022,8.42441,0.138957,0.0790671,-0.208746,-0.466044,-3.09395,8.10169,1.57105,0.181475,0.0264372,0.527719,-2.41217,-8.74006,1.14721,0.0759437,0.384414,0.293157,4.93413,-0.669056,8.07575,0.493764,0.500501,-0.258495,-1.86061,-8.62697,1.24465,-0.0584969,0.0466677,-0.214284,5.04357,-0.956137,7.4784,0.102476,0.487069,-0.0465562,5.04357,-0.956137,7.4784,0.102476,0.487069,-0.0465562
0.002,-6.15691,8.42224,0.127759,0.0731568,-0.250493,-0.466223,-3.09647,8.09306,1.57987,0.183228,0.0279765,0.53583,-2.35782,-8.73836,1.17336,0.0774549,0.381525,0.304022,4.91075,-0.633719,8.10101,0.517357,0.518903,-0.265195,-1.86691,-8.60675,1.22817,-0.0620084,0.0422224,-0.220356,5.04294,-0.928318,7.45485,0.103799,0.496445,-0.0418519,5.04294,-0.928318,7.45485,0.103799,0.496445,-0.0418519
0.003,-6.1636,8.42006,0.116561,0.0672466,-0.29224,-0.466402,-3.09898,8.08443,1.58868,0.184982,0.0295158,0.543941,-2.30347,-8.73666,1.19951,0.0789661,0.378636,0.314887,4.88737,-0.598382,8.12626,0.540949,0.537305,-0.271895,-1.87321,-8.58652,1.2117,-0.0655198,0.037777,-0.226427,5.04231,-0.900499,7.4313,0.105122,0.505822,-0.0371475,5.04231,-0.900499,7.4313,0.105122,0.505822,-0.0371475
0.004,-6.1703,8.41788,0.105363,0.0613364,-0.333987,-0.46658,-3.10149,8.0758,1.5975,0.186735,0.0310551,0.552052,-2.24912,-8.73495,1.22566,0.0804773,0.375746,0.325751,4.86398,-0.563046,8.15152,0.564542,0.555707,-0.278595,-1.87951,-8.56629,1.19523,-0.0690313,0.0333316,-0.232498,5.04167,-0.872679,7.40775,0.106445,0.515198,-0.0324431,5.04167,-0.872679,7.40775,0.106445,0.515198,-0.0324431
0.005,-6.18527,8.40255,0.0906422,0.0562367,-0.374562,-0.467794,-3.10858,8.06807,1.59373,0.187733,0.03263,0.560269,-2.20402,-8.74955,1.25405,0.083114,0.372866,0.334965,4.84368,-0.524527,8.15266,0.584469,0.572695,-0.283996,-1.8821,-8.55199,1.17826,-0.0719111,0.0301129,-0.238277,5.03694,-0.854995,7.40753,0.106762,0.525604,-0.0275259,5.03694,-0.854995,7.40753,0.106762,0.525604,-0.0275259
0.006,-6.20687,8.3767,0.0731033,0.0517854,-0.414199,-0.469835,-3.11934,8.06106,1.57989,0.188128,0.0342334,0.568572,-2.16631,-8.77718,1.28421,0.0866512,0.369992,0.342858,4.82585,-0.483464,8.1345,0.601464,0.588553,-0.288357,-1.88173,-8.54242,1.1609,-0.0742857,0.0278756,-0.243822,5.02893,-0.845419,7.42598,0.106275,0.536833,-0.0224384,5.02893,-0.845419,7.42598,0.106275,0.536833,-0.0224384
0.007,-6.22847,8.35085,0.0555643,0.0473342,-0.453837,-0.471876,-3.13009,8.05404,1.56606,0.188522,0.0358368,0.576875,-2.1286,-8.80481,1.31438,0.0901884,0.367119,0.35075,4.80801,-0.4424,8.11635,0.618458,0.60441,-0.292718,-1.88136,-8.53286,1.14354,-0.0766602,0.0256382,-0.249367,5.02093,-0.835843,7.44442,0.105788,0.548062,-0.0173508,5.02093,-0.835843,7.44442,0.105788,0.548062,-0.0173508
0.008,-6.25006,8.325,0.0380254,0.042883,-0.493474,-0.473917,-3.14085,8.04703,1.55222,0.188917,0.0374402,0.585178,-2.0909,-8.83244,1.34454,0.0937256,0.364245,0.358643,4.79017,-0.401337,8.09819,0.635452,0.620268,-0.29708,-1.881,-8.52329,1.12617,-0.0790347,0.0234009,-0.254912,5.01292,-0.826267,7.46287,0.1053,0.559292,-0.0122633,5.01292,-0.826267,7.46287,0.1053,0.559292,-0.0122633
0.009,-6.26969,8.30008,0.0208613,0.0384529,-0.533215,-0.476279,-3.15412,8.03979,1.5378,0.18937,0.0386552,0.593682,-2.05433,-8.85996,1.36936,0.0974147,0.361538,0.366294,4.77351,-0.354607,8.08346,0.652026,0.635689,-0.300966,-1.87777,-8.51579,1.10742,-0.0815369,0.0214617,-0.260292,5.01034,-0.818481,7.47903,0.105219,0.570474,-0.00717577,5.01034,-0.818481,7.47903,0.105219,0.570474,-0.00717577
0.01,-6.27355,8.28267,0.00669698,0.0341924,-0.573788,-0.481199,-3.1875,8.03071,1.51874,0.190289,0.0367633,0.603797,-2.02694,-8.88663,1.35144,0.102319,0.360161,0.372013,4.76626,-0.262543,8.09619,0.665233,0.647616,-0.301054,-1.85166,-8.52478,1.07749,-0.0850607,0.0219076,-0.264349,5.05123,-0.825015,7.47694,0.108387,0.581283,-0.00208823,5.05123,-0.825015,7.47694,0.108387,0.581283,-0.00208823
0.011,-6.27742,8.26526,-0.00746739,0.0299318,-0.614361,-0.486119,-3.22088,8.02164,1.49967,0.191208,0.0348713,0.613913,-1.99954,-8.91329,1.33352,0.107223,0.358785,0.377731,4.759,-0.170478,8.10892,0.678442,0.659544,-0.301141,-1.82556,-8.53378,1.04756,-0.0885845,0.0223535,-0.268407,5.09211,-0.831549,7.47485,0.111554,0.592092,0.0029993,5.09211,-0.831549,7.47485,0.111554,0.592092,0.0029993
0.012,-6.28129,8.24785,-0.0216318,0.0256713,-0.654934,-0.491038,-3.25426,8.01256,1.48061,0.192127,0.0329793,0.624028,-1.97214,-8.93995,1.31559,0.112128,0.357408,0.38345,4.75174,-0.078414,8.12164,0.691649,0.671471,-0.301228,-1.79945,-8.54277,1.01763,-0.0921083,0.0227994,-0.272465,5.13299,-0.838083,7.47276,0.114722,0.602901,0.00808684,5.13299,-0.838083,7.47276,0.114722,0.602901,0.00808684
0.013,-6.28515,8.23045,-0.0357961,0.0214108,-0.695507,-0.495958,-3.28763,8.00348,1.46154,0.193045,0.0310874,0.634143,-1.94475,-8.96661,1.29767,0.117032,0.356032,0.389169,4.74448,0.0136502,8.13437,0.704857,0.683399,-0.301316,-1.77335,-8.55177,0.987704,-0.0956321,0.0232453,-0.276522,5.17387,-0.844617,7.47067,0.11789,0.613709,0.0131744,5.17387,-0.844617,7.47067,0.11789,0.613709,0.0131744
0.014,-6.27411,8.21071,-0.0397919,0.0170994,-0.735421,-0.502675,-3.34106,8.01311,1.43323,0.193848,0.027459,0.643761,-1.94338,-8.98109,1.27878,0.122729,0.356587,0.393122,4.75242,0.102876,8.16442,0.716296,0.694113,-0.299998,-1.75685,-8.56229,0.944559,-0.0977814,0.0216763,-0.280837,5.16801,-0.845137,7.45244,0.117931,0.621927,0.0161859,5.16801,-0.845137,7.45244,0.117931,0.621927,0.0161859
0.015,-6.2556,8.18981,-0.0387034,0.0127626,-0.775006,-0.510291,-3.4045,8.03208,1.40029,0.194593,0.0229625,0.653129,-1.95503,-8.98948,1.2594,0.128822,0.358108,0.396192,4.76796,0.190684,8.20315,0.726849,0.70422,-0.297976,-1.74516,-8.57358,0.894807,-0.0992435,0.0191,-0.28528,5.13878,-0.84265,7.42615,0.11641,0.62885,0.0181593,5.13878,-0.84265,7.42615,0.11641,0.62885,0.0181593
0.016,-6.2371,8.16892,-0.0376149,0.00842576,-0.81459,-0.517906,-3.46795,8.05105,1.36735,0.195337,0.0184659,0.662497,-1.96667,-8.99786,1.24003,0.134915,0.359629,0.399263,4.7835,0.278491,8.24187,0.737402,0.714328,-0.295955,-1.73347,-8.58487,0.845055,-0.100706,0.0165236,-0.289724,5.10954,-0.840163,7.39985,0.114888,0.635773,0.0201328,5.10954,-0.840163,7.39985,0.114888,0.635773,0.0201328
0.017,-6.21859,8.14802,-0.0365265,0.00408895,-0.854174,-0.525522,-3.53139,8.07003,1.33441,0.196082,0.0139693,0.671865,-1.97832,-9.00625,1.22065,0.141008,0.361149,0.402333,4.79905,0.366299,8.28059,0.747955,0.724436,-0.293934,-1.72178,-8.59616,0.795303,-0.102168,0.0139473,-0.294167,5.0803,-0.837676,7.37356,0.113366,0.642696,0.0221062,5.0803,-0.837676,7.37356,0.113366,0.642696,0.0221062
0.018,-6.19875,8.11465,-0.0397207,-0.00016894,-0.89233,-0.533083,-3.58302,8.08285,1.2957,0.197247,0.00943376,0.680303,-1.98006,-9.00627,1.20276,0.146678,0.363346,0.405089,4.81044,0.448584,8.31466,0.757164,0.734477,-0.291984,-1.71309,-8.61098,0.737122,-0.103852,0.0115031,-0.29881,5.05947,-0.839395,7.35687,0.112392,0.650554,0.023824,5.05947,-0.839395,7.35687,0.112392,0.650554,0.023824
0.019,-6.17422,8.03761,-0.0579045,-0.00415058,-0.925486,-0.540454,-3.5933,8.07415,1.23682,0.199885,0.00476158,0.685487,-1.94714,-8.97702,1.19003,0.150866,0.367909,0.406745,4.80732,0.51154,8.33242,0.761669,0.744284,-0.290287,-1.71492,-8.63819,0.649442,-0.106314,0.00952165,-0.304152,5.06803,-0.855834,7.37378,0.113334,0.661689,0.0246468,5.06803,-0.855834,7.37378,0.113334,0.661689,0.0246468
0.02,-6.1497,7.96057,-0.0760882,-0.00813222,-0.958642,-0.547825,-3.60358,8.06545,1.17794,0.202522,8.94018e-005,0.69067,-1.91421,-8.94776,1.1773,0.155054,0.372472,0.408402,4.80419,0.574497,8.35018,0.766174,0.754091,-0.288589,-1.71674,-8.66539,0.561761,-0.108775,0.0075402,-0.309494,5.0766,-0.872273,7.39069,0.114275,0.672823,0.0254697,5.0766,-0.872273,7.39069,0.114275,0.672823,0.0254697
0.021,-6.12517,7.88353,-0.094272,-0.0121139,-0.991797,-0.555196,-3.61386,8.05676,1.11906,0.20516,-0.00458278,0.695853,-1.88129,-8.91851,1.16458,0.159241,0.377035,0.410058,4.80107,0.637454,8.36794,0.770679,0.763899,-0.286892,-1.71857,-8.69259,0.474081,-0.111237,0.00555875,-0.314836,5.08516,-0.888713,7.4076,0.115216,0.683958,0.0262925,5.08516,-0.888713,7.4076,0.115216,0.683958,0.0262925
0.022,-6.10064,7.80649,-0.112456,-0.0160955,-1.02495,-0.562567,-3.62414,8.04806,1.06018,0.207797,-0.00925496,0.701037,-1.84836,-8.88925,1.15185,0.163429,0.381598,0.411714,4.79794,0.700411,8.3857,0.775184,0.773706,-0.285194,-1.7204,-8.71979,0.386401,-0.113698,0.00357729,-0.320178,5.09373,-0.905152,7.4245,0.116157,0.695092,0.0271154,5.09373,-0.905152,7.4245,0.116157,0.695092,0.0271154
