Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,1.77776,10.2831,-2.06667,0.0579132,0.149543,-0.428026,-1.02374,9.91229,-0.390605,0.0634542,-0.0316282,0.0614848,0.641313,-9.96995,-1.09064,-0.0162504,0.0044532,0.157246,3.79089,3.52815,8.63097,-0.109638,0.032582,0.0355775,-0.950346,-9.74852,-0.620686,0.00496604,0.0660422,0.248799,4.20762,-2.8715,8.29747,-0.116972,-0.0276499,-0.058788,4.20762,-2.8715,8.29747,-0.116972,-0.0276499,-0.058788
0.002,1.8031,10.2932,-2.02162,0.0499987,0.152355,-0.425138,-1.04178,9.92179,-0.389989,0.0654277,-0.0365329,0.0594434,0.643675,-9.9773,-1.09597,-0.0163866,0.00478557,0.156225,3.76349,3.53231,8.61918,-0.110646,0.0320283,0.0360703,-0.958568,-9.76582,-0.639876,0.00503742,0.0656241,0.248491,4.18547,-2.81786,8.2715,-0.114121,-0.0296993,-0.0555149,4.18547,-2.81786,8.2715,-0.114121,-0.0296993,-0.0555149
0.003,1.82843,10.3034,-1.97658,0.0420842,0.155168,-0.422249,-1.05983,9.93128,-0.389373,0.0674012,-0.0414376,0.057402,0.646036,-9.98465,-1.1013,-0.0165228,0.00511793,0.155203,3.7361,3.53647,8.60739,-0.111654,0.0314746,0.0365631,-0.96679,-9.78311,-0.659067,0.0051088,0.0652061,0.248183,4.16332,-2.76421,8.24553,-0.111271,-0.0317487,-0.0522418,4.16332,-2.76421,8.24553,-0.111271,-0.0317487,-0.0522418
0.004,1.85376,10.3136,-1.93153,0.0341698,0.157981,-0.419361,-1.07787,9.94078,-0.388757,0.0693747,-0.0463423,0.0553607,0.648398,-9.992,-1.10663,-0.0166591,0.00545029,0.154182,3.7087,3.54063,8.59559,-0.112662,0.0309209,0.037056,-0.975013,-9.8004,-0.678257,0.00518019,0.064788,0.247874,4.14117,-2.71056,8.21957,-0.108421,-0.0337981,-0.0489687,4.14117,-2.71056,8.21957,-0.108421,-0.0337981,-0.0489687
0.005,1.87195,10.3127,-1.86697,0.0269324,0.156039,-0.416962,-1.10335,9.94105,-0.38858,0.0697554,-0.050366,0.0525019,0.622799,-9.98072,-1.11093,-0.016652,0.00736247,0.152597,3.7044,3.54613,8.58907,-0.113808,0.0308342,0.0370301,-0.961554,-9.81398,-0.679594,0.00477182,0.0647728,0.247824,4.17151,-2.71043,8.1754,-0.105394,-0.0373462,-0.0457535,4.17151,-2.71043,8.1754,-0.105394,-0.0373462,-0.0457535
0.006,1.88442,10.3029,-1.78679,0.0202367,0.150294,-0.414953,-1.13477,9.93394,-0.388754,0.068862,-0.053685,0.0489894,0.574831,-9.95453,-1.11441,-0.0165303,0.0105385,0.150561,3.71858,3.5527,8.58675,-0.115065,0.0311211,0.0365894,-0.930751,-9.82459,-0.666647,0.00397965,0.06508,0.247979,4.24382,-2.75312,8.11669,-0.102225,-0.0420931,-0.0425846,4.24382,-2.75312,8.11669,-0.102225,-0.0420931,-0.0425846
0.007,1.89689,10.2932,-1.70661,0.0135409,0.144549,-0.412945,-1.16619,9.92683,-0.388928,0.0679686,-0.057004,0.0454768,0.526863,-9.92835,-1.11789,-0.0164086,0.0137145,0.148526,3.73277,3.55928,8.58443,-0.116322,0.0314081,0.0361486,-0.899948,-9.8352,-0.653701,0.00318748,0.0653872,0.248134,4.31614,-2.79581,8.05797,-0.0990558,-0.04684,-0.0394158,4.31614,-2.79581,8.05797,-0.0990558,-0.04684,-0.0394158
0.008,1.90936,10.2834,-1.62643,0.00684522,0.138805,-0.410936,-1.19761,9.91972,-0.389102,0.0670752,-0.060323,0.0419643,0.478895,-9.90216,-1.12137,-0.0162869,0.0168906,0.146491,3.74695,3.56585,8.58211,-0.117579,0.031695,0.0357079,-0.869145,-9.84581,-0.640754,0.00239531,0.0656945,0.248289,4.38846,-2.8385,7.99926,-0.0958869,-0.0515869,-0.0362469,4.38846,-2.8385,7.99926,-0.0958869,-0.0515869,-0.0362469
0.009,1.91907,10.2735,-1.5477,0.000661038,0.132659,-0.409291,-1.22823,9.91256,-0.392512,0.0662332,-0.0632749,0.038593,0.434523,-9.87681,-1.12479,-0.0164041,0.0198154,0.144751,3.76235,3.57169,8.58041,-0.118738,0.0320332,0.0353351,-0.843723,-9.85278,-0.629701,0.0015892,0.0659758,0.24846,4.45875,-2.88506,7.94335,-0.0931381,-0.056188,-0.033263,4.45875,-2.88506,7.94335,-0.0931381,-0.056188,-0.033263
0.01,1.90673,10.2618,-1.48058,-0.00143091,0.123311,-0.410556,-1.25235,9.90495,-0.421813,0.0658034,-0.0632906,0.0363513,0.418915,-9.85809,-1.12779,-0.0184333,0.0207305,0.145381,3.78753,3.57166,8.58368,-0.119109,0.0327825,0.0355066,-0.86135,-9.83062,-0.633793,0.000671521,0.0660505,0.248754,4.5128,-2.96254,7.90986,-0.0937499,-0.0596227,-0.0317592,4.5128,-2.96254,7.90986,-0.0937499,-0.0596227,-0.0317592
0.011,1.8944,10.2501,-1.41347,-0.00352286,0.113962,-0.41182,-1.27648,9.89734,-0.451114,0.0653735,-0.0633064,0.0341097,0.403307,-9.83937,-1.13078,-0.0204624,0.0216457,0.146011,3.8127,3.57162,8.58696,-0.11948,0.0335317,0.035678,-0.878977,-9.80847,-0.637885,-0.000246157,0.0661251,0.249049,4.56685,-3.04003,7.87638,-0.0943617,-0.0630573,-0.0302554,4.56685,-3.04003,7.87638,-0.0943617,-0.0630573,-0.0302554
0.012,1.88206,10.2384,-1.34635,-0.00561481,0.104613,-0.413085,-1.30061,9.88974,-0.480415,0.0649436,-0.0633221,0.031868,0.387699,-9.82064,-1.13377,-0.0224915,0.0225608,0.146642,3.83788,3.57159,8.59023,-0.119851,0.0342809,0.0358494,-0.896604,-9.78631,-0.641977,-0.00116383,0.0661997,0.249344,4.6209,-3.11751,7.8429,-0.0949735,-0.0664919,-0.0287516,4.6209,-3.11751,7.8429,-0.0949735,-0.0664919,-0.0287516
0.013,1.86972,10.2267,-1.27924,-0.00770676,0.0952642,-0.414349,-1.32474,9.88213,-0.509715,0.0645137,-0.0633378,0.0296264,0.372091,-9.80192,-1.13677,-0.0245206,0.0234759,0.147272,3.86305,3.57155,8.5935,-0.120221,0.0350302,0.0360208,-0.914231,-9.76416,-0.646069,-0.00208151,0.0662743,0.249638,4.67494,-3.195,7.80941,-0.0955853,-0.0699265,-0.0272478,4.67494,-3.195,7.80941,-0.0955853,-0.0699265,-0.0272478
0.014,1.84168,10.1859,-1.23209,-0.00796709,0.0852669,-0.414018,-1.33101,9.87013,-0.527751,0.0643676,-0.0625103,0.0267098,0.368285,-9.80137,-1.15123,-0.0268747,0.0254573,0.146413,3.86643,3.58622,8.58395,-0.120039,0.0351718,0.0358501,-0.922644,-9.74969,-0.659425,-0.00262981,0.0671077,0.248968,4.73567,-3.20827,7.80283,-0.095323,-0.0698463,-0.0251437,4.73567,-3.20827,7.80283,-0.095323,-0.0698463,-0.0251437
0.015,1.80579,10.1305,-1.19492,-0.00731163,0.0749452,-0.41289,-1.32836,9.85593,-0.540155,0.0643634,-0.0612611,0.0234556,0.37038,-9.8099,-1.17143,-0.0293912,0.0279718,0.14481,3.85891,3.60825,8.56799,-0.119581,0.0350096,0.0355083,-0.926451,-9.73906,-0.677414,-0.00299343,0.0683205,0.247816,4.79972,-3.18944,7.8097,-0.0946236,-0.0680085,-0.0227394,4.79972,-3.18944,7.8097,-0.0946236,-0.0680085,-0.0227394
0.016,1.76989,10.0751,-1.15775,-0.00665616,0.0646235,-0.411763,-1.32571,9.84173,-0.552558,0.0643592,-0.0600119,0.0202014,0.372475,-9.81844,-1.19163,-0.0319078,0.0304862,0.143207,3.85139,3.63027,8.55203,-0.119123,0.0348474,0.0351666,-0.930257,-9.72844,-0.695403,-0.00335704,0.0695332,0.246664,4.86378,-3.17061,7.81656,-0.0939241,-0.0661708,-0.0203351,4.86378,-3.17061,7.81656,-0.0939241,-0.0661708,-0.0203351
0.017,1.734,10.0198,-1.12058,-0.00600069,0.0543018,-0.410635,-1.32306,9.82754,-0.564961,0.0643549,-0.0587628,0.0169472,0.37457,-9.82697,-1.21182,-0.0344244,0.0330007,0.141604,3.84387,3.65229,8.53607,-0.118664,0.0346852,0.0348248,-0.934064,-9.71782,-0.713391,-0.00372065,0.070746,0.245512,4.92784,-3.15178,7.82343,-0.0932247,-0.064333,-0.0179308,4.92784,-3.15178,7.82343,-0.0932247,-0.064333,-0.0179308
