Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-4.46086,9.27045,-0.584376,-0.00245888,0.53076,-0.217937,-1.77382,9.89952,0.596786,0.127614,0.132858,0.217525,-0.321878,-10.0575,0.668301,-0.0271792,0.232718,0.0673155,3.92341,0.679267,9.18864,0.0193343,0.00605103,-0.0433696,0.0103182,-9.81977,0.0799403,-0.0970344,0.0873943,-0.00501795,4.24336,-1.38105,8.64613,-0.0840353,0.00471664,0.0481801,4.24336,-1.38105,8.64613,-0.0840353,0.00471664,0.0481801
0.002,-4.48735,9.28374,-0.571913,-0.00294425,0.524926,-0.225415,-1.79919,9.90141,0.611318,0.127793,0.128541,0.224974,-0.326943,-10.065,0.6519,-0.0225359,0.229142,0.0687648,3.91017,0.677827,9.17725,0.0209367,0.00823405,-0.0441014,0.0142961,-9.82562,0.0942214,-0.0977715,0.0852264,-0.00526043,4.24601,-1.41401,8.66913,-0.0844207,0.00463128,0.0489392,4.24601,-1.41401,8.66913,-0.0844207,0.00463128,0.0489392
0.003,-4.51384,9.29702,-0.559451,-0.00342961,0.519091,-0.232893,-1.82457,9.9033,0.625849,0.127972,0.124224,0.232424,-0.332009,-10.0725,0.6355,-0.0178925,0.225567,0.0702141,3.89693,0.676388,9.16586,0.0225392,0.0104171,-0.0448332,0.0182741,-9.83148,0.108503,-0.0985085,0.0830585,-0.00550291,4.24867,-1.44698,8.69213,-0.084806,0.00454592,0.0496983,4.24867,-1.44698,8.69213,-0.084806,0.00454592,0.0496983
0.004,-4.54034,9.31031,-0.546988,-0.00391498,0.513257,-0.240371,-1.84994,9.9052,0.640381,0.128151,0.119907,0.239873,-0.337074,-10.0799,0.6191,-0.0132491,0.221991,0.0716634,3.88369,0.674948,9.15447,0.0241416,0.0126001,-0.0455651,0.0222521,-9.83733,0.122784,-0.0992456,0.0808906,-0.00574539,4.25132,-1.47995,8.71512,-0.0851914,0.00446055,0.0504574,4.25132,-1.47995,8.71512,-0.0851914,0.00446055,0.0504574
0.005,-4.55061,9.30665,-0.526622,-0.00621805,0.505694,-0.247501,-1.87357,9.90174,0.634086,0.128959,0.116377,0.246897,-0.3507,-10.0824,0.592551,-0.00966286,0.21858,0.0725791,3.87773,0.677922,9.15281,0.0239159,0.0139284,-0.0455738,0.0179496,-9.84964,0.117866,-0.0994374,0.0802035,-0.00612309,4.26435,-1.48535,8.70759,-0.0863706,0.00360245,0.0525494,4.26435,-1.48535,8.70759,-0.0863706,0.00360245,0.0525494
0.006,-4.54792,9.28942,-0.499932,-0.00997529,0.496747,-0.254353,-1.8958,9.894,0.611131,0.13027,0.113477,0.253581,-0.371176,-10.081,0.557884,-0.00692228,0.2153,0.0730679,3.87761,0.684429,9.15893,0.0222277,0.0145729,-0.0450041,0.00702292,-9.86709,0.0975888,-0.0991932,0.0807011,-0.00660895,4.28569,-1.46871,8.67564,-0.0881851,0.00212615,0.0557076,4.28569,-1.46871,8.67564,-0.0881851,0.00212615,0.0557076
0.007,-4.54522,9.2722,-0.473243,-0.0137325,0.487801,-0.261205,-1.91803,9.88627,0.588176,0.131581,0.110578,0.260265,-0.391651,-10.0795,0.523217,-0.00418171,0.21202,0.0735567,3.87748,0.690935,9.16506,0.0205395,0.0152175,-0.0444345,-0.0039038,-9.88455,0.0773118,-0.0989489,0.0811988,-0.00709482,4.30702,-1.45207,8.64369,-0.0899996,0.000649857,0.0588659,4.30702,-1.45207,8.64369,-0.0899996,0.000649857,0.0588659
0.008,-4.54253,9.25498,-0.446554,-0.0174898,0.478854,-0.268058,-1.94026,9.87853,0.565221,0.132892,0.107678,0.266949,-0.412126,-10.078,0.488549,-0.00144114,0.208741,0.0740455,3.87736,0.697441,9.17118,0.0188513,0.015862,-0.0438648,-0.0148305,-9.90201,0.0570347,-0.0987046,0.0816964,-0.00758069,4.32835,-1.43543,8.61174,-0.091814,-0.00082644,0.0620242,4.32835,-1.43543,8.61174,-0.091814,-0.00082644,0.0620242
0.009,-4.5402,9.23519,-0.421714,-0.0210989,0.469918,-0.274859,-1.95925,9.86895,0.543882,0.134302,0.104828,0.27323,-0.432797,-10.0755,0.455769,0.00107517,0.205919,0.0746509,3.87778,0.706308,9.17701,0.0172301,0.0164256,-0.0433255,-0.0259214,-9.91884,0.0357995,-0.098545,0.0823622,-0.00814875,4.34664,-1.41843,8.58247,-0.0935534,-0.00200309,0.0649575,4.34664,-1.41843,8.58247,-0.0935534,-0.00200309,0.0649575
0.01,-4.54081,9.19484,-0.411664,-0.0235231,0.461071,-0.281256,-1.95226,9.84457,0.535478,0.136499,0.102369,0.276286,-0.455031,-10.0646,0.43809,0.00179733,0.206765,0.0761899,3.88257,0.734058,9.18048,0.0161444,0.0163417,-0.0430298,-0.0383252,-9.93056,0.0068987,-0.099063,0.0843737,-0.00937439,4.34063,-1.39854,8.57464,-0.0946922,-0.000782597,0.0660917,4.34063,-1.39854,8.57464,-0.0946922,-0.000782597,0.0660917
0.011,-4.54142,9.15449,-0.401614,-0.0259474,0.452223,-0.287653,-1.94527,9.8202,0.527073,0.138697,0.0999102,0.279342,-0.477264,-10.0538,0.42041,0.00251949,0.20761,0.0777289,3.88736,0.761809,9.18394,0.0150587,0.0162579,-0.042734,-0.050729,-9.94229,-0.0220021,-0.0995811,0.0863851,-0.0106,4.33463,-1.37865,8.56681,-0.0958311,0.0004379,0.067226,4.33463,-1.37865,8.56681,-0.0958311,0.0004379,0.067226
0.012,-4.54203,9.11415,-0.391564,-0.0283716,0.443375,-0.29405,-1.93828,9.79583,0.518668,0.140894,0.0974513,0.282398,-0.499498,-10.0429,0.40273,0.00324165,0.208456,0.0792679,3.89215,0.789559,9.1874,0.0139731,0.016174,-0.0424383,-0.0631328,-9.95401,-0.0509029,-0.100099,0.0883966,-0.0118257,4.32862,-1.35876,8.55899,-0.0969699,0.0016584,0.0683602,4.32862,-1.35876,8.55899,-0.0969699,0.0016584,0.0683602
0.013,-4.54264,9.0738,-0.381514,-0.0307958,0.434527,-0.300447,-1.93129,9.77146,0.510264,0.143092,0.0949925,0.285454,-0.521732,-10.032,0.38505,0.00396381,0.209301,0.080807,3.89695,0.81731,9.19086,0.0128874,0.0160901,-0.0421425,-0.0755366,-9.96574,-0.0798037,-0.100617,0.0904081,-0.0130513,4.32261,-1.33887,8.55116,-0.0981087,0.00287889,0.0694944,4.32261,-1.33887,8.55116,-0.0981087,0.00287889,0.0694944
0.014,-4.53886,9.05375,-0.394944,-0.0320923,0.424768,-0.308004,-1.91528,9.75564,0.520664,0.145536,0.0929251,0.290375,-0.534773,-10.0279,0.370357,0.00493721,0.211056,0.0815737,3.8993,0.836442,9.18663,0.0124495,0.0159652,-0.0415455,-0.067192,-9.96231,-0.0883409,-0.101242,0.0904758,-0.0144216,4.33611,-1.34708,8.56923,-0.0994156,0.00272872,0.0710601,4.33611,-1.34708,8.56923,-0.0994156,0.00272872,0.0710601
0.015,-4.53288,9.04385,-0.420114,-0.0328248,0.414553,-0.316141,-1.89478,9.74409,0.540466,0.148104,0.0910534,0.296228,-0.543216,-10.0272,0.357158,0.00603621,0.213266,0.0819543,3.90043,0.851265,9.17855,0.0123354,0.0158198,-0.0407977,-0.0484733,-9.95132,-0.0866963,-0.10192,0.0895716,-0.0158641,4.35936,-1.36935,8.60025,-0.100806,0.0018932,0.0728416,4.35936,-1.36935,8.60025,-0.100806,0.0018932,0.0728416
0.016,-4.52691,9.03396,-0.445283,-0.0335574,0.404337,-0.324278,-1.87427,9.73255,0.560268,0.150671,0.0891817,0.302081,-0.55166,-10.0265,0.343959,0.00713522,0.215476,0.0823349,3.90156,0.866088,9.17047,0.0122213,0.0156744,-0.04005,-0.0297546,-9.94033,-0.0850518,-0.102598,0.0886674,-0.0173067,4.38261,-1.39161,8.63126,-0.102197,0.00105768,0.0746232,4.38261,-1.39161,8.63126,-0.102197,0.00105768,0.0746232
0.017,-4.52093,9.02406,-0.470453,-0.0342899,0.394122,-0.332415,-1.85376,9.721,0.580071,0.153239,0.08731,0.307934,-0.560103,-10.0258,0.330761,0.00823423,0.217686,0.0827155,3.90269,0.880911,9.16238,0.0121073,0.015529,-0.0393023,-0.0110359,-9.92933,-0.0834072,-0.103276,0.0877633,-0.0187492,4.40586,-1.41388,8.66228,-0.103588,0.000222168,0.0764047,4.40586,-1.41388,8.66228,-0.103588,0.000222168,0.0764047
0.018,-4.51562,9.01743,-0.490036,-0.0351939,0.384043,-0.340265,-1.82753,9.71633,0.593785,0.155671,0.0853505,0.313971,-0.564964,-10.026,0.320827,0.00936056,0.21985,0.0830539,3.9016,0.887444,9.15306,0.0115714,0.0152481,-0.0387834,0.00555325,-9.91751,-0.0832374,-0.10375,0.0869184,-0.019938,4.42064,-1.44005,8.6833,-0.105563,-0.000791782,0.0777463,4.42064,-1.44005,8.6833,-0.105563,-0.000791782,0.0777463
0.019,-4.51265,9.02222,-0.490064,-0.036698,0.374442,-0.34711,-1.78125,9.73571,0.586189,0.157626,0.0830837,0.320655,-0.557284,-10.0291,0.322324,0.0105825,0.221853,0.0832445,3.89275,0.864959,9.13941,0.00955931,0.014493,-0.0390657,0.0146888,-9.90282,-0.0882295,-0.103507,0.0862812,-0.0202386,4.40575,-1.4799,8.66931,-0.109579,-0.00243025,0.0775486,4.40575,-1.4799,8.66931,-0.109579,-0.00243025,0.0775486
