Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,1.05367,9.43128,-0.634103,0.00205143,-0.666591,-0.190517,-1.54208,9.7734,-0.73979,0.0362234,-0.104659,0.161912,-1.89149,-8.45128,-2.3958,-0.681209,0.199369,-0.348643,3.88039,-0.24607,8.79136,0.955322,-1.32963,-2.61359,-1.73733,-8.10156,3.07998,-0.178408,1.08147,-1.43126,4.38752,-3.07996,7.91696,-0.0446461,-0.0248821,0.0404645,4.38752,-3.07996,7.91696,-0.0446461,-0.0248821,0.0404645
0.002,1.12475,9.45164,-0.651937,0.000101541,-0.670114,-0.195708,-1.56054,9.76449,-0.737477,0.0362368,-0.107988,0.164994,-1.87519,-8.44826,-2.35708,-0.678447,0.201403,-0.353154,4.2068,-0.0714865,9.01498,0.839556,-1.41065,-2.48231,-1.7795,-8.04511,2.99473,-0.176186,1.07252,-1.44327,4.40531,-3.10221,7.95431,-0.0428857,-0.024508,0.0439636,4.40531,-3.10221,7.95431,-0.0428857,-0.024508,0.0439636
0.003,1.19583,9.472,-0.669771,-0.00184835,-0.673636,-0.200899,-1.57901,9.75558,-0.735164,0.0362502,-0.111316,0.168077,-1.85888,-8.44523,-2.31836,-0.675686,0.203438,-0.357665,4.53321,0.103097,9.2386,0.723791,-1.49168,-2.35103,-1.82166,-7.98867,2.90948,-0.173963,1.06357,-1.45528,4.42309,-3.12446,7.99166,-0.0411253,-0.0241339,0.0474627,4.42309,-3.12446,7.99166,-0.0411253,-0.0241339,0.0474627
0.004,1.26691,9.49236,-0.687606,-0.00379824,-0.677158,-0.206091,-1.59748,9.74667,-0.73285,0.0362636,-0.114645,0.17116,-1.84258,-8.4422,-2.27964,-0.672924,0.205472,-0.362176,4.85962,0.27768,9.46222,0.608025,-1.57271,-2.21975,-1.86383,-7.93223,2.82423,-0.17174,1.05462,-1.4673,4.44088,-3.14671,8.02901,-0.039365,-0.0237597,0.0509619,4.44088,-3.14671,8.02901,-0.039365,-0.0237597,0.0509619
0.005,1.34127,9.50249,-0.702628,-0.00598665,-0.677081,-0.210111,-1.58377,9.73167,-0.726906,0.036708,-0.116347,0.172548,-1.82071,-8.44691,-2.25932,-0.670616,0.209639,-0.366237,5.2475,0.407093,9.64246,0.472098,-1.63827,-2.07884,-1.96748,-7.8995,2.69848,-0.169702,1.042,-1.47961,4.45223,-3.17294,8.04947,-0.0395279,-0.0237061,0.0513868,4.45223,-3.17294,8.04947,-0.0395279,-0.0237061,0.0513868
0.006,1.41824,9.50445,-0.715402,-0.00836589,-0.674125,-0.213194,-1.54432,9.71182,-0.718057,0.0374973,-0.116746,0.17258,-1.79439,-8.45781,-2.25371,-0.668671,0.215512,-0.369938,5.68455,0.50037,9.78799,0.320041,-1.69145,-1.93023,-2.12031,-7.88575,2.54033,-0.167809,1.02644,-1.49217,4.45844,-3.20236,8.05641,-0.0412295,-0.023909,0.0493524,4.45844,-3.20236,8.05641,-0.0412295,-0.023909,0.0493524
0.007,1.49521,9.50641,-0.728176,-0.0107451,-0.671169,-0.216277,-1.50486,9.69196,-0.709207,0.0382865,-0.117145,0.172612,-1.76807,-8.46872,-2.2481,-0.666725,0.221385,-0.373639,6.1216,0.593646,9.93353,0.167984,-1.74464,-1.78161,-2.27314,-7.87199,2.38218,-0.165917,1.01088,-1.50473,4.46465,-3.23178,8.06335,-0.042931,-0.0241118,0.047318,4.46465,-3.23178,8.06335,-0.042931,-0.0241118,0.047318
0.008,1.57218,9.50837,-0.740949,-0.0131244,-0.668213,-0.219361,-1.46541,9.6721,-0.700358,0.0390758,-0.117545,0.172645,-1.74175,-8.47962,-2.24249,-0.66478,0.227258,-0.37734,6.55865,0.686923,10.0791,0.0159278,-1.79783,-1.63299,-2.42597,-7.85824,2.22403,-0.164025,0.995322,-1.51729,4.47085,-3.26119,8.07029,-0.0446326,-0.0243147,0.0452836,4.47085,-3.26119,8.07029,-0.0446326,-0.0243147,0.0452836
0.009,1.64606,9.5094,-0.751802,-0.0151294,-0.665145,-0.222279,-1.42493,9.65529,-0.695167,0.0401132,-0.117622,0.172801,-1.712,-8.49017,-2.22901,-0.662765,0.232885,-0.380589,7.00258,0.785172,10.2159,-0.134893,-1.83701,-1.48732,-2.58249,-7.84847,2.07228,-0.162204,0.979715,-1.5293,4.47547,-3.28627,8.0766,-0.0461849,-0.024453,0.0435398,4.47547,-3.28627,8.0766,-0.0461849,-0.024453,0.0435398
0.01,1.69515,9.50297,-0.747287,-0.0141408,-0.661181,-0.223876,-1.37619,9.66285,-0.719243,0.0431361,-0.115115,0.17395,-1.65486,-8.49785,-2.15261,-0.660199,0.236548,-0.380219,7.50161,0.923209,10.2831,-0.275832,-1.76413,-1.36518,-2.76853,-7.87057,1.97174,-0.160953,0.963712,-1.53686,4.4674,-3.27666,8.07782,-0.0465434,-0.0240751,0.0441211,4.4674,-3.27666,8.07782,-0.0465434,-0.0240751,0.0441211
0.011,1.74424,9.49654,-0.742773,-0.0131521,-0.657217,-0.225473,-1.32746,9.6704,-0.743318,0.0461591,-0.112609,0.175099,-1.59772,-8.50553,-2.0762,-0.657633,0.24021,-0.379848,8.00064,1.06125,10.3503,-0.41677,-1.69124,-1.24303,-2.95457,-7.89268,1.8712,-0.159702,0.94771,-1.54442,4.45932,-3.26704,8.07904,-0.0469019,-0.0236971,0.0447024,4.45932,-3.26704,8.07904,-0.0469019,-0.0236971,0.0447024
0.012,1.79333,9.49012,-0.738259,-0.0121635,-0.653253,-0.22707,-1.27872,9.67795,-0.767394,0.049182,-0.110103,0.176248,-1.54058,-8.51322,-1.9998,-0.655067,0.243872,-0.379478,8.49966,1.19928,10.4175,-0.557708,-1.61835,-1.12089,-3.14061,-7.91479,1.77066,-0.15845,0.931707,-1.55198,4.45125,-3.25743,8.08026,-0.0472604,-0.0233192,0.0452836,4.45125,-3.25743,8.08026,-0.0472604,-0.0233192,0.0452836
