Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-2.71441,8.98782,-0.123673,0.00274336,-0.0574778,0.00112399,-1.45487,9.72263,0.790623,-0.0910569,-0.0450543,-0.0535284,-0.709237,-9.86238,0.427512,-0.0527817,0.177597,0.0847642,3.85663,0.805689,9.1945,-0.0299828,-0.00737776,-0.0240417,-0.424857,-9.79633,0.0175167,-0.0921705,0.120226,0.112606,4.1722,-1.0252,8.59178,0.0930498,-0.038613,-0.0457927,4.1722,-1.0252,8.59178,0.0930498,-0.038613,-0.0457927
0.002,-2.74006,9.03554,-0.145709,-0.00117816,-0.0536665,-0.000328637,-1.45244,9.7371,0.795286,-0.0892951,-0.0444935,-0.0534956,-0.663334,-9.85598,0.443108,-0.0522413,0.180338,0.0851514,3.84376,0.775235,9.21205,-0.0320649,-0.00618284,-0.0256921,-0.450079,-9.78956,0.0266959,-0.0919616,0.120846,0.11172,4.18257,-1.02773,8.59385,0.0932921,-0.040555,-0.0482192,4.18257,-1.02773,8.59385,0.0932921,-0.040555,-0.0482192
0.003,-2.76571,9.08325,-0.167745,-0.00509967,-0.0498553,-0.00178127,-1.45002,9.75157,0.799948,-0.0875333,-0.0439328,-0.0534628,-0.617432,-9.84957,0.458703,-0.0517008,0.18308,0.0855387,3.83089,0.744781,9.22961,-0.034147,-0.00498793,-0.0273424,-0.475302,-9.78279,0.0358751,-0.0917527,0.121467,0.110835,4.19295,-1.03026,8.59591,0.0935343,-0.0424971,-0.0506458,4.19295,-1.03026,8.59591,0.0935343,-0.0424971,-0.0506458
0.004,-2.79136,9.13097,-0.18978,-0.00902119,-0.046044,-0.0032339,-1.44759,9.76604,0.80461,-0.0857715,-0.0433721,-0.0534299,-0.57153,-9.84316,0.474299,-0.0511604,0.185822,0.085926,3.81801,0.714328,9.24716,-0.0362291,-0.00379302,-0.0289928,-0.500524,-9.77602,0.0450544,-0.0915438,0.122087,0.10995,4.20332,-1.03279,8.59798,0.0937766,-0.0444391,-0.0530723,4.20332,-1.03279,8.59798,0.0937766,-0.0444391,-0.0530723
0.005,-2.80562,9.14001,-0.19783,-0.0109768,-0.041438,-0.00460834,-1.45286,9.77854,0.809602,-0.0856526,-0.0420018,-0.0536838,-0.535243,-9.85229,0.476464,-0.051135,0.188491,0.0861979,3.82596,0.713146,9.25808,-0.0354397,-0.00365279,-0.0290726,-0.507494,-9.77691,0.0526669,-0.0907525,0.122693,0.109163,4.21724,-1.03037,8.6087,0.093667,-0.0449645,-0.0538403,4.21724,-1.03037,8.6087,0.093667,-0.0449645,-0.0538403
0.006,-2.81079,9.11812,-0.194691,-0.0113596,-0.0361961,-0.00592022,-1.46428,9.78946,0.814857,-0.086848,-0.039984,-0.0541671,-0.506648,-9.87385,0.467885,-0.0515216,0.191101,0.0863774,3.85057,0.735383,9.26369,-0.0323529,-0.0043563,-0.0278961,-0.499863,-9.78391,0.0590261,-0.0894952,0.123288,0.108456,4.234,-1.02399,8.62635,0.0932761,-0.0443565,-0.0532814,4.234,-1.02399,8.62635,0.0932761,-0.0443565,-0.0532814
0.007,-2.81595,9.09622,-0.191552,-0.0117425,-0.0309542,-0.00723211,-1.4757,9.80039,0.820113,-0.0880433,-0.0379661,-0.0546503,-0.478053,-9.8954,0.459307,-0.0519083,0.193712,0.0865569,3.87518,0.757619,9.26931,-0.0292662,-0.00505981,-0.0267196,-0.492231,-9.79092,0.0653852,-0.0882379,0.123883,0.107749,4.25076,-1.01761,8.644,0.0928851,-0.0437485,-0.0527226,4.25076,-1.01761,8.644,0.0928851,-0.0437485,-0.0527226
0.008,-2.82112,9.07432,-0.188413,-0.0121253,-0.0257124,-0.00854399,-1.48712,9.81131,0.825369,-0.0892387,-0.0359482,-0.0551336,-0.449458,-9.91696,0.450728,-0.0522949,0.196322,0.0867364,3.89978,0.779855,9.27492,-0.0261795,-0.00576332,-0.025543,-0.484599,-9.79792,0.0717444,-0.0869806,0.124478,0.107042,4.26752,-1.01123,8.66165,0.0924942,-0.0431405,-0.0521637,4.26752,-1.01123,8.66165,0.0924942,-0.0431405,-0.0521637
0.009,-2.82843,9.05653,-0.185289,-0.0126373,-0.0205759,-0.00976424,-1.50009,9.82094,0.830808,-0.0903241,-0.0340678,-0.0556169,-0.424292,-9.93668,0.440818,-0.052642,0.198889,0.0867975,3.92175,0.801018,9.27588,-0.0234075,-0.00644132,-0.0248693,-0.477419,-9.80622,0.0766305,-0.0859327,0.1251,0.106454,4.28261,-1.00523,8.67785,0.0918414,-0.0426281,-0.0514622,4.28261,-1.00523,8.67785,0.0918414,-0.0426281,-0.0514622
0.01,-2.85299,9.07159,-0.182286,-0.0141818,-0.0162822,-0.0102514,-1.52543,9.8203,0.837715,-0.0905304,-0.0332869,-0.0561001,-0.426563,-9.94173,0.420262,-0.0526728,0.201106,0.0859106,3.92258,0.81359,9.23958,-0.0231525,-0.00691525,-0.0282179,-0.473847,-9.82485,0.0697319,-0.0865598,0.125941,0.106826,4.28441,-1.00219,8.68243,0.0890938,-0.0428813,-0.0496196,4.28441,-1.00219,8.68243,0.0890938,-0.0428813,-0.0496196
0.011,-2.87754,9.08665,-0.179282,-0.0157263,-0.0119884,-0.0107385,-1.55077,9.81966,0.844622,-0.0907367,-0.0325061,-0.0565834,-0.428833,-9.94678,0.399706,-0.0527036,0.203323,0.0850237,3.92342,0.826161,9.20328,-0.0228975,-0.00738917,-0.0315665,-0.470276,-9.84348,0.0628334,-0.0871869,0.126781,0.107198,4.28621,-0.999156,8.68702,0.0863462,-0.0431345,-0.047777,4.28621,-0.999156,8.68702,0.0863462,-0.0431345,-0.047777
0.012,-2.90209,9.10172,-0.176279,-0.0172708,-0.00769475,-0.0112257,-1.57611,9.81902,0.85153,-0.090943,-0.0317252,-0.0570666,-0.431104,-9.95183,0.379149,-0.0527343,0.20554,0.0841368,3.92425,0.838733,9.16698,-0.0226425,-0.0078631,-0.0349152,-0.466704,-9.86211,0.0559348,-0.087814,0.127621,0.107571,4.28801,-0.996121,8.69161,0.0835987,-0.0433877,-0.0459343,4.28801,-0.996121,8.69161,0.0835987,-0.0433877,-0.0459343
