Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0247418,0.0236487,0.0426801,0.0343918,0.0108463,0.0740555,0.0433127,0.0962607,0.127912,0.0613699,0.0261066,0.0353183,-0.0996088,0.129878,0.0398523,0.166798
0.021,-0.0472797,0.0587439,0.0753339,0.0163864,0.0196964,0.0813797,0.0390402,0.0669638,0.113874,0.0381766,0.0340411,0.0167026,-0.116393,0.0956979,0.0438196,0.189076
0.022,0.0506818,0.0682043,0.0539716,0.034697,0.041669,0.0774124,0.0256125,0.0150839,0.151411,0.0308524,0.0413654,0.026163,-0.11975,0.0844064,0.0483972,0.189686
0.023,0.0714337,0.0874304,0.0451215,0.086882,0.0557071,0.085347,0.0231711,-0.0425943,0.213667,0.0558768,0.0721881,0.0173129,-0.119445,0.0755563,0.0487024,0.200367
0.024,0.0384747,0.0569128,0.047868,0.0942062,0.0779849,0.0700882,0.0384299,-0.10424,0.234113,0.0455008,0.0834796,0.0240268,-0.128295,0.0728098,0.0407678,0.20525
0.025,0.163292,0.0578284,0.0603803,0.0777267,0.0810367,0.0984695,0.0271384,-0.116447,0.152326,0.0479422,0.100264,0.0185336,-0.114868,0.0700632,0.0502283,0.201893
0.026,0.025047,0.0550818,0.0533612,0.0429367,0.0508243,0.0951126,0.0207297,-0.161308,-0.0277274,0.0397025,0.114608,0.0112094,-0.12738,0.0633493,0.0541956,0.197011
0.027,-0.0439227,0.0447058,0.0643475,0.0862717,0.0560123,0.0835159,0.0405661,-0.215324,0.0864084,0.0268851,0.128035,0.0386752,-0.113647,0.0386301,0.0429041,0.172902
0.028,-0.020119,0.0794958,0.0435956,0.0823044,0.0599796,0.0945023,0.0243918,-0.263542,0.127912,0.0113211,0.126204,0.0142612,-0.120056,0.0221506,0.0920373,0.151234
0.029,-0.0927509,0.110319,0.0463422,0.0905441,0.0813419,0.0880936,0.014321,-0.298637,0.0641306,0.0134573,0.0721881,0.0170078,-0.0956415,0.0401559,0.0639612,0.121632
0.03,-0.0735248,0.0984167,0.0640424,0.0969528,0.0877505,0.0914505,0.0347678,-0.33007,-0.0237601,0.0317679,0.0520465,0.02952,-0.118224,0.0313058,0.0545007,0.123463
0.031,-0.0613177,0.0761389,0.0670941,0.118925,0.0944644,0.0752762,0.0469748,-0.37432,-0.032305,0.0418387,0.0187823,0.0322665,-0.115173,0.0111642,0.0520593,0.102711
0.032,-0.0240863,0.0422644,0.0527509,0.138762,0.0657779,0.0435379,0.0576559,-0.431693,-0.044512,0.0418387,-0.0346234,0.0170078,-0.106933,-0.0184378,0.0483972,0.0932507
0.033,0.103477,0.0331091,0.0597699,0.0499557,0.0431949,0.0743607,0.043923,-0.460685,-0.070452,0.0445853,-0.00502136,0.0170078,-0.100219,-0.063909,0.0361902,0.0874524
0.034,0.112327,0.022428,0.0506146,0.0197433,0.0160342,0.0539139,0.0546042,-0.489372,-0.0954764,0.0430594,0.0184772,0.0322665,-0.107543,-0.0874075,0.0401575,0.0438123
