Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.054649,0.0477576,0.0393231,0.0560593,0.0584537,0.0108841,0.0683371,0.160042,0.0601633,0.012847,0.0193927,0.0801791,0.0575568,0.0380197,0.0578577,0.100575
0.021,0.0442731,0.0257849,-0.00248596,0.0566696,0.0627261,0.00996857,0.0683371,0.159127,0.0784738,0.0134573,0.0361774,0.0853671,0.0355841,0.0438181,0.0609094,0.0825696
0.022,0.0586163,0.0257849,0.0124677,0.0380539,0.0480777,0.0764969,0.0613181,0.150277,0.0796945,0.0329886,0.0160358,0.0728549,0.0352789,0.0291696,0.0654871,0.0651746
0.023,0.0439679,0.0324988,0.00361755,0.0450729,0.0547916,0.0771072,0.0805441,0.151803,0.0537546,0.0311575,0.0312946,0.0752963,0.0480963,0.0462595,0.0587732,0.0490002
0.024,0.0415265,0.0209021,0.0139935,0.041716,0.0676089,0.178731,0.0860373,0.147835,0.0552805,0.023223,0.0270221,0.081705,0.0612189,0.0410715,0.0615198,0.045033
0.025,0.0534283,0.039823,0.0313886,0.0411057,0.0560123,0.182698,0.0781027,0.169808,0.0317819,0.0192557,-0.00563171,0.0795688,0.0557257,0.0444284,0.0587732,0.0248914
0.026,0.0201642,0.0358557,0.046037,0.0310349,0.064252,0.143025,0.0726096,0.148751,0.0299509,0.0390921,-0.00105408,0.0691928,0.0435187,0.0395456,0.0581628,0.0129895
0.027,0.0534283,0.046842,0.0567181,0.0374435,0.0557071,0.118001,0.0381247,0.154854,0.0055368,0.0329886,-0.0083783,0.0414218,0.0349738,0.0407663,0.0660974,0.0300793
0.028,0.0274884,0.0440955,0.0698407,0.0368332,0.0560123,0.0462845,0.0680319,0.165536,0.0174387,0.0311575,0.0279376,-0.0110684,0.0386359,0.0407663,0.0676233,0.0142102
0.029,0.0659406,0.0489783,0.0750287,0.0270676,0.076459,0.0346878,0.0741354,0.15516,0.0043161,0.0323782,0.128951,-0.0132047,0.0508429,0.0410715,0.0621301,0.0203137
0.03,0.0342023,0.0364661,0.0927289,0.0234055,0.0593692,0.0484207,0.0839011,0.154854,0.0153024,0.0274954,0.0935504,0.0115146,0.0471808,0.0337473,0.0651819,0.0517468
0.031,0.0235211,0.0373816,0.0701459,0.0316452,0.0636417,0.0758865,0.0753561,0.158822,0.0214059,0.0293265,0.0474689,0.0225009,0.0587775,0.034968,0.0627405,0.0612073
0.032,0.0613629,0.0135779,0.061601,0.0282883,0.0697452,0.0771072,0.0774924,0.148751,0.0131662,0.042449,0.0776813,0.0411166,0.0508429,0.0422922,0.0548059,0.0929456
0.033,0.0427472,0.0184607,0.06862,0.0221848,0.0782901,0.0539139,0.0744406,0.151497,0.0519235,0.0433646,0.05815,0.0734653,0.0407721,0.0468698,0.058468,0.16222
0.034,0.0522076,0.0178503,0.0457318,0.024321,0.0846988,0.0832108,0.0533835,0.133797,0.0851877,0.0357352,0.0590656,0.0887241,0.0618292,0.0526682,0.0432092,0.253468
0.035,0.0412213,0.019071,0.0661786,0.0264572,0.0612003,0.0902298,0.043923,0.139901,0.0583322,0.00186066,0.0340411,0.113443,0.0801398,0.054194,0.0575525,0.303822
0.036,0.0644147,0.0270056,0.0585492,0.0255417,0.0657779,0.104878,0.0378195,0.134102,0.085798,0.0101004,0.0343463,0.114359,0.0609137,0.0496164,0.0407678,0.255604
0.037,0.0549542,0.0419592,0.0448163,0.0255417,0.0731021,0.0874832,0.0127951,0.122506,0.0717599,0.0366507,0.0831744,0.0948276,0.066712,0.0532785,0.0630457,0.180836
0.038,0.058006,0.0602698,0.0625165,0.0386642,0.0679141,0.0673416,0.0176779,0.107857,0.0781686,0.0293265,0.0584552,0.0734653,0.0642706,0.0499216,0.0602991,0.0651746
0.039,0.0625836,0.0590491,0.0661786,0.053923,0.0779849,0.0505569,0.0201193,0.110299,0.0873239,0.019866,0.0325153,0.0835361,0.0569464,0.0493112,0.035885,-0.0507922
0.04,0.0784528,0.057218,0.0405438,0.0221848,0.0776797,0.0536087,0.0268332,0.120675,0.0616891,0.0274954,0.0398395,0.0829257,0.0532843,0.0410715,0.0422937,-0.167675
