Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0470197,0.0355505,0.078996,0.0932907,0.0550967,0.0478104,0.0579611,0.10389,0.143781,0.122405,0.116133,0.107035,0.0676276,0.0502267,0.0490076,0.194874
0.021,0.0387799,0.0367712,0.0667889,0.131438,0.0526553,0.0285843,0.0341574,0.110909,0.104109,0.10501,0.0825641,0.0392856,0.0606085,0.0407663,0.0502283,0.165272
0.022,0.0238263,0.0590491,0.06862,0.155241,0.0502139,0.0102737,0.0286642,0.117928,0.131269,0.0842581,0.0975177,0.0423373,0.0538947,0.0441232,0.034054,0.160695
0.023,0.0381696,0.0505042,0.0570233,0.114348,0.0441104,0.0472,0.0295798,0.11213,0.10655,0.0894461,0.0792072,0.0466098,0.0340582,0.0371042,0.0346643,0.130787
0.024,0.0674664,0.0486731,0.0704511,0.0844406,0.0480777,0.0307205,0.0298849,0.113656,0.0687082,0.0900565,0.0590656,0.0304355,0.0532843,0.0331369,0.0413782,0.110951
0.025,0.0763165,0.0654578,0.0640424,0.0484299,0.0804263,0.0322464,0.0338522,0.110299,0.0403268,0.0799857,0.0453326,0.0206699,0.0697638,0.0352731,0.0368005,0.0834851
0.026,0.0689923,0.0593542,0.0753339,0.0389694,0.0789004,0.0301102,0.0332419,0.117013,0.00889374,0.0836478,0.0505206,0.0340976,0.0456549,0.0328317,0.0471765,0.0639539
0.027,0.0811993,0.0740027,0.0701459,0.0374435,0.0840884,0.0472,0.0338522,0.120064,-0.0289481,0.0790701,0.0557086,0.0420322,0.0508429,0.0386301,0.0477869,0.00474976
0.028,0.0400006,0.0444006,0.0725873,0.0340866,0.0819522,0.0615433,0.0259177,0.115792,-0.0377982,0.0720511,0.0456378,-0.000387268,0.0697638,0.0343576,0.0523645,0.0270276
0.029,0.0522076,0.0492834,0.0731976,0.0386642,0.090192,0.0520828,0.0433127,0.114571,-0.0576346,0.090972,0.056319,-0.00832184,0.0538947,0.0334421,0.0429041,0.00841187
0.03,0.0360333,0.0373816,0.0976117,0.012114,0.062421,0.0569656,0.069863,0.0996176,-0.0310843,0.0635062,0.0715778,0.0182285,0.047486,0.0377145,0.0572473,-0.00684692
0.031,0.0610577,0.0444006,0.11165,0.0166916,0.0697452,0.064595,0.0851218,0.0996176,-0.00728058,0.0595389,0.0679156,0.127481,0.0487067,0.0184885,0.0606042,-0.0071521
0.032,0.0607526,0.0492834,0.110429,0.0169968,0.0953799,0.0517776,0.0970236,0.0868002,0.0442941,0.0586234,0.091109,0.199503,0.0471808,0.036799,0.0429041,-0.0340076
0.033,0.0381696,0.062406,0.0915082,0.0185226,0.138715,0.0752762,0.122048,0.0721518,0.0418527,0.0674734,0.0605914,0.277933,0.0532843,0.0538889,0.0337488,-0.0422473
0.034,0.0604474,0.0495886,0.107988,0.0594162,0.0819522,0.0716141,0.124184,0.0974814,0.0445993,0.0973807,0.0904987,0.293497,0.0590826,0.0483957,0.0670129,-0.0385852
0.035,0.0897443,0.0541663,0.106157,0.0896286,0.024274,0.0636795,0.0979391,0.100838,0.0384958,0.0766287,0.0746295,0.192789,0.0529791,0.0352731,0.05328,-0.0327869
0.036,0.0583112,0.0312781,0.115007,0.0948166,0.0367862,0.0786331,0.0851218,0.0971762,0.0369699,0.0674734,0.0627277,0.0240268,0.0538947,0.0456491,0.0587732,-0.0398059
0.037,0.0723492,0.0477576,0.0850995,0.0795578,0.0233585,0.0633743,0.0777975,0.0980917,0.0351389,0.0729666,0.091109,-0.036398,0.0532843,0.0438181,0.0416833,-0.0404163
0.038,0.0519025,0.0331091,0.0719769,0.0774216,-0.0102109,0.0554398,0.0683371,0.102364,0.0366647,0.0784598,0.0422809,-0.0635587,0.0603033,0.0386301,0.0615198,-0.0492664
0.039,0.0451886,0.0181555,0.0835736,0.0652145,-0.0187558,0.0691727,0.0552145,0.125252,0.0229318,0.063201,-0.00319031,-0.0705777,0.0691534,0.0270334,0.0575525,-0.0419421
0.04,0.065025,0.0447058,0.0744183,0.0548386,-0.0126523,0.0557449,0.0433127,0.105111,0.0375803,0.0549612,0.00535461,-0.0721036,0.0816657,0.0425973,0.0673181,-0.0321765
