Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0342023,0.0422644,0.0777753,0.110991,0.0285464,0.112202,0.121743,-0.187553,0.0351389,-0.0198068,0.0727985,0.0133456,0.0514532,0.0908151,-0.0236243,-0.10725
0.021,0.0296246,0.050199,0.0570233,0.0874924,0.0428897,0.105183,0.167214,-0.203117,0.0900705,-0.0326242,0.112776,-0.0135098,0.0413824,0.0459543,-0.0819128,-0.103893
0.022,0.0512921,0.0410437,0.0576337,0.0777267,0.03465,0.132649,0.143716,-0.213493,0.137983,-0.0350656,0.0599811,0.00663177,0.0374152,0.0163522,0.00597778,-0.0880237
0.023,0.0680768,0.0666785,0.0619061,0.0935959,0.0453311,0.122273,0.0918356,-0.21746,0.136457,-0.0259103,-0.162797,-0.00343903,0.0538947,0.0181833,0.151547,-0.0907703
0.024,0.0473248,0.0721716,0.0811322,0.121977,0.0492984,0.0658157,0.0588766,-0.221427,0.156599,-0.0262155,-0.0895551,0.0200595,0.0447394,0.0236765,0.176571,-0.0666614
0.025,0.0622784,0.0913977,0.0454266,0.0774216,0.0453311,0.0713089,0.0616232,-0.209525,0.126386,-0.0195016,0.278792,0.0112094,0.0459601,0.026423,0.152157,-0.0361438
0.026,0.0595319,0.0804114,0.0518353,0.0392746,0.0496036,0.0655106,0.0692526,-0.206779,0.0830515,-0.0216379,0.2321,0.0475253,0.0432135,0.0425973,0.101498,-0.0251575
0.027,0.0686871,0.0703406,0.0439008,0.0353073,0.0340396,0.0761917,0.0900046,-0.183586,0.0583322,-0.0179758,0.0526569,0.0737704,0.0468756,0.0371042,0.0764734,-0.055675
0.028,0.058006,0.0544714,0.056413,0.0118088,0.0596744,0.0722244,0.0851218,-0.175956,0.0308664,-0.0191965,-0.0160077,0.0759067,0.0395514,0.0407663,0.0783044,-0.0111194
0.029,0.0583112,0.050199,0.0573285,0.0240158,0.0496036,0.0859573,0.0991599,-0.155509,0.0131662,-0.0167551,-0.0205853,0.0752963,0.0377203,0.0239816,0.0624353,-0.0230212
0.03,0.0488507,0.0382971,0.0490887,0.0276779,0.0438052,0.0993851,0.109841,-0.144828,-0.00148224,-0.00149628,0.00443909,0.0560703,0.047486,0.041987,0.0526697,-0.00196411
0.031,0.0711285,0.0321936,0.0579388,0.00662079,0.0517398,0.0499466,0.141579,-0.137199,-0.00544952,-0.00637909,0.178084,0.0624789,0.0538947,0.049006,0.0560266,0.00688599
0.032,0.0915753,0.0337195,0.0640424,-0.0135208,0.0471622,0.0233963,0.0967184,-0.135978,0.00248505,0.00796417,0.0996539,0.0551547,0.0426032,0.0502267,0.0529749,0.00352905
0.033,0.0531232,0.0239539,0.046037,0.00601044,0.0453311,0.0435379,0.0903098,-0.0990518,-0.00758575,0.0268851,-0.0489667,0.036539,0.0484015,0.0462595,0.0718957,0.0169568
0.034,0.063194,0.0401282,0.051225,-0.00253448,0.0636417,0.0896194,0.0579611,-0.0972208,-0.0103323,0.0418387,0.0706622,0.0212802,0.0554205,0.0468698,0.068844,0.0212292
0.035,0.0561749,0.0425696,0.0536664,-0.00345001,0.0511295,0.0835159,0.0552145,-0.1137,-0.0106375,0.0299368,0.189376,0.0511874,0.0661017,0.0456491,0.0554163,0.0151257
0.036,0.106834,0.0526404,0.0606854,0.00509491,0.0410587,0.0667313,0.0607077,-0.08715,-0.0274222,0.03543,-0.0492719,0.0536288,0.0480963,0.0383249,0.0429041,0.0358777
0.037,0.0869977,0.0352454,0.0576337,-0.0159622,0.0557071,0.0609329,0.0365988,-0.078605,-0.0161307,0.0519095,-0.0413373,0.0795688,0.0438239,0.031611,0.0212366,0.0374036
0.038,0.0674664,0.0395178,0.0561078,-0.00070343,0.0447208,0.0395706,0.0488058,-0.0755533,0.018049,0.0519095,-0.0938275,0.0691928,0.0331427,0.0334421,0.0364954,0.0410657
0.039,0.052818,0.0370764,0.0554974,-0.00528107,0.053876,0.0465897,0.0658957,-0.0728067,0.103193,0.0604544,0.012984,0.0716342,0.0511481,0.0456491,0.0227625,0.041676
0.04,0.124229,0.0157141,0.0463422,0.0292038,0.0563174,0.0676468,0.04728,-0.0688394,0.1508,0.065032,0.135665,0.048746,0.0584723,0.0465646,0.0163538,0.0697522
