Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,-0.0228656,0.0312781,0.0539716,0.0136398,-0.0446957,0.0673416,0.0582663,0.0730673,-0.00911163,-0.0143137,0.301985,0.0478305,0.0468756,0.049006,0.0624353,0.0831799
0.021,0.0323712,0.0834631,0.0490887,0.0374435,-0.0614804,0.0691727,0.0536887,0.0748984,-0.0213187,-0.0164499,0.471663,0.0450839,0.0465704,0.0404611,0.0657922,0.0862317
0.022,0.0348126,0.109098,0.0548871,0.0279831,-0.0166196,0.0798538,0.0674216,0.0681845,0.0604684,-0.00485321,0.101485,0.0481357,0.0459601,0.0572458,0.0560266,0.0871472
0.023,-0.00852234,0.0886511,0.0673993,0.0234055,-0.00471771,0.0642899,0.0787131,0.0651328,0.128828,0.00704865,-0.0205853,0.0292148,0.0416876,0.0590768,0.0328333,0.0938611
0.024,0.0171124,0.0877356,0.0506146,0.062468,-0.00532806,0.0893143,0.0588766,0.0871054,0.173078,-0.0146188,-0.0196698,0.0707187,0.0499274,0.0560251,0.0401575,0.095387
0.025,0.00124329,0.0614905,0.0475629,0.0600265,0.0132877,0.0768021,0.0527731,0.0739828,0.155683,-0.000885925,-0.122819,0.0652255,0.0502325,0.0682321,0.0551111,0.095387
0.026,0.00673645,0.0431799,0.0536664,0.0685715,0.0282413,0.104268,0.0500266,0.0871054,0.148359,0.007659,-0.193925,0.0698032,0.0468756,0.0639597,0.061825,0.0840955
0.027,0.0897443,0.0181555,0.0429852,0.0670456,0.0135928,0.101521,0.0674216,0.0709311,0.143476,0.00308136,-0.214982,0.0585117,0.092652,0.0624338,0.0386316,0.0801282
0.028,0.0976788,0.0285315,0.058244,0.0768112,0.0282413,0.0807693,0.0320212,0.089852,0.105329,-0.0152292,-0.106645,0.0771274,0.052674,0.0712839,0.0398523,0.104542
0.029,0.0985944,0.0389075,0.051225,0.0652145,0.0834781,0.069783,0.0390402,0.0822226,0.096174,0.0107108,-0.0794843,0.0499667,0.0328375,0.0670114,0.061825,0.10851
0.03,0.0671613,0.045011,0.0609906,0.0688766,0.127423,0.0673416,0.0304953,0.0880209,0.0833566,0.0137625,-0.00288513,0.0282993,0.0386359,0.076777,0.0474817,0.115223
0.031,0.0415265,0.0608801,0.0673993,0.0771164,0.124677,0.0600174,0.026528,0.0965659,0.0836618,0.0320731,0.152449,0.0231113,0.0575568,0.0718942,0.0581628,0.116444
0.032,0.0308453,0.0309729,0.0390179,0.0636887,0.186322,0.0444534,0.02134,0.0825278,0.0635202,0.0271902,0.207686,0.0136508,0.0264288,0.0566354,0.0529749,0.0981335
0.033,0.0338971,0.0248694,0.0536664,0.0606369,0.240338,0.040181,0.0384299,0.0901572,0.0384958,0.0442801,0.298323,0.0255527,0.0410773,0.0508371,0.0749475,0.103932
0.034,0.0485455,0.0312781,0.0490887,0.0823044,0.310834,0.0337723,0.0286642,0.0810019,0.0241525,0.0397025,0.386214,0.0423373,0.0435187,0.0432077,0.041073,0.114003
0.035,0.00154846,0.0407385,0.0374921,0.0615524,0.26048,0.040181,0.0390402,0.079476,0.0525339,0.0537405,0.272383,0.069498,0.049317,0.0526682,0.0444299,0.129261
0.036,-0.00547058,0.0495886,0.0454266,0.0600265,0.0257999,0.0258377,0.0390402,0.0745932,0.0534494,0.0418387,0.0868365,0.0569858,0.0532843,0.0392404,0.0703699,0.0944714
0.037,0.000632935,0.0404334,0.0527509,0.0609421,-0.235431,0.0438431,0.0494162,0.0736777,0.0485666,0.052825,-0.169206,0.0621738,0.0401617,0.0487009,0.0502283,0.0959973
0.038,0.0345074,0.0526404,0.0594647,0.0566696,-0.371844,0.0475052,0.0823752,0.0547568,0.028425,0.0589285,-0.153947,0.0646152,0.03711,0.0444284,0.0670129,0.0840955
0.039,0.0448834,0.0538611,0.0631268,0.0597214,-0.403582,0.062764,0.0591818,0.0593344,0.00279022,0.0488577,-0.0215009,0.0655307,0.0480963,0.049006,0.0581628,0.0895886
0.04,0.0363385,0.0495886,0.0539716,0.0551437,-0.309283,0.0591019,0.0613181,0.0544516,-0.00300812,0.045806,-0.00807312,0.0493564,0.0496222,0.0410715,0.0413782,0.0392346
