Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0497662,0.0422644,0.152849,0.0441574,0.0529605,0.0542191,0.0448386,0.0285117,0.0461252,-0.0240793,0.0709674,0.0575961,0.087464,0.0624338,0.0456506,0.0685315
0.021,0.0659406,0.0718665,0.114091,0.0441574,0.0361758,0.067952,0.0408713,0.0489584,0.0558908,0.0140677,0.0554034,0.0453891,0.00994934,0.0639597,0.0587732,0.0654797
0.022,0.0570905,0.0718665,0.0918134,0.0533127,0.052045,0.0630691,0.0567404,0.0706259,0.0516183,0.019866,0.0541827,0.0420322,0.0206305,0.0676218,0.0651819,0.0535779
0.023,0.0577008,0.0825476,0.0799115,0.0548386,0.0489932,0.0777176,0.0521628,0.0709311,0.043989,-0.00424286,0.0676105,0.0356235,0.0429083,0.0618234,0.0502283,0.0584607
0.024,0.0607526,0.0358557,0.0475629,0.0728439,0.0529605,0.0685623,0.0399558,0.0562827,0.0525339,-0.063447,0.0468585,0.0334872,0.0148322,0.0602975,0.0487024,0.0636487
0.025,0.0561749,0.0321936,0.0439008,0.064299,0.0569278,0.0603226,0.0613181,0.0730673,0.0674875,-0.0695505,0.0575397,0.0463046,0.0245978,0.0712839,0.0511438,0.0551038
0.026,0.0381696,0.0505042,0.0939496,0.052092,0.0377017,0.0554398,0.0402609,0.0529257,0.0702341,0.0244437,0.0673053,0.0389804,-0.016601,0.0538889,0.0392419,0.0407605
0.027,0.0497662,0.0682043,0.0893719,0.0505661,0.0465518,0.0514725,0.0494162,0.0434653,0.0568063,0.0714407,0.0416705,0.0502719,0.0529791,0.0468698,0.0407678,0.0258069
0.028,0.0506818,0.0703406,0.0597699,0.0453781,0.0517398,0.0673416,0.0552145,0.0507895,0.0653513,0.123321,0.0300739,0.0740756,0.0288702,0.0721994,0.0529749,0.0221448
0.029,0.0775372,0.0947546,0.0292523,0.0615524,0.0599796,0.042012,0.0430075,0.0507895,0.0757272,0.0973807,0.0532672,0.0673618,0.0743414,0.0587717,0.0474817,0.0349622
0.03,0.0686871,0.103605,0.0426801,0.0493454,0.0535709,0.0591019,0.0607077,0.0608603,0.0671823,0.0323782,0.0431964,0.0682773,0.0981451,0.0602975,0.0596887,0.0239758
0.031,0.0723492,0.0819373,0.0228436,0.0490402,0.0465518,0.045369,0.0512473,0.0797812,0.0717599,0.0412283,0.100875,0.0640048,0.0706793,0.0615182,0.0676233,0.0316052
0.032,0.0586163,0.0419592,-0.0400226,0.0435471,0.0517398,0.0484207,0.0533835,0.056893,0.0659616,0.0439749,0.0776813,0.0667514,0.0331427,0.0502267,0.0548059,0.0511365
0.033,0.0616681,-0.0120569,0.0103314,0.0557541,0.0657779,0.0685623,0.0402609,0.084664,0.043989,0.0628958,0.0767657,0.0603427,0.0102545,0.0599924,0.0645715,0.0477795
0.034,0.0488507,0.0593542,0.1028,0.0636887,0.0508243,0.0618485,0.0460593,0.0654379,0.0592477,0.0812064,0.106978,0.0716342,0.0221564,0.0694528,0.0328333,0.034657
