Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.20915,-3.27677,8.01764,-0.0895871,-0.0180732,0.0235094,0.253738,-9.80748,-2.27496,-0.00442256,0.0397408,0.0840773,0.681813,9.54308,-2.26939,0.0682174,-0.0884065,0.0542805,9.05178,0.403645,3.1973,-0.144025,0.0321998,-0.0655258,-0.184304,-9.84766,-1.78201,0.0556225,-0.0445097,0.0149322,1.01622,9.30602,-3.18824,0.117576,-0.194096,-0.034107,4.1608,0.863,9.1385,-0.142639,-0.00728431,0.0722778
0.001,4.21147,-3.29925,8.04527,-0.0913949,-0.0175701,0.0247021,0.256233,-9.78752,-2.27932,-0.00590806,0.0397495,0.0842589,0.716862,9.55603,-2.24904,0.070834,-0.0814716,0.0516588,9.05945,0.393874,3.20412,-0.142854,0.0313209,-0.0648784,-0.185601,-9.83232,-1.77055,0.0529709,-0.0429844,0.0146682,1.01411,9.31949,-3.19799,0.115078,-0.191394,-0.0335573,4.15765,0.889659,9.11002,-0.139304,-0.00421113,0.0699162
0.002,4.21379,-3.32173,8.07289,-0.0932026,-0.017067,0.0258948,0.258728,-9.76756,-2.28367,-0.00739355,0.0397583,0.0844405,0.751912,9.56897,-2.22869,0.0734506,-0.0745367,0.0490371,9.06712,0.384102,3.21095,-0.141684,0.0304421,-0.0642309,-0.186898,-9.81698,-1.75908,0.0503193,-0.0414592,0.0144041,1.012,9.33296,-3.20775,0.11258,-0.188693,-0.0330077,4.15449,0.916319,9.08154,-0.135969,-0.00113795,0.0675547
0.003,4.2161,-3.34422,8.10051,-0.0950104,-0.0165639,0.0270874,0.261223,-9.7476,-2.28802,-0.00887904,0.0397671,0.0846222,0.786961,9.58191,-2.20834,0.0760672,-0.0676018,0.0464153,9.07479,0.374331,3.21777,-0.140514,0.0295633,-0.0635835,-0.188195,-9.80163,-1.74761,0.0476677,-0.0399339,0.0141401,1.00989,9.34643,-3.2175,0.110082,-0.185991,-0.032458,4.15133,0.942978,9.05306,-0.132634,0.00193523,0.0651932
0.004,4.21842,-3.3667,8.12813,-0.0968182,-0.0160608,0.0282801,0.263719,-9.72764,-2.29238,-0.0103645,0.0397758,0.0848038,0.822011,9.59486,-2.18799,0.0786837,-0.0606669,0.0437936,9.08246,0.364559,3.2246,-0.139343,0.0286845,-0.0629361,-0.189493,-9.78629,-1.73615,0.0450161,-0.0384086,0.0138761,1.00779,9.3599,-3.22726,0.107584,-0.183289,-0.0319084,4.14818,0.969638,9.02458,-0.129299,0.00500841,0.0628317
0.005,4.22333,-3.38077,8.14093,-0.095926,-0.0152329,0.0290989,0.251277,-9.72118,-2.28725,-0.0108448,0.0398213,0.0842144,0.824468,9.58805,-2.20936,0.0797139,-0.0562259,0.0420978,9.08949,0.342512,3.21928,-0.137006,0.0271656,-0.0627212,-0.18448,-9.77688,-1.72994,0.0437261,-0.0365222,0.0138587,1.00195,9.36297,-3.23598,0.103828,-0.181982,-0.0309293,4.16524,0.970756,9.00776,-0.127818,0.00572241,0.061115
0.006,4.23032,-3.38812,8.14186,-0.0928738,-0.0141453,0.0296188,0.226886,-9.7255,-2.27453,-0.0105208,0.0398962,0.0830082,0.800851,9.56545,-2.26411,0.079475,-0.0537801,0.0411429,9.09599,0.310644,3.20424,-0.133734,0.0251348,-0.0628523,-0.174419,-9.77221,-1.72795,0.0435255,-0.0343471,0.0140387,0.993133,9.35773,-3.24388,0.0990669,-0.181789,-0.0296069,4.19848,0.951442,9.00027,-0.127819,0.00454907,0.0599141
0.007,4.23731,-3.39547,8.14279,-0.0898217,-0.0130576,0.0301386,0.202495,-9.72983,-2.26181,-0.0101969,0.0399711,0.081802,0.777235,9.54285,-2.31886,0.079236,-0.0513342,0.040188,9.1025,0.278776,3.1892,-0.130462,0.023104,-0.0629835,-0.164358,-9.76754,-1.72596,0.0433249,-0.0321719,0.0142187,0.984315,9.35248,-3.25178,0.0943054,-0.181596,-0.0282844,4.23172,0.932127,8.99278,-0.127821,0.00337573,0.0587133
0.008,4.2443,-3.40281,8.14372,-0.0867695,-0.01197,0.0306584,0.178104,-9.73415,-2.2491,-0.00987295,0.0400459,0.0805957,0.753618,9.52025,-2.37361,0.0789971,-0.0488884,0.0392331,9.109,0.246908,3.17416,-0.12719,0.0210732,-0.0631146,-0.154298,-9.76287,-1.72397,0.0431242,-0.0299967,0.0143987,0.975496,9.34724,-3.25969,0.0895438,-0.181403,-0.0269619,4.26496,0.912812,8.98529,-0.127822,0.0022024,0.0575124
0.009,4.24936,-3.40935,8.14423,-0.0840039,-0.0112302,0.0312641,0.156016,-9.73782,-2.23833,-0.00963048,0.0401649,0.0793082,0.732636,9.5,-2.41956,0.0786818,-0.0461029,0.0385677,9.11442,0.21761,3.15952,-0.124086,0.0191418,-0.0632385,-0.147426,-9.75896,-1.72179,0.0428824,-0.0279199,0.0145768,0.969666,9.34023,-3.2654,0.0848648,-0.181436,-0.0254958,4.29304,0.89614,8.97948,-0.127873,0.00136448,0.0564462
0.01,4.23894,-3.4094,8.14143,-0.0835309,-0.013273,0.0325573,0.152353,-9.73621,-2.24321,-0.0100398,0.0406367,0.0773705,0.732729,9.49851,-2.39513,0.0777565,-0.0406003,0.0402179,9.11114,0.208868,3.14813,-0.122326,0.018006,-0.0633046,-0.166065,-9.76112,-1.71813,0.0423108,-0.0266306,0.0147406,0.987736,9.31911,-3.25365,0.0808455,-0.183276,-0.0228809,4.27984,0.900602,8.98717,-0.128319,0.00320998,0.0564574
0.011,4.22851,-3.40945,8.13863,-0.0830579,-0.0153157,0.0338504,0.148689,-9.7346,-2.24808,-0.0104492,0.0411086,0.0754328,0.732821,9.49702,-2.3707,0.0768311,-0.0350977,0.0418682,9.10785,0.200127,3.13675,-0.120566,0.0168703,-0.0633707,-0.184704,-9.76329,-1.71447,0.0417392,-0.0253413,0.0149044,1.00581,9.29799,-3.24189,0.0768262,-0.185117,-0.020266,4.26665,0.905065,8.99485,-0.128765,0.00505548,0.0564686
0.012,4.21809,-3.4095,8.13582,-0.0825848,-0.0173585,0.0351435,0.145026,-9.73298,-2.25295,-0.0108585,0.0415804,0.0734951,0.732914,9.49554,-2.34627,0.0759058,-0.0295951,0.0435184,9.10457,0.191385,3.12536,-0.118806,0.0157345,-0.0634367,-0.203344,-9.76546,-1.71081,0.0411677,-0.0240519,0.0150681,1.02388,9.27687,-3.23013,0.0728069,-0.186957,-0.0176511,4.25345,0.909527,9.00253,-0.129211,0.00690098,0.0564797
0.013,4.20767,-3.40955,8.13302,-0.0821118,-0.0194013,0.0364366,0.141362,-9.73137,-2.25782,-0.0112678,0.0420523,0.0715573,0.733006,9.49405,-2.32183,0.0749804,-0.0240925,0.0451687,9.10129,0.182643,3.11397,-0.117047,0.0145987,-0.0635028,-0.221983,-9.76762,-1.70715,0.0405961,-0.0227626,0.0152319,1.04195,9.25575,-3.21837,0.0687876,-0.188797,-0.0150362,4.24025,0.91399,9.01022,-0.129657,0.00874648,0.0564909
0.014,4.1903,-3.40979,8.13505,-0.081755,-0.0195883,0.0357164,0.129059,-9.72113,-2.26604,-0.0118182,0.0417889,0.0701396,0.737236,9.47444,-2.32286,0.0759498,-0.0211416,0.0449061,9.10274,0.195404,3.12778,-0.115657,0.0134174,-0.0626214,-0.232659,-9.7718,-1.69837,0.0394358,-0.0221779,0.0146198,1.04716,9.24688,-3.22986,0.0670514,-0.190012,-0.0133551,4.25335,0.920809,9.01881,-0.128997,0.00796307,0.0568067
0.015,4.16945,-3.41012,8.13949,-0.0814564,-0.0188475,0.0339897,0.112435,-9.70656,-2.27594,-0.012439,0.0411579,0.0689819,0.743534,9.44577,-2.33662,0.0778665,-0.0194665,0.0436871,9.10656,0.218916,3.15419,-0.114453,0.0122134,-0.0612663,-0.239352,-9.777,-1.68703,0.037981,-0.0219455,0.0136198,1.04595,9.24414,-3.25297,0.0664569,-0.190915,-0.012141,4.2796,0.928807,9.02786,-0.127785,0.00586521,0.0572748
0.016,4.14861,-3.41045,8.14394,-0.0811578,-0.0181066,0.032263,0.0958109,-9.692,-2.28583,-0.0130598,0.0405268,0.0678242,0.749833,9.41709,-2.35037,0.0797832,-0.0177913,0.0424681,9.11037,0.242429,3.1806,-0.113249,0.0110093,-0.0599111,-0.246046,-9.78219,-1.67569,0.0365263,-0.0217131,0.0126197,1.04474,9.24139,-3.27608,0.0658623,-0.191817,-0.0109269,4.30585,0.936804,9.03691,-0.126572,0.00376736,0.0577429
0.017,4.12776,-3.41078,8.14838,-0.0808592,-0.0173658,0.0305362,0.0791871,-9.67743,-2.29573,-0.0136807,0.0398958,0.0666666,0.756131,9.38842,-2.36413,0.0817,-0.0161162,0.041249,9.11419,0.265941,3.20701,-0.112045,0.00980526,-0.058556,-0.252739,-9.78738,-1.66435,0.0350716,-0.0214807,0.0116197,1.04353,9.23865,-3.29919,0.0652677,-0.19272,-0.00971283,4.3321,0.944801,9.04596,-0.125359,0.0016695,0.0582109
0.018,4.11448,-3.40871,8.14601,-0.080369,-0.0166225,0.0295515,0.0633816,-9.66587,-2.30027,-0.0144004,0.0393476,0.0658243,0.760328,9.36605,-2.37438,0.0834477,-0.014587,0.0399498,9.11211,0.282259,3.22464,-0.110838,0.00859844,-0.0568669,-0.255653,-9.79027,-1.66034,0.0340271,-0.0212254,0.0110241,1.04498,9.23875,-3.32175,0.0651003,-0.193442,-0.00834184,4.34589,0.948756,9.05035,-0.124131,0.00011207,0.058603
0.019,4.12766,-3.39823,8.11975,-0.0792078,-0.0158708,0.0311637,0.0504406,-9.66478,-2.28605,-0.0154665,0.0390894,0.066086,0.757169,9.36575,-2.37234,0.0846037,-0.0135684,0.03837,9.08942,0.273396,3.21155,-0.109622,0.00738198,-0.0540089,-0.24534,-9.78507,-1.68196,0.0344184,-0.0208898,0.0118443,1.05571,9.24881,-3.34236,0.0664277,-0.193534,-0.00642175,4.31606,0.93856,9.0384,-0.12285,0.000446144,0.0587288
0.02,4.14084,-3.38775,8.0935,-0.0780467,-0.0151191,0.0327759,0.0374995,-9.66369,-2.27183,-0.0165325,0.0388311,0.0663478,0.754011,9.36545,-2.3703,0.0857598,-0.0125498,0.0367902,9.06673,0.264533,3.19846,-0.108406,0.00616553,-0.051151,-0.235027,-9.77987,-1.70359,0.0348098,-0.0205541,0.0126644,1.06644,9.25887,-3.36297,0.0677552,-0.193626,-0.00450166,4.28623,0.928364,9.02646,-0.121568,0.000780219,0.0588546
0.021,4.15403,-3.37727,8.06725,-0.0768856,-0.0143673,0.0343881,0.0245585,-9.66261,-2.25761,-0.0175986,0.0385729,0.0666095,0.750852,9.36515,-2.36826,0.0869159,-0.0115312,0.0352104,9.04404,0.25567,3.18537,-0.107189,0.00494907,-0.048293,-0.224713,-9.77468,-1.72522,0.0352011,-0.0202185,0.0134845,1.07718,9.26893,-3.38358,0.0690826,-0.193718,-0.00258157,4.25641,0.918168,9.01451,-0.120287,0.00111429,0.0589805
0.022,4.16721,-3.36679,8.041,-0.0757245,-0.0136156,0.0360003,0.0116175,-9.66152,-2.24339,-0.0186646,0.0383146,0.0668713,0.747693,9.36485,-2.36622,0.088072,-0.0105126,0.0336306,9.02135,0.246807,3.17228,-0.105973,0.00373261,-0.045435,-0.2144,-9.76948,-1.74685,0.0355924,-0.0198829,0.0143047,1.08791,9.27899,-3.40419,0.0704101,-0.19381,-0.000661478,4.22658,0.907972,9.00257,-0.119005,0.00144837,0.0591063
0.023,4.19092,-3.37033,8.04625,-0.0751197,-0.0149788,0.0367655,0.0143174,-9.66629,-2.23269,-0.020675,0.0367329,0.0662129,0.745934,9.35843,-2.36716,0.0879383,-0.00829247,0.0346802,9.01424,0.246318,3.14519,-0.105601,0.00098907,-0.0452281,-0.198008,-9.74911,-1.74289,0.0346313,-0.0185021,0.0153319,1.09473,9.26779,-3.42895,0.0719045,-0.192642,0.00180757,4.22449,0.924807,8.99163,-0.116757,0.00299697,0.0609748
0.024,4.21763,-3.37787,8.0605,-0.0746739,-0.0169463,0.0372887,0.0214862,-9.67274,-2.223,-0.0229553,0.034773,0.0652917,0.744575,9.35027,-2.36895,0.0874362,-0.00572898,0.036481,9.01159,0.248222,3.11411,-0.105471,-0.00219078,-0.0457786,-0.179879,-9.72439,-1.73161,0.0332839,-0.0168226,0.0164183,1.10043,9.25051,-3.45488,0.0734466,-0.191114,0.00443346,4.23032,0.949366,8.98098,-0.114233,0.00489258,0.0633411
0.025,4.24434,-3.38541,8.07475,-0.074228,-0.0189139,0.0378119,0.028655,-9.67919,-2.2133,-0.0252356,0.0328131,0.0643704,0.743216,9.3421,-2.37074,0.086934,-0.0031655,0.0382818,9.00894,0.250125,3.08302,-0.10534,-0.00537064,-0.0463291,-0.16175,-9.69968,-1.72034,0.0319365,-0.0151432,0.0175046,1.10613,9.23324,-3.48081,0.0749887,-0.189586,0.00705935,4.23616,0.973924,8.97034,-0.111708,0.0067882,0.0657075
0.026,4.27106,-3.39296,8.089,-0.0737822,-0.0208814,0.038335,0.0358238,-9.68563,-2.20361,-0.0275159,0.0308533,0.0634492,0.741858,9.33394,-2.37253,0.0864319,-0.000602014,0.0400826,9.00628,0.252029,3.05194,-0.10521,-0.00855049,-0.0468797,-0.143621,-9.67497,-1.70907,0.030589,-0.0134638,0.018591,1.11183,9.21596,-3.50674,0.0765308,-0.188059,0.00968523,4.24199,0.998482,8.95969,-0.109184,0.00868381,0.0680738
