Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,0.115336,0.0282389,9.7108,-0.0199414,0.00415067,0.000495035,-0.0526724,-0.0699508,9.86654,-0.0245103,-0.00716164,-0.00973933,-0.14248,-0.204042,9.77762,-0.0119325,0.01278,0.0107588,0.00308873,-0.116225,9.82263,-0.025938,0.016372,0.017166,0.149104,0.20862,9.88496,-0.0556752,0.0289518,-0.00629159,0.281691,-0.511753,-10.017,-0.0179459,0.0178111,0.00913205,0.11072,0.11249,10.0725,-0.0140347,0.00125475,0.00716325
0.001,0.103729,0.0321284,9.72118,-0.0199789,0.00599929,0.000140458,-0.0496902,-0.0891844,9.83997,-0.0255024,-0.0080756,-0.00983368,-0.125472,-0.210666,9.77146,-0.0112357,0.014095,0.010786,0.0122806,-0.0972354,9.8165,-0.0262195,0.0173681,0.0158126,0.151498,0.178142,9.87113,-0.0570326,0.0299078,-0.00593203,0.287024,-0.498282,-10.0408,-0.0174616,0.017556,0.00811213,0.094296,0.1105,10.0705,-0.013347,-0.000317581,0.0086443
0.002,0.092122,0.0360179,9.73155,-0.0200163,0.00784791,-0.00021412,-0.046708,-0.108418,9.8134,-0.0264945,-0.00898956,-0.00992804,-0.108463,-0.21729,9.76529,-0.0105388,0.01541,0.0108133,0.0214725,-0.0782455,9.81037,-0.026501,0.0183641,0.0144593,0.153891,0.147665,9.85731,-0.05839,0.0308639,-0.00557247,0.292358,-0.484811,-10.0646,-0.0169773,0.0173008,0.00709221,0.0778719,0.10851,10.0684,-0.0126594,-0.00188991,0.0101254
0.003,0.0805151,0.0399073,9.74193,-0.0200537,0.00969652,-0.000568697,-0.0437258,-0.127652,9.78683,-0.0274867,-0.00990352,-0.0100224,-0.0914548,-0.223913,9.75913,-0.00984195,0.0167251,0.0108406,0.0306643,-0.0592555,9.80424,-0.0267824,0.0193602,0.0131059,0.156285,0.117187,9.84349,-0.0597474,0.0318199,-0.00521291,0.297691,-0.47134,-10.0885,-0.016493,0.0170456,0.00607228,0.0614477,0.10652,10.0664,-0.0119717,-0.00346224,0.0116064
0.004,0.0689081,0.0437968,9.7523,-0.0200912,0.0115451,-0.000923275,-0.0407435,-0.146885,9.76026,-0.0284788,-0.0108175,-0.0101167,-0.0744463,-0.230537,9.75296,-0.0091451,0.0180401,0.0108679,0.0398562,-0.0402655,9.79811,-0.0270639,0.0203563,0.0117525,0.158679,0.0867096,9.82967,-0.0611048,0.0327759,-0.00485335,0.303025,-0.457868,-10.1123,-0.0160088,0.0167904,0.00505236,0.0450236,0.10453,10.0643,-0.011284,-0.00503457,0.0130875
0.005,0.0546709,0.043105,9.75655,-0.0202154,0.0124907,-0.000464391,-0.0330269,-0.157794,9.7556,-0.0276545,-0.0107991,-0.00986402,-0.0833596,-0.228306,9.75294,-0.00876833,0.0185094,0.00990188,0.0360507,-0.0412215,9.7948,-0.0274291,0.0203288,0.0114436,0.154507,0.085986,9.82826,-0.0616667,0.0335023,-0.0055339,0.300562,-0.455302,-10.115,-0.0160003,0.0166148,0.00423661,0.0440888,0.104156,10.0654,-0.0123031,-0.00548211,0.0133248
0.006,0.0383295,0.0387482,9.75589,-0.0204091,0.0127138,0.000645262,-0.0215226,-0.162043,9.76847,-0.0253771,-0.0100349,-0.00933364,-0.11301,-0.218991,9.75783,-0.00864763,0.0183021,0.00814115,0.0218475,-0.0581342,9.79374,-0.0278612,0.0194824,0.0119704,0.145082,0.109065,9.83679,-0.0615922,0.034045,-0.00704653,0.291862,-0.461458,-10.1006,-0.0163725,0.0165027,0.00358419,0.0555455,0.105076,10.0691,-0.0146878,-0.00502984,0.0125673
0.007,0.0219881,0.0343914,9.75524,-0.0206027,0.0129369,0.00175491,-0.0100183,-0.166291,9.78133,-0.0230997,-0.00927066,-0.00880327,-0.142661,-0.209676,9.76272,-0.00852692,0.0180948,0.00638043,0.00764425,-0.0750469,9.79268,-0.0282934,0.0186361,0.0124971,0.135657,0.132145,9.84532,-0.0615177,0.0345876,-0.00855915,0.283161,-0.467615,-10.0863,-0.0167447,0.0163906,0.00293178,0.0670023,0.105996,10.0727,-0.0170725,-0.00457756,0.0118097
0.008,0.00564667,0.0300345,9.75459,-0.0207964,0.01316,0.00286457,0.00148591,-0.17054,9.7942,-0.0208222,-0.00850643,-0.00827289,-0.172312,-0.20036,9.76761,-0.00840622,0.0178875,0.0046197,-0.006559,-0.0919596,9.79163,-0.0287256,0.0177898,0.0130238,0.126232,0.155224,9.85384,-0.0614432,0.0351303,-0.0100718,0.274461,-0.473771,-10.072,-0.0171169,0.0162785,0.00227936,0.078459,0.106915,10.0764,-0.0194571,-0.00412528,0.0110522
0.009,-0.00646972,0.0245899,9.75338,-0.0210938,0.0132213,0.00381349,0.00898733,-0.168792,9.80678,-0.0188871,-0.00774251,-0.00786886,-0.196235,-0.191803,9.77115,-0.00828314,0.0176866,0.00315413,-0.0191544,-0.105997,9.79168,-0.0292471,0.0169576,0.0135358,0.120454,0.176833,9.86061,-0.0615911,0.0354343,-0.0113129,0.265711,-0.48026,-10.0579,-0.0174747,0.016152,0.00180704,0.0864398,0.109865,10.079,-0.0215952,-0.00352091,0.0103933
0.01,0.0152142,0.0104431,9.74774,-0.0222216,0.0119877,0.00347657,-0.0155339,-0.119076,9.81708,-0.0196897,-0.00698101,-0.00847566,-0.174342,-0.189312,9.76386,-0.00814097,0.0175374,0.00404983,-0.0188875,-0.0970317,9.80058,-0.0304839,0.0162393,0.0139299,0.14385,0.186675,9.85331,-0.0635178,0.0338286,-0.0103823,0.256564,-0.489408,-10.0448,-0.0177169,0.0159099,0.00277552,0.066614,0.129057,10.0738,-0.0217601,-0.00169977,0.0105235
