Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.72193,-3.27243,7.81272,-0.0407158,-0.016914,0.012969,-1.50464,-9.81298,-2.25742,0.0255057,-0.776347,-0.307297,-1.0696,9.12409,-3.2599,-0.0336802,-0.0268446,0.0773878,9.55558,-0.149367,3.34991,-0.113708,0.112443,-0.0577162,-1.37197,-9.68785,-1.98279,-0.107363,-0.0710663,0.00249162,-0.449585,9.7976,-4.07458,0.0545068,-0.576357,-0.274205,4.35675,3.11561,8.56967,-0.0916052,0.0414011,0.071571
0.001,4.7229,-3.26283,7.82346,-0.0377682,-0.0164967,0.0137126,-1.51683,-9.91623,-2.29631,0.00172809,-0.746207,-0.302164,-1.08589,9.13012,-3.25151,-0.0336145,-0.0326646,0.0799361,9.5233,-0.142817,3.35454,-0.108122,0.111129,-0.0543787,-1.35086,-9.7266,-1.99217,-0.109377,-0.078673,0.00490126,-0.427697,9.78048,-4.06381,0.0482437,-0.56967,-0.266759,4.31375,3.11514,8.56781,-0.0874346,0.0389948,0.0711763
0.002,4.72387,-3.25322,7.8342,-0.0348206,-0.0160794,0.0144561,-1.52902,-10.0195,-2.33519,-0.0220495,-0.716067,-0.297032,-1.10219,9.13615,-3.24312,-0.0335489,-0.0384847,0.0824843,9.49103,-0.136267,3.35917,-0.102535,0.109814,-0.0510413,-1.32975,-9.76535,-2.00155,-0.111392,-0.0862797,0.0073109,-0.405809,9.76337,-4.05305,0.0419805,-0.562984,-0.259312,4.27075,3.11467,8.56595,-0.0832641,0.0365886,0.0707816
0.003,4.72484,-3.24361,7.84494,-0.031873,-0.0156621,0.0151997,-1.54121,-10.1227,-2.37407,-0.0458271,-0.685927,-0.291899,-1.11849,9.14218,-3.23473,-0.0334832,-0.0443048,0.0850325,9.45875,-0.129717,3.3638,-0.0969493,0.1085,-0.0477039,-1.30863,-9.8041,-2.01094,-0.113406,-0.0938864,0.00972054,-0.383922,9.74625,-4.04229,0.0357174,-0.556298,-0.251866,4.22775,3.1142,8.56409,-0.0790936,0.0341823,0.0703869
0.004,4.72581,-3.234,7.85568,-0.0289254,-0.0152448,0.0159432,-1.5534,-10.226,-2.41295,-0.0696046,-0.655787,-0.286767,-1.13478,9.14821,-3.22634,-0.0334175,-0.0501248,0.0875807,9.42647,-0.123167,3.36843,-0.0913632,0.107185,-0.0443665,-1.28752,-9.84284,-2.02032,-0.115421,-0.101493,0.0121302,-0.362034,9.72914,-4.03153,0.0294543,-0.549612,-0.244419,4.18476,3.11373,8.56223,-0.0749231,0.0317761,0.0699922
0.005,4.71986,-3.23203,7.86428,-0.0274376,-0.0152314,0.0167581,-1.54958,-10.3202,-2.44609,-0.0879897,-0.621714,-0.28197,-1.14205,9.14946,-3.21221,-0.0338772,-0.0556239,0.0894444,9.41057,-0.134541,3.37832,-0.082824,0.108586,-0.0396523,-1.25333,-9.87823,-2.02392,-0.118329,-0.108051,0.0137476,-0.330985,9.71966,-4.02458,0.0230554,-0.543588,-0.238637,4.17284,3.09326,8.56425,-0.0695073,0.0291873,0.0696231
0.006,4.70836,-3.23616,7.87116,-0.0271176,-0.0155411,0.0176299,-1.53295,-10.4073,-2.47464,-0.102061,-0.584494,-0.277441,-1.14209,9.1469,-3.19349,-0.0347572,-0.0608661,0.0907603,9.40776,-0.160255,3.39242,-0.0719223,0.112159,-0.0338368,-1.2087,-9.91093,-2.02289,-0.121952,-0.113769,0.0147312,-0.292608,9.71631,-4.02068,0.0165477,-0.538094,-0.234185,4.18578,3.05679,8.56939,-0.0630954,0.0264527,0.0692744
0.007,4.69687,-3.24029,7.87804,-0.0267977,-0.0158507,0.0185018,-1.51631,-10.4944,-2.50319,-0.116132,-0.547274,-0.272913,-1.14213,9.14434,-3.17477,-0.0356371,-0.0661084,0.0920762,9.40496,-0.185968,3.40652,-0.0610206,0.115732,-0.0280212,-1.16407,-9.94362,-2.02185,-0.125574,-0.119487,0.0157149,-0.25423,9.71295,-4.01679,0.0100401,-0.532601,-0.229733,4.19873,3.02032,8.57452,-0.0566835,0.023718,0.0689257
0.008,4.68538,-3.24442,7.88492,-0.0264777,-0.0161604,0.0193737,-1.49968,-10.5814,-2.53173,-0.130202,-0.510054,-0.268385,-1.14217,9.14178,-3.15605,-0.0365171,-0.0713506,0.0933921,9.40216,-0.211682,3.42062,-0.0501188,0.119305,-0.0222056,-1.11943,-9.97632,-2.02082,-0.129197,-0.125205,0.0166985,-0.215853,9.70959,-4.01289,0.00353252,-0.527107,-0.225282,4.21167,2.98386,8.57966,-0.0502716,0.0209833,0.068577
0.009,4.67824,-3.24461,7.8896,-0.0260612,-0.0162644,0.0201315,-1.47407,-10.6616,-2.55395,-0.142287,-0.473545,-0.263708,-1.14164,9.13851,-3.14004,-0.0373901,-0.0762623,0.094681,9.40065,-0.231159,3.42837,-0.0389841,0.122666,-0.0168977,-1.08574,-10.0022,-2.01798,-0.133028,-0.131218,0.0172486,-0.177157,9.70757,-4.01123,-0.0026415,-0.521199,-0.220266,4.2254,2.94687,8.58399,-0.0438059,0.01841,0.0679413
