Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.20227,-3.74969,7.98727,0.102739,-0.0488672,-0.0904877,0.612499,-11.0496,-2.7246,0.137417,0.791258,-0.0509823,0.815594,9.96421,-2.10166,0.172455,-0.1547,-0.0225135,9.27555,0.632953,3.35787,0.000338793,-0.121279,-0.329653,-1.88661,-9.77075,-1.39821,0.412515,-0.0257329,1.0524,0.412647,10.9737,-3.05615,-0.0517207,0.414527,0.154582,5.65369,1.71654,9.57166,-0.842448,-1.78745,1.1575
0.001,4.15471,-3.7546,7.98086,0.103476,-0.0548433,-0.0898862,0.462774,-11.0369,-2.74189,0.138328,0.793316,-0.0523706,0.854677,9.95181,-2.12765,0.165322,-0.1648,-0.0194859,9.28151,0.61536,3.34481,0.00378631,-0.123077,-0.334289,-1.94221,-9.69403,-1.35926,0.403068,-0.0350602,1.0477,0.491685,11.0716,-3.04867,-0.0576814,0.40397,0.181011,5.67304,1.6819,9.54763,-0.829755,-1.76593,1.15749
0.002,4.10715,-3.7595,7.97445,0.104213,-0.0608194,-0.0892847,0.31305,-11.0242,-2.75918,0.139239,0.795374,-0.0537589,0.89376,9.9394,-2.15364,0.15819,-0.1749,-0.0164583,9.28746,0.597767,3.33174,0.00723383,-0.124876,-0.338924,-1.9978,-9.61731,-1.32031,0.39362,-0.0443876,1.04301,0.570723,11.1695,-3.04118,-0.063642,0.393413,0.207439,5.69238,1.64725,9.5236,-0.817063,-1.7444,1.15747
0.003,4.05958,-3.76441,7.96803,0.104951,-0.0667955,-0.0886833,0.163325,-11.0115,-2.77647,0.14015,0.797431,-0.0551472,0.932843,9.92699,-2.17963,0.151058,-0.185001,-0.0134307,9.29342,0.580174,3.31867,0.0106814,-0.126674,-0.34356,-2.0534,-9.54059,-1.28136,0.384173,-0.0537149,1.03832,0.64976,11.2673,-3.0337,-0.0696027,0.382856,0.233868,5.71172,1.6126,9.49957,-0.80437,-1.72287,1.15746
0.004,4.01202,-3.76931,7.96162,0.105688,-0.0727716,-0.0880818,0.0136006,-10.9988,-2.79377,0.141061,0.799489,-0.0565355,0.971926,9.91458,-2.20562,0.143925,-0.195101,-0.0104031,9.29937,0.562581,3.3056,0.0141289,-0.128472,-0.348196,-2.10899,-9.46387,-1.24241,0.374726,-0.0630423,1.03362,0.728798,11.3652,-3.02621,-0.0755634,0.372299,0.260297,5.73107,1.57796,9.47554,-0.791677,-1.70134,1.15745
0.005,3.98182,-3.77797,7.95593,0.106238,-0.0766144,-0.0881819,-0.0748065,-11.0218,-2.80088,0.146689,0.800463,-0.0585924,0.999991,9.8839,-2.22935,0.138924,-0.203284,-0.0088613,9.3093,0.557273,3.28261,0.0167603,-0.128004,-0.352038,-2.18123,-9.39629,-1.26862,0.365981,-0.066722,1.02912,0.817902,11.4425,-3.07369,-0.077925,0.366807,0.289291,5.75774,1.54744,9.45158,-0.776626,-1.6783,1.15523
0.006,3.96551,-3.78963,7.95083,0.106638,-0.0787504,-0.0888431,-0.11416,-11.0733,-2.79985,0.15609,0.80057,-0.0611842,1.01924,9.8386,-2.25127,0.135626,-0.209934,-0.00850821,9.32241,0.561793,3.25168,0.0187389,-0.125722,-0.355246,-2.26679,-9.33604,-1.34697,0.357799,-0.0658838,1.02478,0.915057,11.5033,-3.16515,-0.0774074,0.365367,0.320337,5.79029,1.52021,9.42767,-0.759689,-1.65405,1.15125
0.007,3.9492,-3.80129,7.94573,0.107038,-0.0808864,-0.0895044,-0.153513,-11.1248,-2.79882,0.16549,0.800677,-0.063776,1.03849,9.79329,-2.27319,0.132329,-0.216583,-0.00815513,9.33553,0.566314,3.22076,0.0207174,-0.123441,-0.358454,-2.35236,-9.27578,-1.42532,0.349617,-0.0650455,1.02044,1.01221,11.5642,-3.2566,-0.0768899,0.363928,0.351383,5.82283,1.49299,9.40377,-0.742752,-1.62979,1.14727
0.008,3.93289,-3.81295,7.94063,0.107438,-0.0830224,-0.0901656,-0.192866,-11.1763,-2.79779,0.174891,0.800785,-0.0663678,1.05774,9.74799,-2.29512,0.129032,-0.223233,-0.00780204,9.34864,0.570834,3.18983,0.022696,-0.121159,-0.361662,-2.43792,-9.21553,-1.50367,0.341434,-0.0642072,1.0161,1.10937,11.625,-3.34806,-0.0763723,0.362488,0.382429,5.85537,1.46577,9.37986,-0.725815,-1.60553,1.14329
0.009,3.91976,-3.82428,7.9368,0.107974,-0.0847487,-0.0911731,-0.236073,-11.2209,-2.79652,0.18463,0.800214,-0.0690951,1.08146,9.69903,-2.32076,0.126039,-0.229218,-0.00772135,9.36096,0.574039,3.15959,0.0245737,-0.118678,-0.364529,-2.52288,-9.15839,-1.57752,0.333273,-0.0632813,1.01122,1.20337,11.6718,-3.43978,-0.0771274,0.362498,0.412404,5.8878,1.44204,9.35996,-0.708071,-1.58079,1.13862
0.01,3.93207,-3.83295,7.94313,0.109598,-0.0831965,-0.0949501,-0.310111,-11.21,-2.79331,0.197075,0.794224,-0.0729059,1.14095,9.62078,-2.37613,0.125474,-0.229888,-0.0098198,9.3669,0.56672,3.13478,0.0256449,-0.114596,-0.364669,-2.60303,-9.12617,-1.61533,0.325277,-0.0616544,1.00212,1.27212,11.6054,-3.53358,-0.0880647,0.374109,0.433816,5.91932,1.44629,9.37207,-0.683873,-1.55214,1.12839
0.011,3.94437,-3.84161,7.94947,0.111221,-0.0816442,-0.0987271,-0.384149,-11.1991,-2.7901,0.209519,0.788234,-0.0767166,1.20044,9.54254,-2.43151,0.124909,-0.230557,-0.0119183,9.37284,0.559402,3.10998,0.026716,-0.110514,-0.36481,-2.68318,-9.09396,-1.65315,0.317281,-0.0600275,0.993016,1.34087,11.539,-3.62739,-0.099002,0.38572,0.455228,5.95083,1.45053,9.38419,-0.659674,-1.52348,1.11817
