Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,0.127304,0.0670376,9.69932,-0.0315884,0.0119932,0.00812659,-0.0570622,-0.0568628,9.83857,-0.0339692,-0.00523633,-0.0129795,-0.130259,-0.315891,9.77192,-0.00349525,0.0100815,0.0129041,0.0303397,-0.166548,9.86516,-0.0321469,0.0176307,0.005325,0.129097,0.0986426,9.76183,-0.0604069,0.0326316,-0.00894566,0.336109,-0.400661,-9.95739,-0.0196206,0.0179002,0.000266279,0.153076,0.110317,10.0511,-0.0138564,-0.00532727,0.0138223
0.001,0.144543,0.0642932,9.71569,-0.0276282,0.0105076,0.00765686,-0.0526824,-0.0512366,9.82246,-0.0328031,-0.00434757,-0.0149774,-0.14096,-0.288408,9.79502,-0.00511143,0.00954234,0.0109528,0.0249355,-0.147347,9.86547,-0.0323027,0.0182981,0.00592525,0.14149,0.105938,9.76034,-0.0602679,0.0329239,-0.00812516,0.32014,-0.421607,-9.97559,-0.0195397,0.0179463,0.00150042,0.136918,0.129684,10.072,-0.0150208,-0.0055214,0.0114381
0.002,0.161782,0.0615487,9.73207,-0.0236681,0.00902197,0.00718714,-0.0483026,-0.0456104,9.80635,-0.031637,-0.00345881,-0.0169754,-0.15166,-0.260925,9.81812,-0.00672762,0.00900322,0.00900153,0.0195313,-0.128147,9.86577,-0.0324585,0.0189656,0.00652551,0.153884,0.113234,9.75885,-0.060129,0.0332161,-0.00730467,0.304172,-0.442554,-9.99379,-0.0194589,0.0179924,0.00273457,0.120761,0.149052,10.093,-0.0161852,-0.00571552,0.00905385
0.003,0.179021,0.0588042,9.74844,-0.019708,0.00753637,0.00671741,-0.0439229,-0.0399841,9.79024,-0.0304709,-0.00257005,-0.0189733,-0.16236,-0.233442,9.84122,-0.0083438,0.0084641,0.00705025,0.0141271,-0.108946,9.86608,-0.0326142,0.019633,0.00712576,0.166277,0.12053,9.75736,-0.0599901,0.0335084,-0.00648417,0.288203,-0.463501,-10.012,-0.019378,0.0180384,0.00396871,0.104603,0.168419,10.1139,-0.0173496,-0.00590965,0.00666963
0.004,0.196261,0.0560597,9.76481,-0.0157478,0.00605077,0.00624769,-0.0395431,-0.0343579,9.77413,-0.0293049,-0.00168129,-0.0209712,-0.17306,-0.205959,9.86432,-0.00995998,0.00792499,0.00509896,0.00872288,-0.0897458,9.86639,-0.03277,0.0203004,0.00772602,0.17867,0.127825,9.75587,-0.0598511,0.0338007,-0.00566367,0.272234,-0.484448,-10.0302,-0.0192972,0.0180845,0.00520286,0.0884457,0.187786,10.1349,-0.0185141,-0.00610378,0.00428541
0.005,0.193812,0.0442111,9.75982,-0.0144312,0.00458357,0.00651879,-0.0350388,-0.04415,9.78049,-0.0288696,-0.00218023,-0.019813,-0.173484,-0.186284,9.85256,-0.010688,0.00933436,0.00410213,-0.00419101,-0.0854937,9.86324,-0.0325198,0.0198883,0.00840011,0.186851,0.133971,9.75652,-0.0594735,0.0341443,-0.00555906,0.258227,-0.501529,-10.0321,-0.0197423,0.0169969,0.00509249,0.0801648,0.196743,10.1237,-0.0178864,-0.00450223,0.00351309
0.006,0.175613,0.0250791,9.73775,-0.0152294,0.00313108,0.00738254,-0.0304347,-0.0662768,9.80483,-0.029019,-0.00378935,-0.0161297,-0.165688,-0.172856,9.81292,-0.0107056,0.0123025,0.00386887,-0.0231126,-0.0932003,9.85733,-0.0319448,0.0186125,0.00913327,0.191662,0.139197,9.75889,-0.058905,0.0345288,-0.00602717,0.24579,-0.515516,-10.0209,-0.0206082,0.0150024,0.00390652,0.0781852,0.197373,10.0869,-0.015825,-0.00146414,0.00403029
0.007,0.157414,0.00594707,9.71567,-0.0160276,0.00167859,0.0082463,-0.0258307,-0.0884036,9.82917,-0.0291683,-0.00539846,-0.0124465,-0.157891,-0.159429,9.77327,-0.0107231,0.0152707,0.0036356,-0.0420343,-0.100907,9.85142,-0.0313698,0.0173368,0.00986643,0.196474,0.144423,9.76126,-0.0583365,0.0349134,-0.00649527,0.233353,-0.529503,-10.0097,-0.0214741,0.0130079,0.00272054,0.0762057,0.198002,10.05,-0.0137636,0.00157395,0.00454749
0.008,0.139215,-0.0131849,9.69359,-0.0168258,0.000226101,0.00911006,-0.0212267,-0.11053,9.85352,-0.0293177,-0.00700757,-0.00876322,-0.150094,-0.146001,9.73363,-0.0107407,0.0182389,0.00340234,-0.0609559,-0.108614,9.8455,-0.0307948,0.016061,0.0105996,0.201285,0.149649,9.76363,-0.057768,0.0352979,-0.00696337,0.220916,-0.54349,-9.99846,-0.0223401,0.0110134,0.00153457,0.0742261,0.198632,10.0132,-0.0117022,0.00461203,0.00506469
0.009,0.122229,-0.031243,9.67419,-0.0178476,-0.00101518,0.00977232,-0.01873,-0.127884,9.87309,-0.0292277,-0.00839048,-0.00559793,-0.142839,-0.136556,9.69917,-0.0106568,0.0206,0.00329177,-0.0751733,-0.115585,9.84347,-0.0304817,0.0147835,0.0113095,0.204545,0.154774,9.7672,-0.0572744,0.0355636,-0.00729037,0.211106,-0.55424,-9.9885,-0.0230182,0.00939685,0.000493259,0.0730397,0.197566,9.98173,-0.0101228,0.00718091,0.00569437
0.01,0.114946,-0.0407095,9.6762,-0.0206579,-0.000566762,0.00882267,-0.0330928,-0.107051,9.85455,-0.0272224,-0.00796379,-0.0065763,-0.139913,-0.158975,9.70618,-0.00976204,0.0181043,0.00416266,-0.0517562,-0.116675,9.87254,-0.0322639,0.013492,0.011833,0.195397,0.159091,9.78043,-0.05738,0.0348782,-0.0064886,0.222307,-0.539089,-9.98845,-0.0221937,0.0108036,0.000609302,0.0781984,0.182931,9.99335,-0.0123988,0.00599612,0.00722392
0.011,0.107664,-0.0501761,9.67821,-0.0234682,-0.000118348,0.00787302,-0.0474556,-0.0862172,9.83601,-0.0252171,-0.0075371,-0.00755466,-0.136988,-0.181394,9.7132,-0.00886725,0.0156087,0.00503355,-0.0283392,-0.117766,9.9016,-0.034046,0.0122005,0.0123566,0.186249,0.163408,9.79365,-0.0574856,0.0341928,-0.00568683,0.233509,-0.523938,-9.98841,-0.0213693,0.0122104,0.000725345,0.0833571,0.168297,10.005,-0.0146748,0.00481132,0.00875347
0.012,0.100381,-0.0596426,9.68022,-0.0262785,0.000330066,0.00692336,-0.0618184,-0.0653838,9.81746,-0.0232118,-0.00711042,-0.00853302,-0.134063,-0.203812,9.72022,-0.00797245,0.013113,0.00590443,-0.00492213,-0.118856,9.93066,-0.0358281,0.010909,0.0128801,0.1771,0.167725,9.80687,-0.0575912,0.0335074,-0.00488506,0.24471,-0.508786,-9.98836,-0.0205448,0.0136171,0.000841388,0.0885158,0.153662,10.0166,-0.0169508,0.00362653,0.010283
0.013,0.093099,-0.0691092,9.68223,-0.0290888,0.000778479,0.00597371,-0.0761812,-0.0445504,9.79892,-0.0212064,-0.00668373,-0.00951139,-0.131137,-0.226231,9.72723,-0.00707765,0.0106174,0.00677532,0.0184949,-0.119946,9.95973,-0.0376103,0.00961754,0.0134037,0.167952,0.172042,9.8201,-0.0576968,0.032822,-0.00408329,0.255912,-0.493635,-9.98831,-0.0197204,0.0150239,0.000957431,0.0936744,0.139028,10.0282,-0.0192267,0.00244174,0.0118126
0.014,0.0915522,-0.0723132,9.68267,-0.0279717,0.00230608,0.00592683,-0.0657982,-0.050245,9.79423,-0.0214331,-0.00698004,-0.0105804,-0.121469,-0.223425,9.7488,-0.00657448,0.0115,0.007417,0.0121133,-0.115722,9.96073,-0.0376699,0.010659,0.0131895,0.170075,0.171322,9.83334,-0.0579948,0.032497,-0.00472317,0.247975,-0.483086,-10.004,-0.0192531,0.0160184,0.001913,0.0944932,0.151246,10.0333,-0.0191136,0.00173158,0.0106338
0.015,0.0928733,-0.0723861,9.68232,-0.0248909,0.00437327,0.00633135,-0.0430423,-0.0692036,9.79646,-0.0227757,-0.00763786,-0.0116947,-0.108429,-0.208005,9.77765,-0.00626714,0.0140717,0.00794407,-0.00916766,-0.10884,9.9477,-0.0368682,0.012867,0.0126064,0.177833,0.168083,9.84661,-0.0583891,0.0323522,-0.00608388,0.230469,-0.474838,-10.0275,-0.0189645,0.0168068,0.00328833,0.0931421,0.176892,10.0352,-0.0178058,0.00125874,0.00810089
0.016,0.0941943,-0.072459,9.68197,-0.0218101,0.00644046,0.00673586,-0.0202863,-0.0881622,9.7987,-0.0241183,-0.00829567,-0.0128091,-0.0953884,-0.192586,9.80649,-0.0059598,0.0166435,0.00847114,-0.0304486,-0.101958,9.93467,-0.0360665,0.015075,0.0120233,0.185591,0.164844,9.85987,-0.0587834,0.0322074,-0.00744458,0.212963,-0.46659,-10.051,-0.0186759,0.0175952,0.00466367,0.0917909,0.202537,10.037,-0.0164981,0.000785898,0.00556797
0.017,0.0955153,-0.0725318,9.68162,-0.0187293,0.00850765,0.00714038,0.00246958,-0.107121,9.80093,-0.0254609,-0.00895348,-0.0139234,-0.0823482,-0.177166,9.83533,-0.00565246,0.0192153,0.00899821,-0.0517296,-0.0950765,9.92164,-0.0352648,0.017283,0.0114402,0.193349,0.161605,9.87313,-0.0591777,0.0320626,-0.00880529,0.195458,-0.458342,-10.0745,-0.0183872,0.0183836,0.006039,0.0904397,0.228182,10.0389,-0.0151904,0.000313058,0.00303505
0.018,0.093445,-0.0653517,9.68029,-0.0168974,0.00972566,0.00736031,0.0173174,-0.123019,9.80346,-0.026415,-0.00938195,-0.0147035,-0.0781508,-0.16836,9.85256,-0.00531045,0.020731,0.00931845,-0.0700322,-0.0939262,9.90776,-0.0351001,0.019062,0.0107264,0.203779,0.157602,9.88647,-0.0596158,0.03195,-0.0100489,0.18779,-0.449088,-10.0883,-0.018058,0.0191074,0.00661679,0.0924481,0.24324,10.0396,-0.014456,-0.000108612,0.001065
0.019,0.0795055,-0.0327864,9.67554,-0.0194367,0.00797154,0.00693422,0.00448692,-0.128204,9.807,-0.0260096,-0.00900774,-0.0143137,-0.104903,-0.182702,9.82915,-0.00484708,0.0185505,0.00891476,-0.0779108,-0.112836,9.89094,-0.0371652,0.0193398,0.009555,0.223561,0.150927,9.90006,-0.0602071,0.03195,-0.0108827,0.214557,-0.436316,-10.068,-0.0175867,0.0196046,0.00440318,0.106215,0.221242,10.0362,-0.0157283,-0.000351186,0.001065
0.02,0.065566,-0.000221062,9.67079,-0.021976,0.00621742,0.00650813,-0.00834358,-0.13339,9.81054,-0.0256041,-0.00863353,-0.0139238,-0.131655,-0.197043,9.80573,-0.00438371,0.01637,0.00851108,-0.0857893,-0.131746,9.87412,-0.0392302,0.0196177,0.00838357,0.243344,0.144252,9.91365,-0.0607984,0.03195,-0.0117165,0.241325,-0.423543,-10.0477,-0.0171154,0.0201019,0.00218957,0.119982,0.199244,10.0329,-0.0170007,-0.000593761,0.001065
0.021,0.0516265,0.0323443,9.66604,-0.0245152,0.0044633,0.00608204,-0.0211741,-0.138576,9.81408,-0.0251987,-0.00825932,-0.013534,-0.158408,-0.211384,9.78231,-0.00392034,0.0141895,0.00810739,-0.0936679,-0.150657,9.8573,-0.0412952,0.0198955,0.00721215,0.263126,0.137576,9.92724,-0.0613897,0.03195,-0.0125503,0.268092,-0.410771,-10.0274,-0.0166441,0.0205991,-2.40428e-005,0.133749,0.177246,10.0296,-0.018273,-0.000836335,0.001065
0.022,0.0376869,0.0649096,9.66129,-0.0270545,0.00270918,0.00565595,-0.0340046,-0.143761,9.81762,-0.0247933,-0.00788511,-0.0131442,-0.18516,-0.225726,9.7589,-0.00345697,0.012009,0.0077037,-0.101546,-0.169567,9.84047,-0.0433603,0.0201733,0.00604073,0.282908,0.130901,9.94082,-0.061981,0.03195,-0.013384,0.294859,-0.397999,-10.0071,-0.0161728,0.0210964,-0.00223765,0.147516,0.155248,10.0262,-0.0195454,-0.00107891,0.001065
0.023,0.0560142,0.078969,9.66211,-0.0267345,0.00292993,0.00466213,-0.0230493,-0.113315,9.82389,-0.0252948,-0.00864552,-0.0135475,-0.187379,-0.24478,9.75129,-0.00419629,0.0127636,0.0077602,-0.0981749,-0.154845,9.83644,-0.0427596,0.0205833,0.00535244,0.280434,0.121623,9.94273,-0.0610363,0.0317087,-0.013084,0.26372,-0.408493,-10.0034,-0.0153311,0.0208628,-0.00118935,0.153966,0.16673,10.0345,-0.0188802,-0.00132148,0.00110748
0.024,0.0835606,0.087741,9.66452,-0.0255977,0.00371493,0.00350611,-0.00529798,-0.0726874,9.83095,-0.0260556,-0.0097301,-0.0141775,-0.182589,-0.265181,9.74819,-0.00527925,0.0143568,0.00794817,-0.091589,-0.130515,9.83607,-0.0413973,0.0210311,0.00480218,0.2716,0.111602,9.94131,-0.0596528,0.0313985,-0.0124599,0.216036,-0.425636,-10.0045,-0.0143834,0.0204204,0.000790925,0.158326,0.187777,10.0461,-0.0176615,-0.00156406,0.00116211
0.025,0.111107,0.096513,9.66693,-0.0244608,0.00449993,0.00235008,0.0124533,-0.0320601,9.838,-0.0268163,-0.0108147,-0.0148075,-0.177799,-0.285581,9.74509,-0.0063622,0.0159501,0.00813614,-0.0850031,-0.106185,9.83569,-0.040035,0.0214789,0.00425193,0.262766,0.101581,9.93988,-0.0582692,0.0310883,-0.0118359,0.168351,-0.442778,-10.0056,-0.0134358,0.0199781,0.0027712,0.162686,0.208824,10.0577,-0.0164427,-0.00180663,0.00121673
0.026,0.138653,0.105285,9.66933,-0.0233239,0.00528494,0.00119406,0.0302046,0.0085672,9.84505,-0.027577,-0.0118993,-0.0154375,-0.173009,-0.305982,9.74199,-0.00744515,0.0175433,0.00832411,-0.0784172,-0.0818546,9.83532,-0.0386726,0.0219266,0.00370167,0.253932,0.0915605,9.93846,-0.0568857,0.0307781,-0.0112119,0.120667,-0.45992,-10.0067,-0.0124882,0.0195357,0.00475148,0.167046,0.229872,10.0693,-0.015224,-0.00204921,0.00127135
0.027,0.152065,0.113719,9.66532,-0.0226627,0.00645925,0.00139834,0.032241,0.0283114,9.84885,-0.0284474,-0.0124612,-0.0148209,-0.174386,-0.323418,9.7443,-0.00872035,0.018422,0.00868047,-0.0690639,-0.0718752,9.84468,-0.0369655,0.0221594,0.00431519,0.245757,0.086015,9.92722,-0.0557772,0.0305059,-0.0106342,0.103058,-0.470498,-10.0096,-0.0126265,0.0194696,0.00570524,0.159255,0.238655,10.0784,-0.0148858,-0.00228473,0.00152213
0.028,0.137206,0.121478,9.64844,-0.0229528,0.00841218,0.00432326,0.00284769,0.00628927,9.84617,-0.0295369,-0.0119777,-0.0117111,-0.188096,-0.334925,9.75743,-0.01038,0.0178718,0.00937361,-0.0541759,-0.0905975,9.87354,-0.0345689,0.0219622,0.00725624,0.238898,0.0894204,9.89636,-0.0552187,0.0303097,-0.0101492,0.145598,-0.467948,-10.016,-0.0149364,0.0201562,0.00460596,0.127164,0.22291,10.0828,-0.0163088,-0.00250615,0.00216523
0.029,0.122348,0.129237,9.63156,-0.0232429,0.0103651,0.00724817,-0.0265456,-0.0157328,9.84349,-0.0306265,-0.0114942,-0.00860124,-0.201807,-0.346431,9.77055,-0.0120397,0.0173215,0.0100667,-0.0392878,-0.10932,9.9024,-0.0321722,0.021765,0.0101973,0.232039,0.0928258,9.86551,-0.0546603,0.0301136,-0.00966425,0.188139,-0.465397,-10.0224,-0.0172464,0.0208429,0.00350669,0.0950727,0.207165,10.0871,-0.0177317,-0.00272756,0.00280832
0.03,0.107489,0.136996,9.61469,-0.023533,0.0123181,0.0101731,-0.0559389,-0.0377549,9.84081,-0.0317161,-0.0110107,-0.00549143,-0.215517,-0.357938,9.78368,-0.0136994,0.0167713,0.0107599,-0.0243997,-0.128042,9.93126,-0.0297755,0.0215679,0.0131383,0.22518,0.0962312,9.83465,-0.0541019,0.0299175,-0.00917929,0.230679,-0.462847,-10.0287,-0.0195564,0.0215295,0.00240741,0.0629813,0.191421,10.0915,-0.0191547,-0.00294898,0.00345142
