Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0552594,0.0660681,0.0539716,0.0581955,0.0557071,0.064595,0.0585715,0.03431,0.0705392,0.117522,0.0734088,0.0636996,0.0685431,0.0465646,0.0660974,0.0703625
0.021,0.0680768,0.0535559,0.047868,0.0542282,0.0697452,0.0752762,0.0546042,0.0425497,0.056196,0.0656424,0.0547931,0.0600375,0.0609137,0.0633493,0.0599939,0.0645642
0.022,0.0634991,0.0474524,0.0625165,0.0548386,0.0831729,0.0694778,0.0625388,0.0300375,0.061384,-0.0198068,0.0621173,0.0609531,0.0563361,0.0535837,0.0606042,0.0743298
0.023,0.0448834,0.0532507,0.0786908,0.0511765,0.0755435,0.0560501,0.0707785,0.0275961,0.0769479,-0.0259103,0.0718829,0.0514926,0.0703741,0.0459543,0.0511438,0.0627332
0.024,0.0601422,0.0514197,0.0521405,0.0484299,0.0715762,0.0758865,0.0607077,0.0434653,0.0671823,0.0195609,0.0462482,0.0597324,0.0496222,0.0477853,0.0468713,0.0523572
0.025,0.0171124,0.0389075,0.0655682,0.0331711,0.0691348,0.0563553,0.0735251,0.0285117,0.0592477,0.0763235,0.0416705,0.0411166,0.0413824,0.0538889,0.0505334,0.0621228
0.026,0.070213,0.055387,0.0689252,0.076506,0.0779849,0.067952,0.0591818,0.0242392,0.0522287,0.101043,0.0465533,0.00266449,0.0581671,0.0377145,0.0660974,0.0651746
0.027,0.0692975,0.0596594,0.0637372,0.0566696,0.0700504,0.0520828,0.0668112,0.0166098,0.0748117,0.0879202,0.0547931,0.00296967,0.0627448,0.0587717,0.0407678,0.0792126
0.028,0.0686871,0.0477576,0.0600751,0.0578903,0.0618106,0.0496414,0.0512473,0.0452963,0.0833566,0.0342093,0.0547931,-0.00588043,0.0557257,0.0584665,0.0493127,0.0807385
0.029,0.0647198,0.0630164,0.063432,0.0652145,0.0550967,0.0511673,0.0417868,0.039498,0.0616891,0.0216971,0.0587604,-0.0113736,0.0786139,0.0538889,0.0535852,0.0612073
0.03,0.0439679,0.0547766,0.0475629,0.0755905,0.0621158,0.0539139,0.0521628,0.0260703,0.0647409,0.0290213,0.0651691,0.0130405,0.059693,0.0520578,0.0465662,0.0709729
0.031,0.0561749,0.0425696,0.0518353,0.0603317,0.0325137,0.0441483,0.0460593,0.027291,0.056196,-0.00149628,0.0731036,0.0221957,0.0621344,0.0596872,0.061825,0.0807385
0.032,0.0534283,0.0431799,0.0704511,0.0844406,0.0248843,0.0539139,0.0411765,0.0330893,0.0445993,0.0226126,0.0694415,0.0386752,0.0670172,0.0459543,0.063656,0.0566296
0.033,0.0888287,0.0678992,0.0609906,0.0768112,0.0352603,0.0398758,0.043923,0.0279013,0.0455148,0.040618,0.0544879,0.0936069,0.059693,0.0468698,0.0630457,0.0755505
0.034,0.0625836,0.0544714,0.0576337,0.0725388,0.0444156,0.0542191,0.0478903,0.051705,0.056196,0.00735382,0.0621173,0.161661,0.0429083,0.052363,0.0465662,0.069447
0.035,0.0561749,0.0401282,0.0506146,0.0618576,0.0413638,0.0621536,0.0384299,0.0495688,0.0653513,0.0479422,0.0447223,0.173868,0.0340582,0.047175,0.0679285,0.0654797
0.036,0.0665509,0.0401282,0.0396283,0.0554489,0.019086,0.0511673,0.0451437,0.0510947,0.0983102,0.0699149,0.0435016,0.138163,0.0447394,0.0844064,0.0606042,0.0633435
0.037,0.0668561,0.0395178,0.0475629,0.0456833,0.0306827,0.0502518,0.0457541,0.0657431,0.0604684,0.0860892,0.0325153,0.0987949,0.0563361,0.0599924,0.0572473,0.0667004
0.038,0.058006,0.0492834,0.0622113,0.0408005,0.0386172,0.0533035,0.0381247,0.0581137,0.0558908,0.13095,0.045943,0.0835361,0.0447394,0.0538889,0.0627405,0.0663953
0.039,0.0595319,0.0230383,0.0448163,0.0612473,0.0276309,0.0563553,0.0787131,0.0504843,0.0845773,0.18283,0.0648639,0.0682773,0.0566412,0.0584665,0.0602991,0.0554089
0.04,0.065025,-0.00229126,0.0597699,0.0386642,0.00871002,0.0606277,0.0713889,0.0584189,0.0778635,0.14743,0.0785968,0.0722446,0.0490118,0.0505319,0.0502283,0.0587659
