Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.91786,-2.19869,7.94452,-0.037294,4.74e-05,0.0160129,0.299853,9.63278,-1.30277,0.0275796,-0.01278,0.0290855,-0.316378,9.61292,0.848107,-0.00847199,0.0762675,-0.050103,4.88433,1.56333,8.72248,0.00323066,0.000764297,0.0101353,-1.22766,-9.74633,-1.33167,-0.00441368,-0.116228,-0.0246379,9.61286,-0.755793,2.00993,0.119531,0.09159,0.0339078,0.0768772,-9.75019,-1.92063,-0.0461243,0.00223622,-0.033509
0.001,4.92211,-2.21857,7.95863,-0.0377879,0.00120175,0.0169487,0.303495,9.63762,-1.28388,0.0264205,-0.0119341,0.0282639,-0.320769,9.5973,0.848745,-0.00942361,0.0758752,-0.0499694,4.88936,1.5611,8.72337,0.00257505,0.00188947,0.00999764,-1.20096,-9.73056,-1.3114,-0.00465538,-0.115291,-0.0232244,9.59271,-0.756834,2.02152,0.120769,0.09159,0.034784,0.076482,-9.75222,-1.92787,-0.0454435,0.00370723,-0.032945
0.002,4.92636,-2.23846,7.97275,-0.0382818,0.00235611,0.0178845,0.307137,9.64245,-1.26498,0.0252613,-0.0110882,0.0274424,-0.32516,9.58169,0.849383,-0.0103752,0.0754829,-0.0498359,4.89439,1.55887,8.72427,0.00191944,0.00301465,0.00985995,-1.17426,-9.71479,-1.29112,-0.00489708,-0.114354,-0.0218108,9.57256,-0.757875,2.03311,0.122007,0.09159,0.0356601,0.0760867,-9.75425,-1.93512,-0.0447626,0.00517824,-0.0323809
0.003,4.93061,-2.25834,7.98686,-0.0387757,0.00351046,0.0188203,0.31078,9.64729,-1.24608,0.0241022,-0.0102423,0.0266209,-0.329552,9.56608,0.850021,-0.0113269,0.0750905,-0.0497023,4.89942,1.55664,8.72516,0.00126383,0.00413982,0.00972227,-1.14756,-9.69902,-1.27084,-0.00513878,-0.113417,-0.0203973,9.55241,-0.758915,2.0447,0.123245,0.09159,0.0365363,0.0756914,-9.75628,-1.94237,-0.0440818,0.00664926,-0.0318169
0.004,4.93486,-2.27822,8.00098,-0.0392696,0.00466481,0.019756,0.314422,9.65212,-1.22719,0.0229431,-0.00939635,0.0257994,-0.333943,9.55046,0.850659,-0.0122785,0.0746982,-0.0495688,4.90445,1.55441,8.72605,0.000608221,0.005265,0.00958458,-1.12086,-9.68325,-1.25056,-0.00538048,-0.11248,-0.0189837,9.53225,-0.759956,2.05628,0.124483,0.09159,0.0374125,0.0752961,-9.7583,-1.94961,-0.0434009,0.00812027,-0.0312529
0.005,4.93596,-2.27637,8.01391,-0.0399744,0.00426438,0.019752,0.318516,9.65581,-1.22299,0.0224459,-0.0083995,0.024677,-0.329831,9.5414,0.846624,-0.0125803,0.074395,-0.0495776,4.90089,1.56067,8.7201,0.000814325,0.00572101,0.00918185,-1.11723,-9.6778,-1.2571,-0.00566521,-0.112901,-0.0177702,9.51837,-0.757596,2.06029,0.125143,0.0912932,0.0389469,0.0830424,-9.77457,-1.95425,-0.0435279,0.00841305,-0.0319123
0.006,4.93454,-2.25713,8.02588,-0.0408481,0.00262011,0.018996,0.322973,9.65858,-1.23057,0.0224782,-0.0072819,0.0233141,-0.318915,9.53759,0.83885,-0.0123623,0.0741633,-0.0497004,4.89045,1.57372,8.70866,0.0017098,0.0056417,0.0085671,-1.13205,-9.68063,-1.28509,-0.00598436,-0.114408,-0.0167166,9.50951,-0.752516,2.05823,0.125342,0.090759,0.0410079,0.0973019,-9.80222,-1.9568,-0.0443011,0.00776324,-0.0335505
0.007,4.93312,-2.23788,8.03786,-0.0417217,0.000975841,0.01824,0.327429,9.66135,-1.23814,0.0225106,-0.00616431,0.0219512,-0.308,9.53377,0.831077,-0.0121443,0.0739315,-0.0498231,4.88001,1.58678,8.69723,0.00260528,0.00556239,0.00795234,-1.14686,-9.68345,-1.31308,-0.00630351,-0.115916,-0.015663,9.50065,-0.747436,2.05617,0.12554,0.0902248,0.0430689,0.111561,-9.82987,-1.95935,-0.0450743,0.00711344,-0.0351886
0.008,4.93171,-2.21864,8.04984,-0.0425954,-0.000668428,0.0174841,0.331886,9.66412,-1.24571,0.0225429,-0.00504671,0.0205882,-0.297085,9.52995,0.823303,-0.0119262,0.0736997,-0.0499459,4.86957,1.59983,8.6858,0.00350075,0.00548307,0.00733759,-1.16168,-9.68627,-1.34107,-0.00662266,-0.117424,-0.0146094,9.49179,-0.742356,2.05411,0.125738,0.0896906,0.0451299,0.125821,-9.85752,-1.9619,-0.0458475,0.00646363,-0.0368268
0.009,4.9291,-2.20434,8.06162,-0.0431419,-0.00213331,0.0166435,0.334527,9.66519,-1.25326,0.0224768,-0.00408917,0.0194392,-0.287388,9.52808,0.815965,-0.0117608,0.073535,-0.0501497,4.86023,1.61188,8.6751,0.00420512,0.00526023,0.00675449,-1.17488,-9.68826,-1.36711,-0.00694612,-0.11871,-0.0136506,9.48587,-0.737999,2.0526,0.126077,0.0891067,0.0471712,0.136549,-9.88004,-1.96588,-0.046567,0.00591939,-0.0381487
