Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.85211,-1.78111,8.26626,0.0578782,0.0387082,-0.0516546,0.428999,9.60015,-1.20601,-0.0183227,0.133832,-0.084205,-0.713993,9.58941,-0.0897975,-0.018466,0.359217,-0.118117,4.81317,1.01283,8.71853,0.0116782,-0.00708773,0.0145059,-2.76353,-9.23385,-2.3044,-0.0891908,-0.216195,-0.072289,8.65823,-2.80166,3.14678,0.48807,-0.012658,0.0638334,0.477417,-9.92011,-0.412844,-0.0704771,-0.0594529,0.0258853
0.001,4.87077,-1.77131,8.25755,0.0580913,0.0392234,-0.0491401,0.420714,9.6085,-1.19765,-0.0196997,0.133308,-0.0842914,-0.714648,9.59107,-0.0846491,-0.0184092,0.361162,-0.118268,4.81506,0.998791,8.731,0.0103115,-0.00677955,0.0136711,-2.78388,-9.24292,-2.29135,-0.0872231,-0.216355,-0.0738525,8.67532,-2.81204,3.16419,0.494558,-0.010064,0.0623818,0.504469,-9.92295,-0.417639,-0.0720774,-0.0577428,0.0265708
0.002,4.88943,-1.76151,8.24885,0.0583044,0.0397386,-0.0466256,0.41243,9.61685,-1.18929,-0.0210767,0.132783,-0.0843778,-0.715303,9.59274,-0.0795006,-0.0183524,0.363107,-0.118419,4.81694,0.984753,8.74348,0.00894479,-0.00647136,0.0128363,-2.80423,-9.25199,-2.2783,-0.0852554,-0.216516,-0.075416,8.69241,-2.82241,3.18161,0.501047,-0.00746996,0.0609302,0.531521,-9.9258,-0.422433,-0.0736777,-0.0560326,0.0272564
0.003,4.90808,-1.7517,8.24014,0.0585176,0.0402538,-0.0441111,0.404145,9.62519,-1.18092,-0.0224537,0.132259,-0.0844642,-0.715958,9.59441,-0.0743522,-0.0182956,0.365053,-0.11857,4.81883,0.970716,8.75596,0.00757809,-0.00616318,0.0120015,-2.82458,-9.26105,-2.26525,-0.0832878,-0.216676,-0.0769795,8.70951,-2.83278,3.19902,0.507536,-0.00487596,0.0594786,0.558573,-9.92864,-0.427227,-0.075278,-0.0543225,0.0279419
0.004,4.92674,-1.7419,8.23143,0.0587307,0.040769,-0.0415966,0.395861,9.63354,-1.17256,-0.0238307,0.131734,-0.0845506,-0.716613,9.59607,-0.0692038,-0.0182388,0.366998,-0.118721,4.82071,0.956678,8.76843,0.00621138,-0.00585499,0.0111667,-2.84493,-9.27012,-2.2522,-0.0813201,-0.216837,-0.0785431,8.7266,-2.84316,3.21644,0.514025,-0.00228195,0.058027,0.585624,-9.93149,-0.432021,-0.0768782,-0.0526124,0.0286275
0.005,4.93232,-1.73349,8.21589,0.0572695,0.0404597,-0.0413551,0.39604,9.63047,-1.17048,-0.0245824,0.130734,-0.0840258,-0.71258,9.59788,-0.0690183,-0.0174026,0.368804,-0.11918,4.8234,0.968303,8.77347,0.00535293,-0.00583045,0.0124842,-2.86919,-9.26804,-2.24743,-0.0807169,-0.21739,-0.079375,8.73564,-2.86125,3.23092,0.518704,-0.00143364,0.0568985,0.586344,-9.94506,-0.439659,-0.0769482,-0.0519678,0.0282075
0.006,4.92743,-1.7262,8.19488,0.0544689,0.0394908,-0.0429321,0.402992,9.61826,-1.17343,-0.0248338,0.129353,-0.0830119,-0.704797,9.59979,-0.0728033,-0.0159428,0.370499,-0.119884,4.82674,1.00046,8.77255,0.00490107,-0.00603282,0.0155235,-2.89656,-9.25703,-2.24929,-0.0812053,-0.218257,-0.0796217,8.73823,-2.88553,3.24306,0.521934,-0.00198189,0.0560284,0.565998,-9.96723,-0.449573,-0.0757938,-0.0521756,0.026903
0.007,4.92254,-1.71891,8.17387,0.0516682,0.038522,-0.044509,0.409943,9.60605,-1.17638,-0.0250851,0.127972,-0.081998,-0.697013,9.60171,-0.0765883,-0.014483,0.372193,-0.120588,4.83007,1.03261,8.77164,0.00444922,-0.00623519,0.0185628,-2.92394,-9.24602,-2.25114,-0.0816937,-0.219123,-0.0798683,8.74083,-2.90981,3.2552,0.525164,-0.00253015,0.0551583,0.545652,-9.98939,-0.459487,-0.0746395,-0.0523834,0.0255985
0.008,4.91765,-1.71161,8.15286,0.0488676,0.0375531,-0.0460859,0.416894,9.59385,-1.17933,-0.0253365,0.12659,-0.0809841,-0.68923,9.60362,-0.0803732,-0.0130232,0.373888,-0.121293,4.83341,1.06477,8.77072,0.00399736,-0.00643756,0.0216021,-2.95132,-9.23501,-2.253,-0.082182,-0.21999,-0.080115,8.74343,-2.93408,3.26734,0.528394,-0.0030784,0.0542882,0.525306,-10.0116,-0.469401,-0.0734851,-0.0525913,0.024294
0.009,4.91191,-1.70597,8.13432,0.046474,0.0365881,-0.0473833,0.423452,9.58353,-1.18098,-0.0255338,0.125394,-0.0801013,-0.682796,9.60689,-0.0833697,-0.0118073,0.375582,-0.122188,4.83624,1.08955,8.7719,0.00376767,-0.00656523,0.0241698,-2.97552,-9.22322,-2.25524,-0.082416,-0.220638,-0.0801073,8.74907,-2.95415,3.27938,0.532212,-0.00374284,0.0536358,0.507463,-10.0294,-0.477002,-0.0724185,-0.0526211,0.0231615
