Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.86422,-2.01613,8.71485,-0.296441,-0.512114,0.0346699,-0.124261,10.3416,-1.20589,-0.580237,0.236539,-1.30747,3.06689,9.54305,-0.274308,-0.145354,-0.0893341,-0.894904,24.7303,-14.5795,-8.07871,0.695969,0.560706,-1.24538,12.0805,-13.4708,-3.40463,-1.5565,1.01065,-1.3667,9.87351,-1.28306,1.73339,0.220439,-0.139555,0.060697,-19.9555,-15.0231,8.04272,-0.695774,0.251034,-1.44072
0.001,4.88993,-1.95877,8.74136,-0.290943,-0.522113,0.03468,-0.151544,10.4087,-1.15885,-0.586371,0.239829,-1.31664,3.0628,9.56298,-0.276199,-0.141469,-0.0886436,-0.887553,24.7458,-14.5556,-8.18297,0.649906,0.492164,-1.24725,12.1571,-13.6672,-3.60416,-1.38064,1.14093,-1.38122,9.94039,-1.32948,1.77116,0.225537,-0.129783,0.0611068,-19.9408,-14.7141,7.91064,-0.699044,0.321846,-1.34194
0.002,4.91565,-1.90141,8.76788,-0.285446,-0.532112,0.03469,-0.178827,10.4759,-1.11182,-0.592505,0.243119,-1.32581,3.05872,9.58292,-0.27809,-0.137584,-0.087953,-0.880202,24.7612,-14.5316,-8.28723,0.603844,0.423622,-1.24912,12.2336,-13.8635,-3.80369,-1.20478,1.2712,-1.39574,10.0073,-1.3759,1.80893,0.230635,-0.120011,0.0615167,-19.9262,-14.4051,7.77855,-0.702315,0.392658,-1.24316
0.003,4.94136,-1.84405,8.7944,-0.279949,-0.542111,0.0347001,-0.206111,10.543,-1.06478,-0.598639,0.246408,-1.33498,3.05463,9.60285,-0.279982,-0.133698,-0.0872625,-0.87285,24.7767,-14.5077,-8.39149,0.557782,0.35508,-1.25099,12.3102,-14.0599,-4.00321,-1.02891,1.40148,-1.41025,10.0742,-1.42232,1.84671,0.235733,-0.110239,0.0619265,-19.9115,-14.0961,7.64647,-0.705586,0.463469,-1.14437
0.004,4.96708,-1.78669,8.82092,-0.274452,-0.55211,0.0347102,-0.233394,10.6102,-1.01775,-0.604772,0.249698,-1.34415,3.05054,9.62278,-0.281873,-0.129813,-0.0865719,-0.865499,24.7922,-14.4837,-8.49575,0.51172,0.286538,-1.25286,12.3867,-14.2563,-4.20274,-0.853053,1.53176,-1.42477,10.141,-1.46874,1.88448,0.240831,-0.100467,0.0623364,-19.8969,-13.7871,7.51439,-0.708857,0.534281,-1.04559
0.005,4.97493,-1.76405,8.83009,-0.268554,-0.562203,0.0360811,-0.270482,10.6621,-0.966077,-0.610844,0.251066,-1.35395,3.03131,9.61705,-0.30245,-0.125613,-0.08785,-0.858622,24.7976,-14.4746,-8.50616,0.466217,0.216552,-1.25677,12.4345,-14.3725,-4.30649,-0.652768,1.66048,-1.42993,10.2046,-1.49055,1.9025,0.244997,-0.0907051,0.0602912,-19.8871,-13.5494,7.44102,-0.711077,0.609342,-0.947978
0.006,4.9685,-1.76919,8.82539,-0.262336,-0.572373,0.0385408,-0.315414,10.7018,-0.910698,-0.616865,0.250896,-1.36425,2.99995,9.5908,-0.337975,-0.121162,-0.090703,-0.852124,24.795,-14.4775,-8.4415,0.421162,0.145412,-1.26233,12.4594,-14.4245,-4.33364,-0.432945,1.78795,-1.42759,10.2654,-1.49266,1.90473,0.248417,-0.0809513,0.056282,-19.8812,-13.3687,7.41461,-0.712458,0.687803,-0.85131
0.007,4.96206,-1.77433,8.82069,-0.256117,-0.582542,0.0410005,-0.360347,10.7415,-0.855319,-0.622887,0.250726,-1.37455,2.96859,9.56455,-0.3735,-0.116711,-0.0935561,-0.845626,24.7925,-14.4803,-8.37684,0.376107,0.0742712,-1.26789,12.4842,-14.4764,-4.36078,-0.213122,1.91542,-1.42525,10.3263,-1.49478,1.90696,0.251837,-0.0711976,0.0522728,-19.8753,-13.188,7.38821,-0.713838,0.766264,-0.754643
0.008,4.95563,-1.77947,8.81599,-0.249899,-0.592711,0.0434602,-0.405279,10.7811,-0.79994,-0.628909,0.250556,-1.38486,2.93723,9.5383,-0.409025,-0.11226,-0.0964091,-0.839129,24.7899,-14.4832,-8.31218,0.331051,0.00313058,-1.27344,12.509,-14.5284,-4.38792,0.00670149,2.0429,-1.42291,10.3871,-1.49689,1.90919,0.255258,-0.0614438,0.0482636,-19.8694,-13.0073,7.3618,-0.715218,0.844725,-0.657975
0.009,4.94777,-1.78635,8.81349,-0.243644,-0.602958,0.0458421,-0.448061,10.8153,-0.750497,-0.635003,0.249858,-1.39519,2.90352,9.51322,-0.443484,-0.107962,-0.0996295,-0.832529,24.7886,-14.4924,-8.24369,0.288266,-0.0670985,-1.27981,12.5333,-14.5705,-4.40777,0.2282,2.16908,-1.41906,10.446,-1.49877,1.90861,0.258646,-0.0517576,0.0440038,-19.8629,-12.8326,7.34257,-0.715566,0.923053,-0.561369
