Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.68315,-0.136165,4.3275,0.0317392,-0.0968338,-0.139807,1.87241,2.29022,5.16811,0.0977938,2.01749,-2.99887,4.3325,-2.49831,8.48072,-0.059451,-0.0293562,0.0068538,-0.862577,-4.96561,0.127178,-0.840145,1.91505,-2.77172,-4.52563,-7.31161,-0.29171,0.485337,2.18376,0.0587465,-0.540359,9.86119,-1.70566,0.0527622,-0.283087,-0.236446,-0.631392,9.59614,-2.68535,-0.00313475,-0.0554302,0.143976
0.001,8.68111,-0.152454,4.3036,0.0263385,-0.102563,-0.139154,1.94055,2.25857,5.19449,0.102906,2.04002,-2.99823,4.33788,-2.48714,8.49705,-0.0595592,-0.030012,0.00716303,-0.885065,-5.01196,0.133759,-0.843054,1.9031,-2.80112,-4.46104,-7.2434,-0.229431,0.470145,2.24349,0.0783537,-0.561777,9.84614,-1.67263,0.0555438,-0.294607,-0.24021,-0.61546,9.60077,-2.66238,-0.00167219,-0.0566128,0.148796
0.002,8.67908,-0.168743,4.2797,0.0209377,-0.108293,-0.138501,2.00869,2.22692,5.22087,0.108017,2.06256,-2.9976,4.34325,-2.47596,8.51337,-0.0596674,-0.0306678,0.00747225,-0.907553,-5.05831,0.14034,-0.845963,1.89115,-2.83052,-4.39645,-7.17519,-0.167151,0.454954,2.30322,0.097961,-0.583196,9.83108,-1.63961,0.0583254,-0.306127,-0.243974,-0.599528,9.60541,-2.63941,-0.000209619,-0.0577953,0.153615
0.003,8.67704,-0.185032,4.2558,0.0155369,-0.114022,-0.137848,2.07684,2.19528,5.24725,0.113129,2.0851,-2.99696,4.34863,-2.46479,8.52969,-0.0597756,-0.0313236,0.00778147,-0.930042,-5.10466,0.146921,-0.848872,1.8792,-2.85992,-4.33186,-7.10698,-0.104872,0.439762,2.36294,0.117568,-0.604614,9.81603,-1.60658,0.0611071,-0.317647,-0.247738,-0.583597,9.61004,-2.61644,0.00125295,-0.0589779,0.158435
0.004,8.675,-0.201321,4.2319,0.0101362,-0.119751,-0.137195,2.14498,2.16363,5.27362,0.118241,2.10764,-2.99633,4.35401,-2.45361,8.54602,-0.0598838,-0.0319794,0.00809069,-0.95253,-5.15101,0.153502,-0.85178,1.86725,-2.88932,-4.26726,-7.03878,-0.0425921,0.42457,2.42267,0.137176,-0.626033,9.80098,-1.57356,0.0638887,-0.329168,-0.251502,-0.567665,9.61467,-2.59348,0.00271552,-0.0601605,0.163255
0.005,8.67902,-0.191,4.20172,0.00464481,-0.1238,-0.136643,2.17012,2.1209,5.30802,0.124351,2.12936,-2.99163,4.36177,-2.44027,8.55354,-0.0610887,-0.0327311,0.0088659,-0.95824,-5.20412,0.130814,-0.856265,1.85656,-2.91897,-4.21509,-6.98735,0.0114441,0.407525,2.47778,0.155658,-0.640628,9.80791,-1.55356,0.0659491,-0.339049,-0.255905,-0.56292,9.62756,-2.56606,0.0045911,-0.0605901,0.167672
0.006,8.68787,-0.159391,4.16651,-0.000919011,-0.126503,-0.136173,2.16085,2.0693,5.34882,0.131259,2.15042,-2.98368,4.37144,-2.4252,8.55401,-0.0631711,-0.0335595,0.0100139,-0.950528,-5.26265,0.0847095,-0.862011,1.84687,-2.94883,-4.17286,-6.94934,0.0588856,0.388997,2.5292,0.17324,-0.649766,9.83243,-1.54398,0.0674324,-0.347618,-0.260819,-0.567125,9.64705,-2.53509,0.00679711,-0.0604174,0.171767
0.007,8.69673,-0.127782,4.1313,-0.00648283,-0.129206,-0.135702,2.15158,2.0177,5.38963,0.138167,2.17148,-2.97573,4.38111,-2.41013,8.55449,-0.0652534,-0.0343879,0.0111619,-0.942815,-5.32118,0.0386051,-0.867756,1.83718,-2.97869,-4.13063,-6.91133,0.106327,0.370469,2.58062,0.190822,-0.658904,9.85695,-1.53439,0.0689157,-0.356188,-0.265733,-0.571329,9.66653,-2.50412,0.00900311,-0.0602448,0.175863
0.008,8.70559,-0.0961729,4.0961,-0.0120467,-0.131909,-0.135232,2.14232,1.9661,5.43043,0.145076,2.19254,-2.96778,4.39079,-2.39506,8.55496,-0.0673358,-0.0352163,0.0123099,-0.935102,-5.37971,-0.00749921,-0.873502,1.82749,-3.00855,-4.0884,-6.87333,0.153769,0.351941,2.63203,0.208404,-0.668041,9.88146,-1.52481,0.0703991,-0.364757,-0.270647,-0.575534,9.68602,-2.47315,0.0112091,-0.0600721,0.179958
0.009,8.71202,-0.0663174,4.06582,-0.0174952,-0.134321,-0.134733,2.12951,1.91027,5.46725,0.152801,2.21239,-2.9594,4.39975,-2.38201,8.55514,-0.0693423,-0.0359857,0.0135554,-0.922997,-5.44149,-0.0509628,-0.879058,1.81756,-3.03852,-4.05019,-6.83838,0.19857,0.33363,2.68256,0.225616,-0.678467,9.90529,-1.51274,0.0719691,-0.373706,-0.275486,-0.579217,9.70082,-2.44441,0.0135367,-0.060188,0.184009
