Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,9.39891,-0.659093,4.57165,0.251942,0.167508,-0.169517,-1.22477,5.46505,6.68563,1.09453,0.467886,0.435936,4.5082,-2.99446,8.22525,0.0434939,-0.0065269,-0.00827909,2.425,-5.10486,0.180103,-0.805967,-0.841384,-0.275702,-4.5461,-9.89342,-0.21527,-0.403474,-0.0764615,-0.928171,1.00717,9.86213,-1.78412,0.233995,-0.278952,-0.165452,-0.0130397,9.73566,-2.80732,0.0814721,-0.0844558,-0.126788
0.001,9.37685,-0.720873,4.56978,0.252748,0.166502,-0.17254,-0.974985,5.63971,6.66205,1.0916,0.464719,0.371632,4.50788,-2.98363,8.22358,0.0411795,-0.00448527,-0.00872224,2.36982,-5.11394,0.240381,-0.823063,-0.797972,-0.29507,-4.50421,-9.79811,-0.258934,-0.396714,-0.056725,-0.92552,1.06051,9.83581,-1.79228,0.226314,-0.283244,-0.16297,0.064843,9.71619,-2.81615,0.0763038,-0.100775,-0.122031
0.002,9.35479,-0.782653,4.56791,0.253554,0.165497,-0.175563,-0.725199,5.81437,6.63847,1.08867,0.461552,0.307327,4.50755,-2.97281,8.22191,0.0388651,-0.00244363,-0.0091654,2.31463,-5.12303,0.30066,-0.840159,-0.754561,-0.314438,-4.46232,-9.70279,-0.302599,-0.389954,-0.0369884,-0.922869,1.11384,9.8095,-1.80044,0.218634,-0.287535,-0.160489,0.142726,9.69671,-2.82497,0.0711355,-0.117095,-0.117274
0.003,9.33273,-0.844433,4.56605,0.25436,0.164492,-0.178586,-0.475413,5.98902,6.61489,1.08575,0.458385,0.243022,4.50722,-2.96199,8.22025,0.0365508,-0.000401997,-0.00960855,2.25945,-5.13212,0.360938,-0.857255,-0.71115,-0.333806,-4.42043,-9.60747,-0.346263,-0.383194,-0.0172518,-0.920219,1.16718,9.78319,-1.80861,0.210954,-0.291826,-0.158007,0.220609,9.67723,-2.83379,0.0659671,-0.133414,-0.112518
0.004,9.31067,-0.906213,4.56418,0.255166,0.163487,-0.181609,-0.225627,6.16368,6.59131,1.08282,0.455219,0.178718,4.5069,-2.95117,8.21858,0.0342364,0.00163964,-0.0100517,2.20427,-5.14121,0.421216,-0.874351,-0.667738,-0.353174,-4.37854,-9.51215,-0.389927,-0.376434,0.00248474,-0.917568,1.22052,9.75687,-1.81677,0.203273,-0.296117,-0.155526,0.298491,9.65776,-2.84261,0.0607988,-0.149734,-0.107761
0.005,9.29766,-0.933724,4.54839,0.253804,0.159696,-0.18352,-0.0303318,6.26932,6.57715,1.073,0.488533,0.107601,4.49875,-2.94115,8.22789,0.0327312,0.00403858,-0.00979324,2.18736,-5.16149,0.46546,-0.889739,-0.62662,-0.37364,-4.34427,-9.42546,-0.422455,-0.372217,0.0226184,-0.917024,1.26072,9.7436,-1.83008,0.196186,-0.298874,-0.1509,0.337559,9.63513,-2.836,0.0557518,-0.164752,-0.104068
0.006,9.29187,-0.93382,4.52146,0.250707,0.153677,-0.184543,0.12137,6.31974,6.5705,1.05767,0.551033,0.0310356,4.48434,-2.93177,8.24598,0.0318734,0.00672337,-0.00897348,2.20107,-5.19074,0.496877,-0.903761,-0.587335,-0.394983,-4.3161,-9.34566,-0.446074,-0.370035,0.0430696,-0.918164,1.29042,9.74077,-1.84751,0.189572,-0.300404,-0.144557,0.345574,9.60997,-2.81705,0.050802,-0.17873,-0.101227
0.007,9.28609,-0.933917,4.49454,0.247609,0.147658,-0.185565,0.273073,6.37015,6.56386,1.04233,0.613532,-0.0455302,4.46994,-2.92239,8.26408,0.0310155,0.00940816,-0.00815372,2.21479,-5.21998,0.528294,-0.917782,-0.54805,-0.416327,-4.28794,-9.26586,-0.469693,-0.367853,0.0635209,-0.919305,1.32012,9.73793,-1.86494,0.182958,-0.301934,-0.138215,0.35359,9.58481,-2.79809,0.0458521,-0.192708,-0.0983848
0.008,9.28031,-0.934013,4.46761,0.244512,0.141639,-0.186587,0.424775,6.42057,6.55722,1.027,0.676032,-0.122096,4.45553,-2.91301,8.28217,0.0301577,0.0120929,-0.00733396,2.2285,-5.24922,0.559711,-0.931804,-0.508765,-0.437671,-4.25977,-9.18607,-0.493312,-0.36567,0.0839722,-0.920445,1.34982,9.7351,-1.88236,0.176345,-0.303463,-0.131873,0.361605,9.55965,-2.77913,0.0409023,-0.206686,-0.0955432
0.009,9.27546,-0.938476,4.44417,0.241808,0.135903,-0.18816,0.562285,6.45116,6.55649,1.01076,0.740088,-0.198576,4.44079,-2.90731,8.30067,0.0290386,0.0145434,-0.00655436,2.24924,-5.27797,0.59075,-0.945837,-0.468928,-0.459336,-4.23335,-9.1071,-0.514954,-0.363856,0.104291,-0.921523,1.38064,9.73294,-1.89183,0.16963,-0.304707,-0.12566,0.378037,9.53381,-2.76283,0.0363952,-0.219977,-0.0926819
0.01,9.27815,-0.977867,4.44856,0.242244,0.132429,-0.194138,0.586258,6.32315,6.60304,0.987225,0.816597,-0.274365,4.42336,-2.93098,8.32246,0.02583,0.0151196,-0.00609604,2.32619,-5.30272,0.618764,-0.959964,-0.424674,-0.483569,-4.22082,-9.0348,-0.520788,-0.364988,0.123553,-0.922096,1.4204,9.73621,-1.83765,0.162108,-0.303667,-0.120481,0.461807,9.50257,-2.76782,0.0354305,-0.227769,-0.0896642
0.011,9.28083,-1.01726,4.45296,0.24268,0.128955,-0.200116,0.61023,6.19514,6.64959,0.963692,0.893106,-0.350154,4.40593,-2.95465,8.34424,0.0226214,0.0156957,-0.00563772,2.40313,-5.32747,0.646778,-0.974091,-0.38042,-0.507802,-4.20829,-8.96249,-0.526621,-0.36612,0.142815,-0.922669,1.46015,9.73947,-1.78346,0.154585,-0.302626,-0.115302,0.545577,9.47132,-2.7728,0.0344658,-0.235561,-0.0866464
0.012,9.28351,-1.05665,4.45735,0.243116,0.125481,-0.206094,0.634203,6.06713,6.69614,0.940159,0.969614,-0.425944,4.3885,-2.97832,8.36603,0.0194128,0.0162718,-0.0051794,2.48008,-5.35222,0.674792,-0.988217,-0.336165,-0.532035,-4.19576,-8.89019,-0.532455,-0.367252,0.162077,-0.923242,1.49991,9.74274,-1.72927,0.147063,-0.301585,-0.110123,0.629347,9.44007,-2.77778,0.033501,-0.243354,-0.0836287
0.013,9.28619,-1.09604,4.46175,0.243552,0.122006,-0.212072,0.658176,5.93912,6.74269,0.916625,1.04612,-0.501733,4.37107,-3.002,8.38782,0.0162042,0.016848,-0.00472109,2.55702,-5.37697,0.702806,-1.00234,-0.291911,-0.556268,-4.18324,-8.81789,-0.538288,-0.368383,0.181339,-0.923815,1.53967,9.74601,-1.67508,0.139541,-0.300544,-0.104945,0.713117,9.40883,-2.78277,0.0325363,-0.251146,-0.0806109
0.014,9.27063,-1.1299,4.4662,0.242475,0.116845,-0.214165,0.582845,5.72992,6.77437,0.899316,1.10481,-0.571484,4.36504,-3.01374,8.38006,0.0132648,0.0160026,-0.00486787,2.64904,-5.37725,0.724903,-1.01426,-0.246865,-0.581829,-4.17004,-8.75086,-0.546029,-0.369834,0.200707,-0.921336,1.56446,9.77162,-1.64493,0.130212,-0.300334,-0.0977811,0.754317,9.38346,-2.77087,0.0316654,-0.258233,-0.077073
0.015,9.24594,-1.161,4.47069,0.24064,0.110839,-0.214316,0.457863,5.48013,6.79861,0.885119,1.15458,-0.638216,4.36472,-3.01953,8.35754,0.01046,0.0144465,-0.0053172,2.74859,-5.36528,0.744041,-1.02508,-0.201423,-0.608054,-4.15651,-8.68646,-0.554724,-0.371444,0.220127,-0.91733,1.58177,9.80841,-1.6268,0.119979,-0.300538,-0.0896253,0.774232,9.36104,-2.75054,0.0308415,-0.264968,-0.073275
0.016,9.22125,-1.1921,4.47517,0.238805,0.104833,-0.214466,0.332881,5.23033,6.82285,0.870922,1.20436,-0.704948,4.36439,-3.02532,8.33501,0.00765523,0.0128904,-0.00576653,2.84814,-5.35331,0.763179,-1.03589,-0.15598,-0.634279,-4.14299,-8.62207,-0.563419,-0.373054,0.239547,-0.913324,1.59907,9.8452,-1.60867,0.109747,-0.300743,-0.0814694,0.794147,9.33862,-2.7302,0.0300176,-0.271703,-0.0694771
0.017,9.19657,-1.2232,4.47966,0.23697,0.0988273,-0.214617,0.207899,4.98054,6.84709,0.856725,1.25413,-0.77168,4.36407,-3.0311,8.31248,0.00485046,0.0113343,-0.00621586,2.9477,-5.34134,0.782317,-1.0467,-0.110538,-0.660504,-4.12946,-8.55768,-0.572113,-0.374664,0.258967,-0.909318,1.61638,9.88199,-1.59054,0.0995143,-0.300947,-0.0733136,0.814063,9.31619,-2.70987,0.0291937,-0.278437,-0.0656791
0.018,9.175,-1.25033,4.48433,0.235767,0.0921483,-0.215512,0.0716246,4.74019,6.86819,0.845649,1.29584,-0.835445,4.36702,-3.03128,8.29215,0.00249651,0.0101466,-0.0061417,3.03961,-5.32405,0.789158,-1.05837,-0.0637962,-0.687356,-4.11556,-8.49871,-0.584364,-0.375865,0.2784,-0.904487,1.61829,9.91397,-1.5707,0.0901202,-0.29977,-0.0661047,0.823524,9.29829,-2.69769,0.0289998,-0.284089,-0.0622513
0.019,9.16434,-1.26359,4.48966,0.236774,0.083113,-0.219015,-0.104172,4.53286,6.8783,0.845496,1.30934,-0.888826,4.38145,-3.01181,8.27947,0.00172044,0.0102482,-0.00423531,3.1048,-5.28814,0.752961,-1.073,-0.0125064,-0.716403,-4.10034,-8.45873,-0.609064,-0.375637,0.297879,-0.896765,1.56633,9.92909,-1.54489,0.0836599,-0.293757,-0.06221,0.796396,9.29621,-2.71405,0.0310112,-0.285951,-0.0601194
0.02,9.15369,-1.27684,4.49499,0.237781,0.0740777,-0.222518,-0.279968,4.32554,6.88841,0.845343,1.32284,-0.942207,4.39588,-2.99235,8.26679,0.00094438,0.0103499,-0.00232892,3.17,-5.25223,0.716763,-1.08764,0.0387835,-0.74545,-4.08513,-8.41875,-0.633763,-0.375408,0.317357,-0.889043,1.51437,9.94421,-1.51907,0.0771997,-0.287744,-0.0583152,0.769269,9.29414,-2.73041,0.0330225,-0.287812,-0.0579875
