Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.66604,-1.15524,4.50167,-0.356062,0.034272,-0.103401,10.2614,1.54491,5.26629,-0.203778,0.0605536,-1.28857,5.23236,-3.39508,7.58536,-0.125027,-0.0200351,0.0241545,-6.09788,-10.7863,0.565784,-0.772305,1.27066,-1.2821,-2.34022,-9.73698,-4.57821,-1.26171,2.80919,-0.459307,1.06537,9.45816,-2.08962,-0.00176794,-0.245998,-0.160112,0.815622,9.70503,-2.25534,0.0164483,-0.119635,-0.0143184
0.001,8.66307,-1.13366,4.51007,-0.351714,0.032806,-0.101008,10.1348,1.50505,5.23959,-0.210885,0.0499078,-1.24009,5.2201,-3.39437,7.60866,-0.122194,-0.0192666,0.024892,-6.05168,-10.7603,0.552108,-0.775381,1.26702,-1.26078,-2.29151,-9.68181,-4.63183,-1.23528,2.8636,-0.465666,1.08577,9.44565,-2.11455,0.00269348,-0.253325,-0.163076,0.78312,9.70968,-2.25147,0.0157549,-0.122448,-0.0149988
0.002,8.6601,-1.11208,4.51847,-0.347367,0.03134,-0.0986151,10.0081,1.4652,5.21288,-0.217992,0.0392619,-1.19161,5.20783,-3.39366,7.63195,-0.119361,-0.0184981,0.0256295,-6.00547,-10.7343,0.538432,-0.778458,1.26338,-1.23946,-2.2428,-9.62664,-4.68546,-1.20885,2.91801,-0.472025,1.10616,9.43314,-2.13947,0.0071549,-0.260652,-0.166041,0.750617,9.71432,-2.24761,0.0150616,-0.125262,-0.0156793
0.003,8.65713,-1.0905,4.52687,-0.343019,0.029874,-0.0962221,9.88137,1.42535,5.18618,-0.225099,0.0286161,-1.14313,5.19557,-3.39295,7.65525,-0.116528,-0.0177296,0.026367,-5.95927,-10.7083,0.524756,-0.781534,1.25975,-1.21815,-2.1941,-9.57147,-4.73909,-1.18242,2.97242,-0.478384,1.12656,9.42063,-2.1644,0.0116163,-0.267979,-0.169005,0.718114,9.71897,-2.24375,0.0143683,-0.128075,-0.0163597
0.004,8.65416,-1.06892,4.53527,-0.338671,0.028408,-0.0938292,9.75467,1.38549,5.15947,-0.232206,0.0179703,-1.09465,5.1833,-3.39224,7.67854,-0.113695,-0.0169611,0.0271044,-5.91306,-10.6823,0.51108,-0.78461,1.25611,-1.19683,-2.14539,-9.5163,-4.79272,-1.15599,3.02683,-0.484743,1.14696,9.40812,-2.18933,0.0160777,-0.275306,-0.171969,0.685611,9.72362,-2.23989,0.013675,-0.130888,-0.0170402
0.005,8.66493,-1.06874,4.53539,-0.338582,0.0267065,-0.0915549,9.64581,1.30673,5.08082,-0.234477,0.00110813,-1.04708,5.18877,-3.3981,7.68499,-0.112345,-0.0166574,0.027109,-5.874,-10.6472,0.487746,-0.786613,1.25097,-1.17764,-2.10604,-9.45597,-4.81837,-1.11609,3.08185,-0.480634,1.14945,9.39132,-2.20243,0.0217008,-0.284434,-0.176105,0.667552,9.71687,-2.26012,0.0147383,-0.133296,-0.0165712
0.006,8.68668,-1.08569,4.52887,-0.341898,0.0248168,-0.0893756,9.55119,1.19683,4.96059,-0.232878,-0.0207272,-1.00026,5.20843,-3.40922,7.67796,-0.112181,-0.0167256,0.0265273,-5.84066,-10.6049,0.456685,-0.787757,1.24463,-1.16014,-2.07417,-9.39151,-4.82164,-1.06543,3.13735,-0.468151,1.13763,9.37109,-2.20606,0.0282531,-0.295002,-0.181178,0.661047,9.701,-2.29962,0.0172067,-0.135378,-0.0151828
0.007,8.70843,-1.10263,4.52236,-0.345215,0.022927,-0.0871963,9.45658,1.08694,4.84037,-0.231279,-0.0425624,-0.953431,5.22809,-3.42033,7.67094,-0.112017,-0.0167939,0.0259456,-5.80731,-10.5626,0.425625,-0.788902,1.23829,-1.14264,-2.04229,-9.32705,-4.8249,-1.01476,3.19286,-0.455668,1.1258,9.35085,-2.2097,0.0348055,-0.305571,-0.186251,0.654543,9.68513,-2.33912,0.0196752,-0.137461,-0.0137944
0.008,8.73019,-1.11957,4.51585,-0.348532,0.0210372,-0.085017,9.36197,0.977045,4.72015,-0.229681,-0.0643977,-0.906604,5.24775,-3.43145,7.66391,-0.111853,-0.0168621,0.0253638,-5.77397,-10.5203,0.394565,-0.790046,1.23195,-1.12514,-2.01042,-9.26259,-4.82817,-0.964099,3.24836,-0.443185,1.11398,9.33062,-2.21334,0.0413578,-0.316139,-0.191324,0.648038,9.66926,-2.37862,0.0221437,-0.139544,-0.012406
0.009,8.75254,-1.13408,4.50834,-0.351569,0.0198671,-0.0830893,9.28466,0.863146,4.60105,-0.227963,-0.0877428,-0.859573,5.26605,-3.43846,7.6558,-0.111423,-0.0168297,0.024838,-5.73623,-10.4891,0.370312,-0.790661,1.22485,-1.10834,-1.98002,-9.1951,-4.82152,-0.91144,3.30023,-0.42905,1.10274,9.31625,-2.21669,0.0474975,-0.32711,-0.19606,0.642312,9.65439,-2.41732,0.0241361,-0.14161,-0.01105
