Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0564801,0.0459265,0.0524457,0.0612473,0.0508243,0.152486,0.0292746,0.0181357,0.0668771,-0.0146188,0.0535724,0.0441684,0.0343634,0.0511423,0.063656,0.0447278
0.021,0.0723492,0.0526404,0.0451215,0.0465988,0.0257999,0.165608,0.0469748,0.0501791,0.0574167,0.0491629,-0.00135925,0.0792636,0.0212408,0.0493112,0.0383264,0.0560193
0.022,0.0622784,0.0672888,0.0558026,0.0441574,0.0309879,0.161946,0.0515524,0.0416342,0.063215,0.104095,0.0605914,0.0716342,0.031922,0.0410715,0.0685388,0.0447278
0.023,0.0567853,0.0639319,0.0533612,0.0533127,0.0358707,0.161031,0.0277487,0.0538412,0.0635202,0.09616,0.0505206,0.0743808,0.0346686,0.0569406,0.0596887,0.0822644
0.024,0.0387799,0.0703406,0.0588544,0.05728,0.00993073,0.14211,0.0283591,0.0593344,0.0552805,0.0546561,0.0496051,0.0853671,0.0294806,0.06457,0.0590784,0.0908093
0.025,0.0561749,0.0566077,0.0600751,0.0682663,0.0306827,0.153706,0.0137106,0.0404135,0.0430734,0.0192557,0.0428912,0.0807895,0.00384583,0.0844064,0.0609094,0.0636487
0.026,0.0686871,0.0596594,0.046037,0.0438522,0.0380069,0.170491,0.00943817,0.0813071,0.0494821,0.0595389,0.0673053,0.0582065,0.0368048,0.0673166,0.0587732,0.0514417
0.027,0.0454938,0.0547766,0.0762494,0.0554489,0.0273257,0.135091,0.0219504,0.0694052,0.0647409,0.058013,0.0752399,0.0734653,0.0294806,0.0847116,0.0560266,0.0630383
0.028,0.0442731,0.0785803,0.0268109,0.0438522,0.0257999,0.144856,0.0277487,0.0697104,0.0592477,0.0342093,0.0679156,0.0804843,0.0221564,0.0850168,0.0520593,0.0633435
0.029,0.0668561,0.0367712,0.0472577,0.0411057,0.0422794,0.159505,0.0448386,0.0636069,0.0534494,0.0195609,0.0618121,0.0496616,0.0419928,0.0609079,0.0505334,0.0367932
0.03,0.0564801,0.0373816,0.0658734,0.064299,0.0355655,0.176289,0.0417868,0.0767294,0.0565012,0.0766287,0.0587604,0.0514926,0.0154425,0.0462595,0.051449,0.0752454
0.031,0.0442731,0.0218176,0.0466473,0.0441574,0.0148135,0.17812,0.0643698,0.0663535,0.0601633,0.0537405,0.0315997,0.0481357,0.0374152,0.0322214,0.0551111,0.0593762
0.032,0.0448834,0.0303625,0.0496991,0.0380539,0.0230533,0.181783,0.0463644,0.0526205,0.0622995,0.0662527,0.0309894,0.059122,0.0239874,0.06457,0.00994507,0.0929456
0.033,0.0348126,0.0273108,0.0579388,0.0459885,0.0184756,0.182088,0.0677267,0.0626913,0.0619943,0.0482474,0.0523517,0.0649204,0.0337531,0.0447336,0.0209314,0.0871472
0.034,0.0586163,0.0578284,0.0850995,0.0359177,0.0285464,0.181477,0.0539938,0.0538412,0.0360544,0.0412283,0.0508258,0.0331821,0.0313116,0.0395456,0.0483972,0.0688367
0.035,0.0555646,0.0740027,0.0121625,0.05728,0.0209171,0.190022,0.0390402,0.0864951,0.0522287,0.0451956,0.0453326,0.0325717,0.026734,0.0242868,0.0499231,0.0499158
0.036,0.052818,0.0459265,0.0426801,0.0581955,0.0386172,0.166829,0.0427023,0.0431601,0.0622995,0.0442801,0.0523517,0.031351,0.0398566,0.0105539,0.0560266,0.0599866
0.037,0.0369489,0.0199866,0.0448163,0.0450729,0.0001651,0.164388,0.0567404,0.0752036,0.0555856,0.0482474,0.0468585,0.0481357,0.0130011,0.0310007,0.0517542,0.0691418
0.038,0.0497662,0.0273108,0.0332196,0.0499557,0.0224429,0.174153,0.043923,0.0495688,0.0476511,0.0445853,0.0486896,0.00937836,0.0273444,0.0355783,0.0590784,0.0612073
0.039,0.068382,0.0392126,0.0381024,0.0588058,0.0135928,0.182393,0.0521628,0.0547568,0.0241525,0.00247101,0.0648639,0.0142612,0.0297858,0.0621286,0.0313074,0.0737195
0.04,0.0149762,0.0566077,0.0417645,0.0819992,0.00596344,0.196431,0.052468,0.0633017,0.0400217,0.0296317,0.0908038,-0.00191315,0.021546,0.0465646,0.0416833,0.0981335
