Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0366437,0.0267004,0.0545819,0.0462936,0.0517398,0.0533035,0.0314108,0.0333945,0.0711496,0.0186453,0.0630328,0.0832309,0.0886847,0.0401559,0.0459558,0.0599866
0.021,0.0522076,0.0428748,0.0164349,0.0588058,0.0303775,0.0533035,0.00730194,0.0388876,0.0275095,0.0369559,0.0651691,0.0801791,0.0807501,0.0535837,0.0477869,0.0752454
0.022,0.0555646,0.0355505,0.0451215,0.0316452,0.029462,0.0456741,0.0506369,0.0352255,0.0534494,0.0259695,0.05815,0.0630893,0.100892,0.0203195,0.00689331,0.0261121
0.023,0.0668561,0.0517249,0.0374921,0.0655197,0.0178653,0.0777176,0.0445334,0.0462119,0.0690134,0.0558768,0.0599811,0.0249423,0.099671,0.0609079,0.0520593,0.0584607
0.024,0.0564801,0.0517249,0.063432,0.0319504,0.0496036,0.0548294,0.0475851,0.0748984,0.0635202,0.037261,0.0758502,0.086893,0.0740363,0.0487009,0.0459558,0.0532727
0.025,0.0689923,0.0758337,0.0423749,0.069487,0.0380069,0.0816849,0.0219504,0.0608603,0.0403268,0.0427542,0.0456378,0.0878085,0.0444342,0.0508371,0.0438196,0.0303845
0.026,0.0549542,0.0337195,0.051225,0.0389694,0.013898,0.0325516,0.0399558,0.0565878,0.0647409,0.0271902,0.0550983,0.0636996,0.016358,0.0447336,0.0639612,0.0389294
0.027,0.0479352,0.0569128,0.0381024,0.0490402,0.013898,0.062764,0.0271384,0.0617758,0.0494821,0.052825,0.0245807,-0.00679596,-0.0626825,0.0346628,0.0487024,0.0108533
0.028,0.0604474,0.0291418,0.0725873,0.0490402,0.0306827,0.0600174,0.0475851,0.0617758,0.0534494,0.0445853,0.0874469,0.0502719,-0.0581049,0.0499216,0.0679285,0.0334363
0.029,0.0515973,0.0672888,0.0445111,0.069487,0.0282413,0.0703934,0.0497214,0.0645224,0.0662668,0.037261,0.0673053,0.0536288,-0.0394891,0.0520578,0.0523645,0.0438123
0.03,0.0525128,0.0367712,0.0716718,0.036528,0.0273257,0.0572708,0.0304953,0.0590292,0.0607736,0.0418387,0.0526569,0.0759067,0.0636603,0.0450388,0.0642664,0.0602917
0.031,0.0430524,0.0239539,0.0228436,0.0496506,0.0315982,0.045369,0.0283591,0.0483481,0.0455148,0.0342093,0.0261066,0.0420322,0.0798346,0.0355783,0.0279504,0.0486951
0.032,0.0732648,0.0495886,0.0503094,0.048735,0.0267154,0.0539139,0.0497214,0.0501791,0.0330026,0.0308524,0.0389239,0.043558,0.0407721,0.031611,0.0386316,0.0453381
0.033,0.075401,0.0416541,0.0600751,0.0606369,0.0517398,0.0691727,0.054299,0.0764243,0.0659616,0.0503836,0.0392291,0.0456943,0.0993658,0.0383249,0.0374109,0.052052
0.034,0.0628888,0.0630164,0.063432,0.0566696,0.059064,0.0798538,0.0790183,0.0636069,0.0626047,0.0479422,0.0483844,0.0398959,0.0651862,0.0505319,0.0734216,0.085011
0.035,0.0494611,0.0453162,0.0548871,0.0508713,0.0663882,0.0786331,0.075051,0.0587241,0.0626047,0.0485526,0.0557086,0.0347079,0.0572516,0.0401559,0.0438196,0.0566296
0.036,0.0409161,0.0474524,0.0451215,0.0115036,0.0718814,0.0810745,0.0604025,0.0459067,0.0342233,0.0369559,0.0608966,0.0136508,0.0148322,0.0413766,0.0389368,0.0413709
0.037,0.0317609,0.0538611,0.0246747,0.0435471,-0.00441254,0.0392654,0.0414816,0.0437704,0.0555856,0.0451956,0.0315997,0.0328769,-0.0138544,0.0337473,0.0596887,0.0328259
0.038,0.0677716,0.034635,0.0521405,0.0142502,0.019086,0.0642899,0.0552145,0.044686,0.0677927,0.0607596,0.0398395,-0.0177823,-0.033996,0.0258127,0.0419885,0.0355725
0.039,0.0616681,0.0267004,0.0472577,0.013945,0.00474274,0.0410965,0.0485007,0.0645224,0.0674875,0.0604544,0.0706622,0.0234164,-0.0126337,0.0462595,0.0615198,0.0477795
0.04,0.0634991,0.0419592,0.0771649,-0.00406036,0.00687897,0.0633743,0.064675,0.0370566,0.0690134,0.0503836,0.0624225,0.0270786,-0.0361322,0.0563303,0.0493127,0.0197034
