Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0274884,0.00381226,0.0759442,0.0227951,0.00504791,0.0105789,-0.0503763,0.0504843,0.0555856,0.0339041,0.0718829,0.0490512,0.0563361,0.0383249,0.0215417,0.0657849
0.021,0.0628888,0.00137085,0.0554974,0.0212692,-0.00746429,0.0157669,-2.23E-05,0.0874106,0.0384958,0.0442801,0.0447223,0.0600375,0.0471808,0.041987,0.0490076,0.0700574
0.022,0.0451886,0.0508093,0.0335248,0.0322556,0.00596344,0.0615433,-0.0128397,0.055062,0.0351389,0.0436697,0.0483844,0.046915,0.0288702,0.0236765,0.0895959,0.0758557
0.023,0.0467145,0.0453162,0.0133832,0.0444626,0.0404483,0.0423172,0.0192038,0.0636069,0.0485666,0.0284109,0.0343463,0.0679721,0.042298,0.0447336,0.115841,0.072804
0.024,0.0677716,0.0358557,0.0622113,0.0877975,0.0761539,0.0508621,-0.00612579,0.0733725,0.0592477,0.0387869,0.0428912,0.0682773,0.0532843,0.0313058,0.119198,0.0560193
0.025,0.0619733,0.0233435,0.058244,0.0948166,0.0773746,0.0365189,-0.0171121,0.0932089,0.035444,0.0671683,0.0483844,0.085062,0.0477911,0.0453439,0.0859338,0.0709729
0.026,0.0497662,0.0541663,0.0680096,0.0771164,0.0532657,0.0496414,-0.0357278,0.110604,0.0531442,0.0613699,0.0523517,0.0661411,0.0212408,0.0328317,0.102719,0.0795178
0.027,0.0494611,0.0990271,0.0628217,0.0627731,0.0395328,0.0548294,0.00486053,0.0871054,0.0360544,0.0262747,0.0496051,0.0734653,0.0261237,-0.00623077,0.0700647,0.0496106
0.028,0.0442731,0.0492834,0.0628217,0.0319504,0.0673038,0.064595,-0.00398956,0.0864951,0.058027,0.0369559,0.0560138,0.0063266,0.0114752,0.00567108,0.0468713,0.0453381
0.029,0.0451886,0.0596594,0.0524457,0.0273727,0.0648624,0.0755814,-0.0097879,0.0996176,0.0677927,0.0607596,0.0300739,0.0206699,0.0187994,-0.00623077,0.0300867,0.0218396
0.03,0.0241315,0.0254797,0.0225385,0.0493454,0.0758487,0.0935867,-0.0097879,0.0953452,0.0500925,0.0616751,0.0373981,0.0530185,0.0590826,0.0145212,0.0651819,0.0422864
0.031,0.025047,0.0209021,0.0542767,0.0206589,0.0303775,0.0810745,-0.0137552,0.096871,0.0793893,0.042449,0.0554034,0.0429477,0.0981451,0.0447336,0.0856287,0.0279431
0.032,0.0439679,0.0205969,0.0435956,0.0328659,0.0593692,0.0795486,0.0259177,0.0913779,0.0680978,0.0751028,0.0688312,0.0722446,0.0935675,0.0584665,0.0770837,0.029469
0.033,0.0482404,0.0685095,0.035661,0.0536179,0.0422794,0.0917557,0.066506,0.102364,0.0656564,0.0601492,0.0660846,0.0804843,0.0642706,0.0911203,0.0798303,0.0352673
0.034,0.0360333,0.0599646,0.0551923,0.0432419,0.0343448,0.0774124,0.0481955,0.0993124,0.0409372,0.0696097,0.052962,0.046915,0.0737311,0.120112,0.0917322,0.0206189
0.035,0.0549542,0.0672888,0.03383,0.0316452,0.0392276,0.0526932,0.0304953,0.0788657,0.030256,0.0335989,0.0492999,0.0579013,0.0804449,0.101496,0.0593835,0.013905
0.036,0.0439679,0.0382971,0.0606854,0.0374435,0.0349551,0.00478058,0.031716,0.0935141,0.0241525,0.0531302,0.0462482,0.0789584,0.0572516,0.06457,0.0227625,0.00688599
0.037,0.0326764,0.0297522,0.0207074,0.0557541,0.079816,0.0352982,0.0781027,0.0770346,0.0143869,0.014678,0.0370929,0.052103,0.0719,0.0352731,-0.0282019,0.0181775
0.038,0.0165021,0.0642371,0.0387128,0.0530075,0.0691348,0.0542191,0.120522,0.0703207,0.0366647,0.025054,0.0535724,0.0340976,0.0599982,0.024592,-0.00989136,0.0355725
0.039,0.0262677,0.0721716,0.073808,0.00814667,0.0306827,0.0545242,0.111367,0.0715414,0.0442941,0.0226126,0.0724933,0.0566806,0.0682379,0.0355783,0.00994507,0.0270276
0.04,0.0515973,0.0706457,0.0643475,-0.00131378,0.0383121,0.0786331,0.071694,0.0657431,0.0528391,0.0595389,0.05815,0.0350131,0.0575568,0.0657907,0.0624353,0.0328259
