Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0369489,0.05203,0.0246747,0.026152,0.00382721,0.0163773,0.0332419,0.0791708,0.058027,0.0451956,0.0267169,0.0136508,0.0471808,0.0322214,0.0545007,0.0462537
0.021,0.065025,0.0544714,0.0204022,0.0636887,0.0444156,0.0441483,0.0451437,0.096871,0.0772531,0.0442801,0.0468585,0.0130405,0.038941,0.0380197,0.0447351,0.0505261
0.022,0.0503766,0.0532507,0.0347455,0.0386642,0.0273257,0.0307205,0.0231711,0.0718466,0.0519235,0.050994,0.0343463,-0.0132047,0.0139166,0.0160471,0.0169641,0.00932739
0.023,0.0595319,0.0666785,0.0493939,0.0292038,0.0651675,0.0581863,0.0573508,0.0648276,0.0476511,0.0195609,0.0483844,-0.000387268,0.0438239,0.0444284,0.0432092,0.0367932
0.024,0.0818097,0.0718665,0.0597699,0.0310349,0.0502139,0.0423172,0.0585715,0.0391928,0.0247629,0.0290213,0.047774,0.0646152,0.0337531,0.0261179,0.0438196,0.0209241
0.025,0.0607526,0.0770544,0.0558026,0.0194382,0.0273257,0.0545242,0.0350729,0.0687949,0.0418527,0.0549612,0.02336,0.0490512,0.0459601,0.0255075,0.0453455,0.0462537
0.026,0.0680768,0.062406,0.0835736,0.0594162,0.0529605,0.0621536,0.0677267,0.074288,0.0555856,0.0369559,0.0709674,0.122599,0.0548102,0.0227609,0.05328,0.0514417
0.027,0.0488507,0.0123572,0.0481732,0.00936737,0.0285464,0.0343826,0.0485007,0.0990073,0.0519235,0.0552664,0.0404498,0.0853671,0.0517584,-0.00226349,0.0303918,0.0499158
0.028,0.0577008,0.0267004,0.0484784,0.0511765,0.0462466,0.0560501,0.0570456,0.101449,0.0543649,0.0516043,0.0648639,0.0847568,0.0688483,0.00445038,0.0245935,0.0560193
0.029,0.0509869,0.034635,0.0457318,0.036528,0.0422794,0.0407913,0.0500266,0.0739828,0.0583322,0.0195609,0.0438068,0.0362338,0.0380255,-0.0123343,0.0108606,0.0258069
0.03,0.0415265,0.0596594,0.06862,0.0554489,0.0541812,0.0456741,0.0204245,0.09504,0.0653513,0.058013,0.0474689,0.0450839,0.0520636,0.0364938,0.0535852,0.0526624
0.031,0.0473248,0.0538611,0.0371869,0.0612473,0.0499088,0.0542191,-0.00154816,0.055062,0.0394113,0.0470267,0.0550983,0.0472202,0.0508429,0.024592,0.0444299,0.0361829
0.032,0.0589215,0.0627112,0.0426801,0.0331711,0.0438052,0.062764,0.0164572,0.0541464,0.0369699,0.0345145,0.0499103,0.0533237,0.0242926,0.0218454,0.0596887,0.0291638
0.033,0.0445782,0.0822424,0.0387128,0.0447678,0.0282413,0.045369,0.0182883,0.0788657,0.0540598,0.0363455,0.0474689,0.0740756,0.0471808,0.0703683,0.0535852,0.0319104
0.034,0.04763,0.0523352,0.00453308,0.0200485,0.0251895,0.0508621,0.0277487,0.0416342,0.0357492,0.0317679,0.0447223,0.0722446,0.00964416,0.0548044,0.0645715,0.0209241
0.035,0.0662457,0.0685095,0.0307782,0.0679611,0.0389224,0.0719192,0.0643698,0.0828329,0.0500925,0.0375662,0.0547931,0.0841464,0.0529791,0.0673166,0.0743372,0.0566296
0.036,0.0412213,0.0343298,0.0365765,0.03134,0.0441104,0.0459793,0.0259177,0.0663535,0.0418527,0.00613312,0.0291583,0.0633945,0.0242926,0.0493112,0.0316125,0.0587659
0.037,0.0412213,0.0495886,0.0640424,0.0588058,0.053876,0.062764,0.0475851,0.0773398,0.0653513,0.0308524,0.0453326,0.0670566,0.0715948,0.080134,0.0456506,0.0511365
0.038,0.0662457,0.019071,0.0222333,0.034697,0.0496036,0.0282791,0.0146262,0.0214926,0.0531442,0.0488577,0.0404498,0.0429477,0.0584723,0.0831857,0.0313074,0.0270276
0.039,0.0729596,0.0257849,0.0500043,0.0481247,0.0358707,0.0636795,0.0585715,0.0462119,0.0598581,0.0464163,0.0612018,0.0640048,0.061524,0.092341,0.0612146,0.062428
0.04,0.0595319,0.0309729,0.058244,0.0325607,0.0267154,0.0700882,0.0503317,0.0687949,0.0796945,0.0824271,0.0517413,0.0231113,0.0746466,0.0587717,0.0526697,0.0218396
