Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0329816,-0.0224329,0.0765546,0.103667,-0.0370663,0.0542191,0.0466696,0.0654379,0.0400217,0.0223074,0.0492999,0.0655307,0.0987555,-0.00073761,0.0703699,0.0709729
0.021,0.0454938,0.0178503,0.0628217,-9.31E-05,-0.0715512,0.042012,0.0216452,0.063912,0.0494821,0.0778494,0.0364825,0.0432529,0.0645758,-0.0132498,0.0368005,0.0749402
0.022,0.0519025,0.0614905,-0.0107257,-0.0931717,-0.0874204,0.00874786,0.0341574,0.0578085,0.0491769,0.030242,0.0358722,0.0408115,0.0676276,-0.0071463,0.0328333,0.0645642
0.023,0.0692975,0.0517249,-0.00797913,-0.126436,-0.046832,0.0285843,0.054299,0.0431601,0.063215,0.0345145,0.0547931,0.0667514,0.0587775,-0.00195831,0.0416833,0.0441174
0.024,0.0564801,0.0147986,0.00331238,-0.159395,-0.00929535,0.0206497,0.0359885,0.0227133,0.040632,0.0317679,0.0483844,0.069498,0.0603033,0.000483093,0.0435144,0.0517468
0.025,0.0659406,0.0587439,0.0933392,-0.148103,-0.0425595,0.0417068,0.0634543,0.0532309,0.0500925,0.0403128,0.0468585,0.0395908,0.0664069,-0.00684113,0.0728113,0.062428
0.026,0.0308453,0.0755286,0.136064,-0.118806,-0.0440854,0.0130203,0.0674216,0.0315634,0.0211008,0.0326834,0.0331256,0.0075473,0.0334479,-0.00439972,0.0368005,0.0874524
0.027,0.0506818,0.0791907,0.157426,0.0179123,0.0502139,0.0185135,0.0396506,0.0349203,0.0494821,0.0363455,0.0471637,0.0334872,0.0450446,0.0313058,0.0572473,0.0917249
0.028,0.0168073,0.0636267,0.15468,0.3002,0.133832,0.00569611,0.0292746,0.0336996,0.0546701,0.00430206,0.018172,0.00388519,0.0377203,0.0215402,0.0447351,0.0645642
0.029,0.0464093,0.0743079,0.165056,0.341704,0.170758,0.0237015,0.059487,0.0565878,0.0693185,0.0662527,0.0554034,0.043558,0.0374152,0.0261179,0.0401575,0.0419812
0.03,0.0430524,0.0678992,0.155595,0.207426,0.16557,0.0294998,0.0433127,0.0358359,0.0482614,0.111114,0.02336,0.0456943,0.0184943,0.0111642,0.01849,0.0322156
0.031,0.0610577,0.0431799,0.0988324,0.167448,0.230878,0.0288895,0.0573508,0.0275961,0.0558908,0.114165,0.0746295,0.0722446,0.0258185,0.0505319,0.0407678,0.0682263
0.032,0.0589215,0.00381226,-0.014693,0.0728439,0.191815,0.0044754,0.0546042,0.0144736,0.0131662,0.0116263,0.0883624,0.0453891,0.0337531,0.0218454,0.0551111,0.0343518
0.033,0.0531232,-0.00229126,0.0124677,0.0285934,0.114301,0.0114944,0.0683371,0.0373618,0.0638254,0.0439749,0.0712726,0.0603427,0.0590826,0.0544992,0.0587732,0.0447278
0.034,0.0210797,-0.0236536,0.00209167,0.00631561,0.0993472,0.01241,0.0381247,0.029122,0.0552805,0.07022,0.0550983,0.0115146,0.0352789,0.0453439,0.0548059,0.00719116
0.035,0.0287091,0.0410437,0.0109418,0.0292038,0.0679141,0.0233963,0.0527731,0.049874,0.0705392,0.019866,0.0590656,0.0124301,0.0590826,0.0764719,0.0633508,0.012074
0.036,0.052818,0.0480627,0.0518353,0.0527023,0.064252,0.0139359,0.0399558,0.0407187,0.0452097,0.0393973,0.0248859,-0.00832184,0.0499274,0.0734201,0.0551111,0.0163464
0.037,0.0769269,0.105131,0.0405438,0.097258,0.0566226,0.0264481,0.0256125,0.0208823,0.0565012,0.0268851,0.0370929,0.0270786,0.042298,0.0908151,0.0606042,0.0352673
0.038,0.0680768,0.135343,0.0628217,0.0813889,0.0117618,0.017598,0.0375143,0.0327841,0.0461252,0.00521759,0.0273273,0.0246371,0.0450446,0.10821,0.0468713,0.0331311
0.039,0.0531232,0.0978064,0.0603803,0.136015,0.057233,0.0182083,0.0469748,0.018746,0.0265939,-0.0326242,0.0435016,0.0218906,0.0303961,0.0981393,0.0453455,0.0441174
0.04,0.0604474,0.0337195,0.0536664,0.106413,0.0492984,-0.00315399,0.0814597,0.0510947,0.0568063,-0.0967111,0.0428912,0.0353183,0.0374152,0.0816599,0.0270349,0.02245
