Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.6241,-0.167723,4.33823,-0.154979,-0.0726048,-0.230665,4.39401,5.73233,6.89965,0.776775,-0.724796,0.0326445,5.0807,-2.80804,7.82292,-0.01917,0.072034,-0.0200309,-0.773322,-7.38527,-0.0296903,-0.12892,-0.394472,0.0559634,-3.54424,-7.37968,-3.1126,0.0267015,1.13453,0.165623,1.38622,9.95568,-1.98383,-0.159871,-0.422047,-0.0728922,0.582133,9.64402,-1.78911,-0.0624451,-0.347732,0.0184283
0.001,8.60054,-0.172366,4.36913,-0.161202,-0.0736427,-0.231403,4.531,5.93711,6.98782,0.740716,-0.699204,-0.0129376,5.08533,-2.84678,7.84153,-0.0207618,0.0730205,-0.0206149,-0.763264,-7.37261,-0.0464469,-0.135353,-0.377099,0.0469564,-3.5271,-7.40249,-3.17186,0.0172097,1.17587,0.164958,1.44457,9.94344,-1.97681,-0.165572,-0.425634,-0.069271,0.603204,9.65274,-1.82565,-0.0611306,-0.347337,0.0142509
0.002,8.57697,-0.177009,4.40003,-0.167425,-0.0746806,-0.232141,4.66798,6.14188,7.07599,0.704657,-0.673611,-0.0585198,5.08996,-2.88552,7.86015,-0.0223536,0.074007,-0.0211989,-0.753206,-7.35995,-0.0632035,-0.141787,-0.359726,0.0379493,-3.50997,-7.4253,-3.23113,0.00771801,1.21721,0.164294,1.50292,9.9312,-1.96979,-0.171273,-0.429221,-0.0656498,0.624276,9.66147,-1.86218,-0.059816,-0.346942,0.0100735
0.003,8.5534,-0.181653,4.43093,-0.173647,-0.0757186,-0.232879,4.80497,6.34666,7.16416,0.668598,-0.648019,-0.104102,5.09459,-2.92427,7.87876,-0.0239454,0.0749936,-0.0217829,-0.743148,-7.34729,-0.0799601,-0.148221,-0.342353,0.0289423,-3.49283,-7.44812,-3.29039,-0.00177373,1.25855,0.163629,1.56127,9.91897,-1.96277,-0.176974,-0.432807,-0.0620287,0.645348,9.67019,-1.89872,-0.0585015,-0.346547,0.00589606
0.004,8.52983,-0.186296,4.46183,-0.17987,-0.0767565,-0.233618,4.94196,6.55144,7.25233,0.632539,-0.622426,-0.149684,5.09922,-2.96301,7.89738,-0.0255372,0.0759801,-0.0223669,-0.733091,-7.33463,-0.0967167,-0.154655,-0.32498,0.0199353,-3.47569,-7.47093,-3.34965,-0.0112655,1.29989,0.162965,1.61962,9.90673,-1.95575,-0.182675,-0.436394,-0.0584075,0.66642,9.67892,-1.93526,-0.057187,-0.346153,0.00171865
0.005,8.52563,-0.182479,4.4788,-0.187041,-0.0755531,-0.233674,5.0652,6.72798,7.33253,0.606488,-0.589158,-0.193735,5.10676,-3.00523,7.89953,-0.0276605,0.0763551,-0.0229735,-0.732728,-7.32664,-0.130297,-0.162832,-0.303649,0.0116153,-3.46477,-7.5059,-3.39244,-0.018196,1.34039,0.162588,1.66659,9.87294,-1.94339,-0.189464,-0.438136,-0.0549455,0.674915,9.68288,-1.97339,-0.0562197,-0.341718,-0.00109571
0.006,8.53693,-0.171894,4.48461,-0.19497,-0.0725566,-0.233186,5.17745,6.88193,7.40634,0.588444,-0.54975,-0.23656,5.11664,-3.05025,7.88851,-0.0302091,0.0762411,-0.0235982,-0.740122,-7.32238,-0.177336,-0.172403,-0.279152,0.00384512,-3.45883,-7.5506,-3.42205,-0.0230775,1.3802,0.162441,1.70445,9.82191,-1.92676,-0.197124,-0.438404,-0.0516107,0.67335,9.68302,-2.01281,-0.0555301,-0.334052,-0.00281961
0.007,8.54823,-0.16131,4.49043,-0.2029,-0.0695601,-0.232697,5.2897,7.03588,7.48016,0.5704,-0.510342,-0.279385,5.12652,-3.09526,7.87749,-0.0327577,0.0761271,-0.0242229,-0.747517,-7.31813,-0.224375,-0.181974,-0.254656,-0.00392509,-3.45288,-7.5953,-3.45165,-0.027959,1.42002,0.162294,1.74232,9.77089,-1.91012,-0.204783,-0.438671,-0.0482759,0.671784,9.68317,-2.05223,-0.0548406,-0.326386,-0.00454352
0.008,8.55952,-0.150725,4.49625,-0.210829,-0.0665636,-0.232208,5.40195,7.18983,7.55398,0.552356,-0.470934,-0.32221,5.13639,-3.14027,7.86647,-0.0353062,0.076013,-0.0248475,-0.754911,-7.31387,-0.271415,-0.191545,-0.230159,-0.0116953,-3.44694,-7.64001,-3.48125,-0.0328405,1.45984,0.162147,1.78018,9.71986,-1.89349,-0.212443,-0.438938,-0.0449411,0.670218,9.68332,-2.09164,-0.054151,-0.31872,-0.00626743
0.009,8.57171,-0.140561,4.50589,-0.21873,-0.0638233,-0.23167,5.50036,7.32123,7.61741,0.535687,-0.430753,-0.364956,5.14656,-3.17852,7.85513,-0.0375942,0.0759924,-0.0254915,-0.75776,-7.30943,-0.319614,-0.201062,-0.205058,-0.0193004,-3.43707,-7.68272,-3.51049,-0.0373744,1.49859,0.162303,1.82019,9.67128,-1.87583,-0.219437,-0.438858,-0.0415832,0.669372,9.67997,-2.12998,-0.053252,-0.311148,-0.00791077
