Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,7.9151,-1.71322,5.17634,-0.226207,0.0226839,-0.227483,4.35529,3.23699,8.27877,0.118173,-0.0307888,-0.075615,3.07408,-4.41716,6.58787,-0.0660032,0.00967733,0.0715314,0.0768846,-9.85499,-2.46809,-0.304204,0.127222,-0.206032,0.767208,-8.60479,-2.76238,0.466826,0.762643,0.258437,-0.331233,10.0003,-0.406594,0.358675,0.741702,-0.0422056,1.38137,9.18493,-2.75688,-0.109214,-0.0638651,-0.0784319
0.001,7.94047,-1.73788,5.11972,-0.22219,0.0246109,-0.231146,4.38473,3.31116,8.26025,0.115586,-0.0323843,-0.075615,2.91604,-4.49051,6.51412,-0.0270131,-0.00617737,0.0474611,0.0526424,-9.83306,-2.53285,-0.303379,0.124612,-0.206309,0.764813,-8.48849,-2.76308,0.462155,0.823396,0.271329,-0.285288,9.99525,-0.488425,0.331631,0.750812,-0.0579158,1.52404,9.16471,-2.78143,-0.10642,-0.0699927,-0.0789728
0.002,7.96584,-1.76254,5.06311,-0.218172,0.0265379,-0.234809,4.41417,3.38533,8.24174,0.113,-0.0339798,-0.075615,2.75799,-4.56387,6.44037,0.0119771,-0.0220321,0.0233908,0.0284002,-9.81112,-2.59761,-0.302553,0.122003,-0.206586,0.762418,-8.3722,-2.76379,0.457484,0.88415,0.284221,-0.239344,9.99023,-0.570256,0.304588,0.759921,-0.0736261,1.66671,9.1445,-2.80597,-0.103626,-0.0761203,-0.0795136
0.003,7.99122,-1.7872,5.00649,-0.214155,0.0284649,-0.238473,4.44361,3.45949,8.22322,0.110413,-0.0355753,-0.075615,2.59995,-4.63722,6.36662,0.0509673,-0.0378868,-0.000679572,0.00415795,-9.78919,-2.66237,-0.301728,0.119393,-0.206863,0.760022,-8.25591,-2.76449,0.452814,0.944903,0.297113,-0.193399,9.98521,-0.652087,0.277545,0.76903,-0.0893363,1.80938,9.12428,-2.83052,-0.100831,-0.0822479,-0.0800544
0.004,8.01659,-1.81185,4.94987,-0.210137,0.0303919,-0.242136,4.47306,3.53366,8.2047,0.107827,-0.0371708,-0.075615,2.44191,-4.71058,6.29287,0.0899575,-0.0537414,-0.0247499,-0.0200843,-9.76725,-2.72713,-0.300902,0.116784,-0.207141,0.757627,-8.13961,-2.76519,0.448143,1.00566,0.310005,-0.147455,9.98019,-0.733918,0.250501,0.77814,-0.105047,1.95205,9.10407,-2.85507,-0.0980373,-0.0883754,-0.0805953
0.005,8.01433,-1.85003,4.90946,-0.205145,0.0320118,-0.243553,4.47807,3.57855,8.18457,0.102998,-0.0385418,-0.0757175,2.25594,-4.78684,6.28712,0.131715,-0.0843117,-0.05106,-0.0464094,-9.73821,-2.80818,-0.298905,0.115292,-0.208236,0.752728,-8.02911,-2.78193,0.43882,1.05621,0.320029,-0.0647527,9.97421,-0.817648,0.225637,0.785229,-0.116506,2.10095,9.08004,-2.88954,-0.0942907,-0.0939102,-0.0794474
0.006,7.98996,-1.89902,4.88203,-0.199374,0.0333861,-0.243175,4.46354,3.60003,8.16314,0.0963769,-0.0397333,-0.0759021,2.04764,-4.86544,6.33578,0.175687,-0.126655,-0.0791619,-0.0744008,-9.70349,-2.90228,-0.29597,0.114694,-0.209985,0.745827,-7.92322,-2.81149,0.425774,1.09861,0.327758,0.0473548,9.96747,-0.902898,0.202516,0.790702,-0.124565,2.25483,9.05297,-2.93197,-0.0897821,-0.0989708,-0.0769486
0.007,7.9656,-1.94801,4.85459,-0.193603,0.0347604,-0.242796,4.44901,3.62151,8.14172,0.0897553,-0.0409248,-0.0760866,1.83933,-4.94403,6.38444,0.219659,-0.168997,-0.107264,-0.102392,-9.66876,-2.99637,-0.293035,0.114095,-0.211734,0.738925,-7.81734,-2.84105,0.412728,1.141,0.335487,0.159462,9.96073,-0.988148,0.179395,0.796175,-0.132623,2.40872,9.0259,-2.97439,-0.0852736,-0.104031,-0.0744498
0.008,7.94123,-1.997,4.82716,-0.187832,0.0361346,-0.242417,4.43448,3.64298,8.12029,0.0831338,-0.0421163,-0.0762711,1.63103,-5.02263,6.43309,0.263631,-0.21134,-0.135366,-0.130384,-9.63403,-3.09047,-0.2901,0.113497,-0.213483,0.732023,-7.71146,-2.87062,0.399682,1.1834,0.343215,0.27157,9.95399,-1.0734,0.156274,0.801647,-0.140682,2.5626,8.99883,-3.01681,-0.080765,-0.109092,-0.071951
0.009,7.92269,-2.04255,4.8023,-0.182183,0.0373528,-0.242178,4.4242,3.66798,8.10044,0.0764356,-0.0433431,-0.0764373,1.43003,-5.11121,6.48322,0.305772,-0.256011,-0.163761,-0.152379,-9.6017,-3.17816,-0.286856,0.113334,-0.215337,0.727076,-7.61952,-2.89274,0.385604,1.22307,0.35008,0.378375,9.94691,-1.16065,0.134054,0.806974,-0.147739,2.71035,8.97158,-3.06353,-0.0762066,-0.113652,-0.0692859
